caption,unfunny,somewhat_funny,funny,count,contest
He said the patent expired,505.0,185.0,300.0,990.0,537
He says the guy with the original idea never took out a patent!,387.0,129.0,195.0,711.0,537
He is making a life preserver for my Mother.,352.0,177.0,163.0,692.0,537
I hope he discovers fire soon. Dinner is at six.,334.0,213.0,145.0,692.0,537
He told me that the patent expired.,345.0,135.0,160.0,640.0,537
"There, that's as close to a perfect square as I can get it.",292.0,106.0,118.0,516.0,537
I don't have the heart to tell him it's been done.,275.0,89.0,107.0,471.0,537
He 'fears' something might happen to me soon that will send him to prison; so he's learning to use a rock hammer.,268.0,96.0,101.0,465.0,537
It came today but we ordered it ages ago.,249.0,122.0,83.0,454.0,537
The hole in the middle was my idea.,245.0,127.0,79.0,451.0,537
Turns out it was never patented.,243.0,125.0,78.0,446.0,537
I don't want to break his heart.,277.0,51.0,113.0,441.0,537
I don't have the heart to tell him.,261.0,79.0,97.0,437.0,537
"It's been in our family for 12,000 years.",235.0,129.0,71.0,435.0,537
Douglas just got his Mechanical Engineering Degree from Trump University!,254.0,86.0,91.0,431.0,537
It would break his heart if I told him it had been done already.,246.0,84.0,85.0,415.0,537
I'm letting the Patent Office tell him.,223.0,113.0,64.0,400.0,537
When he's done I'm going to reinvent the divorce.,233.0,89.0,75.0,397.0,537
"Well, I laughed at him too, but turns out Bruce is the first to actually apply for a patent.",224.0,84.0,69.0,377.0,537
"He's not reinventing it, he's making it great again.",216.0,99.0,61.0,376.0,537
"His influences are Brancusi, Warhol, and Krispy Kreme.",206.0,113.0,52.0,371.0,537
Harry got some discouraging news from the Patent Office this morning.,212.0,100.0,58.0,370.0,537
Try to look surprised.,208.0,107.0,54.0,369.0,537
"It was supposed to be a square, but he kept cutting corners.",205.0,106.0,52.0,363.0,537
He's rethinking his choice of font.,203.0,83.0,54.0,340.0,537
I've got an inkling I'm getting a big rock for our anniversary.,198.0,94.0,48.0,340.0,537
I hid the instructions.,201.0,85.0,51.0,337.0,537
"For me, it's a lifesaver.",195.0,84.0,48.0,327.0,537
"...but the worst of it is, in bed he calls me Wilma.",192.0,88.0,45.0,325.0,537
That's not the Big O I was thinking of.,202.0,65.0,55.0,322.0,537
"Yes, he's been working on it for over three weeks now. I don't have the heart to tell him it's already been done.",206.0,50.0,61.0,317.0,537
Would you like to buy a Vowel?,194.0,73.0,49.0,316.0,537
"He asks me, “What kind of ring?” I said, “Just buy the biggest rock you can find.”",192.0,71.0,48.0,311.0,537
"Well he did ask what type of ring I wanted and I said ""as long as it's a big stone""",189.0,77.0,45.0,311.0,537
My first husband invented fire.,192.0,68.0,48.0,308.0,537
"Yeah, I know. But I don't have the heart to tell him.",191.0,70.0,47.0,308.0,537
We looked it up. Nobody has a patent on it.,188.0,72.0,45.0,305.0,537
I would prefer he had reinvented himself.,195.0,58.0,52.0,305.0,537
He said he's making me a flotation device.,188.0,71.0,45.0,304.0,537
I don't have the heart to tell him he's an idiot.,192.0,58.0,50.0,300.0,537
Care to buy a vowel?,181.0,74.0,40.0,295.0,537
"Trust me, this one will gather moss.",176.0,89.0,33.0,298.0,537
"No, I'm not surprised. He once wrote a poem called 'The Road Already Taken'.",176.0,83.0,34.0,293.0,537
He's practicing in case he has to restart civilization after a Trump presidency.,182.0,64.0,42.0,288.0,537
Keeping him busy has been a big lifesaver.,174.0,69.0,36.0,279.0,537
The other vowels are in the den.,176.0,65.0,38.0,279.0,537
I wish Bob would see a doctor about his enlarged vowels.,175.0,66.0,37.0,278.0,537
I wish he'd put as much energy into reinventing foreplay.,165.0,61.0,35.0,261.0,537
His ex got the X.,173.0,66.0,36.0,275.0,537
"I thought ""N"" was his best work.",167.0,77.0,30.0,274.0,537
"He makes them in peppermint, spearmint and wild cherry.",163.0,85.0,26.0,274.0,537
I don't have the heart to tell him it's already been done.,176.0,54.0,40.0,270.0,537
I'm actually looking forward to the start of football season.,168.0,75.0,30.0,273.0,537
At least yours is a functioning Neanderthal.,168.0,65.0,33.0,266.0,537
He also thinks he invented the internet,168.0,65.0,33.0,266.0,537
He's so proud. I haven't told him yet.,160.0,60.0,32.0,252.0,537
He studied creativity at Trump University.,175.0,49.0,40.0,264.0,537
He's got big ideas . . . apparently the guy who invented it never bothered to file a patent.,165.0,68.0,30.0,263.0,537
I'd rather he reinvented himself.,169.0,57.0,35.0,261.0,537
15 years with Bob and I have zero to show for it.,162.0,71.0,28.0,261.0,537
"Jan, I swear it's like he'd rather reinvent the wheel than find my clitoris.",182.0,29.0,48.0,259.0,537
The rest of the alphabet is in the basement.,165.0,65.0,30.0,260.0,537
Sorry the coffee's cold—he hasn't discovered fire yet.,163.0,66.0,29.0,258.0,537
