caption,unfunny,somewhat_funny,funny,count,contest
They only allow one carry-on.,0.0,1.0,3.0,4.0,513
I'm a little worried about the revolving door in the lobby.,0.0,1.0,2.0,3.0,513
I want you off the case.,0.0,2.0,3.0,5.0,513
I started off where you are. And look at me now!,1.0,0.0,3.0,4.0,513
I'm not sure it's worth it just to be able to ride the express elevator.,0.0,2.0,2.0,4.0,513
This looks like it's going to be a long drawn-out case.,1.0,0.0,3.0,4.0,513
Big case today.,1.0,0.0,3.0,4.0,513
Looks like we're all working on the same case.,1.0,0.0,3.0,4.0,513
"Corporations are people too, but their coffins are more compact.",1.0,0.0,2.0,3.0,513
I hope they don't cut out the middle man.,0.0,2.0,1.0,3.0,513
Don't blame me for deal falling through... I'm just the middleman.,1.0,0.0,2.0,3.0,513
The partners didn't think I could handle this case by myself,1.0,1.0,2.0,4.0,513
Wait. If you're here... who's in the briefcase?,0.0,3.0,1.0,4.0,513
"It took only one lawyer and was called a ""briefcase""",1.0,1.0,2.0,4.0,513
Just think of yourself as the rudder.,0.0,3.0,1.0,4.0,513
Is this your first big case?,0.0,3.0,1.0,4.0,513
Bet it was hard for her not to ask us what this is.,1.0,1.0,2.0,4.0,513
You know the judge is going to throw this case out.,1.0,1.0,2.0,4.0,513
I knew the judge would think our brief was too long.,1.0,1.0,2.0,4.0,513
Are you sure they won't miss him at our next meeting?,1.0,1.0,2.0,4.0,513
First it was three to a cubicle,1.0,1.0,2.0,4.0,513
We forgot the myrrh.,1.0,1.0,2.0,4.0,513
Time to admit this is the worst case scenario.,1.0,2.0,2.0,5.0,513
His last wishes were to be buried in paperwork.,0.0,4.0,1.0,5.0,513
"After you've been with the firm about 5 years, you'll start seeing yourself on second handle too.",0.0,4.0,1.0,5.0,513
This is so awesome. No one has any clue we're going golfing.,0.0,4.0,1.0,5.0,513
It took me years to move up to middle management.,0.0,2.0,0.0,2.0,513
You don't seem to be on our side.,0.0,4.0,0.0,4.0,513
I don't know. I'm just the middle man.,1.0,2.0,1.0,4.0,513
I use to lose my briefcase all the time until I hired you guys.,2.0,0.0,2.0,4.0,513
The long form takes seven handlers.,1.0,1.0,1.0,3.0,513
Act normal.,2.0,1.0,2.0,5.0,513
Did you see that look on her face after I told her we work for ACME sex toys?,1.0,2.0,1.0,4.0,513
