caption,unfunny,somewhat_funny,funny,count,contest
"""I'll catch it"", was the last I heard.",254.0,158.0,141.0,553.0,572
Yours is perfectly adequate.,150.0,122.0,77.0,349.0,572
It looked a lot smaller online.,145.0,109.0,60.0,314.0,572
"Well, where do you think these little balls come from?",794.0,256.0,350.0,1400.0,572
If size didn't matter we'd all be swimming.,104.0,62.0,38.0,204.0,572
It was only a dollar more..,240.0,154.0,85.0,479.0,572
You should see his water noodle.,101.0,66.0,35.0,202.0,572
"This ""mine is bigger than yours"" thing between you and your brother has got to stop, Harry.",289.0,155.0,107.0,551.0,572
"No chance of us getting them mixed up, I initialed mine.",292.0,185.0,99.0,576.0,572
Costco. Why?,222.0,133.0,77.0,432.0,572
It keeps blowing over from Mar-a-Lago. You'd think they would build a wall.,125.0,63.0,45.0,233.0,572
Not Freudian. Trumpian.,105.0,45.0,37.0,187.0,572
"He has a bigger house, a bigger car, and now a bigger ball - need I go on?",548.0,174.0,208.0,930.0,572
"The car, the house--it's always a competition with him.",448.0,203.0,152.0,803.0,572
With a coupon it cost the same as the small one.,91.0,50.0,27.0,168.0,572
Just be patient. He goes back to Washington Sunday night and takes his ball with him.,140.0,64.0,44.0,248.0,572
It's right there on the label: May expand when wet.,172.0,100.0,48.0,320.0,572
"They've appeared out of nowhere , in pools all over the world.",477.0,183.0,157.0,817.0,572
Thats the last time I send you to Costco,239.0,126.0,69.0,434.0,572
"In this neighborhood, size is everything.",92.0,34.0,30.0,156.0,572
You really blew that out of proportion didn't you?,106.0,48.0,32.0,186.0,572
That's inflation for you.,219.0,110.0,62.0,391.0,572
That is not what B.Y.O.B. meant on the invitation.,107.0,64.0,27.0,198.0,572
"THEIR BEACHBALL IS OUT OF ORDER. Ours goes pink, yellow, green, blue.",398.0,100.0,135.0,633.0,572
Are we in The New Yorker or one of those annoying adult coloring books?,332.0,163.0,87.0,582.0,572
Wait until you see the size of the seal.,166.0,91.0,40.0,297.0,572
"All I heard was, ""It's gonna be the biggest beach ball. The best. The greatest. Amazing. Yuge! Believ---OOF.""",186.0,93.0,47.0,326.0,572
I guess my 'fat fingered vulgarian' joke really pissed him off.,357.0,51.0,126.0,534.0,572
"If my neighbor asks for his ball back, just fucking give it to him.",347.0,60.0,119.0,526.0,572
Of course your Gay Pride is just as big as Ed's.,85.0,35.0,23.0,143.0,572
Last one on is a rotten egg.,333.0,84.0,106.0,523.0,572
"But don't you see! The proper order is red, yellow, green!",289.0,108.0,78.0,475.0,572
I only came here to drink anyways.,278.0,109.0,72.0,459.0,572
It's what you do with it that counts.,107.0,55.0,23.0,185.0,572
"He had to have a bigger car than me, a bigger house than me. I tell you Helene, it never ends!",263.0,75.0,73.0,411.0,572
That's so sweet of you Bob...but we already have one.,84.0,34.0,20.0,138.0,572
"I can't put my finger on it, Carla, but this club makes me feel so inadequate.",90.0,39.0,20.0,149.0,572
"In Mar-a-Lago, size matters.",184.0,76.0,42.0,302.0,572
"Yes, but did you see how small his hands are?",194.0,76.0,45.0,315.0,572
Do you think he's overcompensating for something?,112.0,49.0,24.0,185.0,572
I guess that's the hole-ball of wax.,256.0,30.0,81.0,367.0,572
"'As you can see, the Trumps got here first.'",97.0,27.0,25.0,149.0,572
Try rubbing it.,90.0,33.0,20.0,143.0,572
"Bring a beach ball, you said. You'll make a good impression, you said.",181.0,91.0,31.0,303.0,572
Margaret was right....that bathing suit makes her butt look huge,181.0,53.0,43.0,277.0,572
"If it stays up for more than four hours, we're supposed to call a physician.",173.0,70.0,32.0,275.0,572
"Well, apparently more than his ego is inflated.",89.0,34.0,17.0,140.0,572
Plenty of guys have one ball bigger than the other.,182.0,44.0,43.0,269.0,572
