caption,unfunny,somewhat_funny,funny,count,contest
Now let's see 'em walk off with the bathroom key!,1457.0,1724.0,1346.0,4527.0,571
"It was free, but the shipping cost me an arm and a leg.",1088.0,1083.0,966.0,3137.0,571
"Arrgh, we'll see if the bathroom key goes missing now!",1558.0,1682.0,1181.0,4421.0,571
Why does everyone assume it's mine?,1162.0,1134.0,722.0,3018.0,571
"I like it. Since the anchor arrived, no one has asked about my hook, my hat, or what happened to the parrot.",1495.0,1477.0,914.0,3886.0,571
I know. I know. I have anchor management issues.,1536.0,1261.0,957.0,3754.0,571
"So I tell Pete, I'd give my right hand for an anchor like that.",1528.0,1286.0,930.0,3744.0,571
Complain all you want but I haven't lost a bathroom key yet.,1296.0,1190.0,721.0,3207.0,571
Or you could just move the damn coffee maker.,1645.0,1484.0,837.0,3966.0,571
It's no wonder this place has struggled to stay afloat,1596.0,1377.0,698.0,3671.0,571
This used to be part of a chain.,1257.0,817.0,578.0,2652.0,571
Order for Ishmael is ready.,652.0,482.0,248.0,1382.0,571
Welcome to Arrbucks.,1323.0,866.0,522.0,2711.0,571
My ex-wife got the rest of the boat.,1072.0,719.0,365.0,2156.0,571
"Would you like that for here, or take aweigh?",581.0,398.0,190.0,1169.0,571
It cost me an arm and a leg...,1089.0,773.0,341.0,2203.0,571
Does it look like I can give you a hand?,645.0,374.0,223.0,1242.0,571
"Arrggh, it looked smaller on eBay.",1351.0,1003.0,393.0,2747.0,571
We're Starboard's. Starbucks is up the street.,1148.0,736.0,347.0,2231.0,571
The last one I left outside got stolen.,1361.0,943.0,391.0,2695.0,571
"There's mutiny in the air. Also Viennese dark roast, but mainly mutiny.",1028.0,653.0,292.0,1973.0,571
Because this is our flagship location. That's why.,534.0,346.0,143.0,1023.0,571
Why? Because every mall needs an anchor store.,1891.0,835.0,602.0,3328.0,571
Let's just drop it.,1054.0,628.0,290.0,1972.0,571
Welcome to Sunken Donuts!,1042.0,547.0,302.0,1891.0,571
I'm working on my anchor management issues.,1094.0,646.0,296.0,2036.0,571
Please be courteous and return the bathroom key to the counter,436.0,280.0,107.0,823.0,571
I'm sure whoever forgot it will be back.,920.0,576.0,230.0,1726.0,571
"When YOU'RE Employee Of the Month, you can put whatever you want there.",472.0,285.0,104.0,861.0,571
5.99 at Starbucks and they call me a pirate.,883.0,433.0,224.0,1540.0,571
I imagine you're all wondering where I got this hat.,572.0,263.0,150.0,985.0,571
"When the mall said they needed an anchor tenant, I knew I'd found me place.",182.0,101.0,39.0,322.0,571
Leave it outside? This is New York City!,491.0,227.0,115.0,833.0,571
Ship happens.,454.0,211.0,101.0,766.0,571
Why do you assume it's mine?,759.0,390.0,156.0,1305.0,571
We all have baggage.,367.0,196.0,70.0,633.0,571
"You'll thank me when the big one hits, and all the other coffee shops are washed away!",749.0,408.0,140.0,1297.0,571
"Wifi password is ANCHOR, all caps.",683.0,321.0,140.0,1144.0,571
When are they going to put that anchor aweigh?,768.0,340.0,153.0,1261.0,571
I don't care what you think. We haven't had a customer walk off with the bathroom key since I thought of it.,691.0,357.0,120.0,1168.0,571
Nobody complained when Seth brought in his bicycle wheel.,423.0,213.0,74.0,710.0,571
Better to have it and not need it than need it and not have it.,398.0,193.0,69.0,660.0,571
It's a metaphor. Deal with it.,646.0,276.0,124.0,1046.0,571
It saved his life - he hung on to it till help arrived.,745.0,187.0,186.0,1118.0,571
"I am thinking of opening a second store, but this will remain our anchor location.",655.0,312.0,114.0,1081.0,571
He's taking anchor management.,661.0,273.0,127.0,1061.0,571
The napkins kept blowing away.,486.0,219.0,86.0,791.0,571
I didn't say a word when you showed up with that nose ring.,537.0,269.0,82.0,888.0,571
Was to go to the booze cruise stop not the crew's brews shop,588.0,137.0,138.0,863.0,571
"Yaaarrr, well I don't think we need your bike in the break room either, Katelyn.",462.0,182.0,82.0,726.0,571
I want to be ready when my ship comes in.,259.0,131.0,36.0,426.0,571
Strange ... I suddenly have a hanchoring for seafood,567.0,135.0,129.0,831.0,571
It takes the attention off my hook,471.0,238.0,63.0,772.0,571
The wife got the boat.,284.0,123.0,44.0,451.0,571
This restaurant has three locations but this is the anchor store.,459.0,222.0,61.0,742.0,571
It was either The Rusty Anchor or The Greasy Spoon.,431.0,177.0,68.0,676.0,571
"If I'd known you could rename hardtack 'biscotti' and charge eight bucks for it, I would've given up pirating ages ago.",273.0,85.0,52.0,410.0,571
I'm just working this job until my ship comes in.,455.0,192.0,69.0,716.0,571
They said they needed an anchor store at this mall.,440.0,185.0,66.0,691.0,571
"Because it adds a certain je ne sais quoi, that's why.",437.0,149.0,77.0,663.0,571
"It's called ambiance, people!",212.0,93.0,30.0,335.0,571
It's a metaphor; work with it.,416.0,174.0,60.0,650.0,571
The cannons were too dangerous. The parrot was too loud. What is it now?,253.0,86.0,42.0,381.0,571
I hate Take Your Pirate To Work Day.,199.0,67.0,33.0,299.0,571
"Which of you swabs ordered a triple venti, half sweet, non-fat, caramel macchiato with two shots of rum?",307.0,120.0,44.0,471.0,571
