caption,unfunny,somewhat_funny,funny,count,contest
"When I asked you to line up a meeting with the Department Chairs, this is not what I meant.",295.0,226.0,258.0,779.0,550
Are you willing to relocate?,168.0,152.0,90.0,410.0,550
Where do you see yourself five chairs from now?,172.0,120.0,94.0,386.0,550
"Actually, we were looking for someone a bit more aggressive.",140.0,120.0,59.0,319.0,550
"At one point I had them in a semicircle, but it gave people a sense of equality.",147.0,105.0,66.0,318.0,550
Martin realized he was facing some fierce competition for the ghost writer position.,151.0,78.0,70.0,299.0,550
For $25 you can upgrade to the Business Class interview.,135.0,89.0,55.0,279.0,550
"As you can see, we do things differently here at Pez.",138.0,68.0,57.0,263.0,550
Obviously you weren't my first choice.,124.0,88.0,43.0,255.0,550
What makes you think you were not our first choice?,119.0,97.0,38.0,254.0,550
I'm looking for someone with whom I can work closely--but not too closely.,114.0,105.0,33.0,252.0,550
"To be honest, you weren't our first choice for this position.",123.0,87.0,42.0,252.0,550
You weren't our first choice.,125.0,80.0,44.0,249.0,550
Where do you see yourself sitting in five years?,117.0,94.0,36.0,247.0,550
"I'm afraid this is the end of the line for you, Jenkins.",124.0,80.0,42.0,246.0,550
"The good news is, there's room for advancement.",116.0,89.0,35.0,240.0,550
Thank you for lining up a meeting with the department chairs.,131.0,56.0,50.0,237.0,550
"As you can see, we have plenty of advancement opportunities.",111.0,95.0,30.0,236.0,550
"So, how's the assertiveness training course going?",120.0,77.0,39.0,236.0,550
In which chair do you see yourself sitting in five years?,96.0,77.0,27.0,200.0,550
"I have good news and bad news, Agent 008.",130.0,57.0,48.0,235.0,550
Correct. Advance one chair.,110.0,87.0,29.0,226.0,550
"I must admit, you weren't our first choice.",103.0,92.0,23.0,218.0,550
"For an additional $75, you can upgrade your interview from economy to first class.",113.0,68.0,33.0,214.0,550
"Well, you're remotely qualified.",110.0,74.0,30.0,214.0,550
"Norm, this isn't what I meant about lining up a meeting.",113.0,68.0,33.0,214.0,550
Where do you see yourself in seven chairs?,115.0,67.0,34.0,216.0,550
"I won't lie, you are not my first choice.",110.0,71.0,30.0,211.0,550
"I have a risky assignment for you, 008.",119.0,53.0,39.0,211.0,550
We got rid of middle management.,111.0,68.0,31.0,210.0,550
"I'm afraid it's the end of the line for you, Mr. Jones.",108.0,72.0,28.0,208.0,550
And you must be Mr. Zyzzik,113.0,49.0,36.0,198.0,550
"Yes, I rowed in college. How did you know?",109.0,67.0,29.0,205.0,550
"Due to some recent layoffs, you'll report directly to me.",111.0,65.0,30.0,206.0,550
"Just being careful, until the sexual harassment suits are settled.",116.0,46.0,37.0,199.0,550
You'll be working with a team of seven ghostwriters.,117.0,44.0,38.0,199.0,550
"This is just a simulation, Mrs. Grierson. In Alaska, you'll use real dogs.",110.0,58.0,31.0,199.0,550
Welcome to your first day of assertiveness training.,113.0,51.0,34.0,198.0,550
Will I lose my place if I go to the restroom?,111.0,54.0,32.0,197.0,550
We need more middlemen.,106.0,63.0,27.0,196.0,550
My employees tell me that I am hard to reach.,102.0,71.0,23.0,196.0,550
"As you can see, there's plenty of room for advancement.",101.0,74.0,21.0,196.0,550
"Great answer, move up one chair.",103.0,66.0,24.0,193.0,550
Unapproachable in what way?,106.0,58.0,27.0,191.0,550
"So, why do you want to work for Amtrak?",110.0,50.0,31.0,191.0,550
"As you know, you weren't my first choice for this job.",110.0,50.0,31.0,191.0,550
Where do you see yourself five chairs from now?,106.0,57.0,27.0,190.0,550
"It's true, you're not our first choice...",104.0,60.0,25.0,189.0,550
For fifty dollars you can upgrade to a First Class interview.,106.0,59.0,26.0,191.0,550
Thank you for applying for one of our remote positions.,100.0,67.0,21.0,188.0,550
"It's not the typical workplace, but there's room to advance.",96.0,75.0,17.0,188.0,550
You have room to advance here.,93.0,77.0,15.0,185.0,550
"Johnson, I really need you to be upfront with me.",109.0,45.0,31.0,185.0,550
"Now, you've probably heard I can be a bit distant...",100.0,63.0,22.0,185.0,550
"Yes, Wilkins, there is a reason you’re always the last to know.",102.0,58.0,24.0,184.0,550
"On the plus side, there's a lot of room for advancement.",103.0,55.0,25.0,183.0,550
I think you have the potential to move forward.,98.0,65.0,20.0,183.0,550
I may not be able to see you today.,103.0,54.0,25.0,182.0,550
Correct. Move forward one seat.,101.0,57.0,23.0,181.0,550
"Yes, this is a metaphor.",102.0,55.0,24.0,181.0,550
Let me ask you the same question I asked the others...,109.0,41.0,31.0,181.0,550
"Yes I was a coxswain in college, how did you know?",107.0,44.0,29.0,180.0,550
"Let me be clear son, you're eighth in line for the job and nobody else applied.",107.0,44.0,29.0,180.0,550
"Son, I feel like we've never been close.",103.0,54.0,24.0,181.0,550
I'll be perfectly frank - you weren't my first choice.,103.0,50.0,25.0,178.0,550
"I just wish you could be more up front with me, Henderman.",99.0,58.0,21.0,178.0,550
…and when did you last see your cloak of invisibility?,110.0,36.0,32.0,178.0,550
Give an example of a time when you showed initiative.,101.0,54.0,23.0,178.0,550
"I am sorry, I think we are looking for someone a little more assertive.",104.0,48.0,26.0,178.0,550
There is plenty of room for advancement here.,102.0,52.0,24.0,178.0,550
"As you can see, there's plenty of advancement potential.",100.0,56.0,22.0,178.0,550
I can see there's a lot of room for advancement.,92.0,54.0,19.0,165.0,550
"As you probably know, Peterson, you were not my first choice for this assignment.",99.0,56.0,21.0,176.0,550
And you're sure you don't want to pay for an upgrade before your interview?,106.0,42.0,28.0,176.0,550
You weren't our first choice.,102.0,46.0,25.0,173.0,550
You are far and away the best candidate for this position.,98.0,54.0,21.0,173.0,550
"The secret to my success, my boy? Linear thinking.",94.0,62.0,17.0,173.0,550
