caption,unfunny,somewhat_funny,funny,count,contest,target_id
I wish we'd noticed that before eating Bob.,71,28,36,135,652,692
I wish we’d seen that before we ate Dave.,85,39,39,163,652,8335
I do not see a lifesaver.,80,46,32,158,652,9705
Think there are any Life Savers?,70,27,31,128,652,6049
See any Lifesavers?,82,25,34,141,652,4918
I really don't have any room left after we ate John.,90,32,36,158,652,3452
"I see two palm trees, a tire, and some driftwood. Why do you ask?",83,49,28,160,652,6323
Over there they call it macarooned.,76,37,27,140,652,2079
Oldest shark trick in the book,79,30,30,139,652,6217
If only we had a Life Saver.,81,35,28,144,652,7138
Looks desserted to me.,91,31,33,155,652,811
It looks totally desserted.,90,49,27,166,652,277
Is it just me or are the sharks getting smarter?,86,36,28,150,652,2015
If you say 'desserted island' one more time....,90,38,29,157,652,256
Looks completely desserted.,103,38,34,175,652,556
It appears desserted.,86,41,25,152,652,4711
Over there we’d be macarooned.,85,39,25,149,652,5394
So dessert island wasn’t a typo after all.,96,35,30,161,652,5671
The least they could do is throw us a Life Saver.,80,39,22,141,652,8800
It looks like the sharks have upped their game,83,36,24,143,652,3886
It's a trick.  Once you get over there they try to sell you a timeshare.,77,50,17,144,652,3485
"Chances are, one of us isn't real either...",76,34,21,131,652,7204
And I thought we had wrecked near the Sandwich Islands.,79,38,21,138,652,7455
"After eating Johnson, I don't have room for dessert.  How about you?",102,28,33,163,652,7184
It's called the Isle of Just Desserts.,81,43,20,144,652,3493
Too bad there's no life savers.,84,43,21,148,652,10002
Looks like it's desserted.,84,38,22,144,652,5482
The Sandwich Islands must be nearby.,89,44,22,155,652,9948
"Ronald, I swear, if you call that a ""desserted"" island one more time...",78,22,24,124,652,5651
I've been there. It's a miniature golf course.,82,40,20,142,652,9751
I could have sworn these were the Sandwich Islands...,89,42,22,153,652,7440
Looks like we're macarooned.,88,44,21,153,652,8240
It’s the Isle of Just Desserts.,82,33,22,137,652,2761
'Looks desserted.',81,41,19,141,652,3352
"Well, now that we've polished off Mary Ann, Ginger, The Howells, and the Professor, guess we could swim over there for a little dessert...",71,34,17,122,652,3562
Remember to wait a half hour before you swim back.,74,37,17,128,652,3089
Give me that dang lamp before you waste the next two wishes!,94,22,29,145,652,6908
"A boat, Kevin. You should have wished for a boat.",84,32,22,138,652,7062
I thought you said these were the sandwich islands!,98,42,24,164,652,7424
Do you think they have lifesavers over there?,94,46,21,161,652,2834
I thought you said we were going to the Sandwich Islands.,78,36,18,132,652,937
It’s obviously desserted.,92,40,22,154,652,6683
It looks like a desserted island.,87,40,20,147,652,5263
"according to Yelp, the buttercream alone is worth the trip",102,51,22,175,652,1731
Do you suppose it has life savers?,84,36,20,140,652,8122
"Weird, no Life Savers...",84,35,20,139,652,9154
We could use Life Savers.,86,37,20,143,652,6472
I've read enough German fairy tales to know not to fall for it.,90,41,20,151,652,9361
Great. Now my appetite is spoiled for my dinner mirage.,90,25,25,140,652,6952
It’s one of the Greek islands- Dextrose.,82,28,21,131,652,7952
I guess we didn’t have to eat Danny. Or our raft.,100,29,27,156,652,1817
"If  I make it, i’ll throw you a Life Saver.",89,32,22,143,652,543
It's a well-known shark trick.,79,45,14,138,652,1960
Of course they forgot the Life Savers.,95,34,23,152,652,6805
I'm staying put.  That island is clearly desserted.,85,26,22,133,652,7753
When was that island desserted?,87,25,23,135,652,6686
"Oh, you see that too? We probably should've talked about that before we ate Steve.",84,40,17,141,652,7782
Seriously?  A dessert island?,101,37,24,162,652,949
You're not thinking about desserting me too?,93,34,22,149,652,8356
Maybe we are the illusion,85,34,19,138,652,4831
What exactly was your third wish?,95,51,17,163,652,4116
I am seeing naked ladies; what are you seeing?,98,48,19,165,652,8319
Do you think the whole island is desserted?,101,42,22,165,652,8657
You said the Jones’s weren’t going to decorate this year.,88,34,20,142,652,6558
"All that, and not a life saver to be seen  !",93,30,23,146,652,626
I think that’s what they call a dessert island.,88,33,20,141,652,3911
