caption,unfunny,somewhat_funny,funny,count,contest
Sometimes a dipstick is just a dipstick.,827.0,275.0,1512.0,2614.0,536
"The impotence, that feeling of being out of control when you find yourself parallel parking against your will, probably started when you were being assembled.",145.0,18.0,98.0,261.0,536
I'd like to see you again in two thousand miles.,108.0,80.0,59.0,247.0,536
"I'm afraid we're out of time, but I'd like to see you again in 5,000 miles …",98.0,59.0,45.0,202.0,536
And was this your first breakdown?,92.0,64.0,38.0,194.0,536
Where do the voices tell you to go?,97.0,52.0,43.0,192.0,536
So you're no longer attending your AAA meetings?,99.0,48.0,44.0,191.0,536
And are the clowns inside you now?,99.0,37.0,45.0,181.0,536
I don't think I'm charging you enough.,95.0,45.0,40.0,180.0,536
"We have to end for today, but I've set your next session for 3 months or 3,000 miles, whichever comes sooner.",87.0,60.0,32.0,179.0,536
I just can't seem to control my emissions.,93.0,41.0,38.0,172.0,536
"Wait, back up.",87.0,50.0,32.0,169.0,536
My father had a checkered past.,86.0,41.0,31.0,158.0,536
Lots of cars fall in love with their mechanic. It's called transmission.,88.0,36.0,33.0,157.0,536
Tell me about your last breakdown.,88.0,33.0,33.0,154.0,536
You got yourself here. That's a good start.,79.0,50.0,24.0,153.0,536
And how many clowns do you think are inside you *right now*?,90.0,28.0,35.0,153.0,536
My mother was an Escort.,86.0,36.0,31.0,153.0,536
I believe you are expeeriencing Prius envy.,84.0,36.0,29.0,149.0,536
Back up a moment,79.0,48.0,23.0,150.0,536
Let's back up.,77.0,46.0,22.0,145.0,536
"I know this is unprofessional, but could you drop me home after our session?",86.0,31.0,30.0,147.0,536
These voices inside - do they always tell you where to go?,85.0,32.0,29.0,146.0,536
When did you first realize you had a fear of clowns?,87.0,24.0,31.0,142.0,536
Premature acceleration?,83.0,31.0,27.0,141.0,536
It's a classic case of Prius envy.,80.0,36.0,24.0,140.0,536
So tell me about these auto erotic fantasies.,80.0,36.0,24.0,140.0,536
I don't take auto insurance.,83.0,30.0,27.0,140.0,536
"I'm tired of being the ""smart"" car. The girls all go for the muscle cars.",81.0,34.0,25.0,140.0,536
Let's go back to the day you found out you were pre-owned.,78.0,36.0,23.0,137.0,536
In your case I think a fear of clowns is perfectly rational.,81.0,30.0,26.0,137.0,536
And you feel that the road never hugs you in return?,78.0,39.0,22.0,139.0,536
And do you consume ethanol on a daily basis?,77.0,41.0,21.0,139.0,536
Would you describe yourself as a self-starter?,76.0,42.0,20.0,138.0,536
"First of all, do you have insurance?",78.0,37.0,22.0,137.0,536
"Well, I can validate your feelings, but not your parking.",78.0,33.0,23.0,134.0,536
You can break down if you need to.,76.0,39.0,20.0,135.0,536
I'm afraid we're out of time. Is someone coming to pick you up?,75.0,40.0,19.0,134.0,536
"Well, problems may appear larger in your rearview.",73.0,40.0,18.0,131.0,536
You bet I'm going to charge you.,78.0,30.0,23.0,131.0,536
How much baggage could you possibly have?,74.0,37.0,19.0,130.0,536
Tell me more about your auto body experience.,80.0,28.0,24.0,132.0,536
Let's shift gears for a moment.,76.0,32.0,21.0,129.0,536
My longest relationship only lasted six blocks.,74.0,34.0,19.0,127.0,536
So tell me what drove you here,73.0,35.0,18.0,126.0,536
How long have you felt you don't know where to turn?,71.0,38.0,16.0,125.0,536
What drove you into therapy?,77.0,29.0,21.0,127.0,536
"Look, the squirrel had choices...",77.0,25.0,22.0,124.0,536
Let's back up for a minute.,72.0,35.0,17.0,124.0,536
"Well, our time's up here, any chance you are heading toward downtown?",76.0,27.0,21.0,124.0,536
"If they trust me, why do I have a steering wheel?",73.0,33.0,18.0,124.0,536
How long have you been afraid of clowns?,79.0,21.0,24.0,124.0,536
That voice you hear in your head? It's the radio.,71.0,37.0,16.0,124.0,536
Would you describe yourself as self-driven?,70.0,39.0,15.0,124.0,536
How long have you had these feelings that you are being controlled by others?,73.0,36.0,17.0,126.0,536
Let's talk about why you automatically lock everyone out.,72.0,34.0,17.0,123.0,536
"All my life they said, ""Porsche's the pretty one, you're the smart one.""",77.0,24.0,22.0,123.0,536
"Unfortunately, we don't accept car insurance.",78.0,22.0,23.0,123.0,536
Have you tried turning yourself off and on again.,76.0,26.0,21.0,123.0,536
"So, what really turns you on?",75.0,28.0,20.0,123.0,536
It's a clinical condition we refer to as Prius Envy.,76.0,26.0,21.0,123.0,536
Tell me more about the nightmare with the clowns.,76.0,25.0,21.0,122.0,536
Have you tried turning yourself off and then on again?,69.0,39.0,14.0,122.0,536
He just sits in you and does nothing?,76.0,25.0,21.0,122.0,536
Let's talk about your tendency to avoid things.,77.0,23.0,22.0,122.0,536
"Do you mind, just this session, if we talk about something other than the road less traveled?",80.0,17.0,25.0,122.0,536
"Sure, you're a smart car. But are you a happy car?",73.0,31.0,18.0,122.0,536
So let's be clear. This voice inside you tells you not only where to go but how to get there?,75.0,26.0,20.0,121.0,536
Tell me about your control issues.,69.0,38.0,14.0,121.0,536
Please put the reverse camera on and look at me when I talk to you.,72.0,30.0,17.0,119.0,536
"Yes, Prius envy is very common.",71.0,32.0,16.0,119.0,536
How many clowns?,73.0,27.0,18.0,118.0,536
I think you could benefit from an AAA meeting.,70.0,33.0,15.0,118.0,536
I’m sorry but I don’t accept AAA.,70.0,33.0,15.0,118.0,536
The next half hour is free if you can give me a ride to the airport afterwards.,75.0,23.0,20.0,118.0,536
"I'd like to work on your ""my way or the highway"" attitude.",73.0,27.0,18.0,118.0,536
That many clowns would frighten anyone.,75.0,23.0,20.0,118.0,536
We have to stop now. Could you run me uptown?,75.0,26.0,19.0,120.0,536
It's nothing to be ashamed about. Prius Envy is actually quite common.,78.0,26.0,20.0,124.0,536
Reframe it. You're not driverless. You're self-driven. Big difference.,71.0,30.0,16.0,117.0,536
"I'm a Smart Car, but I'm not living up to my potential",71.0,30.0,16.0,117.0,536
"Seriously, if you don't cut back on the ethanol, I can't help you.",73.0,26.0,18.0,117.0,536
"Given your history, the fear of clowns is more than understandable. But could you say you just feel 'so used' in general?",74.0,24.0,19.0,117.0,536
Tell me more about your control issues.,75.0,22.0,20.0,117.0,536
This is a classic case of Prius envy.,73.0,26.0,18.0,117.0,536
I'm afraid you are suffering from Prius envy.,73.0,26.0,18.0,117.0,536
You're supposed to have avoidance issues.,71.0,30.0,16.0,117.0,536
Are you finding these emissions are primarily nocturnal?,73.0,26.0,18.0,117.0,536
You've got a classic case of Prius envy.,71.0,30.0,16.0,117.0,536
"Have you considered the possibility that these ""accidents"" might actually by your fault.",72.0,28.0,17.0,117.0,536
Did you have any trouble finding my office?,66.0,39.0,11.0,116.0,536
Do you think perhaps you're being Uber sensitive?,72.0,27.0,17.0,116.0,536
Blue Book cannot determine your true self-worth.,69.0,33.0,14.0,116.0,536
"It's perfectly normal, we all have gas.",73.0,25.0,18.0,116.0,536
So let's delve further into this fear of clowns,69.0,26.0,16.0,111.0,536
Sometimes a tunnel is just a tunnel.,72.0,20.0,19.0,111.0,536
Let's talk about your autoeroticism.,69.0,26.0,16.0,111.0,536
You are a Smart Car; figure it out.,67.0,30.0,14.0,111.0,536
Have you been skipping your AAA meetings again?,70.0,30.0,15.0,115.0,536
You've got a surprising amount of baggage.,72.0,26.0,17.0,115.0,536
It appears you lack self-control.,73.0,24.0,18.0,115.0,536
Self-driving will not make you go blind.,74.0,22.0,19.0,115.0,536
"Our hour is up, I recommend we meet again in 3,000 miles.",69.0,32.0,14.0,115.0,536
Just how long have you been cheating on your emission tests?,72.0,26.0,17.0,115.0,536
"Obviously, you're just not driven.",72.0,26.0,17.0,115.0,536
You seem to be headed for a breakdown.,70.0,30.0,15.0,115.0,536
There's nothing driving me anymore.,75.0,20.0,20.0,115.0,536
Why don’t you let people in?,72.0,29.0,16.0,117.0,536
What's more important to you -- performance or size?,71.0,27.0,16.0,114.0,536
I feel like I'm going through life on autopilot,73.0,22.0,18.0,113.0,536
And how long have you felt this Prius envy?,69.0,30.0,14.0,113.0,536
"""Nocturnal emissions? Really, nothing to worry about"".",71.0,26.0,16.0,113.0,536
"I understand, but first you really have to WANT to change lanes.",68.0,32.0,13.0,113.0,536
I am sorry I don't accept EZ Pass as a form of payment.,72.0,23.0,17.0,112.0,536
I've lost all sense of direction.,69.0,29.0,14.0,112.0,536
Your father was a gas guzzler?,71.0,25.0,16.0,112.0,536
I think you might be overreacting. Sometimes a honk is just a honk.,69.0,29.0,14.0,112.0,536
The reason you're a wreck is because your father was a gas-guzzler and your mother was hooked on speed!,74.0,19.0,19.0,112.0,536
"You can come out now, Mr. Schwartz. The car isn't going to do the talking for you.",74.0,19.0,19.0,112.0,536
Have you tried switching yourself off and on again?,69.0,29.0,14.0,112.0,536
Let's back up a little.,66.0,35.0,11.0,112.0,536
Sorry. Accepting a ride from you would be completely unprofessional.,68.0,31.0,13.0,112.0,536
It's not size that matters -- it's how long you can hold your charge.,69.0,29.0,14.0,112.0,536
"If you want to get anywhere, you're going to have to let me in.",69.0,29.0,14.0,112.0,536
"Come back in 3,000 miles.",65.0,40.0,9.0,114.0,536
"If you let that many clowns inside you, you're bound to feel guilty.",72.0,26.0,16.0,114.0,536
"So what you're saying is, you have some sort of auto-immune disorder?",70.0,23.0,16.0,109.0,536
"Yes, we validate.",64.0,35.0,10.0,109.0,536
NO. I DON'T WANT TO CHECK YOUR DIP STICK!,73.0,17.0,19.0,109.0,536
