caption,unfunny,somewhat_funny,funny,count,contest,target_id
I wish you’d come in when it was just a chip on your shoulder.,64,36,41,141,650,4474
The good news? You’re not delusional.,74,36,29,139,650,4112
You were better off with a chip on your shoulder.,74,40,28,142,650,275
"I treat depression and obsession, but not compression.",79,39,30,148,650,3920
Tell me about your first crush.,64,40,19,124,650,2871
I could begin with the obvious--but why don't you go first?,75,44,23,142,650,3670
Last week it was a monkey on your back.,77,45,24,147,650,3463
"So, the last thing you remember was a roadrunner and a coyote?",74,33,25,132,650,3801
And you think this is the cause of your erectile dysfunction?,70,33,22,125,650,3279
"Well, let's start with the obvious.",87,42,25,155,650,3419
"Well, usually when someone tells me that, it's a metaphor.",75,41,21,137,650,5767
This could be the main reason for your erectile dysfunction.,81,31,26,139,650,3317
"I'm just here to give you the tools, you'll have to do the heavy lifting.",84,50,22,156,650,1838
Your time's almost up.  Are you sure there isn't anything else you want to get off your chest?,64,37,17,118,650,6081
No wonder you're unable to have an erection.,90,32,29,151,650,7213
Otherwise OK?,80,31,25,136,650,6296
"On the plus side, you’re using the word ‘literally’ correctly.",71,27,22,120,650,548
What's your gut feeling?,69,34,19,122,650,6493
Let's begin our session with some deep breathing.,78,35,22,136,650,6134
can you feel the pea now?,85,35,25,145,650,1294
You're in luck. My next patient thinks he's Superman.,73,34,20,127,650,7327
The good news is that this problem is not in your head.,78,44,19,141,650,3348
"Now, imagine it's Styrofoam.",86,41,23,150,650,750
I mean besides that.,86,43,22,151,650,413
...and suddenly it hit me.,81,34,23,139,650,6529
"""You know, for the first time in my career I think the problem might not be your mother""",77,40,19,136,650,4640
You might be more comfortable if you take off your shoes.,82,40,21,143,650,4528
"It's $200 for the session, plus $2,000 for the forklift.",89,36,25,150,650,3924
"Thus far, this is the only effective treatment we've found for erections lasting longer than 4-hours.",81,25,25,131,650,4571
I see you've gained weight but it's good that you've got a handle on it.,96,25,31,152,650,7293
Seems to me that you're the underlying issue.,78,44,18,140,650,819
"Ask yourself, does it spark joy?",88,20,29,137,650,251
You ripped off the ankle bracelet - what did you expect?,77,32,21,130,650,1376
The first step is acceptance.,76,37,19,132,650,7112
Why do you think you can't get an erection?,75,29,21,125,650,2854
Can you think of anything concrete that might be causing your anxiety?,93,34,27,155,650,2038
I think I know the cause of your erectile dysfunction.,81,36,21,138,650,917
Any other pressing matters to discuss?,78,45,17,140,650,3952
"If you upgrade to Premium Care, I can get that removed.",81,37,21,140,650,5085
I can't help you if you don't tell me what's wrong.,81,29,23,133,650,5555
"So, what brings you in today?",95,43,24,162,650,4929
You seem obsessed with your weight.,89,25,27,141,650,1464
And how long since your last erection?,80,33,21,134,650,1698
"You can't change the fact that it's there, but you CAN change your reaction to it.",78,50,15,143,650,6620
First I applaud your proper use of “literally”.,78,27,21,126,650,483
Any other symptoms?,77,41,17,135,650,4630
We'll pick this up next week.,79,39,18,137,650,2957
"No, in this instance I agree - it’s not all in your head.",91,45,21,157,650,1462
Take an anvil and call me in the morning.,83,25,24,132,650,4074
I can't help you if you wont tell me what's bothering you.,79,33,20,132,650,6942
Let's pick this up again next week.,88,42,21,152,650,429
"It's a lamp shade, for goodness sake.  Just lift it off you.",91,25,27,143,650,6992
"In my opinion, you're putting too much pressure on yourself.",82,42,18,143,650,7452
You seem depressed.,86,34,22,142,650,398
Depressed in what way?,87,51,17,155,650,1120
But does it spark joy?,69,29,17,115,650,4489
Maybe it’s not all in your mind.,81,37,19,137,650,2475
"I said to take an Advil""",82,25,23,130,650,3222
Sorry about that. It was supposed to hang ominously above you.,76,40,16,132,650,270
Now don't all your other problems seem trivial?,76,38,17,132,650,2120
"So let me get this straight. You clicked ""Accept"" without reading the terms and conditions?",77,22,22,121,650,2718
"Sometimes therapy only works under pressure""",74,43,14,132,650,4284
"I can help you, but it’s you who must do the heavy lifting.",84,43,18,145,650,2933
My first question is how you got in here.,94,45,21,160,650,5282
"I sleep OK, but I have trouble some mornings getting up.",82,43,17,142,650,1534
I've had too many people leave without paying.,85,35,21,142,650,6319
It's just until we verify insurance.,78,40,16,135,650,5408
Hmmm. So roughly how long has it been since you've been unable to achieve an erection?,82,34,20,137,650,4862
"Well we can talk about it, or we can just get a crane.",84,38,19,141,650,4472
Let's start with your weight problem.,88,29,23,140,650,2129
I suggest not starting your day watching the news.,87,40,19,146,650,3253
"Yes, normally it is a metaphor.",92,43,19,154,650,5587
Let's start by getting a belt with a different buckle,85,32,21,139,650,367
Define 'pressing concern'.,76,36,16,128,650,3225
"Would you describe your anxiety as heavy, paralyzing, or crushing?",77,33,17,128,650,6651
I think your delusions are becoming more concrete.,94,46,19,160,650,7510
My mistake; I assumed you were speaking figuratively,94,48,19,162,650,6497
How bad is the pain…on a scale of 1 to 16 tons?,65,37,11,115,650,3617
This may take more than one session.,84,26,22,132,650,2047
"I'm Jungian but more importantly, I'm also a certified crane operator.",76,24,20,121,650,7557
"When you made the appointment, I just assumed  you were speaking metaphorically.",90,51,16,157,650,3334
"Now, try to visualize a crane.",87,36,20,144,650,3608
"We could attempt psychoanalysis, but I'd actually recommend a crane.",80,33,17,131,650,3873
"Yes, but what would you say is your most pressing issue?",76,47,12,135,650,2697
"When you said ""literally"" over the phone I thought you meant figuratively.",84,34,18,137,650,299
Let's leave it there for now.,95,43,19,158,650,6689
“Your hour is up. Can I call you a crane?”,87,34,20,141,650,7227
"I noticed you shaved your head, you want to talk about that?",83,42,16,141,650,7475
My childhood was fine. Please just call 911.,98,43,20,162,650,5492
"Unfortunately we’ve run out of time. 
Let’s pick that up next week.",91,35,21,147,650,2785
"It'd be a coincidence but, yes, it's possible you're having a heart attack.",88,41,18,147,650,3268
Perhaps I wasn't clear. Our time is up.,89,39,19,147,650,7365
"When you said you've been under pressure, had put on a ton of weight and were having trouble getting out of bed in the morning, I suspected something else.",94,35,22,151,650,6336
"Murray, sometimes a two-ton anvil is just a two-ton anvil.",82,28,20,130,650,6777
I've seen bigger,91,44,18,153,650,556
"But no tingling or shortness of breath, right?",79,37,16,132,650,3852
Anything pressing you’d like to discuss?,78,43,14,136,650,3454
"Well, why do YOU think it's there?",88,34,18,140,650,4745
So you say you fell victim to a pyramid scheme?,88,32,21,142,650,4335
Could you be more concrete?,93,27,24,144,650,3290
