caption,unfunny,somewhat_funny,funny,count,contest
"Well, your profile pic doesn't look much like you either.",80,56,39,175,527
"You voted ‘Leave,’ didn’t you?",74,38,38,150,527
"Well, I never believed in you either.",82,33,39,154,527
We have observed you in the barn. So many questions.,73,26,34,133,527
"Greetings, and let go of my penis.",81,19,36,136,527
Probe you? I hardly know you.,74,31,29,134,527
Your cows speak highly of you.,76,30,30,136,527
"You look surprised, John. Have I really changed that much since high school?",71,32,27,130,527
Thank God we found you. What the hell is quinoa?,63,29,23,115,527
"Welcome aboard! First stop, Uranus.",76,25,30,131,527
"Think of us as ""Proctologists Without Borders"".",73,25,28,126,527
We said we would return when Cleveland won a championship.,63,44,18,125,527
Keep me from your leader.,69,35,23,127,527
"If you enjoyed your anal probe as much as we did, please ""Like"" us on Facebook.",71,19,28,118,527
I had a great time tonight. Can I call you?,69,30,24,123,527
I'm sure we can settle this without involving the insurance companies.,66,31,22,119,527
"Wow, small universe! My name is also John.",67,26,23,116,527
You've been served.,70,27,24,121,527
"Just remember, what happens on Vega stays on Vega.",69,19,25,113,527
"We've met your leaders and, well, you should come with us.",65,30,20,115,527
"We've seen your leaders, and we have absolutely no interest in being taken to them.",66,35,18,119,527
"Yes, it is nice to meet you Earthling, but please let go of my reproductive organ.",65,29,19,113,527
"Thank you for a great weekend, but I'm just not good at long distance relationships.",65,29,19,113,527
Are you the one who grows the weed?,63,29,18,110,527
Hate to probe and run...,61,33,15,109,527
"You're right, it's more like a tureen than a saucer.",52,40,9,101,527
"We came in peace, but now we just want to leave.",58,31,14,103,527
"Sorry about all the circles, my wife was driving.",66,21,20,107,527
We learned everything about you from Facebook; the probing was just for me.,68,17,22,107,527
We don’t probe any more. You fill out a short questionnaire when you leave.,67,15,22,104,527
What happens on Vega stays on Vega.,63,26,17,106,527
We're planning on building a wall around your planet and we want you to pay for it.,59,27,15,101,527
I hear you hire illegal aliens.,61,26,16,103,527
Can you direct us to a planet with intelligent life?,61,19,18,98,527
"Excuse me, do you have jumper cables?",55,32,11,98,527
"So you must be the interstellar legend, the Farmer in the Dell.",67,11,22,100,527
We come to take your jobs.,62,21,17,100,527
'Is that what you're wearing? ',62,24,16,102,527
Welcome. I am a genetically modified potato from the future.,63,15,19,97,527
"Sorry about the crop circles, I needed to jot something down.",62,23,16,101,527
"Sorry you had to climb the stairs, our abduction beam is broken.",53,31,10,94,527
"Not to worry. What happens on Venus, stays on Venus.",56,31,11,98,527
"You look just like all our movies, too!",56,31,11,98,527
What do I have to do to get you into this spaceship today?,59,25,14,98,527
Remember that what happens on Venus stays on Venus.,55,33,10,98,527
"Getting so many volunteers is nice, but truthfully I miss the abductions.",60,23,15,98,527
I have travelled the galaxy in search of another species that wears one-piece clothing.,61,24,15,100,527
"Well, no. The truth is we won't probe you anywhere unless your primary care physician has made a referral to us for that sort of thing.",62,22,16,100,527
Welcome aboard. It's good to eat you.,64,18,18,100,527
Your crop circle design won. Please come with us.,63,23,16,102,527
Take me to your lesser of two evils,63,16,18,97,527
We just come down here once in a while to feel good about ourselves.,59,27,13,99,527
Lets keep in touch on Spacebook.,54,30,10,94,527
"Hello, do you have a moment to talk about Jesus Christ?",59,20,15,94,527
"In our civilization, we reproduce through handshakes.",60,21,15,96,527
E. I. E. I. O. Signal received.,59,22,14,95,527
"Don't worry Sir, I will have her home by 11 p.m.",58,24,13,95,527
"Honey, dinner's here.",55,26,11,92,527
"Nah, we're a weather balloon.",59,24,13,96,527
EIEIO,63,16,17,96,527
Can I use your bathroom? It's been a long trip.,57,15,15,87,527
Welcome. We've heard amazing jokes about your daughter.,56,23,12,91,527
Congratulations! You're our one millionth abductee!,55,28,10,93,527
We heard you had universal health care.,59,20,14,93,527
"No, anal probe is just a common alien surname",60,18,15,93,527
"Where I'm from, everybody is genetically modified.",58,25,12,95,527
Since you did have polyps removed I will have to see you again in 5 years.,64,13,18,95,527
We've come to bring the Kardashians home.,62,20,15,97,527
It's nothing you've done -- We're just going in a different direction with our abductions.,60,14,16,90,527
"You should have no more problems with your satellite service now, sir.",53,28,9,90,527
We're not from around here.,54,26,10,90,527
Your cows said very nice things about you.,55,24,11,90,527
Take me from my leaders.,58,21,13,92,527
Pull my finger.,58,21,13,92,527
Would you like to watch a 30-minute video about a time-share opportunity?,59,22,13,94,527
I speak your language... E I E I O!,59,12,16,87,527
"We live fifty seven light years away, so we just started receiving Bonanza.",57,19,13,89,527
"'Oh no, it's an earthling!' Just kidding, we've probed you and erased your memory like 50 times. Come on in.",61,11,17,89,527
We come in peace - and for the cronuts.,59,15,15,89,527
Are you the farmer who has the daughter' we've heard so much about?,54,25,10,89,527
Sorry about the crop circles. We were just messing with you.,55,23,11,89,527
"Hi, we're the new owners.",57,22,12,91,527
We're here to help. We understand there's something the matter with Kansas.,59,18,14,91,527
We've come for all the extra gluten.,60,16,15,91,527
There's a two drink minimum.,60,19,14,93,527
Your race isn't as orange as your television signals had us believe.,61,20,14,95,527
I suppose my dating profile was a bit misleading.,56,30,9,95,527
"Take me to your leader - just kidding, we're abducting you.",58,19,13,90,527
Sorry we do have a dress code.,55,22,11,88,527
Is there a gender neutral bathroom around here?,55,22,11,88,527
Then it's agreed--we'll take you away from here no matter who wins in November.,62,11,17,90,527
Welcome aboard--Just a reminder that Economy class is self-probing.,66,17,16,99,527
"Don't worry, we're not Mexican or Muslim.",61,24,12,97,527
I bet your almanac didn't predict this.,58,21,12,91,527
"And you've only had clear liquids for the past 24 hours, correct?",57,20,12,89,527
"Don’t worry, you won’t remember a thing.",61,12,16,89,527
It was so nice of your wife to volunteer you.,53,28,8,89,527
"Congratulations, just attend one timeshare presentation, and we’ll have you home by yesterday!",55,21,11,87,527
E-I-E-I-O' I presume?,58,12,15,85,527
I don't probe on the first abduction.,51,26,8,85,527
"Whoa, wait, you guys are the masters of this planet? We had our money on Jack Russell terriers!",62,12,16,90,527
We're looking forward to meeting your daughter...,55,23,10,88,527
Klaatu barada nikto . . . just messing with you.,57,16,13,86,527
"Congratulations, you've won the Caption Contest.",58,14,14,86,527
Does Earth still have any leaders worth taking me to?,57,16,13,86,527
You look like the type of gentleman who knows a good deal on a time share when he sees one. Am I right?,55,17,12,84,527
We come seeking peas.,54,19,11,84,527
