caption,unfunny,somewhat_funny,funny,count,contest
"And lastly Father, I bit the mailman",1550.0,1130.0,1134.0,3814.0,561
Tell me about it. It's been a week since I licked mine.,1394.0,1161.0,962.0,3517.0,561
Can you hear me now?,2081.0,1794.0,1379.0,5254.0,561
Just let go of the stick and this will all be over.,1302.0,1103.0,735.0,3140.0,561
And you thought the cat couldn't open the superglue.,1862.0,1356.0,981.0,4199.0,561
"No offense, but I prefer your other end.",1786.0,1281.0,762.0,3829.0,561
You're right! The acoustics are amazing!,1721.0,1413.0,688.0,3822.0,561
"Squirrel outside, freshly waxed floor, plate glass window. You?",1750.0,1198.0,743.0,3691.0,561
"No, YOU need a mint.",1817.0,1431.0,721.0,3969.0,561
This is great. They'll never find us now.,1738.0,1142.0,679.0,3559.0,561
It's been two dog years since my last confession.,1709.0,1036.0,518.0,3263.0,561
They're called woofers...hear the bass?,186.0,135.0,48.0,369.0,561
I love the privacy. I miss the testicles.,776.0,419.0,233.0,1428.0,561
What are you in for?,1529.0,985.0,400.0,2914.0,561
It's great that that this kennel allows conical visits!,1555.0,798.0,453.0,2806.0,561
They said cones. I was expecting Haagen Dazs.,812.0,398.0,241.0,1451.0,561
"Needless to say, this stays in the cones.",427.0,279.0,107.0,813.0,561
"Okay, guess if my tail is up or down?",1386.0,855.0,347.0,2588.0,561
How do I know you're really wagging?,510.0,325.0,122.0,957.0,561
Sorry. Wrong end.,211.0,114.0,55.0,380.0,561
What happens in the cone stays in the cone.,1519.0,812.0,384.0,2715.0,561
Let me show you something I learned from a French poodle.,1018.0,512.0,257.0,1787.0,561
"What happens inside the cone, stays inside the cone.",835.0,470.0,194.0,1499.0,561
Higher! Left! Behind the ear! Oh my God! There. Right there.,683.0,355.0,165.0,1203.0,561
I hate that fucking cat.,1548.0,506.0,456.0,2510.0,561
I'll let go of the stick when you let go of the stick.,862.0,514.0,180.0,1556.0,561
"Don't worry, they'll never find us in here.",467.0,246.0,106.0,819.0,561
"Bless me Rover, for I have sinned.",411.0,191.0,100.0,702.0,561
"I don't think ""fixed"" means what we think it means.",478.0,251.0,107.0,836.0,561
Wait. They told you you're a good boy too?,1038.0,514.0,235.0,1787.0,561
"Hey, you really CAN hear the ocean!",1126.0,621.0,231.0,1978.0,561
"Oh, THAT'S what they mean by ""dog breath.""",868.0,429.0,188.0,1485.0,561
It seemed funny when he did it to the cats.,374.0,172.0,84.0,630.0,561
I bit the hand that feeds me. You?,853.0,428.0,175.0,1456.0,561
Chewed up the furniture. You?,429.0,218.0,87.0,734.0,561
We're on a secure line,1025.0,518.0,208.0,1751.0,561
"It's a deal, then: I'll lick yours and you lick mine.",895.0,384.0,195.0,1474.0,561
Your right I can hear the ocean,682.0,300.0,144.0,1126.0,561
Let's call a spayed a spayed.,662.0,265.0,147.0,1074.0,561
I was grabbing too many pussies. What's your crime?,972.0,210.0,272.0,1454.0,561
You sure the cat can't hear us?,876.0,454.0,159.0,1489.0,561
"Can't see the cartoon because of your obnoxious pop-up announcing ""GOOD NEWS!"" PLEASE GET RID OF POP UPS!!!",1110.0,93.0,358.0,1561.0,561
"That stupid ""GOOD NEWS! We've merged our Cartoon Caption Contest Registration with our overall ..."" is STILL defacing the contest after all these months...",1018.0,106.0,316.0,1440.0,561
"Yeah, I can't reach mine either. But maybe we can work something out.",716.0,320.0,134.0,1170.0,561
Use your inside voice,723.0,340.0,128.0,1191.0,561
We can't be seen like this.,215.0,108.0,35.0,358.0,561
"NOW I know what they mean by ""dog breath.""",728.0,301.0,139.0,1168.0,561
"Ok, on the third grrr, we both let go of the bone.",626.0,254.0,113.0,993.0,561
Speak English. They can't hear us.,623.0,234.0,118.0,975.0,561
Are you sure they can't see us anymore?,573.0,243.0,96.0,912.0,561
"I don't remember anything about last night, either.",520.0,222.0,85.0,827.0,561
Nobody knew health care could be so complicated.,556.0,203.0,102.0,861.0,561
"Leggo, it's MY bone.",556.0,187.0,107.0,850.0,561
"Just some advice, don't stick your head out of the car window.",525.0,230.0,82.0,837.0,561
Vasectomy. You?,353.0,155.0,55.0,563.0,561
I told you we could hear the ocean.,511.0,216.0,81.0,808.0,561
There. Now we're invisible.,371.0,135.0,66.0,572.0,561
You're right! They'll never find us in here!,473.0,202.0,71.0,746.0,561
"No, much deeper, like this...""Luke, I am your father.""",472.0,141.0,90.0,703.0,561
"Agreed, we bite them as soon as the collars come off.",453.0,178.0,71.0,702.0,561
Got olives and Vermouth?,444.0,165.0,72.0,681.0,561
I'm still covered under the Adorable Care Act.,448.0,154.0,77.0,679.0,561
So much for man being our best friend.,428.0,171.0,64.0,663.0,561
I want to see other dogs.,394.0,195.0,44.0,633.0,561
Barking aversion therapy.,394.0,157.0,56.0,607.0,561
"Bless me Rover, for I have sinned.",391.0,132.0,63.0,586.0,561
I'd like to see more of you.,253.0,70.0,46.0,369.0,561
Do you think they'll find us?,379.0,143.0,55.0,577.0,561
I think it's time we started seeing other dogs.,370.0,161.0,46.0,577.0,561
YOU'RE BLIND. HE WAS SAFE BY A MILE !!!,382.0,118.0,64.0,564.0,561
"Trust me, Max, the cones are the least emasculating thing that's happened to us today.",374.0,120.0,61.0,555.0,561
How rude of me. I thought this was your butt.,376.0,115.0,63.0,554.0,561
"''Would you mind taking a look and let me know if I'm missing anything?""",365.0,131.0,54.0,550.0,561
"Use your inside voice, please.",351.0,156.0,41.0,548.0,561
It looks like we've both been thoroughly vetted.,354.0,131.0,50.0,535.0,561
I think we should see other dogs.,336.0,154.0,36.0,526.0,561
I think we should start seeing other dogs.,350.0,126.0,50.0,526.0,561
Are you sure no one can see us?,327.0,142.0,37.0,506.0,561
They did WHAT while I was sleeping?!,265.0,102.0,34.0,401.0,561
