caption,unfunny,somewhat_funny,funny,count,contest
"Wow, you are literally a hot mess.",201.0,65.0,137.0,403.0,565
"No, I recommended exorcism, not exercise.",285.0,133.0,186.0,604.0,565
""" I can only make out : ' ... is required IMMEDIATELY ' .",293.0,169.0,186.0,648.0,565
"From the ashes, your bill will magically appear.",226.0,85.0,149.0,460.0,565
The good news is this disease will be named after you.,158.0,84.0,60.0,302.0,565
"As you can see, we take patient confidentiality very seriously.",142.0,86.0,51.0,279.0,565
Let's handle the burning questions first.,150.0,89.0,54.0,293.0,565
I'm going to refer you an exorcist in your network.,145.0,71.0,53.0,269.0,565
Your wife said it's best if you don't know who the father is.,144.0,52.0,57.0,253.0,565
"Actually, this time, it is as bad as it looks.",103.0,51.0,37.0,191.0,565
The tests do confirm you are a flaming asshole.,133.0,52.0,50.0,235.0,565
"So the labs all come back normal, but I’d still like to get you to an exorcist.",135.0,54.0,50.0,239.0,565
We finally got a reply from your insurance.,131.0,60.0,46.0,237.0,565
Any family history of spontaneous combustion?,131.0,60.0,46.0,237.0,565
"Damn it Jim, I’m a doctor, not an exorcist!",99.0,76.0,23.0,198.0,565
I think there's a good chance this'll be named for you.,117.0,40.0,41.0,198.0,565
I recommend plenty of liquids.,114.0,53.0,36.0,203.0,565
"We still don't know what you have, but we're pretty sure it's biblical.",110.0,57.0,33.0,200.0,565
"Honestly, I wouldn't even bother putting your pants back on.",103.0,42.0,32.0,177.0,565
We found a match,105.0,39.0,33.0,177.0,565
"In this case, the best treatment is diet and exorcism.",92.0,61.0,21.0,174.0,565
Nothing that bed rest and an exorcism won't fix.,94.0,57.0,23.0,174.0,565
"Well, it's definitely not a cold.",93.0,54.0,23.0,170.0,565
Looks like it's just general inflammation.,95.0,49.0,25.0,169.0,565
"If you look closer at my degree on the wall, you'll notice it actually says infernal medicine.",93.0,35.0,28.0,156.0,565
Your test results are a bit alarming.,95.0,41.0,27.0,163.0,565
I'm sure this is just a temporary flare-up.,91.0,45.0,24.0,160.0,565
It's pretty clear that you haven't been taking your anti inflammatory drugs.,88.0,50.0,21.0,159.0,565
I can't help you. I'm referring you to an exorcist.,83.0,60.0,16.0,159.0,565
"Sorry, Jim. Unfortunately, what happened in Vegas didn't stay in Vegas.",93.0,40.0,26.0,159.0,565
