caption,unfunny,somewhat_funny,funny,count,contest,target_id
Still got that new cat smell.,178,91,58,327,640,163
My other cat is a Jaguar.,194,64,70,328,640,1176
I just love that new cat smell.,184,80,48,312,640,885
It's a rental. The jaguar's in the shop.,208,69,59,336,640,4413
It's a Furrari.,207,79,55,341,640,2654
"Trump was right.  If you're rich, they just let you grab 'em.",219,58,66,343,640,4420
Best part is it’s self washing.,198,87,49,334,640,721
"Statistically, it's much safer to be up here than down there.",207,89,51,347,640,4493
Mousebroken !!,208,90,51,349,640,449
"This is, of course, the final item on my bucket list.",212,72,57,341,640,3104
Who hailed a tabby?,193,81,47,321,640,3363
I called a cab but...auto-correct.,216,53,64,333,640,3279
It's okay. He's mouse broken.,205,93,47,345,640,681
Watch the dog's face when I ride by.,208,76,52,336,640,1419
"First,  find a really really stupid cat . . .",201,77,48,326,640,4772
Listen to this baby purr.,212,83,50,345,640,1607
Keep your friends close but your predators closer.,187,86,40,313,640,2249
The Jaguar is in the shop - this is a loaner cat.,226,86,54,366,640,576
When it purrs it feels like a Harley,214,72,54,340,640,2220
"Once you learn how to use a can opener, they'll do anything you want.",196,61,51,308,640,600
It was the dog's idea.,179,75,40,294,640,577
She says she's taking me to meet my maker. How cool is that?,208,84,46,338,640,1441
This is nothing; I've got the dog out shopping for cheese!,210,87,47,344,640,2007
It's easy until someone points a laser at the floor.,227,84,54,365,640,4888
What are you looking at? Humans drive things that kill them all the time.,190,69,45,304,640,972
When you get her up to speed she really purrs.,223,71,56,350,640,4499
It's a loaner. The dog's at the vet.,205,76,48,329,640,3458
Of course he won't eat me. It would destroy his Uber rating.,209,86,46,341,640,2241
My other ride is a jaguar.,214,66,54,334,640,2596
I got a nine lifetime warranty.,208,84,46,338,640,2404
Keep your enemies close.,224,92,49,365,640,2624
I found a website where I could register him as an emotional support cat.,219,80,51,350,640,690
Let's just say there are some pictures he'd rather not have on the Internet.,208,80,47,335,640,3753
She's got 4 on the floor and purrs like a kitten!,207,63,52,322,640,2881
It’s easy as long as no one brings out a laser pointer.,193,72,44,309,640,3729
What could possibly go wrong?,191,82,40,313,640,2838
"If I'm not back by sundown, jiggle the can opener.",204,68,49,321,640,1255
This is nothing. The real trick is herding them.,211,71,50,332,640,4517
This thing really purrs.,214,81,47,342,640,2331
I’m saving up for a Jaguar.,233,70,56,359,640,1015
Turns out we have the same fantasy!,218,71,51,340,640,3123
I'm a little worried about Harold. That just screams mid-life crisis.,219,78,49,346,640,1090
He’s “Mouse” Broken,190,81,38,309,640,3192
Curiosity killed my last one.,215,80,46,341,640,947
Do you mind running in front of us?  I'm in a bit of a hurry.,217,57,54,328,640,583
He was sentenced to community service.,202,94,36,332,640,2060
"Relax, guys, he's mouse-broken.",211,90,41,342,640,389
Did you guys call for a tabby?,222,78,48,348,640,4417
You can’t herd them but they have a surprising aptitude for dressage.,208,59,50,317,640,1219
"He chooses to identify as a horse, and who am I to judge?",238,85,51,374,640,4428
Don’t worry. He’s mousebroken.,224,79,48,351,640,1019
It’s the last item on my bucket list.,191,82,36,309,640,4179
"Sure, it's a step down from the Jaguar - but it's so much more fuel efficient.",212,83,42,337,640,2338
"Relax, he's mouse-broken.",205,79,41,325,640,124
It's a real thrill when she hears the can opener.,202,82,39,323,640,3474
It's all good until she wants to lick herself.,218,76,46,340,640,4823
I just grabbed one like the President said. That guy's a genius.,203,61,46,310,640,4830
Let's just say it wasn't possible before marijuana was legalized.,209,66,46,321,640,4497
I got places to go - hand me a laser pointer.,216,72,46,334,640,2571
He's taking me to dinner.,213,72,45,330,640,474
The mileage isn't bad once you adjust for all the naps.,212,88,39,339,640,1513
He watched Fox News for thousands of hours. Now I can convince him about anything.,208,57,48,313,640,16
It’s a loner. My Jaguar’s in the shop.,196,72,39,307,640,2715
This is my emotional support animal.,214,80,42,336,640,1792
Things sure changed when they legalized marijuana.,217,80,42,339,640,1975
This baby purrs,212,87,38,337,640,332
And you laughed when I took that class on hypnosis.,214,80,41,335,640,3764
"He's vegan, it's fine.",198,78,36,312,640,446
It was easy. I slipped him a Mickey.,216,80,41,337,640,1519
"Better on than in, I say.",197,71,38,306,640,1868
Just listen to that engine purr!,214,72,43,329,640,671
Don’t worry. It’s a service animal.,213,71,43,327,640,3371
I told you I got a furrari,208,78,39,325,640,4789
"No, I haven't tried dismounting yet. Why?",210,71,42,323,640,4037
"When you're a celebrity, they just let you do it.",223,65,48,336,640,556
It comes with a nine lives warranty.,214,83,39,336,640,4457
Listen to the way this baby purrs!,198,71,38,307,640,2698
"I know, I know -- but the helmet made me look stupid.",198,94,30,322,640,3099
"The engine really purrs.""",212,92,35,339,640,481
He's taking me to his place for lunch,208,85,36,329,640,665
Turns out I’m the first one to ask.,229,74,46,349,640,2840
He's taking me out for a bite to eat.,234,87,43,364,640,3881
What could go wrong?,208,72,40,320,640,942
Tabby ho,206,70,40,316,640,3004
"It's  perfectly safe, he doesn't identify as a cat",209,78,38,325,640,2770
Can you hear that engine purr?,206,75,38,319,640,2107
It's actually easier than herding them.,221,85,39,345,640,3913
If you’re famous they’ll let you do anything,225,50,52,327,640,2520
"The safety ratings aren't great, but guys, you should hear this baby purr!",210,88,34,332,640,3326
"Certified pre-owned, but she purrs like a kitten.",224,74,43,341,640,18
He identifies as a horse.,216,72,41,329,640,1959
This could go south real fast – but I’ve never felt so alive!,218,68,43,329,640,4787
He's taking us all out to lunch afterward. I think that's what he said...,226,72,44,342,640,2676
"This, living dangerously?! My other cat is a jaguar.",212,71,40,323,640,2420
"That's not us, the app says our driver is in a white Persian",237,67,49,353,640,2360
Wow. The engine purrs beautifully.,210,63,42,315,640,36
We have a modern relationship,214,78,38,330,640,1278
The President said it was OK to grab one.,232,53,52,337,640,1781
Guide says the tour ends with a play and dinner.,234,63,49,346,640,2768
"Statistically, it's much safer than driving a car.",216,76,39,331,640,4069
"Turns out, all this time it's been just a huge misunderstanding.",211,63,42,316,640,1879
He’s taking me for lunch!,216,73,40,329,640,504
"Trump said to grab one, so I did.",224,57,48,329,640,962
Just listen to this baby purr!,233,79,43,355,640,485
"Don't worry, it's mousebroken.",195,80,31,306,640,2741
She's vegan.,194,76,32,302,640,595
Herding Cats is easier than you think.,231,82,41,354,640,3742
"So I said, “Have you ever been hypnotized?”  And he said, “No, but I’m curious.”",200,72,35,307,640,2849
Listen to that engine purr,218,76,39,333,640,1540
"Once you can herd them, taking it to the next level is easy.",216,77,38,331,640,1753
He’s my therapy animal,214,81,36,331,640,4303
We just want to see the dog totally freak out.,222,82,38,342,640,368
"I could tell you how, but I’d rather you buy my book.",212,90,32,334,640,2986
Don't worry. The next one is coming in three minutes.,213,85,34,332,640,1738
Find one on their eighth life and they’ll do anything!,209,73,37,319,640,4821
It’s a loaner. My Rottweiler is in the shop.,213,79,36,328,640,1874
"He's a tabby, but he identifies as a stallion.",213,59,43,315,640,562
We met on Litter.,234,71,45,350,640,4185
"Should we tell him that no one has returned from the ""free"" ride?",220,59,45,324,640,4062
The key is staying in the blind spot.,191,73,30,294,640,528
It is easier than trying to herd them.,236,75,44,355,640,3387
You don't wanna be around when the catnip wears off.,212,80,35,327,640,241
Reparations.,218,68,41,327,640,2033
Wait 'til you hear this baby purrr,208,79,34,321,640,2994
If you hear a can opener you better hang on.,232,65,46,343,640,1833
Either of you have a laser pointer?  I'm in kind of a rush.,209,51,44,304,640,3428
Only problem is you can never get off.,229,90,36,355,640,4576
It's easier than herding them.,214,63,41,318,640,3676
"It's a new rideshare, 'Puss en Routes'!",204,63,38,305,640,20
Next time I'm getting the jaguar,224,74,40,338,640,4919
"We made a deal - I get to ride him, he gets to eat one of you.",209,81,33,323,640,196
There'll be hell to pay when the catnip wears off.,227,79,39,345,640,1150
It’s a smooth ride until we see a dog,216,72,38,326,640,3828
Ready...release the dog!,214,70,38,322,640,261
It took awhile but now he's mouse-broken.,206,74,34,314,640,3207
It's kind of dull until he hears the can opener.,222,73,39,334,640,2026
What cat?,214,72,37,323,640,4380
"Don’t worry guys, he identifies as a horse.",242,78,43,363,640,4860
My other cat is a dog.,230,68,43,341,640,4605
I can't decide whether to lease or buy.,210,74,35,319,640,3570
"Keep your friends close, but keep your enemies closer.",219,87,33,339,640,2704
We got tired of playing cat and mouse,206,62,38,306,640,3820
"There once was a mousey from Gatt
who smilingly rode on a cat
at the end of the ride, 
young mousey was inside
And the smile on the face of the cat",218,63,41,322,640,657
