caption,unfunny,somewhat_funny,funny,count,contest
Like you've never taken anything from a hotel room.,433.0,401.0,363.0,1197.0,567
Like I'm the first person who's tried sleeping their way to the top.,1060.0,1062.0,821.0,2943.0,567
And yet you embraced the standing desk.,816.0,827.0,517.0,2160.0,567
Then quit making the meetings so early.,800.0,852.0,433.0,2085.0,567
It's called a Murphy desk.,989.0,814.0,515.0,2318.0,567
"The doctor said, 'stay in bed,' he didn't say, 'don't go to work.'",586.0,555.0,268.0,1409.0,567
"What can I say, I'm good in bed.",455.0,293.0,229.0,977.0,567
I'm not going to take this lying down,89.0,64.0,41.0,194.0,567
"Are you in my dream, or am I in your office?",889.0,603.0,394.0,1886.0,567
"Yes, I can literally do this job in my sleep.",582.0,484.0,218.0,1284.0,567
I misunderstood BYOB.,798.0,554.0,308.0,1660.0,567
Sorry I'm late. I had trouble getting out of bed this morning.,871.0,613.0,329.0,1813.0,567
This would be a completely different cartoon if I were a woman.,690.0,390.0,277.0,1357.0,567
I told you I can do this job in my sleep.,805.0,674.0,272.0,1751.0,567
You call this a Firm.,600.0,371.0,226.0,1197.0,567
I'm working undercover.,656.0,481.0,225.0,1362.0,567
"So then she took out the superglue and I thought, ""I don't like where this is headed.""",583.0,323.0,191.0,1097.0,567
Sorry I'm late. I had a little trouble getting out of bed.,540.0,325.0,161.0,1026.0,567
"I can't, I'm not wearing pants.",610.0,390.0,175.0,1175.0,567
Combine Murphy's Law and a Murphy bed and you've pretty much got my morning.,440.0,256.0,121.0,817.0,567
It came with a 30 day trial period and I intend to use every minute of it.,388.0,255.0,97.0,740.0,567
"If management wants to screw me, I might as well be comfortable.",453.0,240.0,129.0,822.0,567
It's only awkward when my wife sleeps in.,467.0,295.0,119.0,881.0,567
Let me sleep on it and I'll get back to you.,472.0,309.0,116.0,897.0,567
Can you believe my doctor said I have to stay in bed? My commute was a nightmare!,490.0,252.0,138.0,880.0,567
"Oh, so now we're back to thinking inside the box?",408.0,213.0,109.0,730.0,567
It's a conference call. No one will know.,235.0,114.0,65.0,414.0,567
This is my dream job.,199.0,98.0,53.0,350.0,567
It's my dream job.,347.0,184.0,82.0,613.0,567
I'm still sleeping on it.,344.0,193.0,77.0,614.0,567
Well you let Johnson have a standing desk.,347.0,180.0,82.0,609.0,567
I'm ready to retire.,347.0,100.0,106.0,553.0,567
"Dammit Johnson! I said I was sick and staying in bed, not sick and staying home!",326.0,198.0,67.0,591.0,567
I don’t lie. I stand uprightly for what I endorse.,362.0,106.0,108.0,576.0,567
