caption,unfunny,somewhat_funny,funny,count,contest
We meant get a job AND move out.,776.0,1241.0,1310.0,3327.0,577
Ask if they deliver.,1198.0,1617.0,1652.0,4467.0,577
"When I said I wanted some concessions, this is not what I had in mind.",1593.0,2344.0,1956.0,5893.0,577
Your mother and I don't think working from home is a good idea.,1530.0,2046.0,1771.0,5347.0,577
You're the one who told him he had to find a job or move out.,1079.0,1670.0,1162.0,3911.0,577
I thought winning tacos for life would be a little different.,1557.0,2276.0,1630.0,5463.0,577
I guess I thought a la cart meant something else.,1599.0,2040.0,1462.0,5101.0,577
"The ad said, 'Cozy getaway with a personal chef.'",1012.0,1591.0,916.0,3519.0,577
I'll call in the order if you pick it up.,806.0,1155.0,726.0,2687.0,577
I thought it was just a one-night stand.,444.0,455.0,380.0,1279.0,577
"Did he really just say, ""No shoes, no service""?",160.0,208.0,132.0,500.0,577
The AirBnB listing did say it was close to dining options.,1368.0,2030.0,1094.0,4492.0,577
I feel like he knows I wrote that Yelp review.,1815.0,2154.0,1402.0,5371.0,577
Is that for here or to go?,310.0,332.0,231.0,873.0,577
Two minutes until halftime. I'll get in line while you use the bathroom.,1132.0,1265.0,826.0,3223.0,577
Five bucks the Korean fusion truck in the spare bedroom puts him out of business in a month.,756.0,752.0,539.0,2047.0,577
"What do you mean, we're ""outside your delivery radius""?",1745.0,1627.0,1244.0,4616.0,577
"And then you said ""I wish we had hotdogs like these at home.""",785.0,929.0,532.0,2246.0,577
"Hot dog stand, girlfriend, and for my third wish . . .",464.0,489.0,295.0,1248.0,577
I'll go on line and check out the menu.,1549.0,1408.0,940.0,3897.0,577
It's included with our Amazon Prime.,1651.0,1532.0,975.0,4158.0,577
He can stare at us all he wants. I'm waiting for the pretzel guy.,1528.0,1677.0,843.0,4048.0,577
"Yes, everything is made in house.",772.0,857.0,420.0,2049.0,577
I remember when dinner and a movie actually meant going out.,186.0,202.0,101.0,489.0,577
For here or to go?,658.0,563.0,364.0,1585.0,577
We get one month free. And we can cancel at anytime.,1320.0,1323.0,679.0,3322.0,577
I think you're right. It would look better on the other wall.,994.0,997.0,492.0,2483.0,577
And I thought my first two wishes were stupid.,1312.0,1156.0,676.0,3144.0,577
Don't buy anything. It will just encourage him.,1011.0,958.0,504.0,2473.0,577
Let's order out for a change.,694.0,737.0,332.0,1763.0,577
"I don't know. What has a college degree, a stupid business plan and needs to move out of the house?",1326.0,965.0,701.0,2992.0,577
Somehow I expected more from that small business loan to your brother.,1313.0,1356.0,607.0,3276.0,577
Is it me or does it seem like food carts are everywhere these days?,273.0,235.0,134.0,642.0,577
Wait a minute...didn't that used to be a Starbucks?,613.0,452.0,306.0,1371.0,577
"It was cheaper to bundle internet, television, and food.",459.0,422.0,210.0,1091.0,577
I'll order if you'll pick up.,1162.0,985.0,545.0,2692.0,577
I think I'm going to return that lamp tomorrow. It's not tying the room together like I'd hoped.,429.0,290.0,207.0,926.0,577
Well you bought a juicer without asking me.,825.0,663.0,374.0,1862.0,577
One of us needs to learn how to cook.,1050.0,958.0,453.0,2461.0,577
I preferred the elephant in the room.,994.0,712.0,461.0,2167.0,577
"Well, he did promise he'd be able to start his own business and work from home.",1278.0,1185.0,529.0,2992.0,577
"Alexa, find the nearest food truck",1142.0,802.0,516.0,2460.0,577
"You know, there are smaller souvenirs you could have brought back from New York.",740.0,641.0,298.0,1679.0,577
I wouldn't mind so much if he didn't have a second location in the bedroom.,792.0,584.0,308.0,1684.0,577
"All I said was, "" OK, Google, I want a hot dog.""",392.0,273.0,156.0,821.0,577
It's just until I get used to the suburbs.,602.0,490.0,220.0,1312.0,577
I wish it was located closer to my side of the couch.,519.0,391.0,192.0,1102.0,577
