caption,unfunny,somewhat_funny,funny,count,contest
"When he starts acting like a king, I'll start acting like a guard.",2037.0,2414.0,1725.0,6176.0,580
I'm swinging in the reign.,1875.0,1801.0,1395.0,5071.0,580
I kind of like it when he's away on the Crusades.,1735.0,2172.0,1094.0,5001.0,580
"Technically, I'm guarding two posts.",1959.0,1907.0,1284.0,5150.0,580
"No, I will not push you again.",800.0,846.0,508.0,2154.0,580
Wake me when things are great again.,1715.0,1622.0,1110.0,4447.0,580
"How he ever produced heirs in this thing, I don't know.",614.0,593.0,362.0,1569.0,580
It's a gift from King Hammacher of Schlemmer.,1956.0,1618.0,1183.0,4757.0,580
I'm just swinging in the reign.,1087.0,914.0,621.0,2622.0,580
Don't worry. He's never here. He thinks the palace is a dump.,1337.0,953.0,710.0,3000.0,580
Wait! Did he tell me to take the hammock or the hemlock?,1551.0,1388.0,759.0,3698.0,580
I've been suspended.,1622.0,1537.0,768.0,3927.0,580
"He said one knight stand, didn’t he?",1943.0,1222.0,999.0,4164.0,580
Nighty knight.,732.0,636.0,340.0,1708.0,580
"Dude, it's a hundred years war.",1787.0,1308.0,857.0,3952.0,580
"I'm telling you, 'standing guard' is just an expression.",1375.0,1262.0,587.0,3224.0,580
One trip to Spain and you're all about the siesta.,697.0,634.0,285.0,1616.0,580
That was one helluva' party. Where'd we leave the King?,750.0,574.0,323.0,1647.0,580
Just tell me if you hear the drawbridge.,654.0,614.0,251.0,1519.0,580
I was sentenced to hang.,1463.0,1191.0,583.0,3237.0,580
I shall not be swayed!,1478.0,1205.0,568.0,3251.0,580
Me? I'm the Court Rester.,550.0,443.0,211.0,1204.0,580
"It's fine, he'll be watching Fox for at least the next hour.",1596.0,990.0,660.0,3246.0,580
Just swing in' in the reign!,1382.0,900.0,531.0,2813.0,580
Stop worrying. He doesn't care about hard work. He just expects loyalty.,672.0,476.0,246.0,1394.0,580
This time rock me with the blunt end.,1544.0,924.0,592.0,3060.0,580
That's not what the king meant when he asked you to work the swing shift.,1395.0,1096.0,468.0,2959.0,580
"It's a nice perk, I agree...but I'd prefer health insurance.",697.0,585.0,222.0,1504.0,580
"No, all he said was ""no sitting on my throne while I'm gone""",1084.0,818.0,340.0,2242.0,580
I've got the knight shift.,664.0,442.0,215.0,1321.0,580
"It's nice, but I'd rather we got dental.",1231.0,863.0,379.0,2473.0,580
You may as well make yourself comfortable. He went to try and make peace with the French.,1211.0,809.0,375.0,2395.0,580
It's not a huge deal. You just get a letter from the court doctor about bad knees.,1012.0,640.0,294.0,1946.0,580
It's not my fault you only have one pillar.,932.0,533.0,279.0,1744.0,580
Do you think I'm too easily swayed?,1151.0,755.0,314.0,2220.0,580
Going union was the best decision we ever made.,1071.0,614.0,306.0,1991.0,580
"The Airbnb listing did say it was ""fit for a king.""",1044.0,671.0,277.0,1992.0,580
"Hmmm, you know, ""Game of Hammocks"", just doesn't have the same ring.",867.0,511.0,239.0,1617.0,580
It's ok they always blow the trumpets before he comes in.,939.0,652.0,225.0,1816.0,580
And now is the summer of my content.,964.0,569.0,257.0,1790.0,580
Another spat with the queen my liege?,797.0,465.0,209.0,1471.0,580
"He said, and I'm quoting here, ""Hang around until I get back.",911.0,624.0,209.0,1744.0,580
Our kingdom isn't even relevant until Season 5.,175.0,79.0,51.0,305.0,580
"Sir, the queen would like to know when will you be returning to your big boy seat?",948.0,475.0,253.0,1676.0,580
"I suppose this will do, but what I ordered was ham hocks.",931.0,458.0,249.0,1638.0,580
Wake me at IV XLV!,882.0,461.0,222.0,1565.0,580
Wake me if he tweets.,842.0,421.0,217.0,1480.0,580
...and when I come out after 2 weeks I'll be a monarch!,725.0,299.0,205.0,1229.0,580
So this is how it feels to be the King of Swing.,572.0,285.0,138.0,995.0,580
"Seriously, all you need is a letter from your doctor.",986.0,461.0,246.0,1693.0,580
Because I am a royal brother-in-law and you're not.,366.0,201.0,79.0,646.0,580
I've been suspended.,844.0,441.0,188.0,1473.0,580
No hurry. He tweets for a couple of hours every morning.,967.0,397.0,245.0,1609.0,580
I still prefer the Ottoman.,838.0,405.0,192.0,1435.0,580
'I'm employee of the month',634.0,320.0,141.0,1095.0,580
This sure is better than being the guillotine tester.,666.0,350.0,142.0,1158.0,580
It looked better on Airbnb...,872.0,391.0,203.0,1466.0,580
Can we get this in king size?,598.0,304.0,125.0,1027.0,580
"Tell them the usual - record growth, respect abroad, prosperity for all, and covfefe.",761.0,329.0,175.0,1265.0,580
"Good night, good knight.",722.0,399.0,138.0,1259.0,580
You should join our union.,511.0,254.0,106.0,871.0,580
I'm glamping.,812.0,147.0,246.0,1205.0,580
Why not? He's golfing in Florida 'til Tuesday.,734.0,317.0,163.0,1214.0,580
Wish I had a book... And knew how to read.,537.0,242.0,116.0,895.0,580
"Does her majesty have another migraine, Sire?",606.0,267.0,132.0,1005.0,580
Gotta love casual Fridays.,332.0,184.0,60.0,576.0,580
"Well, he DID say that if I didn't shape up, my ass would be in a sling...",490.0,237.0,94.0,821.0,580
The King said I'd be hanged. This was a happy surprise.,404.0,214.0,63.0,681.0,580
