caption,unfunny,somewhat_funny,funny,count,contest
You shouldn't have opened that can of worms.,573.0,626.0,519.0,1718.0,570
You might want to rethink your ringtone,589.0,721.0,529.0,1839.0,570
"Normally, one in the hand is sufficient.",525.0,597.0,402.0,1524.0,570
"It could be worse, squirrels would be after your nuts.",558.0,426.0,418.0,1402.0,570
THE St. Francis?,402.0,339.0,265.0,1006.0,570
You have got to stop tweeting.,560.0,513.0,356.0,1429.0,570
I think you're supposed to scatter it on the ground.,332.0,338.0,199.0,869.0,570
It's called a cluster flock.,309.0,208.0,196.0,713.0,570
Is that a new suet you're wearing?,577.0,398.0,290.0,1265.0,570
My favorite? Rear Window. You?,626.0,442.0,299.0,1367.0,570
"Dad, that's not what it means to have Twitter followers.",354.0,284.0,159.0,797.0,570
Maybe because they took down that Confederate statue.,678.0,514.0,309.0,1501.0,570
I didn't say you couldn't replicate their mating call. I said you shouldn't.,268.0,199.0,118.0,585.0,570
I ‘ve often wondered what happens if you exceed 140 characters,556.0,368.0,227.0,1151.0,570
Why do birds suddenly appear every time you are near?,524.0,305.0,222.0,1051.0,570
":What was it like, working for Hitchcock?""",350.0,219.0,134.0,703.0,570
You need to establish a pecking order.,368.0,276.0,129.0,773.0,570
Awesome! Now do the mating call of the black-throated green warbler.,337.0,235.0,114.0,686.0,570
I see your application for seed money was approved.,451.0,303.0,145.0,899.0,570
I didn't know they still made Cracker Jacks.,1053.0,223.0,454.0,1730.0,570
"If given a choice, would you have picked a different superpower?",250.0,109.0,89.0,448.0,570
The seeded bagel may not have been your best choice.,595.0,410.0,167.0,1172.0,570
"Assisi, eh? What brings you to Brooklyn?",281.0,166.0,77.0,524.0,570
Impressive bird call.,503.0,313.0,132.0,948.0,570
"Mr. Spicer, you can come out now. I think they've gone.",316.0,144.0,97.0,557.0,570
That was one hell of a bird call.,425.0,242.0,116.0,783.0,570
I've seen this movie. It doesn't end well for you.,297.0,181.0,73.0,551.0,570
Is that a new suet?,468.0,218.0,134.0,820.0,570
Maybe you need to close your twitter account?,427.0,235.0,110.0,772.0,570
