caption,unfunny,somewhat_funny,funny,count,contest
Of course I understand the gravity of the situation.,70,55,48,173,529
It's easy once you realize there's nothing to it.,69,54,43,166,529
There's really nothing to it.,64,56,36,156,529
I'm virtually there.,61,52,33,146,529
"Can't stop now, i'm virtually there.",64,60,31,155,529
"See, there's nothing to it.",67,42,35,144,529
I'm suspended by disbelief.,68,50,34,152,529
"If he's going to pretend he can build that wall, I'm going to pretend I can climb it.",62,40,31,133,529
There's nothing to it.,63,43,31,137,529
Because it's not there.,67,24,35,126,529
"No, the hard part is knowing when you've reached the top.",61,47,26,134,529
I'm headed for an air B&B.,61,32,29,122,529
Can you lend me a few bucks? I have no visible means of support.,58,38,26,122,529
The ink is much thinner up here.,53,60,18,131,529
"See, nothing to it!",64,39,28,131,529
Anyone can climb a mountain that's There.,61,35,27,123,529
"Why? Because it is not there, that's why.",64,33,29,126,529
It's mime over matter.,62,31,28,121,529
Are you the only person in the world without a cell phone camera!,61,40,25,126,529
The hard part is knowing when I've reached the top.,56,44,21,121,529
"Quick, call a cartoonist.",58,39,23,120,529
I just suspend disbelief.,51,52,16,119,529
This? This is nothing.,49,38,18,105,529
The hard part is knowing when I get to the top!,55,39,21,115,529
"Believe it or not, Jack, this is easier than winning the caption contest.",62,29,27,118,529
It's reality I don't have a grip on.,55,43,20,118,529
"It's your dream dude, you tell ME what it means.",51,26,21,98,529
The gravity of the situation hasn't hit me yet.,57,33,22,112,529
Because it isn't there.,62,26,26,114,529
Nothing to it.,59,42,20,121,529
Mime every mountain.,54,34,19,107,529
Because it isn't there. That's why.,52,25,20,97,529
The tricky part is knowing when you've reached the summit.,53,39,17,109,529
My GPS says there is a mountain here!,59,41,19,119,529
I climb it because it's not there.,59,28,22,109,529
The Marcel Marceau School of Rock Climbing,57,32,20,109,529
Now do you appreciate the gravity of the situation?,55,32,19,106,529
If you see the cartoonist have him drop me a line.,58,26,22,106,529
"Wait, you can see me?",56,30,20,106,529
I'm climbing it because it's NOT there.,57,34,19,110,529
Do you know my brother-in-law? He also has no visible means of support.,55,26,20,101,529
I don't think you fully appreciate the gravity of the situation.,45,26,15,86,529
A few more pencil strokes would have helped.,49,32,15,96,529
It turns out that mountain climbing is 100% mental,54,33,17,104,529
Getting away from my wife. She thinks I'm delusional.,55,31,18,104,529
The hardest part is grappling with the unknown.,51,39,14,104,529
"I call it, ""Mime Every Mountain.""",54,33,17,104,529
Of course it's real - and Mexico paid for it.,52,25,18,95,529
Google Maps said this route was faster.,48,33,14,95,529
"Well, I started with Air Guitar and just sort of moved on from there.",54,36,16,106,529
The trick is not to learn too much about physics.,54,34,16,104,529
"Some see walls and ask ""why,"" I see no walls and ask ""why not""?",53,32,16,101,529
"Don't worry, I'm virtually there.",54,26,18,98,529
this is virtually impossible,50,34,14,98,529
I think I found the wall that Mexico paid for.,55,24,19,98,529
Because it's not there. That's why!,53,31,16,100,529
It's the only wall Mexico would pay for!,53,27,17,97,529
I'm not so sure about the emperor's new rock climbing wall.,53,30,16,99,529
I never question my GPS.,49,38,12,99,529
I also play air guitar.,52,28,16,96,529
Anything to get the hell out of Cleveland.,58,23,20,101,529
There was a glacier here when I started.,59,24,20,103,529
"Are you, by any chance, a cartoonist?",55,24,18,97,529
"Maybe you don't see it, but it's a beautiful wall and Mexico's paying for it.",55,20,19,94,529
Why do I want to climb it? Because it's not there.,52,29,15,96,529
"It's faith-based climbing, Henry.",50,36,12,98,529
"Never, ever disrespect an eraser.",56,24,18,98,529
Just take the pic!,49,34,12,95,529
Google Maps got me this far. I'm sticking with it.,50,35,12,97,529
I've moved on from air guitar.,53,29,15,97,529
Has the thought occurred to you that I'm actually falling?,58,19,20,97,529
"Yes, I have a safety rope, but I'm guessing you can't see that, either.",48,39,10,97,529
Just checking if the sky is really the limit.,52,31,14,97,529
Help! I've fallen up and I can't get down!,54,27,16,97,529
I'm afraid to let go.,49,33,12,94,529
I call it 'mind over Matterhorn',55,20,18,93,529
Draw your own conclusions.,48,34,11,93,529
All my photos are in the cloud.,48,41,9,98,529
"It's Mont Blanc!""",52,29,14,95,529
Help! Call a cartoonist!,54,25,16,95,529
"Quick, draw a trampoline!",52,29,14,95,529
I'm going to photoshop myself climbing Mt. Everest.,51,27,14,92,529
I'll spend the night at an air b&b.,52,25,15,92,529
"The cloud crashed, needs a manual reboot.",55,22,17,94,529
Just one more inch and I'll be out of this stupid cartoon.,53,22,16,91,529
"Trust me, it's a lot harder than it looks",49,33,11,93,529
Tell the cartoonist I can't hold on much longer!,55,21,17,93,529
This is the height of absurdity!,49,33,11,93,529
Mont Blanc.,49,26,13,88,529
The secret is not to look down !,50,34,11,95,529
"Yeah, I don’t see a mountain either but my GPS says there is one",52,30,13,95,529
"Trouble is, I won't know when I reached the top!",50,27,13,90,529
I like to call it mock climbing.,46,28,11,85,529
One of us is hallucinating!,52,33,12,97,529
