caption,unfunny,somewhat_funny,funny,count,contest
"Joe, do you understand the gravity of the situation?",0.0,1.0,3.0,4.0,516
If I am lying then let God strike me dead!,0.0,1.0,3.0,4.0,516
I'm told the coffee here is to die for.,0.0,1.0,3.0,4.0,516
You know that artificial sweetener will kill ya.,0.0,1.0,3.0,4.0,516
The wife said her lawyer would be dropping something off today...,0.0,1.0,2.0,3.0,516
There is nothing worse than paying five dollars for coffee,0.0,1.0,2.0,3.0,516
In construction it's the overhead that kills you.,0.0,1.0,2.0,3.0,516
How many lumps did you say you wanted again?,1.0,0.0,4.0,5.0,516
Good news. I got my cholesterol down below 200.,0.0,2.0,2.0,4.0,516
"I mean, what's the worst that could happen?",0.0,2.0,2.0,4.0,516
This café is always hit or miss.,1.0,0.0,3.0,4.0,516
I'm being terminated.,0.0,2.0,2.0,4.0,516
Roses. Why?,1.0,0.0,3.0,4.0,516
I'm learning to just live in the moment.,1.0,1.0,3.0,5.0,516
So far the divorce has been surprisingly civil.,1.0,1.0,3.0,5.0,516
Is there time for a cappuccino?,1.0,0.0,2.0,3.0,516
My LDL is a little high.,0.0,2.0,1.0,3.0,516
"Tell me, can this day get any worse?",1.0,0.0,2.0,3.0,516
There's really nothing worse than bad coffee.,0.0,3.0,1.0,4.0,516
"Yes, that IS my final answer.",1.0,1.0,2.0,4.0,516
"Then it struck me, I should be a personal injury lawyer!",1.0,1.0,2.0,4.0,516
"Duck? No, I ordered roast beef.",1.0,1.0,2.0,4.0,516
The divorce was very amicable. Why do you ask?,0.0,3.0,1.0,4.0,516
It's actually been a nice little Monday.,1.0,1.0,2.0,4.0,516
I'm convinced the link between caffeine and headaches is inconclusive.,1.0,1.0,2.0,4.0,516
Remember when flying toaster screensavers were cool?,1.0,1.0,2.0,4.0,516
"So thanks for the lunch, but I just don't need any more life insurance.",1.0,1.0,2.0,4.0,516
I quit eating pastrami. That stuff will kill you.,0.0,3.0,1.0,4.0,516
I've been having an affair with the wife of a cartoonist.,1.0,1.0,2.0,4.0,516
Overhead is killing us.,0.0,3.0,1.0,4.0,516
