caption,unfunny,somewhat_funny,funny,count,contest,target_id
"Every move you make, 
Every leaf you rake,
I'll be watching you.",127,52,36,215,637,2802
Your wife said for me to tell you that you're doing it wrong.,144,42,42,228,637,176
So you're the fall guy.,125,56,28,209,637,459
"And in this exhibit we have the “leaves raker”, simulating what people did before the discovery of simply blowing them into other people’s yards.",135,45,35,215,637,2969
I preferred his earlier yard work.,128,59,27,214,637,1738
I'm here here to review the fall collection,131,53,30,214,637,2595
Add a velvet rope and people will pay for anything.,144,71,28,243,637,1643
"WITH the grain, Pete. WITH the grain.",128,52,28,208,637,669
I also like watching paint dry.,121,47,26,194,637,3095
I’m with Neighborhood Watch.,129,54,26,209,637,3429
My other choice was watching paint dry,140,56,29,225,637,1109
"Nine more leaves, Senator, and your hour of public service will be fulfilled.",133,41,31,205,637,924
What if I told you somebody could make that tree go away?,138,49,30,217,637,3707
"Not bad, Cliff, but I think your spring performance of Power Washing the Patio was more avant garde",130,40,29,199,637,1687
I would help but my hands are tied.,141,53,28,222,637,73
Thanks for helping to rake America great again.,162,37,40,239,637,993
CSI: Vermont,148,41,34,223,637,1938
"Over here on the VIP lawn, artisanal groundskeepers collect each fallen leaf by hand in a non-destructive, fully reversible, and ecologically enlightnened process that ensures maximum smugness.",151,40,35,226,637,1244
"I'm not sure why I keep buying these tickets, it's pretty much the same every year.",130,52,24,206,637,3304
"As Harold struggled in a futile battle with nature, he wondered whether winning a life narrator was a prize or a curse.",139,42,30,211,637,2139
"When you are done with these 9 leaves, there are 3 in front.",151,50,31,232,637,2390
I was first in line last fall too.,135,52,25,212,637,1892
Just putting up a velvet rope doesn't make it performance art.,131,51,24,206,637,219
I found one of yours in my yard.,143,50,28,221,637,2014
Where’s the line-up to watch paint peel?,149,52,29,230,637,3211
Autumn leaves are at their most beautiful when someone else is raking them.,133,43,27,203,637,405
"If you hadn't voted for Trump, you could have had immigrants doing this work!",158,48,33,239,637,1147
I love your work. It's very Avant-Gardener.,142,47,28,217,637,2829
"No, I'm sure he said ""Make America rake again.""",149,59,26,234,637,3011
"Here we have the original iRake, a simple hand held device that dominated the field for decades.",146,41,31,218,637,2226
You must be the avant-gardener.,147,65,23,235,637,1680
"Sir, we’ve found our fall guy.",151,54,28,233,637,3215
"See, tax cuts work!  I have more money, and you now have a job.",167,53,33,253,637,2958
We have secured the perimeter.  No new leaves will be getting in.,126,53,20,199,637,2809
Looks like we've found our fall guy.,155,43,32,230,637,3505
"I gotta guy. He takes care of deciduous situations, if you know what I mean.",151,45,30,226,637,312
Think you've got it rough? Try writing a caption for this cartoon.,149,46,29,224,637,435
"I drove all the way to New England for this?""",159,51,30,240,637,3611
"Senator, your ""I'm just an average Joe"" photo op is over.",148,44,29,221,637,1800
Call it 'performance art' and people will pay to watch anything.,134,43,25,202,637,2399
"...and here we have an example of the ""Make America Rake Again"" movement.",132,38,26,196,637,1005
So this is how the other 99 percent lives. Fascinating.,138,59,20,217,637,2023
How about turning over a new one?,136,47,23,206,637,193
We need to re-shoot.  Put each leaf back where it was.,164,47,31,242,637,2961
"And in this exhibt, we see man’s futile battle against nature",155,56,25,236,637,3081
"My, my. All the leaves ARE brown. And the sky IS gray.",137,44,24,205,637,1691
"Jim, remember how you laughed when I planted my plastic trees?",141,47,24,212,637,2736
"The new exhibit speaks to the absurdity of existence; every time he finishes, the yard is covered in leaves again... and yet, he continues to rake.",138,50,22,210,637,3306
"And here we have the Average White American Male, circa 1987. 
Extinct.",147,46,26,219,637,2296
"Leave a few scattered about William, I like my yard to have a natural look.",160,62,24,246,637,1713
This piece really captures themes of self hatred and futility in a thoughtful way.,141,49,23,213,637,3358
"Now that speed raking had been added to the Olympics, Jim's agent was relentless on his training days.",136,39,25,200,637,3518
you must be the fall guy,152,54,24,230,637,2086
Making America rake again.,161,44,30,235,637,1016
This is way more entertaining than watching grass grow.,133,55,18,206,637,587
"...every breath you take, every leaf your rake, I'll be watching you...",148,50,24,222,637,562
"Clearly, it's about the futility of man.",151,52,24,227,637,2801
"I've asked Alexa to rake mine.""",147,54,22,223,637,170
"This is our latest exhibit.....I call it: ""The Fall of Man""",151,46,26,223,637,1138
I told you that you would be the fall guy.,151,48,25,224,637,2174
I'm sorry. Our homeowners' association requires that you rake the leaves perpendicular to the house line.,144,39,26,209,637,835
BE the Rake!,121,46,17,184,637,1709
Ever wonder why there’s no leaves on my side of the velvet rope?,145,56,20,221,637,100
"Actually, I prefer watching grass grow.",141,64,16,221,637,1595
We got our fall guy,162,55,25,242,637,3477
I'll hold back the crowd while you go in for a sandwich.,145,53,21,219,637,1659
Did you think Witness Protection was in the Bahamas?,150,51,23,224,637,1703
Raking America great again?,139,48,21,208,637,189
It was an easier ticket than Hamilton.,143,51,21,215,637,3303
"You thought home detention was just watching TV, didn’t you.",137,43,22,202,637,425
"After you're done with the leaves... and waxed the Maserati... come inside for a hot cocoa and we can discuss your allowance, Dad.",161,50,26,237,637,958
And this exhibit depicts an archaic use of Saturdays.,131,38,22,191,637,3789
The footwork is good but you need to shorten your stroke.,145,54,20,219,637,2756
"Funny, I have trees and no leaves. You have leaves and no trees. It happens every year. I don't even own a rake.",156,51,24,231,637,2109
All I promised with the job is that you’d be raking it in.,160,40,29,229,637,2655
The Avant Gardener,147,44,24,215,637,1449
"You really think Mother plays favorites?""",140,47,21,208,637,1007
"Here, we see homo domesticus Americanus performing his annual autumn ritual, in the hope of currying favor with the female of the species.  Please do not feed.",149,48,23,220,637,667
"Have you considered taking this show on the road, one street over, last house on the left?",149,37,27,213,637,3597
"Ahh, one of the few remaining members of the American middle class.",146,59,18,223,637,2272
It won't work. I've read Tom Sawyer.,155,49,24,228,637,2455
"You thought you could just rat us all out to the feds and live a quiet life in Wisconsin, didn’t you? I found you, Gene. It took ten years, but the Topelli family never forgets and here I am. Once I figure out a way to get past this rope, you’re done",141,44,22,207,637,166
"I think you misunderstand the Neighborhood Watch Program, Jeff.",147,45,23,215,637,295
"Remember: Not In My Backyard! If one more leaf crosses this line, I'm building a big beautiful wall and you're paying for it.",154,39,27,220,637,567
I thought I paid extra for you to wear the french maid costume.,163,51,25,239,637,3618
"Gather around kids, this is what they used to call ""Chores",137,51,18,206,637,1052
Don't mind me - just making sure no illegal immigrants steal your Caucasian yard work.,146,41,24,211,637,477
I was told my admission ticket also included bagging and mulching. Correct?,143,55,18,216,637,2277
"""This is a Red State, Wilbur. Why don't you just SHOOT the leaves off your lawn?""",155,31,30,216,637,2722
This lacks the pathos and suspense of the storm gutter episode.,155,39,27,221,637,1978
So this was the American middle class... I always assumed it was a myth.,137,42,21,200,637,1727
Those damn leaves...making America rake again.,154,54,21,229,637,759
President Trump will see you when you finish the front yard Mr. Vice President.,158,37,28,223,637,1860
Dad was right -- we are different...,156,49,23,228,637,2798
What I like about the chore museum is the raw authenticity.,149,33,27,209,637,3002
Here we see a human being engaged in physical activity,145,38,24,207,637,291
"I find your work subtle and earthy, organic even.",165,60,21,246,637,1225
"In this exhibition, an early 21st century human devotes futile energy toward what was called 'yard work' instead of taking the time to vote willfully ignorant humans out of office before it was too late.",159,34,29,222,637,8
"One of the most popular exhibits here at the Museum of Climate Change is this piece of performance art entitled 'The Fall of Mankind'. Now, can anyone tell me what, exactly, was Fall and when did it occur?",152,45,23,220,637,2071
'Drive up and experience fall' it said!,146,46,21,213,637,1404
We call them 'leaves' but they should be called 'arrives.',163,39,28,230,637,3006
"So, you're the""fall-guy,"" huh?",149,45,22,216,637,676
"Sir, you misunderstand.
You were asked to leave!",147,38,24,209,637,3162
This exhibit depicts daily life in the days when the earth had trees and grass.,155,54,20,229,637,2418
Bravo! You gloriously capture the essence of futility.,163,54,22,239,637,1285
I’m a big fan of your work.,138,58,14,210,637,1032
You'd get a bigger crowd if you served pumpkin-spice latte.,162,53,22,237,637,1933
Sublime use of negative space and color. Bravo!,136,43,19,198,637,306
Just visiting the rake you borrowed in 2013.,140,40,21,201,637,370
This is so last fall.,147,50,19,216,637,417
"If we were in a New Yorker cartoon, it would be pretty damn dull",151,42,23,216,637,3538
"It's nine leaves, just pick them up.",140,45,19,204,637,1450
Much better... but that left elbow is still flying out too much.,134,57,13,204,637,3116
In Zen the leaves come to you.,146,49,19,214,637,854
You always knew you'd be the fall guy.,172,48,26,246,637,2586
"Magnificent - unlike his earlier work, which was just trash.",151,44,22,217,637,2346
Good try. I read Tom Sawyer.,179,47,28,254,637,1884
I told you building a wall wouldn't stop 'em from coming in.,149,37,24,210,637,508
"From the looks of things I guess you were expecting a bigger crowd""",146,51,18,215,637,2974
Exhibit A: A man loses a fight with his wife.,153,42,23,218,637,3240
Suburban performance artists don’t draw much of a crowd.,139,51,16,206,637,1288
"I think your doctor meant ""reiki""!!",157,47,22,226,637,3623
I told you it wouldn't keep them out.,163,43,25,231,637,2351
"You might want to consider confronting them, admitting they exist and accepting that you’ll never really be rid of them.",137,44,18,199,637,2941
"Leaf Coaching is just something I  sort of
fell into.",143,48,18,209,637,3588
The witness protection program is not as glamorous as one might assume...,157,36,26,219,637,3287
When can I let the next batch of leaves in?,162,50,22,234,637,3598
"Every year I get here early to be first in line. And, every year, no one else shows up. Am I missing something?",137,41,19,197,637,212
"While technically proficient, I find his work predictable and repetitive.""",147,37,23,207,637,1204
"Excuse me, is this the line for people who have absolutely nothing to do?",173,43,27,243,637,913
"They will return, you know!",152,45,21,218,637,54
Your just raking leaves. Did you really expect a bigger turn-out?,156,42,23,221,637,1670
Call it 'curating' all you want—that's a rake.,153,32,26,211,637,658
That’s a nicely raked yard you’ve got there. It would be a shame if anything happened to it.,140,42,19,201,637,537
"Not what I expected when I bought tickets to ""The Rake's Progress.""",146,43,20,209,637,1581
From the Yelp reviews I expected more leaves.,152,52,18,222,637,1731
"I'll be checking your immigration status soon, but not until you finish all the other chores on our list that no Americans will do.",157,42,23,222,637,2021
"You didn't think house arrest meant sitting on the sofa, channel surfing, did you?",150,48,19,217,637,173
"And over here we have a tired, over worked father in his natural habitat, whose kids don't do their chores when asked.",164,49,22,235,637,2482
"You missed one last year, too.",124,44,14,182,637,473
"What time would you like me to return to drive you back to the work release center, Mr. President?",161,39,25,225,637,517
And here we have a tableau from the 21st Century  when trees had leaves.,159,35,26,220,637,1759
Your wife promoted this as a once in a lifetime event.,170,34,29,233,637,3412
"If you were supposed to pick them up why do they call them ""leaves?""",149,44,20,213,637,1324
"Apparently my definition of ""raking it in"" differs from yours.",167,53,21,241,637,163
You got off easy--the other guy has to push a rock up a hill.,133,52,13,198,637,2990
I suppose you don't want any advice.,166,44,24,234,637,2243
"They know not to even fall on my side, Herb.",162,44,23,229,637,2235
"Personally, I preferred last year’s foliage.",150,44,20,214,637,1045
"After a promising beginning at lawn mowing, Howard's leaf raking  has become derivative and lacking in authenticity. I look forward with mixed emotions at his upcoming snow shovelling.",134,23,24,181,637,1290
I can’t believe I got tickets to this.,157,51,19,227,637,707
Make them look like an accident.,164,58,18,240,637,127
"Nine leaves, Ralph. I threw each one from here. I've got more, a lot more. Guess how many leaves I'm holding behind my back, Ralph?""",143,47,17,207,637,677
"I always say, good velvet rope dividers make good neighbors.",156,42,22,220,637,3731
"You realize it's the Democrat's fault that the leaves are falling, right?",161,37,25,223,637,1808
"With today's technology, we can get the same job done, a gazillion times louder.",170,40,26,236,637,0
Just pick them up with your hands Stephen. There are only 9 leaves.,168,44,24,236,637,484
"Man with Rake""... I just don't get it",146,51,16,213,637,181
You're not doing that right.,166,32,28,226,637,390
"Sir, I'm going to have to ask you to leave.",173,44,25,242,637,284
"Sadly, this year's fall collection lacks the depth of his earlier work.",161,39,24,224,637,3643
I nailed them all down.,148,49,17,214,637,550
I take it I'm a bit late for the Fall Foliage tour.,168,59,18,245,637,474
And my grass is greener too.,157,49,19,225,637,1356
Wait till Nov 6 when everything starts to fall.,161,41,23,225,637,2539
I call this piece “Futility”,167,50,21,238,637,1198
For his visit he prefers that you leave the orange ones.,149,36,22,207,637,1791
"When Earth could still sustain life, humans had to perform various tasks to maintain upkeep.",156,32,25,213,637,1076
So this is what Middle America was like before it went extinct.,146,52,15,213,637,2309
It'd be easier if you just pick those 9 leaves up.,162,41,23,226,637,792
As a spectator sport this is an epic fail.,147,42,19,208,637,540
"Sir, the others would like a turn.",159,52,18,229,637,33
"And here we see the last white-American doing his own yard work.""

Isabella Amador, San Luis Obispo, Calif",149,30,24,203,637,2761
"You know, Sisyphus gave up.",148,45,18,211,637,2764
Exhibit #73: Pre robotic lawn care,153,40,21,214,637,16
The Senator will be coming out for his photo op soon - get ready to hand over the rake!,157,32,25,214,637,576
Looks like you're the fall guy.,169,42,24,235,637,2740
How long until I can jump into the pile?,149,45,18,212,637,1208
You need a smaller rake or more leaves.,141,40,18,199,637,896
". . . and tomorrow, we will watch paint dry.",154,40,21,215,637,679
""" I regret paying the extra four bucks for the 3-D glasses.""",149,50,16,215,637,2085
I'd love to come back for the first snowfall if you don't mind.,128,42,14,184,637,62
The other spectator sport I like is watching paint dry.,130,38,16,184,637,116
"You realize that's not your house, don't you?",149,39,20,208,637,2907
"Wow, I can't believe that is really the way they USED to do it!",149,52,15,216,637,2009
"Frankly, I find it derivative of his earlier work, Man Mowing Grass.”",158,34,24,216,637,3718
I'm selling tickets- you're the last suburban man without a leaf blower.,161,41,22,224,637,577
They've got an app for that.,158,47,19,224,637,1590
"I've been sent by the Democratic Party to 
connect with middle American voters.",148,46,17,211,637,82
You should see the line for the lady in the shower.,142,37,19,198,637,2097
It's stunning. It's real. I'll take it.,149,46,17,212,637,213
"Jim,... I really think people are gonna want to see you jump in the pile.",135,40,16,191,637,292
"They're always going to win, Todd.",129,36,16,181,637,396
Your lawn-mowing phase was far more cutting edge.,155,36,22,213,637,3473
Don't fight the leaf. Be the leaf.,177,44,24,245,637,275
Can you speed it up? I've got a 10:00 maple tapping to get to.,142,54,12,208,637,2333
"Ohhhhh, so that's what the other 99% do!",156,52,16,224,637,2558
Leave a few for your evening performance.,164,62,14,240,637,3522
This collection is so last fall.,157,55,15,227,637,989
Big fan. I loved your performance in last year's grout cleaning gala.,155,46,18,219,637,458
May I suggest pulling the rake instead of pushing it.,142,46,15,203,637,208
The Secret Service chose me to be the fall guy.,164,51,18,233,637,897
The president has a nicer rake than you. The greatest rake ever. And Mexico paid for it.,163,40,22,225,637,662
I think we'll sell more tickets if you use a chainsaw.,165,36,24,225,637,1756
"Ladies and Gentlemen, I present my fall exhibition: a performance art piece I call ‘Hopeless Futility.’",161,44,20,225,637,3721
Jumping in this leaf pile better be worth the wait.,141,45,15,201,637,898
Nine left. But who’s counting.,156,46,18,220,637,2107
The 'Man of Fall' is definitely less intense than the 'Fall of Man' exhibit next door.,190,40,28,258,637,1737
"I know it is my tree, but they are YOUR
 leaves.",159,50,17,226,637,1455
"Hurry up, Jared, the President only likes leaves that haven't fallen.",164,40,22,226,637,3289
Have you found my contacts yet?,153,49,16,218,637,1689
"Sucker, stuck inside an odd New Yorker cartoon, made fun of with a caption that only a few will understand.",145,39,18,202,637,2462
"Behold the everyman, locked in a futile battle against the forces of nature...as if challenging God himself.",147,40,18,205,637,971
When the four o'clock crowd gets here I want you to whistle while you work.,153,33,22,208,637,2838
"I'm telling you, if I had arms, I would help you!",176,49,21,246,637,1135
Leave a couple leaves out ... for the ambiance.,149,59,11,219,637,698
Raking is about the space between the leaves.,137,44,14,195,637,471
This piece represents the endless struggle between man and nature.,149,51,14,214,637,1639
I'm on line early for the snow shoveling exhibit,140,43,15,198,637,3291
This is not the Fall Classic I was expecting when I bought my ticket.,156,42,19,217,637,346
I see you've turned over a new one.,151,52,14,217,637,2714
Last year's collection was much better.,169,47,20,236,637,1257
"Herb’s “Autumn RakeFest”
never seems to draw the same as his “Winter Shovel-A-Thon.”",169,47,20,236,637,1957
Do you charge by the leaf or by the hour?,148,45,16,209,637,1530
Good ropes make good neighbors.,160,52,16,228,637,2413
"This one is called ""Autumnal Futility.""",155,49,16,220,637,2029
I guess mom just liked me better,166,45,20,231,637,2953
"Frankly, the title ""Fall of Man"" makes it sound like a more compelling show.",155,36,21,212,637,1218
You got a rake out for nine leaves?,149,35,20,204,637,1299
Anything else to do in this town?,161,60,13,234,637,123
And here we have an historical re-enactment from before the robots took over.,156,39,20,215,637,693
Any tickets available for the nine o'clock raking?,150,51,14,215,637,2423
I was told there would be complimentary cider with the show.,162,50,17,229,637,2261
"I’m from Bronstein and Byrne, the squirrels have won an injunction.",155,51,15,221,637,986
The deluxe fall foliage tour package entitles me to offer some constructive criticism.,145,40,17,202,637,582
"Mr Manafort serving  his  first day  
under house arrest with hard labor.",162,42,20,224,637,2460
"That's not quite what I meant by sweeping the perimeter, agent.",164,38,22,224,637,2911
Excellent form...I give it a 8/10.  Elbow is slightly high on the back stroke.,148,39,18,205,637,2285
A velvet rope makes anything into an exhibit,144,52,12,208,637,3045
"As your agent, I must tell you: it's not just your wife who doesn't appreciate your work.",152,36,20,208,637,3486
"No skin off my nose, but are you sure you need a bouncer?",167,42,21,230,637,3345
The guy who raked them yesterday seemed a lot more into it.,170,54,17,241,637,2120
"Now when the President arrives, thank him for deporting the previous raker.",157,31,23,211,637,2448
"When you're done there, there's a spot on my back I can't reach.",150,50,14,214,637,1761
"Trite, overbearing, provincial. Where's the whimsy? Where's the joie de vivre?",163,42,20,225,637,2967
This will be my finest work. I shall call it The Fall of Man.,145,34,19,198,637,1130
"And here we have a rare example of ""Pre-blower Man""",149,44,16,209,637,1818
This exhibit is a rare example of a millennial performing manual labor,162,33,23,218,637,2940
I'm looking for one in particular.  Orange edges.  Seems to show up here every fall.,159,39,20,218,637,3495
"I'd help you , but that's crossing the line",150,44,16,210,637,1206
"I, on the other hand, am raking in the dough.",144,43,15,202,637,3030
"Ladies and gentlemen, the last suburbanite without a leaf blower.",170,50,18,238,637,1451
OK — today let’s work on tempo and keeping your head down.,154,46,16,216,637,165
"What would happen if I did not, in fact, stay off your lawn?",143,50,12,205,637,2131
Impeccable form.,149,43,16,208,637,3472
"Your wife is live-streaming this event, but I wanted to see it in person.",165,52,16,233,637,3129
"Oh, but life IS a spectator sport.",147,52,12,211,637,3619
"And in this portion of the ""Changing Climates"" exhibit we see what was known as raking leaves.",156,57,12,225,637,831
"As you were informed, witness protection requires chores.""",164,46,18,228,637,3699
Psst...Ya wanna buy a leaf blower? It just fell off a truck,157,42,18,217,637,3410
"Sir ! Vote Republican, and I promise you with our platform for the EPA ; trees and  leave raking will be a thing of the past.",170,39,22,231,637,10
"Yes, there’s no crowd. I’m your publicist, not a frickin’ magician.",141,38,16,195,637,2793
"Oh, wow! Glad I stood in line for this.",147,49,13,209,637,1718
"It won't work with me.  I read ""Tom Sawyer.""",159,48,16,223,637,2061
Here we see the gardener in his natural habitat.,161,49,16,226,637,30
"Uh, I wonder if this is what your psychiatrist meant when she advised  you to turn over a new leaf and set some boundaries in your personal life.",155,43,17,215,637,3065
It really speaks to the futility of the human condition.,163,50,16,229,637,2525
But is it Art?,152,31,21,204,637,271
"Don't get me wrong, I wish I could help, but there's a velvet rope here. Can't get around that.",142,51,11,204,637,623
"I'd like to help, but there's a red velour rope here.",168,50,17,235,637,371
Mom said I can have a turn.,171,49,18,238,637,1723
You're raking 9 leaves? Do you know what OCD stands for?,173,45,20,238,637,2440
"See, I knew a left-handed rake would make you more efficient.",167,39,21,227,637,1293
And this is the fall of which civilization?,164,50,16,230,637,2668
The endangered middle class in its natural habitat...What a sight.,167,44,19,230,637,3379
"Governor, we have people who can do that.",147,38,17,202,637,3626
"And here we have Banksy's latest piece entitled, "" The Futility of Man.""",138,33,17,188,637,2877
"In this piece, “Man Raking Leaves,” I capture early suburbanites’ lost ability to perform mundane chores without needing to brag about them on social media.",163,44,18,225,637,1226
"That's all very nice, but I paid to jump in a pile.""",129,38,13,180,637,2001
"Yes. The movements are simple, yet elegant. This performance truly captures the spirit of the worker.",155,37,19,211,637,1531
"Diary entry (June 16, 2037):  I visited the Museum of Homeownership. The exhibits feature scenes of everyday life when the middle-class could afford to buy their own homes.",156,40,18,214,637,1419
"..and this, ladies and gents, is what homeowners did before Netflix.",154,44,16,214,637,3067
"Two words dude, leaf blower.",170,45,19,234,637,1623
"The media have left, Mr. President.",164,44,18,226,637,2556
You’re doing it wrong.,145,31,19,195,637,2936
Nine leaves to remove.  Let me guess.  You're married.,166,22,27,215,637,1475
"Raking up is hard to do!""",173,41,21,235,637,1310
I'm researching lawn care workers for a piece in the New Yorker.,159,51,14,224,637,3344
I got up early to be first in line for this?,166,42,19,227,637,77
"'  Good velvet ropes and stanchions make good neighbors, I always say'.",162,50,15,227,637,1367
"Is this the line for ""Gone With The Wind""",156,34,20,210,637,1863
This summer’s “Man Cleans Pool” exhibition was much more compelling.,166,47,17,230,637,67
"You’re right, this is fun. No, I haven’t read Tom Sawyer-why do you ask?",144,35,17,196,637,3593
You need to relax the hips and activate your glutes.,171,42,20,233,637,343
"A natural right-hander, Larry expertly attacks the leaves with short, even strokes of the rake...",167,50,16,233,637,3016
"But in the end, isn't raking just a Bergmanesque danse macabre ending in desolation and futility?",172,45,19,236,637,2189
You can rake while you wait. I can’t seat you till your whole party is here.,147,39,16,202,637,2051
Mr. Gore? It’s time.,156,31,21,208,637,1813
I knew Tom Sawyer and you are no Tom Sawyer.,137,41,13,191,637,2889
"You know, there’s an app for that...",143,34,17,194,637,2237
The three o'clock show better have more leaves.,151,51,12,214,637,156
"Why do they call them ""leaves"" when you always have to rake them away?  They should just call them ""stays.""",157,39,18,214,637,1086
Good velvet ropes make good neighbors.,153,57,10,220,637,651
From Hunter to Gatherer: a live installation,178,40,22,240,637,1246
And here we have a quaint time-worn rite performed each Autumn by the typical American male.,159,45,16,220,637,2501
