caption,unfunny,somewhat_funny,funny,count,contest
You're right. No underwear.,395.0,112.0,255.0,762.0,547
Like the pomp. Not crazy about the circumstances.,326.0,235.0,186.0,747.0,547
"Okay, our pomp is good. Now let's work on our circumstance.",279.0,199.0,152.0,630.0,547
We're not the only ones that could use a shave.,317.0,110.0,177.0,604.0,547
Could really use some rain on this parade.,247.0,203.0,112.0,562.0,547
"You see her, too, right?",186.0,126.0,82.0,394.0,547
Another mile and it's my turn to wear the outfit.,249.0,155.0,112.0,516.0,547
She's a tough act to follow.,241.0,166.0,105.0,512.0,547
Should we just go around her?,241.0,152.0,105.0,498.0,547
Trump said he knows more than the majorettes.,271.0,61.0,137.0,469.0,547
I wish it would rain on our parade.,226.0,154.0,91.0,471.0,547
Can we unfollow her?,215.0,164.0,81.0,460.0,547
"Personally, I could use a little less pomp and better circumstances.",230.0,130.0,96.0,456.0,547
Just be glad we're not following the elephants.,206.0,144.0,74.0,424.0,547
We'd be lost without her.,218.0,109.0,86.0,413.0,547
Think she's into a mirage a trois?,214.0,103.0,84.0,401.0,547
Maybe the rest of the band was right.,187.0,96.0,69.0,352.0,547
She'd better be worth it.,209.0,86.0,81.0,376.0,547
"Following the Pied Piper, or even Moses to the Promised Land, is understandable, but THIS ???",194.0,114.0,66.0,374.0,547
Mirage a trois.,181.0,84.0,58.0,323.0,547
"""Who doesn't love a parade?"" you said...",165.0,106.0,43.0,314.0,547
"This is my first mirage à trois, too.",175.0,85.0,53.0,313.0,547
At least she got us off the desert island cartoon.,175.0,77.0,54.0,306.0,547
Do you think she'd go for a mirage a trois?,181.0,78.0,56.0,315.0,547
At least we're not following the horses.,173.0,79.0,52.0,304.0,547
I don't think she remembers where we parked either.,170.0,85.0,49.0,304.0,547
"Believe me, her finale is worth it!",163.0,98.0,42.0,303.0,547
"God, I hate away games.",174.0,68.0,54.0,296.0,547
I still can't see up her skirt.,177.0,48.0,58.0,283.0,547
"ENOUGH ALREADY with your 'hup,2,3,4 hup,2,3,4 ...'",153.0,89.0,36.0,278.0,547
I'm thinking about quitting the band.,157.0,77.0,41.0,275.0,547
Sure it's a mirage. But it's upbeat and motivating.,154.0,81.0,37.0,272.0,547
I'm starting to think she might just be leading us on.,152.0,85.0,34.0,271.0,547
