caption,unfunny,somewhat_funny,funny,count,contest
"Well, that explains our relentless hunt for tuna.",251.0,198.0,128.0,577.0,566
Call him Ishmeow.,475.0,275.0,226.0,976.0,566
The Canary Islands? Who told him we should go there?,202.0,132.0,90.0,424.0,566
Am I the only one who misses the parrot?,463.0,309.0,182.0,954.0,566
Well what do you think happened to the parrot?,155.0,110.0,54.0,319.0,566
"That's Ahab's brother, Rehab. He's in pet therapy.",509.0,226.0,203.0,938.0,566
Apparently the cat cost him an arm and a leg.,155.0,90.0,56.0,301.0,566
He calls it Ishmeow,454.0,242.0,162.0,858.0,566
I killed 20 mice this morning but does he rub my belly?,242.0,135.0,79.0,456.0,566
But I thought Persians weren't allowed in under the travel ban...,182.0,66.0,63.0,311.0,566
Aye! He's not the same old Ahab since that anger management class.,91.0,37.0,30.0,158.0,566
"Oh sure, he likes the cat now but in two weeks I guarantee you I'm the one taking care of it.",77.0,34.0,24.0,135.0,566
"It's agreed then, we'll tell people the captain was obsessed with a great white whale.",367.0,164.0,111.0,642.0,566
I swear I've thrown the same cat overboard 8 times already.,155.0,75.0,44.0,274.0,566
Since when do we have a pension plan?,564.0,212.0,173.0,949.0,566
Funny.. I always thought he was a whale person.,117.0,64.0,29.0,210.0,566
"I guess it's a match made in heaven. He get's a companion, the cat gets a scratching post.",68.0,48.0,13.0,129.0,566
"He is rich and famous, he can grab one whenever he wants",168.0,63.0,48.0,279.0,566
This service animal thing is getting way out of hand.,78.0,24.0,22.0,124.0,566
"Strangely, it's the hat that bothers me the most.",361.0,149.0,90.0,600.0,566
"Ruins strikin' terror into prisoners' hearts, don't he?",376.0,114.0,106.0,596.0,566
We'll see how affectionate he is when he finds out who ate his parrot.,316.0,114.0,78.0,508.0,566
She's just using him for his scratching post.,168.0,80.0,35.0,283.0,566
So it will be fiction. Tell Herman to make it a whale.,226.0,101.0,49.0,376.0,566
"Since Ahab had him neutered, we call him Moby Dickless",319.0,85.0,87.0,491.0,566
I'll tell you exactly what happened to that parrot.,292.0,110.0,68.0,470.0,566
"For a guy hunting Dick all his life, he really took to stroking Pussy.",146.0,39.0,38.0,223.0,566
Not likely this'll be in the book.,267.0,95.0,61.0,423.0,566
He thinks he can grab a pussy anytime he wants.,259.0,67.0,65.0,391.0,566
I didn't think that type was into heavy petting.,265.0,47.0,73.0,385.0,566
He keeps asking where the catwalk is located.,69.0,39.0,10.0,118.0,566
"Do you want to tell him we can't find the parrot, or should I?",239.0,71.0,55.0,365.0,566
An' he keeps the litter box on the poop deck.,216.0,84.0,43.0,343.0,566
There goes my novel.,228.0,89.0,45.0,362.0,566
"Funny, I always pegged him as a whale person.",222.0,87.0,43.0,352.0,566
Of course the guy with the scratching post for a leg gets all of the attention.,216.0,78.0,43.0,337.0,566
"Well, it got him off the white whale kick.",152.0,70.0,25.0,247.0,566
The whale represents the unrelenting fury of nature. The cat is just a cat.,180.0,64.0,36.0,280.0,566
"It's an emotional support animal, I saw the paperwork.",189.0,72.0,36.0,297.0,566
The captain says we should head to the Canary Islands.,214.0,71.0,44.0,329.0,566
I'm suggesting a mewtiny.,210.0,76.0,41.0,327.0,566
"Not only was I demoted to second mate, but I have to clean the first mate's litter box.",210.0,75.0,41.0,326.0,566
"The whale obsession is bad enough, but if he turns into a crazy cat person I'm jumping ship.",207.0,75.0,40.0,322.0,566
Would it kill him to put on an eyepatch and buy a parrot?,199.0,83.0,34.0,316.0,566
Well he would play with me too if I had a scratching post for a limb.,192.0,80.0,32.0,304.0,566
"Like I always say, you're either a cat person or a great white whale person.",196.0,58.0,40.0,294.0,566
I say we still go ahead with the mutiny.,189.0,59.0,37.0,285.0,566
He calls it Moby Lick.,132.0,46.0,24.0,202.0,566
Doesn't he ever wonder what ate his parrot?,186.0,57.0,36.0,279.0,566
"Look, all I'm saying is that I think a hook is more intimidating.",184.0,58.0,35.0,277.0,566
It keeps his mind off whales,177.0,68.0,29.0,274.0,566
This is going to wreck our brand.,174.0,61.0,30.0,265.0,566
I don't think the new guy gets the whole 'bloodthirsty' thing.,173.0,60.0,30.0,263.0,566
"Teaching Polly to say ""Here kitty"" was a terrible idea.",157.0,63.0,24.0,244.0,566
Suppose I accidentally throw a ball of string on the plank?,164.0,74.0,22.0,260.0,566
...so it turned out he was just looking for a pet.,84.0,30.0,14.0,128.0,566
At least I don't need to sit on his lap anymore.,174.0,50.0,33.0,257.0,566
"When yer ship less, yer shiftless... cat's dead!",174.0,46.0,34.0,254.0,566
I'm worried about our 'take-no-prisoners' image.,169.0,50.0,31.0,250.0,566
"You know, I haven't seen Polly lately either.",122.0,54.0,16.0,192.0,566
Where's the allegory in that?,160.0,52.0,27.0,239.0,566
It's easy to be the cat's favorite when you have a scratching post for a leg,154.0,55.0,24.0,233.0,566
Which one of us is going to tell him he's ruining our reputation?,150.0,61.0,20.0,231.0,566
I always thought of him as more of a whale person.,145.0,61.0,18.0,224.0,566
"""Moby Cat""? I don't know, Herm....maybe a short story, at most.",144.0,60.0,18.0,222.0,566
"I don't care what the captain says, I won't shout out, ""Thar she purrs!""",107.0,34.0,17.0,158.0,566
Quite frankly I feel like he's lost his edge.,145.0,51.0,21.0,217.0,566
Call me Ishmeow'el.,151.0,39.0,27.0,217.0,566
Should we make him walk the plank or clean the litter box?,145.0,48.0,22.0,215.0,566
Worst prequel ever.,145.0,38.0,25.0,208.0,566
We both know what happened to Petey. Parrots don't just fly away.,138.0,42.0,21.0,201.0,566
I'll mutiny before I call him 'cat'n.',137.0,38.0,22.0,197.0,566
"If you do turn this into a novel, Herman, you might want to change a few details.",138.0,33.0,24.0,195.0,566
I prefer sea dogs.,130.0,49.0,16.0,195.0,566
"We get more ""likes"" when he's holding the cat.",134.0,41.0,20.0,195.0,566
He keeps saying 'Arr kitty' but so far it's just his!,136.0,36.0,22.0,194.0,566
