caption,unfunny,somewhat_funny,funny,count,contest
That won't fly in here.,0.0,3.0,2.0,5.0,512
"Sorry, that mat won't fly here.",1.0,1.0,3.0,5.0,512
"Sorry, sir. We don't allow...hats.",1.0,1.0,2.0,4.0,512
We try to leave our rugged individualism at the door.,0.0,3.0,1.0,4.0,512
I don't care whether or not it ties the room together.,0.0,3.0,1.0,4.0,512
Our fees are based on square footage.,1.0,1.0,2.0,4.0,512
We get it. You're straight.,1.0,2.0,2.0,5.0,512
You must be the guy from Om Depot.,2.0,0.0,3.0,5.0,512
"So first we breath slowly. And we are mindful. Then, we talk about your mat.",1.0,2.0,2.0,5.0,512
The Dude lives downstairs.,2.0,1.0,3.0,6.0,512
"What do you mean, 'Make Yoga Great Again'?",2.0,0.0,2.0,4.0,512
"Sorry, we're not that flexible.",2.0,1.0,2.0,5.0,512
"Actually, nobody says that about the size of a man's yoga mat.",2.0,1.0,2.0,5.0,512
We don’t shag here.,2.0,1.0,2.0,5.0,512
"No, no, no. Not “namaste”. I said you and the rug must not stay.",2.0,1.0,2.0,5.0,512
Let me explain how many different ways you're not going to meet any girls here.,2.0,1.0,2.0,5.0,512
I know it's you first yoga experience but you don't need a training mat.,2.0,1.0,2.0,5.0,512
Your downward dog made a mess on the carpet.,2.0,1.0,2.0,5.0,512
"I told you to bring your own, that's from our lobby.",1.0,3.0,1.0,5.0,512
I take that you aren't here for the yoga class,2.0,0.0,2.0,4.0,512
The Magic Carpet class is down the hall.,1.0,1.0,1.0,3.0,512
Our position on this is inflexible.,1.0,3.0,1.0,5.0,512
"No, broga is on Thursdays.",2.0,1.0,2.0,5.0,512
"Unless you can make it fly, it's still a no.",1.0,3.0,1.0,5.0,512
The body is in the office. Maybe use the back door on your way out.,1.0,3.0,1.0,5.0,512
"First, I must thank you for leaving the recliner and TV at home this week.",2.0,1.0,2.0,5.0,512
"Hey ladies, I think I figured out who left the seat up.",2.0,1.0,2.0,5.0,512
"Size doesn't matter here, either.",2.0,1.0,2.0,5.0,512
"Namaste. And, I suppose, Boo-yah!'",2.0,1.0,2.0,5.0,512
"We meditate, not levitate.",1.0,2.0,1.0,4.0,512
No problem—we're very flexible.,0.0,2.0,0.0,2.0,512
"Sir, your wife wasn't finished meditating.",1.0,2.0,1.0,4.0,512
"Sir, please put that back in the lobby and use this one.",2.0,0.0,2.0,4.0,512
"Namaste, carpet diem",1.0,3.0,1.0,5.0,512
You must be our lucky 'free trial' winner.,2.0,3.0,1.0,6.0,512
"Except for the hat, the shorts, the socks, the shoes, and the carpet everything else is fine",2.0,2.0,1.0,5.0,512
We strongely urge beginners to look the part.,3.0,0.0,2.0,5.0,512
"Ok, mansplain this one.",2.0,2.0,1.0,5.0,512
No rugrats in yoga.,3.0,0.0,2.0,5.0,512
Put her back.,2.0,2.0,1.0,5.0,512
"Yeah, I'm sure it's fine. They let me use this papyrus scroll.",2.0,2.0,1.0,5.0,512
Just place it down over here by placing your left foot onto your right shoulder.,2.0,2.0,1.0,5.0,512
"I'm surprisingly OK with the hat, wrist bands, and rug, but I just can't look past the tube socks.",3.0,0.0,2.0,5.0,512
No you can't run out to your car and get your six pack.,2.0,2.0,1.0,5.0,512
Bet that's your Hummer out front.,2.0,2.0,1.0,5.0,512
Beat it!,2.0,2.0,1.0,5.0,512
The rug is fine. It's the Red Sox cap that offends my chakras.,3.0,0.0,2.0,5.0,512
