caption,unfunny,somewhat_funny,funny,count,contest
Your overhead is going to kill you.,114,93,66,273,530
The consensus of your wise men is: move the chair.,99,83,46,228,530
"According to the doctor, your longevity would improve dramatically if you'd get off the throne and walk more.",88,96,36,220,530
And the king lived happily severed after.,90,64,37,191,530
What's long and sharp and will make your nephew king?,89,68,35,192,530
"In castle news, the queen and the royal rope maker have disappeared.",87,70,33,190,530
"Yes, your majesty. So far we have 'Live by the sword'. Is there any more to it?",94,61,36,191,530
I'll be brief...,83,57,30,170,530
The queen has agreed to split everything fifty-fifty.,88,53,33,174,530
The latest polls show you hanging on by a thread.,77,61,25,163,530
I'll read fast.,82,59,28,169,530
While I have your undivided attention...,95,48,37,180,530
The Queen wishes to express her best wishes to you and your mistress.,90,45,35,170,530
"Traditionally, you'd fall on the sword.",76,53,24,153,530
"After careful consideration, we've determined it would probably be easier to just move the throne.",80,59,24,163,530
"Let us hope your majesty, that the cord is mightier than the sword.",85,47,29,161,530
I'll be quick,87,50,29,166,530
I'll just skip to the end.,86,39,31,156,530
"It will be 15 pounds to take it down and 50,000 to smelt it. Or we can move your chair.",74,51,22,147,530
"Nay, thy whole-life policy dost not cover halves.",90,30,35,155,530
The Queen says she wants half of everything.,83,49,26,158,530
"Sorry, Sire. You have been turned down for insurance because of what has been determined a preexisting condition.",76,41,24,141,530
"Frankly, I would just move your chair.",69,58,16,143,530
"Not afraid, sir - frayed!",75,38,24,137,530
A gift from the 99%.,82,44,25,151,530
"Your Majesty, a rocking chair will increase your chances by 50%",74,46,20,140,530
It's a notice from your insurance company. They're raising your premiums.,83,35,27,145,530
"You will succeed yourself your Majesty, but this time as Queen.",86,49,24,159,530
Have you considered the overhead costs?,73,38,21,132,530
"A king divided cannot stand, Your Majesty.",79,39,23,141,530
"Sire, this policy covers you for death and dismemberment, but excludes accidents that occur in the workplace.",79,42,22,143,530
It appears your character is getting cut from Season 7.,70,49,16,135,530
