Unfunny,Somewhat funny,Funny,Caption
24,2,2,He can't get out of the sand in golf either.
22,6,0,At what point do you think we should tell them it's not in there?
25,3,0,He usually gets tired by high noon.
20,4,3,He didn't learn it in kindergarten.
23,1,1,I could really go for an ice team right now. What about you?
17,6,4,Should we just tell him where he left his wallet?
23,4,1,Hey Mister. It's our turn.
22,6,0,Oh, that's just the new gym teacher. He practices his survival skills everyday.
26,2,0,His lobotomy had some severe sideeffects.
28,1,0,Beach bum levels are rising the quickest.
19,7,2,Mr. Martin has a dry sense of humor.
24,3,0,I tried helping him, but he said that any person of color in this neighborhood must be a mirage.
27,1,0,Opps dad, I am sorry my took a bit longer than expected to drop me off after her shopping
25,1,0,This really is a concrete jungle.
23,7,0,I like the old intern better.
19,7,3,Most days he's just my dad. Today he's my dad __and__ my science project.
26,3,0,He says the last thing he can remember is a cat trying to cover him up.
25,4,0,My Dad's protesting the new water-use restrictions.
27,2,0,I guess the wall might work.
28,0,0,Man this desert is so vast I can't find the other side.
26,1,0,ever since they filled it with sand, he can't even get outside it
26,2,0,It's just my dad. He's a performance artist.
20,6,1,He comes here to relive his greatest accomplishment.
23,5,0,I think Dad's been on the wagon too long.
23,3,2,Wall Street gave him $25 million to disrupt the sandbox industry.
21,5,3,I hate it when Mr. Smithers gets here first!
27,2,0,He's been watching too many Spaghetti Westerns.
23,5,1,Dad just hasn't been the same since Burning Man
26,3,0,I hope he takes showers.
16,11,2,Maybe we should tell him about the "find your IPhone" feature
26,1,1,Doesn't he know this is an urban oasis?
14,10,4,Are we in his mirage, or is he in our sandbox?
16,7,4,Last week he couldn't figure out how to get off the merry-go-round.
16,10,2,Great, Dad's trying out for "Survivor" again...
24,1,1,He's suffering Frustrated Beach Syndrome
21,4,1,Not sure this beachfront timeshare is working out.
23,2,1,Don't worry, he gets out for an hour if we give him some beer money."
25,3,0,This is no mirage.
28,2,0,I highly doubt this is the intended use for a litter box.
25,2,1,It's the latest in artisanal weight-loss programs.
17,9,1,He still can't think outside the box.
27,2,0,Johnny doggedly maintains his hot pursuit of an A in sandbox. It could be the difference between Harvard and Yale someday.
20,4,4,MANHATTAN BEACH BUM
23,5,1,Says he lost his phone. Can't get out without GPS.
21,5,1,It's sort of like a resistence pool for people who like the desert....
22,3,3,I'm too young for this crap.
23,5,1,He's a thirsting artist.
19,8,0,My dad is working on a new kind of hot yoga.
23,1,3,And you thought it was a cat.
25,1,1,He said he really misses his old cartoon.
25,4,0,I prefer sand that has been sifted.
21,5,0,This may take a while....he says his best marketing ideas come to him in form of a mirage.
22,5,1,Forty years later and he still hasn't come in from recess. Legendary.
22,5,0,No Dad, we asked you to impersonate Batman not Catman!
25,1,0,Apparently Spidey Sense is not infallible.
26,1,1,He's practicing for Grauman's Chinese Theater in the event he gets the killer role.
23,6,0,Time's up, Lawrence of Analysis.
24,3,0,They've replaced the sandbox with a virtual desert.
22,4,2,Hey buddy, you gonna let us play through or what?
25,4,1,Dude really digs sand man.
23,3,0,Just another cartoonist workshopping ideas, and pretty hackneyed ones at that.
20,6,0,Last week it was a cat problem.
26,2,0,I don't know, but he insists he has a really big handprint.
26,1,1,"He thinks that he is leaving handprints for the zombie hall of fame.
21,4,2,We call this exhibit Moses for the 21st Century...His followers are in the sandbox on the next block.
19,6,3,O.K., Dad, our turn. Wrap up your mirage.
27,1,0,I only have a few minutes of play time!
17,1,7,He said the treadmill lacked authenticity.
25,1,1,Wilson needs you in his office.
25,2,1,This sorta gives "Waiter - there's a fly in my soup" a whole new meaning.
16,5,5,Mom said he wouldn't put the seat down.
23,3,1,I hate to tell him but the Mirage is in Vegas.
23,4,0,kids...I'm gonna need a few more minutes in here. I know my sanity is under here somewhere!
23,3,0,They say he was on a pub crawl. Now he's a sandbag.
27,1,0,What's the magic word?
24,3,2,He's a performance artist... whatever the hell that is.
20,2,3,I'm not sure the human litter box idea will ever catch on.
21,3,1,Perhaps we're all a mirage.
23,2,1,I'm not sure the art world is ready for sand pontillism just yet
26,2,1,Moat it is.
25,3,0,He invented the sandbox that cats avoid.
18,6,2,I say he's a mirage.
21,5,1,He's your typical method actor about to do a bottled water commercial.
28,0,1,Ok, when he goes down I'll cut his heart out and put it in your bucket.
26,3,0,I wish Dad would grow up.
25,1,2,I think he's a mirage.
23,5,0,I wish I had his imagination.
18,9,2,Adults ruin everything.
25,3,1,Unfortunately, this model of our hottest selling item, the virtual desert, did not come with its own Oasis.
20,7,1,I hope he doesn't think he's a cat.
22,2,1,He thinks the skyline is a mirage.
24,3,2,At least it's not the cat
24,1,0,I hope he doesn't think this is a litter box!
25,3,1,It's O.K. Mom told him there was a bottle of Stoli buried in there.
19,8,0,Rough day,dad ?
26,2,0,It's a new rebirthing technique that uses sand instead of water.
22,5,0,Just 5 more minutes.
20,8,0,Does your uncle still have that pet vulture ?
22,5,1,... And when his numbers dipped the brokerage firm banished him to the desert.
22,6,0,Do you think he'll ever get tired of playing lost in the desert?
18,6,2,Bob is in the early stage of our out-placement process.
21,4,2,That's just my dad. He's always said he'd like to get a small place on the high desert.
12,7,8,He needs to start drinking outside the box.
25,2,2,He 's showing me "sans serif" texting.
27,0,0,He's been hogging the rooftop garden ever since his barista handed him espresso beans and told him they were the seeds of promotion.
23,3,0,Mother says not to take to strangers, but I really want to play in the sandbox.
23,4,0,He said last week that he found his ring. But I think he found his calling.
27,1,0,He said his life is like a cartoon, and he's not getting out till he's captioned.
23,4,0,We better go up the hill and fetch a pail of water.
19,7,2,It was either this or a lap pool.
17,10,2,It’s been three days - how much can a contact lens cost?
18,7,1,I think it's too late for him to have a happy childhood.
23,3,2,It must be a mirage. I see New York City.
22,3,1,What with global warming this is what's left of Gilligan's Island.
24,4,0,I think this settles our gentleman's bet about whether or not Dissociative Identity Disorder is real.
21,6,0,In a moment of clarity, long since gone, he envisioned a mandala.
18,6,4,Maybe he'll get the idea if we switch to another brand of litter.
21,4,2,My Dad struggles with unstructured play time.
16,8,0,It's the only place left in the city that is smoking friendly.
18,9,2,Ugh, Jack's in the box again.
25,2,0,He's vertically integrating. We need new solar panels on our house.
21,4,3,If you can survive in the big city, you can survive anywhere.
25,1,1,Don't tell him he's NOT in the dessert. I heard he goes mental.
21,6,2,He said he is practicing for the Sahara half-marathon.
21,4,3,He still refuses to think outside our box
23,4,1,With the marathon only a week away, the sand training became particularly rigorous.
24,5,0,Hey kids, help me find my New York values!
21,7,1,I hope he's not like OUR cat!
23,4,1,He told me he was a method cartoonist.
24,3,1,Yes, sir, that's correct; this is the "New Luxury" sandbox you saw advertised in Forbes Life.
24,4,0,I don't know... he keeps mumbling something about an oasis.
23,4,1,"Surely the add read, bring "Pail and Shovel" not "Pale and Disheveled".
24,2,2,Please tell me he didn't actually use that as a litter box.
21,3,2,I told you, dear, weren't not ready for the extreme city beach experience.
30,0,0,Mr. Sandman, your hardwood floor specialist at it again
22,5,0,He just keeps mumbling something about life being a real beach.
26,0,0,Catman
25,3,0,Ok, so he can't walk on water but he can crawl on it.
25,4,0,It takes a Sandbox!
24,3,1,Looking for Rosebud.
25,4,0,Go get the snake again.
20,6,1,Lilly, I think I know what those dry nuggets were.
24,4,0,He seems a bit lost.
18,10,1,Don't fall for it. He just wants your juice box.
23,6,0,Is this like when the pool has adult swim?
24,4,1,It's a section of the Urban Wasteland Trail.
19,5,1,They say he lost his contact in the 3th grade.
23,3,0,He said he was trying to stop drinking
25,4,0,Aren't these Foreign Legion flashbacks getting just a bit tiresome?
28,0,0,He's been like that since we found him in the Mojave searching for his wife.
22,4,2,Enjoy the journey, because the destination is a mirage.
19,6,2,I'll call the clinic and see if hitting "sand bottom" counts.
22,4,1,How long has your dad identified as a cat?
23,3,1,I'm thinking it's mom's turn to scoop the box.
29,0,0,I'm not sure Homer has learned to play well in the sandbox yet...
