Unfunny,Somewhat funny,Funny,Caption
20,4,1,I want to get your slant on this.
19,3,0,Something about this doesn't seem to be even.
18,1,0,"Well Margaret, what's it going to be? Omni-channel or multi-channel?"
19,3,0,"Okay...what I want to know is, who tilted the picture?"
18,1,0,Do I have good social skills? People are 'drawn' to me.
20,5,2,I'd like to give you a different slant on the problem
17,0,0,Now that we're clear on who is in charge ...
18,0,0,"Despite appearances to the contrary, things are not going in the right direction."
20,5,1,Would you say this company treats men and women the same?
17,1,0,Let me reiterate - this firm is not a proverbial sinking ship.
18,1,0,"On balance, I think we are very close in our view of things!"
18,0,0,"But we do support you, Mr. Trump!"
18,1,0,I decided not to get the Tilt-A-Whirl.
20,2,3,All those who do not think this is a level playing field raise their hands!
19,5,0,Welcome to San Francisco.
16,2,0,I see you understand the gravity of our situation.
19,5,1,Your salaries from now on will also be on a sliding scale.
20,3,1,The meeting of the Titanic Historic Society will now come to order.
18,1,0,The field has always seemed level to me.
17,3,0,Our firm is right-leaning? That's all in your perspective.
20,7,3,"Not so long ago, I was sitting where you people are."
19,1,1,This is clearly a weighty decision....
19,5,1,Ahhhhhhhhhhhhh Choo!
17,2,0,"Honestly, when I suggested moving our headquarters to the Himalayas, this never occurred to me."
18,2,0,There will be no raises this year!
20,2,1,"November 9, 2016"
18,3,0,"I didn't see ""natural disaster"" included in the agenda."
18,2,0,Our building inspector diagnosed the problem as 'erectile dysfunction.'
16,3,0,"See? This is why I put ""dibs"" on sitting at the head of the table."
19,5,2,"If revenue is down next month, expect the table to have wheels too."
18,5,0,I press this button and 'voilà!' I control the floor.
18,2,0,UK and members of the EU.
17,1,0,I'm sorry to report that our company is sinking in debt.
18,3,0,"Finally, I've got your attention."
19,5,2,Seriously...who's with me?
18,0,0,It will be an uphill climb to get him to convict.
18,1,1,Our corporate architectural structure now is in congruence with our corporate compensational structure.
20,5,0,The inaugural board of directors meeting for the RMS Titanic.
20,5,2,I don't think I can hold this table any longer
20,2,1,....and I hope you are not swayed by the opposition.
18,2,0,Welcome to the agoraphobic support group.
20,5,1,This new conference room should help us get everyone's slant on things.
18,1,0,Here at Teeter & Totter we value intern feedback.
18,0,0,I hope no one feels that my analysis is one-sided.
21,2,1,"Just keep repeating it--""We're fair and balanced."""
19,2,1,I thought we'd try a different angle.
