Unfunny,Somewhat funny,Funny,Caption
75,9,0,"I don't know about this ""Jack Hanna"" guy..."""
76,18,1,So for THIS you sit down?
82,13,3,"No,""High"" Definition does not apply to us giraffes."
124,56,22,We didn't move to the city so you could watch nature shows all day.
81,18,1,"If I wanted to marry a sloth, the zoo had ones next door."
80,6,4,I'm thinking of starting a third party !
74,8,0,I don't think either party will ever nominate one of us.
87,20,4,For some reason I always look fat in those home videos.
73,8,0,Again watching Animal Planeck ?
75,11,1,"This ""spoonful of sugar"" advice is a crock."
80,12,2,While you're watching Nature I need nurture.
69,3,0,That's all you do all day is watch The National Geographic Channel!
80,13,3,"Really, a couch potato? I thought you were above all that!"
92,17,6,They never forget because they don't have our vision and rely on low hanging fruit.
87,16,5,Perhaps we should have mounted the TV on a tree.
91,18,5,"When I was your age, son, I never would have dreamed of a giraffe president."
73,7,1,"A new TV, with a larger screen? Just lean in."
89,18,4,"Actually, I prefer a vertical format."
73,3,3,we have to keep searching. there must be someone we can vote for.
69,3,2,At least we're vegan.
118,49,14,Ruminating again?
71,9,1,Reticulated room for one
102,33,9,"I don't care if we live in Detroit, I find your enthusiasm for the Lions distasteful..."
69,3,0,It's 11 pm. Do you know where your tower is?
1157,1617,2007,Sorry I'm late. I hit every traffic light coming home.
84,14,4,"Room’s too small, no tree leaves from Room Service, can’t access the bathroom- was seeing Lion King worth it?"
76,11,2,Turn off Animal Planet and do your homework.
66,3,1,"You've been necking with the girl next door again, haven't you?"
75,7,2,"Do we get ""The Necking Channel""?"
97,19,10,I like him for some reason. Maybe it's the orange hair.
111,22,18,Neckflix again?
149,48,37,After millions of years of natural selection this is what you want to do all day?
88,24,4,"Gladys, you said if we moved to the city, we’d ""live"" a wild life, not watch it."
62,2,0,"Not to be a snob, but frankly watching the lowbrow fare on there is difficult for me."
82,16,3,Beats the stifling savannah heat and that survival of the fittest run around.
81,15,2,I can't believe that reporter is putting her neck out to interview an extremist-hyena.
82,14,4,The political conventions are getting hard to swallow.
105,23,14,Apparently you ordered the wide screen instead of the tall screen.
69,2,0,I just can't watch regular TV any more.
75,7,1,Do I have to duck?
80,17,1,"When it's over, then can we neck?"
92,18,7,I don't care to watch Animal Planet when I've lived it all day.
84,12,5,Not 'American Giraffiti' again.
73,9,1,I think you need to cut back on binge-watching 'Wild Kingdom' reruns.
82,10,3,"Honey, I'm up for anything tonight."
82,13,2,"Oh, hon, we really should have bought the three-seater or the sectional."
85,12,5,"Live! From Great Neck, New York! It's Saturday Neck Live!"
96,26,8,Why don't you stream something off Zulu?
70,3,1,Better get your feet off the sofa. The rental rules are pretty picky.
71,3,1,Is this what you do all day watch TV?
91,29,4,"Phil, you said you were going to clean the gutters."
103,31,10,"Cleaning the gutters was easy, but I still can't figure out how to drag the trash cans to the curb."
67,5,0,Sorry for sticking my neck in..........
78,11,1,I've heard too much TV can shorten your neck length
73,12,0,I told you it wasn't wall-mounted.
101,26,11,It's pointless. I told you we need a tall screen not a wide screen.
81,15,3,"Really, no necking tonight?"
87,23,4,Let me guess: Lion Week?
69,1,1,I liked it better when we could see all the earrings and rings on those short-necked people.
89,22,3,"Do you want to ""Neckflix and chill""?"
81,12,2,I am here to get giraffe off the couch!
93,30,4,Would you like to go to the zoo and see the humans today?
72,5,0,I told you cork flooring would be too thick
84,20,3,"As in the wild, their pride will be our downfall."
71,6,0,"I don't care how long you watch that nature sow, the lions are still out there."
82,6,4,The Fire Department wants to know who called them about a monkey stuck in a tree.
66,1,0,"I'm meeting the boys again, honey, but this time we promise not to chew on the cable."
83,16,4,The elephants are really emabarassing themselves this time around.
132,48,34,I hope you're not ordering more turtlenecks from QVC
76,5,2,Why do you get the good couch?
72,6,1,Housewives of New Jersey is utterly unsuitable for well brought-up young ladies.
81,17,2,Animal Planet is so idealistic.
127,44,21,I didn't know Noah's ark would be so luxurious.
92,24,5,Of course I know how it ends. The wildebeast gets eaten and Marlin Perkins sells insurance...
77,11,2,"No, honey, I'd rather not spend the whole weekend binge-watching Neckflix?"
81,19,1,How about I mount it on the ceiling?
71,6,0,"Uhh, didn't we agree this prescription was for medical use only?"
86,14,4,"I'm gonna go grab a couple of long necks, want anything?"
76,13,0,Aren't these reality shows on Wild Kingdom great!
93,10,8,Anything good on the baobab tube?
79,9,3,"He says he will fight for all citizens - Latino citizens, women, orphans, LGBTQ citizens, the elderly citizens.....But will he fight for giraffes, that's what I want to know !"
83,23,1,"Don't be scared, he just plays a lion on TV"
98,42,5,Don't be like that. I was hungry. The shade in the back yard will eventually grow back.
171,61,53,If Trump wins we're moving back to Africa.
81,13,3,"Elephants, donkeys, why not a giraffe?"
83,22,0,The Travel Channel again? We've been to the Serengeti.
66,2,0,Feeling anything yet?
98,21,8,Change the screen to the portrait mode!
80,14,2,"""Real Housewives""? I know you like low-hanging fruit, but come on."
69,3,1,"May as well be a clam, because you don't seem to use your neck anymore."
73,11,0,Clarissa stop watching Trump!His Son shot one of us back in The Old Country
103,27,11,"Your mother is on the phone, and she says that the lions are stalking her again."
68,2,0,"If you keep watching that tv, your tongue will turn red."
89,25,4,I'm not watching Madagascar again.
89,12,7,If you scoot over we could neck.
103,34,9,I told you we should've gone with wall mounted.
98,32,7,"I know you're not supposed to be on your feet too much, but the entire 14 months?!"
75,9,2,"'Neckflix and Chill' doesn't mean the whole weekend."""
70,3,0,Honey ... I know you think DIY is self-help and IT IS! But it means YOU do it yourself not THEY do it and you watch!
108,37,12,Just because I can see the tv from anywhere doesn't mean you can hog the couch
67,3,0,You sat through two conventions/
91,19,6,It's official - I'm the tallest thing on the block without TRUMP on me.
85,12,4,Did you know they have the same number of vertebrae as we do?
72,9,0,The toilet's clogged again
124,51,23,"We saw this, the zebra doesn't make it."
132,56,25,CSI: Africa? Really?
99,15,7,Didn't I tell you you'd be disappointed with Cougar Town?
89,12,7,Netflix and neck?
78,15,2,Any chance you'll look for a job today?
71,4,1,Do you think we should invest in a curve screen? It all looks flat to me!
112,34,15,We're out of throat lozenges.
76,9,1,Place is great – TV is a little low though...
72,8,1,"I am having a hard time swallowing the Trump & Clinton ""truths""."
79,13,2,"How about a real safari for our next vacation, darling?"
98,25,10,Any idea how the remote control got on top of the trees?
100,28,10,"""Your mother specifically stated, 'No Necking'""."
75,10,0,"You know the drill - PBS, yes -- animal planet, no........"
78,9,2,Admit it... you won't be happy until we get a TV screen with higher resolution...
67,1,0,This is just what the manta rays are looking for. Wanna swap?
71,6,0,What do you mean you didn't reach your target?
76,9,2,The zoom feature is broken... I think you can adapt!
76,5,2,Binge watching the Bachelorette is not worth a sprained neck!
87,19,4,The way those wildlife shows portray us leaves me speechless.
96,21,9,"Darling, have you seen my green turtleneck?"
76,15,1,World's tallest mammals. Hah! Apparently we are smartest too.
113,41,15,Any woman who can break a ceiling like THAT has my vote.
73,7,2,"""Seriously, another Lifetime movie?'"
102,22,10,I told you we should have opted for the wall mount.
85,18,3,"What do you mean, you want more premium channels? Why, when I was your age, all I got to watch were the endless miles of the Serengeti!!"
110,31,14,"""Who needs a remote when you have a 12-foot neck!"
98,32,7,Darwin'so got to be rolling over in his grave.
90,20,5,They say it's her first glass ceiling.
112,42,13,The kids still at the zoo?
84,12,4,How many times have I told you not to put your hooves on the furniture.
81,12,3,Instead of watching 'Animal Planet' let's go out and be part of it!
90,10,9,How bout a longneck ?
90,14,7,Are we watching the Elephants or the Donkeys tonight ?
74,11,0,This place reminds me of our camping trailer.
77,4,4,"I'm sticking my neck out a little, but the screen in too low."
83,7,5,Actually I'm good with human-caused climate change.
80,16,2,How about something romantic and a whole lot of necking on the couch?
78,6,2,Should have gotten a bigger screen
89,17,5,I still think we should have wall-mounted it
77,9,2,Experiments on people have shown that looking down at a screen hurts your neck.
90,25,4,"At the risk of sticking my neck out, may I change the channel?"
101,36,10,The Human Channel is too violent for me
73,8,0,Still stressing yourself out with National Lion Convention coverage?
104,33,10,"I'd offer a neck rub, but it took three hours last time."
76,9,1,This sure beats Guantanamo!
92,6,8,"It's not neck to neck; trust me, she'll beat him."
95,24,7,"How many times hav I told you, take your feet off the couch!!"
83,14,3,"Ooh, is that a new Neil Giraffe Tyson series?"
99,30,7,"Really? 'Tiny Houses,' again?"
112,33,16,I'll grab us a couple of long necks.
81,13,3,Any room for me? Love to do some necking!
76,9,1,Turn that garbage off. Let's neck instead.
74,11,0,Don't you just love our vaulted ceilings?
76,7,2,Love to join you but I have the croup... hey... is that Marlin Perkins?
71,5,0,"I thought watching ""Swamp Wars"" was beneath you."
87,11,5,Satisfied? I told you that couch would be too small for necking.
98,34,7,Are you the same person who said she couldn't live on a preserve?
75,10,1,"Wild Kingdom comes on in ten minutes dear, how 'bout a nice big bowl of acacia chips and dip to go with it?"
91,21,4,As if captivity wasn't a reason enough not to reproduce ...
136,54,29,"Let's stay in today, Doris. It's a zoo out there."
74,18,1,"The donkeys are boring, and the elephants are dangerous. What's not to like about us? Gary Johnson, we're available."
82,17,1,I think the zebra costumes are a better fit.
92,25,5,Sorry I'm late but I was struck in a geraffic jam.
65,3,0,The Sept of Baylor explodes and everyone dies.
111,31,15,"It's nice, but personally I prefer tall-screen TVs."
83,8,4,So far so good. Now let's check the bathroom.
89,8,8,NatGeo again? Her neck probably isn't even real.
93,34,5,There was more to watch at the zoo!
99,24,10,How can elephants and donkeys even watch this stuff?
85,11,4,"We could have gone to Rio, dear. Giraffes don't get zika . . ."
107,45,10,"Last time you watched Predators of the Serengeti, you stayed in your room for two weeks."
74,8,1,Is Bernie Sanders on The Apprentice?
84,9,5,Don't worry Donald Trump Jr. only hunts Big Cats
76,8,1,"Lighten up. I said acacia, not euthanasia."
93,31,4,Time to upgrade to a tall screen.
81,14,3,"Hey, feel like necking tonight?"
65,1,0,I can't believe your dad is going to vote for him.
74,7,1,"If he wants my vote, he will have to change the party animal to something yuger."
82,11,3,"How many more times are you going to watch ""The Toys-R-Us story?"""
69,8,0,Are you watching those Animal Planet soap operas again?
81,16,4,Lets turn off the tv and get neck-ed!
65,3,0,Did you hear that Uber is launching a new animal service?
74,11,1,Your show is heads above the rest.
78,10,2,"No, you can't order it. We don't live in an area serviced by Amazon."
94,18,7,"Now that we finally got in, I never want to leave."
96,23,7,So you aren't even going to say anything about my new spot?
77,13,1,Stop watching that damn t.v. and lets neck!
76,9,1,Don't look down on their Soap operas.
68,10,0,"Blend in, huh?"
81,18,1,Have you tried the floor?
89,21,5,If you're so interested in elephants and donkeys we might as well go back to the zoo.
71,7,1,"I'm sorry but we've watched the program twice and they just didn't use the clip were you shouted out ""Baba-booey""."
79,6,4,"Yes, it's a shame. But ultimately even our necks show our age."
81,12,2,I suppose you also have the remote!
89,14,5,I can't believe you sat there and watched uncle Harry get eaten by a lion on the Animal Channel!
69,5,1,"To save this marriage, we must buy another TV for the den!"
76,7,2,I'm tired of necking. Let's get down to business.
81,10,4,Really? Zootopia??
81,10,3,"Soooo, you want to - uh, what' s the word: spoon? make out? Give me a sec, I'll think of it."
88,13,6,I'm just not in the mood to neck.
91,22,7,Come outside. I want to show you something on the roof.
79,9,2,Didn't I tell you that the HGTV Dream Home would be better than the zoo.
108,35,14,I told you this zoo was progressive.
79,10,3,"How bout we switch it to Lawrence Welk, and neck?"
80,13,2,I think Trump said we're going home!
68,3,0,"Sweetheart, I don't think this is what the therapist meant by ""quality time""."
95,21,7,"If it had been like this, I never would have left the ark."
107,27,12,"Honey, the leaves won't graze themselves."
120,45,19,"When Witness Protection said they'd give us a new location and a new identity, I didn't quite expect this."
81,9,3,"Let me know when they have the ""Housewives of Nairobi."""
79,11,2,Love these extra tall ceilings!
72,5,0,"Are you gonna scooch over, or is it a nudge yer after?"
114,35,15,"Our time will come, that donkey and elephant can't last much longer."
81,12,4,"No, I will not admit that the giraffe on that safari ad has longer legs than you"
91,22,5,Just donkeys and elephants? Sounds boring.
83,16,2,I really think that we need a wall mount!
104,28,12,How's that a Love Seat if there's no room to neck?!
111,36,13,I'm busting my tail at that toy store. You could at least strip a few leaves off the tree for dinner.
83,11,5,You're watching American Giraffiti!
98,17,13,"So I says to him, ""Look Lenny, I don't wanna go all PC on ya, but I really prefer to be called Girafferican-American."""
96,27,7,Do you suppose it was just chance that wide-screen TVs won out over tall-screen TVs?
75,8,1,I'm sorry but this is not like nuzzling in the Savannah.
