rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,1310,1241,776,3327,2.1605049594229033,0.013444943985493441,577,We meant get a job AND move out.
2,1652,1617,1198,4467,2.1016342064025073,0.011855248929040269,577,Ask if they deliver.
3,1956,2344,1593,5893,2.0615985067028677,0.010078153273272309,577,"When I said I wanted some concessions, this is not what I had in mind."
4,1771,2046,1530,5347,2.045072002992332,0.010728461932525727,577,Your mother and I don't think working from home is a good idea.
5,1162,1670,1079,3911,2.0212221938123243,0.012100906218548842,577,You're the one who told him he had to find a job or move out.
6,1630,2276,1557,5463,2.0133626212703644,0.010333158935139787,577,I thought winning tacos for life would be a little different.
7,1462,2040,1599,5101,1.9731425210742992,0.010840710234878152,577,I guess I thought a la cart meant something else.
8,916,1591,1012,3519,1.9727195225916454,0.01247098618965593,577,"The ad said, 'Cozy getaway with a personal chef.'"
9,726,1155,806,2687,1.9702270189802753,0.014558099333050396,577,I'll call in the order if you pick it up.
10,380,455,444,1279,1.9499609069585613,0.022408733557536677,577,I thought it was just a one-night stand.
11,132,208,160,500,1.944,0.0341182665477666,577,"Did he really just say, ""No shoes, no service""?"
12,1094,2030,1368,4492,1.9390026714158504,0.011009649531793323,577,The AirBnB listing did say it was close to dining options.
13,1402,2154,1815,5371,1.923105566933532,0.01050888255822187,577,I feel like he knows I wrote that Yelp review.
14,231,332,310,873,1.90950744558992,0.026481629299694755,577,Is that for here or to go?
15,826,1265,1132,3223,1.905057399937946,0.013629103521224754,577,Two minutes until halftime. I'll get in line while you use the bathroom.
16,539,752,756,2047,1.893991206643869,0.017427341937460872,577,Five bucks the Korean fusion truck in the spare bedroom puts him out of business in a month.
17,1244,1627,1745,4616,1.891464471403813,0.01173700953902346,577,"What do you mean, we're ""outside your delivery radius""?"
18,532,929,785,2246,1.8873552983081032,0.01598561366513939,577,"And then you said ""I wish we had hotdogs like these at home."""
19,295,489,464,1248,1.8645833333333333,0.021748644351413507,577,"Hot dog stand, girlfriend, and for my third wish . . ."
20,940,1408,1549,3897,1.8437259430331023,0.01255659520858429,577,I'll go on line and check out the menu.
21,975,1532,1651,4158,1.8374218374218374,0.012065114539018248,577,It's included with our Amazon Prime.
22,843,1677,1528,4048,1.8307806324110671,0.011732608477308809,577,He can stare at us all he wants. I'm waiting for the pretzel guy.
23,420,857,772,2049,1.8282088823816496,0.016420901280309198,577,"Yes, everything is made in house."
24,101,202,186,489,1.8261758691206544,0.033775331627757345,577,I remember when dinner and a movie actually meant going out.
25,364,563,658,1585,1.8145110410094638,0.01963024360196459,577,For here or to go?
26,679,1323,1320,3322,1.8070439494280555,0.013037756981764051,577,We get one month free. And we can cancel at anytime.
27,492,997,994,2483,1.7978252114377768,0.014988512228807871,577,I think you're right. It would look better on the other wall.
28,676,1156,1312,3144,1.797709923664122,0.013717227993505493,577,And I thought my first two wishes were stupid.
29,504,958,1011,2473,1.7949858471492115,0.015192740302021791,577,Don't buy anything. It will just encourage him.
