rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,14,4,5,23,2.391304347826087,0.17489839438606788,517,Who'd have thought they'd get you for tax evasion.
2,11,3,4,18,2.388888888888889,0.20030840419244378,517,"It's probably unethical for me to say this, but I think we have a better shot if you take out jurors four and seven."
3,10,3,5,18,2.2777777777777777,0.21090461176813796,517,Just don't laugh when they talk about the death penalty.
4,8,4,4,16,2.25,0.2140872096444188,517,Stop it. They'll just keep bringing in a new judge.
5,7,3,4,14,2.2142857142857144,0.23855267413288367,517,It looked like you convinced the older jurors.
6,9,1,6,16,2.1875,0.2452677108793573,517,Saying it was his appointed day is not going to get you off
7,7,1,5,13,2.1538461538461537,0.2737712372315721,517,You just killed your chance for an acquittal.
7,6,3,4,13,2.1538461538461537,0.24925925763107157,517,Any priors?
9,7,2,5,14,2.142857142857143,0.25370101935418005,517,Your priors are going to be a problem.
10,4,4,3,11,2.090909090909091,0.25061906821982216,517,"If we lose this case, where does that leave me?"
10,3,6,2,11,2.090909090909091,0.21125363706585906,517,No- I decide which jurors to eliminate
10,5,2,4,11,2.090909090909091,0.2845904698636096,517,I'll try to get you the death penalty.
10,3,6,2,11,2.090909090909091,0.21125363706585906,517,"Remember, she was already dead when you arrived."
10,3,6,2,11,2.090909090909091,0.21125363706585906,517,Are you absolutely certain you don't have any more skeletons in your closet?
10,4,4,3,11,2.090909090909091,0.25061906821982216,517,The judge has disappeared. Anything you want to tell me?
10,4,4,3,11,2.090909090909091,0.25061906821982216,517,I defend politicians; this will be easy.
17,4,6,3,13,2.076923076923077,0.21066252211737152,517,"We're going with the ""it was their time"" defense."
17,6,2,5,13,2.076923076923077,0.2646124030839781,517,I'm afraid they'll give you life.
17,5,4,4,13,2.076923076923077,0.23916356546381573,517,I'll plead you down from grim reaping to simple reaping.
17,5,4,4,13,2.076923076923077,0.23916356546381573,517,It's the jury of your peers that worries me.
17,5,4,4,13,2.076923076923077,0.23916356546381573,517,Don't worry. We were able to dig up a couple of witnesses.
22,4,0,4,8,2.0,0.3779644730092272,517,Nobody avoids taxes.
22,2,5,2,9,2.0,0.23570226039551584,517,"I keep telling you, ""It's what I do,"" is not a viable defense."
22,4,1,4,9,2.0,0.3333333333333333,517,I'm so sorry. You're facing life.
22,2,4,2,8,2.0,0.2672612419124244,517,So you weren't identified in the lineup?
22,2,5,2,9,2.0,0.23570226039551584,517,"Relax, without the scythe they don't have a case."
22,3,4,3,10,2.0,0.2581988897471611,517,They all seem anxious to cut a deal.
22,5,1,5,11,2.0,0.30151134457776363,517,"Without the scythe, they got nothing."
22,3,5,3,11,2.0,0.23354968324845687,517,Finding a jury of your peers was hell.
22,4,1,4,9,2.0,0.3333333333333333,517,"'The good news is that, so far, no one can positively identify you""."
22,5,1,5,11,2.0,0.30151134457776363,517,"Sure, a hung jury would be great for us. Why do you ask?"
