caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
I wish we'd noticed that before eating Bob.,135,36,0.07357487956897417,1,1.7407407407407407,28,692,71,652
I wish we’d seen that before we ate Dave.,163,39,0.06484047416820239,2,1.7177914110429449,39,8335,85,652
I do not see a lifesaver.,158,32,0.06266724668519122,3,1.6962025316455696,46,9705,80,652
Think there are any Life Savers?,128,31,0.07404127532346799,4,1.6953125,27,6049,70,652
See any Lifesavers?,141,34,0.07105357599734438,5,1.6595744680851063,25,4918,82,652
I really don't have any room left after we ate John.,158,36,0.06584386814337452,6,1.6582278481012658,32,3452,90,652
"I see two palm trees, a tire, and some driftwood. Why do you ask?",160,28,0.06016674615406167,7,1.65625,49,6323,83,652
Over there they call it macarooned.,140,27,0.06641997866824279,8,1.65,37,2079,76,652
Oldest shark trick in the book,139,30,0.06915136368293448,9,1.6474820143884892,30,6217,79,652
If only we had a Life Saver.,144,28,0.06592428123557756,10,1.6319444444444444,35,7138,81,652
Looks desserted to me.,155,33,0.06546433490917385,11,1.6258064516129032,31,811,91,652
It looks totally desserted.,166,27,0.058298360594152186,12,1.620481927710843,49,277,90,652
Is it just me or are the sharks getting smarter?,150,28,0.06400969352391947,13,1.6133333333333333,36,2015,86,652
If you say 'desserted island' one more time....,157,29,0.062378205044168175,14,1.6114649681528663,38,256,90,652
Looks completely desserted.,175,34,0.060047678296315965,15,1.6057142857142856,38,556,103,652
It appears desserted.,152,25,0.06139702491950156,16,1.5986842105263157,41,4711,86,652
Over there we’d be macarooned.,149,25,0.06239045403354517,17,1.5973154362416109,39,5394,85,652
So dessert island wasn’t a typo after all.,161,30,0.06197578274371154,18,1.590062111801242,35,5671,96,652
The least they could do is throw us a Life Saver.,141,22,0.06291703579068618,19,1.5886524822695036,39,8800,80,652
It looks like the sharks have upped their game,143,24,0.06380115319866941,20,1.5874125874125875,36,3886,83,652
It's a trick.  Once you get over there they try to sell you a timeshare.,144,17,0.05788623196249563,21,1.5833333333333333,50,3485,77,652
"Chances are, one of us isn't real either...",131,21,0.06587787280165998,22,1.5801526717557253,34,7204,76,652
And I thought we had wrecked near the Sandwich Islands.,138,21,0.06324521382789118,23,1.579710144927536,38,7455,79,652
"After eating Johnson, I don't have room for dessert.  How about you?",163,33,0.06329565456254463,24,1.5766871165644172,28,7184,102,652
It's called the Isle of Just Desserts.,144,20,0.060414796700513085,25,1.5763888888888888,43,3493,81,652
Too bad there's no life savers.,148,21,0.05994667009739089,26,1.5743243243243243,43,10002,84,652
Looks like it's desserted.,144,22,0.062058681044206525,27,1.5694444444444444,38,5482,84,652
The Sandwich Islands must be nearby.,155,22,0.05862504661304796,28,1.5677419354838709,44,9948,89,652
"Ronald, I swear, if you call that a ""desserted"" island one more time...",124,24,0.07173429083791255,29,1.564516129032258,22,5651,78,652
I've been there. It's a miniature golf course.,142,20,0.06117485001810161,30,1.5633802816901408,40,9751,82,652
I could have sworn these were the Sandwich Islands...,153,22,0.059256708734579513,31,1.562091503267974,42,7440,89,652
Looks like we're macarooned.,153,21,0.058526559936914864,32,1.562091503267974,44,8240,88,652
It’s the Isle of Just Desserts.,137,22,0.06458683453969548,33,1.5620437956204383,33,2761,82,652
'Looks desserted.',141,19,0.06070240187453459,34,1.5602836879432624,41,3352,81,652
"Well, now that we've polished off Mary Ann, Ginger, The Howells, and the Professor, guess we could swim over there for a little dessert...",122,17,0.06589475698788122,35,1.5573770491803278,34,3562,71,652
Remember to wait a half hour before you swim back.,128,17,0.0635333799886755,36,1.5546875,37,3089,74,652
Give me that dang lamp before you waste the next two wishes!,145,29,0.06704707164639027,37,1.5517241379310345,22,6908,94,652
"A boat, Kevin. You should have wished for a boat.",138,22,0.06429105753633693,38,1.5507246376811594,32,7062,84,652
I thought you said these were the sandwich islands!,164,24,0.057573819823530124,39,1.548780487804878,42,7424,98,652
Do you think they have lifesavers over there?,161,21,0.05638591967691085,40,1.5465838509316767,46,2834,94,652
I thought you said we were going to the Sandwich Islands.,132,18,0.06304373600163797,41,1.5454545454545454,36,937,78,652
It’s obviously desserted.,154,22,0.059058416301361126,42,1.5454545454545454,40,6683,92,652
It looks like a desserted island.,147,20,0.05968832517537138,43,1.54421768707483,40,5263,87,652
"according to Yelp, the buttercream alone is worth the trip",175,22,0.05358374242714145,44,1.542857142857143,51,1731,102,652
Do you suppose it has life savers?,140,20,0.06197455680191915,45,1.542857142857143,36,8122,84,652
"Weird, no Life Savers...",139,20,0.062334077161008125,46,1.5395683453237408,35,9154,84,652
We could use Life Savers.,143,20,0.06099185986898437,47,1.5384615384615383,37,6472,86,652
I've read enough German fairy tales to know not to fall for it.,151,20,0.05851347229793154,48,1.5364238410596027,41,9361,90,652
Great. Now my appetite is spoiled for my dinner mirage.,140,25,0.06602088981258784,49,1.5357142857142858,25,6952,90,652
It’s one of the Greek islands- Dextrose.,131,21,0.0661833517212406,50,1.5343511450381682,28,7952,82,652
I guess we didn’t have to eat Danny. Or our raft.,156,27,0.06196391048868506,51,1.5320512820512822,29,1817,100,652
"If  I make it, i’ll throw you a Life Saver.",143,22,0.06261339230477875,52,1.5314685314685317,32,543,89,652
It's a well-known shark trick.,138,14,0.05744298290792281,53,1.5289855072463767,45,1960,79,652
Of course they forgot the Life Savers.,152,23,0.060458461366513935,54,1.5263157894736843,34,6805,95,652
I'm staying put.  That island is clearly desserted.,133,22,0.0662944846015677,55,1.5263157894736843,26,7753,85,652
When was that island desserted?,135,23,0.06635884958842105,56,1.525925925925926,25,6686,87,652
"Oh, you see that too? We probably should've talked about that before we ate Steve.",141,17,0.059192095610347085,57,1.5248226950354609,40,7782,84,652
Seriously?  A dessert island?,162,24,0.058218192773254324,58,1.5246913580246917,37,949,101,652
