target_id,rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1514,1,6038,5161,3336,14535,2.1858961128310974,0.006480425776803235,686,It prints out his tweets. All the new uniforms have them.
1452,2,4396,4601,3783,12780,2.0479655712050078,0.00706405720396011,686,You can't imagine what it's like to have someone stare at your chest and never look you in the eye.
690,3,3912,4819,3634,12365,2.022482814395471,0.007022664290572614,686,"And this, I’m proudest of: a list of all the names the President has called me."
2493,4,2921,4132,3210,10263,1.9718405924193705,0.007624722873827857,686,After the budget cuts we only get a list of the medals
1211,5,1618,1600,1886,5104,1.9474921630094044,0.01157550935634081,686,I was stationed at CVS during the War on Drugs.
4010,6,3117,3630,3803,10550,1.9349763033175356,0.0078598980220992,686,"That, madam, is the price of freedom."
2119,7,1937,2657,2492,7086,1.9216765453005926,0.009346318264775626,686,"I got the blue one in Kosovo, and the long white one at Costco"
786,8,2463,3233,3270,8966,1.9099933080526432,0.008391656317018093,686,It’s the Paper Heart for bureaucratic valor.
298,9,2340,3289,3521,9150,1.870928961748634,0.008257834875533793,686,Oh this? It’s a list of all the bosses I’ve had since Trump became President.
2960,10,2591,3118,3824,9533,1.8706598132801846,0.008297075047903975,686,"Wait, if my grocery list is here, I must have left the nuclear codes in my cart."
1430,11,1418,2184,2280,5882,1.8534512070724243,0.010161267009885115,686,"Hopefully soon, China will start making our medals again."
1163,12,928,1188,1518,3634,1.8376444689047882,0.013342223038443011,686,"Yes, it's a receipt.  I'm General Store."
3679,13,2024,3157,3596,8777,1.8208955223880596,0.008325036421779609,686,I was in the merchant marines.
2561,14,1878,3295,3454,8627,1.817317723426452,0.008232977057140484,686,"Everybody has a price, but not everybody offers a detailed invoice."
1844,15,678,1323,1372,3373,1.7942484435220871,0.012949324798758901,686,This is a list of things I can’t comment on.
823,16,1383,2288,2919,6590,1.7669195751138087,0.009530492789248172,686,Live tweets. He likes your dress.
34,17,696,1538,1600,3834,1.7642149191444967,0.01190511413374507,686,We think it's always important to have a paper trail.
