rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,3249,3202,1879,8330,2.164465786314526,0.00840616528478751,575,Let's pick up the pace. They're billing by the hour.
2,1434,1764,902,4100,2.1297560975609757,0.011614271540527509,575,Apparently they're experts in hostile takeovers.
3,3513,3044,2398,8955,2.1245114461194863,0.008484538147810554,575,We sue at dawn.
4,1534,1704,1043,4281,2.1146928287783227,0.011729104639930883,575,This time they'll know we mean business.
5,1321,1808,1028,4157,2.0704835217705075,0.011609036980069307,575,"Well, on the other hand, there is no fee unless we win."
6,247,236,205,688,2.061046511627907,0.030836236165430977,575,"Pillaging lasts a day, these guys will screw them for years!"
7,2330,3140,2065,7535,2.0351692103516923,0.008789497395446632,575,"We may have lost the battle, but we'll win the appeal."
8,2782,2935,2498,8215,2.0345709068776627,0.008837545603712955,575,The field will soon be littered with habeas corpuses.
9,685,821,624,2130,2.028638497652582,0.016978612621438304,575,...so I told the genie I wanted a hoard of the most ruthless and feared men from throughout history...
10,1240,1757,1214,4211,2.0061743053906436,0.0117649315600166,575,"You just had to say ""Run it by the lawyers"", didn't you?"
11,2243,2722,2220,7185,2.0032011134307584,0.009298508942459694,575,You better be right about the pen being mightier than the sword.
12,1141,1725,1218,4084,1.9811459353574927,0.01189043483324264,575,"So, it's a legal battle they want?"
13,2896,3062,3190,9148,1.9678618277219064,0.008521698596567673,575,Hostile takeovers ain’t what they used to be.
14,2013,2327,2282,6622,1.9593778314708548,0.00988489432224626,575,The streets will run red with tape
15,1622,2489,1922,6033,1.950273495773247,0.009847671403965268,575,You realize we're only gonna get a third of the plunder...
16,925,1642,1217,3784,1.9228329809725158,0.012168011699138856,575,I liked it better when we settled disputes out of court.
17,1638,2350,2133,6121,1.9191308609704296,0.009979848871107621,575,"Don't worry, these guys know how to charge."
18,1734,2264,2273,6271,1.9140487960452879,0.010036499903711795,575,"You think it's overkill, because you've never been through a divorce."
19,842,1239,1161,3242,1.9016039481801357,0.01369823675484542,575,Explain to me again this idea of pillageable hours.
20,995,1418,1399,3812,1.89401888772298,0.012721764573640187,575,"Trust me, nothing crushes the enemy's spirit like long-term financial planning."
21,932,1301,1341,3574,1.8855623950755456,0.013203462041142559,575,That's the last time I let you occupy Wall Street
22,1619,2126,2376,6121,1.8763273974840713,0.010205216367316234,575,I hate legal battles.
23,1046,1767,1668,4481,1.8611916982816337,0.011440847802083343,575,First we'll hit the castle with code violations.
24,645,824,1098,2567,1.8235294117647058,0.015889584651344216,575,Nobody ever expects the Spanish Deposition.
25,795,1081,1381,3257,1.8200798280626342,0.013973124978904272,575,"I said, 'Suits of armor,' not 'Armani suits.'"
26,1016,1197,1735,3948,1.8178824721377913,0.012966813838830969,575,"Now that we've captured these lawyers, let's threaten to release one every hour until our ransom demands are met."
27,579,918,1079,2576,1.8059006211180124,0.01534026963333489,575,"I call it ""shock and audit."""
28,1074,1917,2133,5124,1.7933255269320842,0.010669231323642898,575,This time we mean business.
29,618,1042,1225,2885,1.7896013864818023,0.014358133702953375,575,"Instead of sacking their castle, we'll offer a reverse mortgage."
30,873,1844,1844,4561,1.7871080903310677,0.010986232728092907,575,You're the one who wanted to negotiate.
31,869,1735,1819,4423,1.7852136558896676,0.011269479188836888,575,"It's not war that's hell, it's the paperwork."
32,317,516,637,1470,1.782312925170068,0.02023671906952622,575,I wanted “a counting of our troops.” Not “accountants for our troops!”
33,612,888,1221,2721,1.7761852260198456,0.015140959501143214,575,There is no way she is getting the beach house.
34,633,1457,1446,3536,1.770079185520362,0.012303205131521187,575,For once corporate seems to have our backs.
35,1017,1109,1973,4099,1.7667723835081728,0.012834600141223765,575,"I texted headquarters to send us 10,000 new “insurgents.” Their spellchecker changed it to “insurance agents.”"
36,744,1508,1656,3908,1.766632548618219,0.011968567577295466,575,I'm beginning to think we should have settled out of court.
37,160,292,351,803,1.7621419676214196,0.02688729577904792,575,Who said anything about invasion? I'm preparing for evasion.
38,464,839,1029,2332,1.7577186963979416,0.01579473048673659,575,The ad said they specialize in assault and battery.
39,672,876,1393,2941,1.754845290717443,0.01477773303157429,575,There's an ambulance up ahead. Maybe we can lose them there.
40,297,444,639,1380,1.7521739130434784,0.021149749237589888,575,First we rape and pillage then we audit the hell out if them
41,378,713,887,1978,1.7426693629929222,0.017029175876896185,575,"Trust me, nobody plunders like these guys."
42,497,917,1189,2603,1.7341529004994238,0.014891866136662194,575,remember when we used to conquer without having to run it through legal?
43,323,580,769,1672,1.7332535885167464,0.018661949045984217,575,I should have read the Magna Carta before I signed it.
44,160,380,432,972,1.7201646090534979,0.023379413249018648,575,"Obviously we have two very different interpretations of ""hostile takeover"""
45,126,212,309,647,1.7171561051004636,0.030280760008665423,575,They shall learn to fear the name of Zorrak the Litigious !
46,491,846,1215,2552,1.7163009404388714,0.015182286370872699,575,"'So sue me,' he says."
