,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,I don't think he realizes the gravity of the situation.,1.7989276139410189,0.02913730853087126,746.0,326.0,244.0,176.0
1,2,"Wait, the GPS is recalculating",1.7723935389133627,0.029084420441539725,681.0,291.0,254.0,136.0
2,3,Now THAT'S the road less traveled!,1.7476780185758514,0.029224729394613864,646.0,280.0,249.0,117.0
3,4,"Thank God. For a moment there, I thought he was going to jump!",1.6738660907127432,0.036931484272597216,463.0,246.0,122.0,95.0
4,5,I think I will unfollow him,1.6717391304347826,0.03545617474080378,460.0,233.0,145.0,82.0
5,6,He doesn't seem to appreciate the gravity of his situation.,1.6613636363636364,0.03783753880220153,440.0,238.0,113.0,89.0
6,7,He'll have to wait for us anyway. I've got the car keys.,1.6393034825870647,0.03864131830821182,402.0,219.0,109.0,74.0
7,8,"He may be taking the whole ""road less travelled"" thing too far.",1.6377245508982037,0.039229404375453185,334.0,168.0,119.0,47.0
8,9,He's bluffing.,1.6189189189189188,0.039522859882467384,370.0,204.0,103.0,63.0
9,10,I don't think Bob understands the gravity of the situation.,1.6143250688705235,0.03959422257594525,363.0,200.0,103.0,60.0
10,11,Recalculating...,1.6084507042253522,0.04132124485560661,355.0,204.0,86.0,65.0
11,12,"I thought he lived in a parallel universe, but it's really perpendicular.",1.5942028985507246,0.04055442420822476,345.0,196.0,93.0,56.0
12,13,That's it; I'm unfollowing him as of right now!,1.5930599369085174,0.04221353229759904,317.0,180.0,86.0,51.0
13,14,So much for making it look like an accident.,1.5910447761194029,0.04216980411830008,335.0,196.0,80.0,59.0
14,15,"If they turn this picture the other way, we're in trouble.",1.5866261398176291,0.04324196600248511,329.0,197.0,71.0,61.0
15,16,Hiking in Colorado sure has changed since legalization.,1.5759493670886076,0.04313153913754124,316.0,188.0,74.0,54.0
16,17,"After five hours of 'Val-deri, Val-dera,' I really don't care what happens to him.",1.5737051792828685,0.049440930860521363,251.0,153.0,52.0,46.0
17,18,"Clearly, he doesn't understand the gravity of the situation.",1.5732484076433122,0.0431289873319733,314.0,187.0,74.0,53.0
18,19,I'm fine with taking the long way.,1.571884984025559,0.04080884662676877,313.0,177.0,93.0,43.0
19,20,Good thing this is the last item on his Bucket List.,1.5667752442996743,0.04221077418177912,307.0,179.0,82.0,46.0
20,21,I'm not so inclined.,1.5663430420711977,0.04274473858139256,309.0,183.0,77.0,49.0
21,22,"Well, what's amazing to me is that he's doing it backwards!",1.5653594771241832,0.0433258914136808,306.0,183.0,73.0,50.0
22,23,I wonder when he's gonna look up from his phone.,1.5604026845637584,0.04477195506749708,298.0,183.0,63.0,52.0
23,24,Not the direction I would have gone.,1.5589225589225588,0.039507797192206484,297.0,163.0,102.0,32.0
24,25,I don't think he fully appreciates the gravity of the situation.,1.5574324324324325,0.04347266144686309,296.0,177.0,73.0,46.0
25,26,He takes everything so laterally.,1.5574324324324325,0.04075327828960044,296.0,167.0,93.0,36.0
26,27,"I take mountaineering seriously, but he just does it on the side.",1.554421768707483,0.04264115514338907,294.0,173.0,79.0,42.0
27,28,He's a great guy but he has very few followers.,1.552901023890785,0.04137041199301494,293.0,168.0,88.0,37.0
28,29,If he comes back up.....THEN I'll be impressed.,1.5517241379310345,0.041411116122271316,290.0,166.0,88.0,36.0
29,30,I think it's the road less traveled for a reason.,1.5486111111111112,0.04278683642918514,288.0,170.0,78.0,40.0
30,31,Hold on it's recalculating.,1.5470383275261324,0.042046723802338495,287.0,167.0,83.0,37.0
31,32,He did say the last mile was all down hill.,1.5470383275261324,0.04402826511096072,287.0,174.0,69.0,44.0
32,33,I'm rethinking how much I want this merit badge.,1.5451388888888888,0.04165406232766238,288.0,167.0,85.0,36.0
33,34,He seems to have missed the gravity of the situation.,1.5409252669039146,0.04420962673407231,281.0,171.0,68.0,42.0
34,35,He's moonwalking into Ripley's.,1.5409252669039146,0.04363086356114869,281.0,169.0,72.0,40.0
35,36,Ten bucks says his hat falls off.,1.5409252669039146,0.04154174180304762,281.0,162.0,86.0,33.0
36,37,Why did we let him carry the lunches?,1.5395683453237408,0.0412553870799011,278.0,159.0,88.0,31.0
37,38,Would it kill you to ask for directions?,1.5379061371841156,0.04352790858060061,277.0,166.0,73.0,38.0
38,39,I don't think he appreciates the gravity of the situation.,1.536231884057971,0.045428378406924735,276.0,172.0,60.0,44.0
39,40,He's got the damn beer,1.534798534798535,0.04278336808597317,273.0,161.0,78.0,34.0
40,41,I think he doesn't understand the gravity of the situation.,1.5342960288808665,0.046726710703766966,277.0,178.0,50.0,49.0
41,42,It's the last thing on his bucket list.,1.5330882352941178,0.044153244267013884,272.0,165.0,69.0,38.0
42,43,"""He has the car keys"".",1.5330882352941178,0.04506558389841247,272.0,168.0,63.0,41.0
43,44,Remember when we just wanted boots to be waterproof?,1.5280898876404494,0.04511246554604322,267.0,165.0,63.0,39.0
44,45,Bob prefers the road less traveled.,1.5280898876404494,0.04448386191553326,267.0,163.0,67.0,37.0
45,46,Good thing he's blind.,1.5278810408921932,0.046074455066353034,269.0,170.0,56.0,43.0
46,47,So why does he need the stick?,1.5276752767527677,0.0430398862504413,271.0,162.0,75.0,34.0
47,48,He doesn't seem to understand the gravity of his situation,1.5220588235294117,0.04657053145586506,272.0,176.0,50.0,46.0
48,49,After you.,1.5192307692307692,0.04541722336414671,260.0,162.0,61.0,37.0
49,50,"Well—what if he’s right, and gravity is ‘just another hoax’?",1.5192307692307692,0.044425489181422695,260.0,159.0,67.0,34.0
50,51,Siri told him it was the fastest route back to camp.,1.5173745173745177,0.04319409761780437,259.0,155.0,74.0,30.0
51,52,I'm not sure he understands the gravity of the situation.,1.5155038759689925,0.04502819952086327,258.0,160.0,63.0,35.0
52,53,That's nothing. Watch how he comes back up.,1.5155038759689925,0.04469200789035575,258.0,159.0,65.0,34.0
53,54,He transitions well from landscape to portrait.,1.5137254901960784,0.0444029510207746,255.0,156.0,67.0,32.0
54,55,"Well, that explains the difficulty rating.",1.5098039215686274,0.04370615917103672,255.0,155.0,70.0,30.0
55,56,I'm so impressed that I don't have the heart to tell him he's going in the wrong direction.,1.5095785440613028,0.04397472240311456,261.0,161.0,67.0,33.0
56,57,I don't think he recognizes the gravity of his situation.,1.508,0.04817704964451227,250.0,164.0,45.0,41.0
