caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
Like it would have killed you to ask him for directions.,274,52,0.04698177403991162,1,1.6642335766423355,78,5749,144,647
"Don’t bring a camera, you said.  Just enjoy the experience, you said.",311,65,0.04573565092048975,2,1.6398713826366558,69,6069,177,647
"Oh, shit! What if your sister-in-law is also right about God?",298,57,0.045453976726036974,3,1.6375838926174495,76,5536,165,647
He just walked by like he thinks we don't exist.,260,48,0.04817557446187984,4,1.6346153846153846,69,17,143,647
"Unplug"" you said. ""Leave the phones in the car"" you said",301,56,0.04499586793700056,5,1.6212624584717608,75,4070,170,647
He asked that we please wait while he gets his camera or his friends will never believe him.,262,49,0.04834605597964376,6,1.6183206106870232,64,326,149,647
He said it’s not him but he gets asked that all the time.,278,45,0.04501529425626622,7,1.6115107913669064,80,1062,153,647
He walked past me like I  didn’t exist.,272,47,0.04639885809872467,8,1.6102941176470589,72,3395,153,647
He asked for us to wait here while he gets his camera.,291,51,0.04505926975702627,9,1.6082474226804124,75,3100,165,647
"Oh, so first he doesn't exist and now he's flirting with me?",285,49,0.0452849699294452,10,1.6070175438596492,75,3275,161,647
"Once and for all, Bob, stop following us. It’s over.",293,49,0.04432272305595368,11,1.6040955631399318,79,163,165,647
He wants us to wait here while he gets his camera. He doesn't think think anyone will believe him.,279,45,0.04496785073894666,12,1.6021505376344083,78,5243,156,647
He doesn’t believe in us either.,263,45,0.04719325635506273,13,1.5931558935361216,66,4523,152,647
He says we're only allowed to take blurry photos.,297,52,0.04472918300335501,14,1.589225589225589,71,1456,174,647
He said he didn't believe in us either.,250,42,0.04819038548312358,15,1.588,63,2053,145,647
He acted like we don't even exist.,281,45,0.04482835691473784,16,1.587188612099644,75,3010,161,647
He said he doesn’t believe in us either.,279,46,0.045386212913386785,17,1.5842293906810037,71,406,162,647
"Oh, he says he doesn't believe in you either.",272,36,0.04332768534839605,18,1.5772058823529411,85,895,151,647
I believe you owe me a dollar.,277,41,0.04425518115177273,19,1.5740072202166064,77,3085,159,647
"""Leave the phone in the car,""  you said!
""There'll be no time for photos,"" you said!",266,44,0.046610591834290366,20,1.5714285714285714,64,321,158,647
"Before you meet my family, there's something I need to tell you.",308,47,0.042330049713231926,21,1.5714285714285714,82,1731,179,647
"Would it kill you to, just once, ask someone for directions?",301,47,0.0431143398043668,22,1.5681063122923589,77,5186,177,647
He said  he always believed we existed.,273,39,0.04418885412850235,23,1.5677655677655675,77,4593,157,647
"Yeah, he saw us, but they'll never believe him",293,45,0.04350790932897965,24,1.5665529010238908,76,1344,172,647
He said he's not surprised; he's questioned his own existence his whole life.,258,43,0.047484890515672264,25,1.562015503875969,59,262,156,647
He said that he doesn't believe in us either.,285,45,0.04448528332354113,26,1.5614035087719298,70,5527,170,647
I think we should start seeing other species.,289,36,0.04147741209251506,27,1.560553633217993,90,2230,163,647
We went on one date! How was I supposed to know we would run into him here?,247,40,0.0481545794672508,28,1.5587044534412955,58,1331,149,647
He's a lot less blurry in person.,267,35,0.04373545728211848,29,1.5580524344569289,79,539,153,647
Still think we should have left our phones in the car Mr. Be In The Moment?,276,45,0.04563596341006907,30,1.5579710144927537,64,1970,167,647
He’s leaving. Apparently he’s late for a summit meeting.,296,39,0.04158776829702221,31,1.5574324324324325,87,4824,170,647
He says he never really believed in us either.,279,42,0.044398005701862135,32,1.5555555555555556,71,5124,166,647
He can't believe we're real. He's going to get a camera.,274,40,0.044432681098550295,33,1.5547445255474452,72,2639,162,647
He was going to come down until I told him who the president is.,258,51,0.05001205797360227,34,1.5503875968992251,40,5802,167,647
He ignored us like we didn't even exist.,276,43,0.0451141519312272,35,1.5434782608695652,64,5095,169,647
"'We'll leave our smartphones in the car,' you said. 'Let's really be in the moment this time,' you said.",275,42,0.04495357642389701,36,1.5418181818181818,65,2887,168,647
"He said if anyone asks, we haven’t seen him.",253,33,0.04494914018201727,37,1.541501976284585,71,3178,149,647
"Nice try, but I'm not falling for ""made you look"" again!",299,47,0.04346185479268853,38,1.5384615384615383,67,768,185,647
Just man up and ask him for directions,283,41,0.043693648881884935,39,1.5371024734982333,70,2011,172,647
"He asked us to wait here while he got his camera.  He said if he doesn't take our picture, his friends won't believe we exist.",300,42,0.04204852888178443,40,1.5366666666666666,77,4854,181,647
"Sure, Rich, and Santa Claus is right behind you. Now can we please get back to talking about what happened last night?",295,36,0.040941343443759035,41,1.5355932203389833,86,4821,173,647
He's really let himself go since the impeachment. In fact I wasn't sure it was really him till he grabbed my ass,290,50,0.04532231840061729,42,1.5344827586206895,55,2873,185,647
"He says the real abomination is your cargo pants.""",298,37,0.04091528869900865,43,1.5335570469798658,85,3904,176,647
First person we see in days and you STILL won't ask for directions!,269,36,0.04390710710415508,44,1.5315985130111525,71,2627,162,647
He said there’s no such thing as human beings and no one will believe he saw us.,260,36,0.04506436115359079,45,1.5307692307692309,66,2696,158,647
"The difference is, he, unlike you, is evolving.",262,37,0.045126913476237006,46,1.5305343511450382,65,1940,160,647
"He said, due to the government shutdown, the rest rooms are closed.",283,48,0.04567540787533419,47,1.5300353356890457,54,5424,181,647
He's going to try 'outdoorsy' instead of 'abominable' in his dating profile,282,33,0.04146935431962629,48,1.5283687943262412,83,6033,166,647
"No! I will not ""look behind me"", and stop trying to change the subject.",281,44,0.04481927530133173,49,1.5266903914590748,60,4262,177,647
He's a legend around here.,274,35,0.04300190730055988,50,1.5255474452554745,74,104,165,647
"It's 2019. We don't use the word ""abominable"" anymore.",257,31,0.04377702110121517,51,1.5252918287937742,73,2506,153,647
I’m not falling for that “he’s right behind you” trick.,278,38,0.043441618975840014,52,1.5251798561151082,70,5497,170,647
He’s less blurry in person.,261,34,0.04428561923923338,53,1.524904214559387,69,1,158,647
"As soon as he's out of the way, can you take my picture ?",277,43,0.045040990783781015,54,1.5234657039711192,59,1011,175,647
"Sorry, but I was cold, he's covered in fur. It just happened.",285,36,0.04204756775209036,55,1.5228070175438595,77,2175,172,647
I obviously made my decision! Please stop following us!,280,43,0.04466857937925995,56,1.5214285714285714,60,567,177,647
That guy? He’s a legend around here.,284,34,0.04156778616932959,57,1.5211267605633805,80,5428,170,647
"All I said was ""I've seen bigger"".",282,38,0.04298427982094417,58,1.517730496453901,70,566,174,647
I hate it when you won't ask locals for directions.,294,45,0.04355504217002616,59,1.5170068027210883,62,643,187,647
He doesn't think we're real.,296,42,0.04252610156693983,60,1.516891891891892,69,3157,185,647
He says he might have the right charger.,305,39,0.040778607229336114,61,1.5147540983606558,79,4859,187,647
"He said he was ready to go public, but with the government shutdown, no one at the Smithsonian picked up the phone.",273,41,0.04497556259732642,62,1.5128205128205128,58,2922,174,647
"If we could just stop arguing, we might actually see something interesting!",273,40,0.04467513156648522,63,1.5128205128205128,60,5172,173,647
"Let’s leave our phones home,” you said",281,41,0.04398294339611488,64,1.5124555160142348,62,1698,178,647
"Can't you just ask for directions, he's clearly a local.",299,43,0.04246942820620972,65,1.5117056856187292,67,5724,189,647
"Unlike you, I'm fine with asking a local for directions.",284,32,0.0409792038818261,66,1.5105633802816902,81,1447,171,647
"No, it is his brother Abysmal.",253,32,0.04467105452676857,67,1.5098814229249011,65,641,156,647
You and your 'let's experience the hike and not bring a camera',271,34,0.043069169470535205,68,1.5092250922509225,70,5732,167,647
"He’s mature, ruggedly handsome, and not lost.  Owen, this is goodbye.",275,30,0.041332688569177774,69,1.509090909090909,80,4718,165,647
He saw me but said his friends would never believe him.,268,38,0.04470152356708745,70,1.507462686567164,60,1221,170,647
"SERIOUSLY, he whistled at me, and you do NOTHING?",280,39,0.04352399775426765,71,1.5071428571428571,64,5600,177,647
"No, Craig, I don’t believe Bigfoot is over my left shoulder. I believe you have commitment issues.",245,32,0.045771483597484536,72,1.5061224489795917,60,2317,153,647
You never look at ME like that.,218,25,0.046999203648773885,73,1.5045871559633028,60,1713,133,647
Climate change has everyone relocating.,254,36,0.045918344216290576,74,1.5039370078740155,56,3089,162,647
Don't bother. He's lost too.,278,34,0.042255513696489035,75,1.5035971223021585,72,1159,172,647
He doesn't believe in you either.,282,39,0.043289276484816654,76,1.50354609929078,64,2644,179,647
I told you getting a guide off the internet was risky.,275,31,0.041656014000899605,77,1.5018181818181815,76,5665,168,647
He said he'll come back down after the 2020 election.,287,39,0.04271281429222185,78,1.5017421602787455,66,1714,182,647
He doesn't believe we exist,293,37,0.0414859612693318,79,1.501706484641638,73,1786,183,647
"He said, ""I exist. Get over it.",274,31,0.04176847805707433,80,1.5,75,1694,168,647
He says we don't exist.,281,38,0.0431136151569305,81,1.4982206405693952,64,1748,179,647
"Oh, like we don’t run into your exes every time we go grocery shopping.",277,36,0.042983167400260966,82,1.4981949458483754,66,4346,175,647
"For once, can you just admit I was right?",265,36,0.044453523278821336,83,1.4981132075471697,60,5607,169,647
"I swear, if you say, ""Are we there yeti?"" one more time....",261,39,0.04594507192006519,84,1.4980842911877394,52,1843,170,647
"Let's get back to nature"", you said. ""Leave the cell phones in the cabin"", you said",253,35,0.045716341430559866,85,1.4980237154150198,56,4328,162,647
He says it's not us..he can't get cell service either.,292,34,0.04073487255527675,86,1.4965753424657535,77,1096,181,647
"He said it’s always been on his bucket list, too.",286,31,0.040469654702531874,87,1.4965034965034965,80,5576,175,647
"Well, Mr. Know-It-All, it looks like that wasn't fresh grizzly bear scat we've been seeing on the trail today.",266,36,0.04432566268283775,88,1.4962406015037597,60,4600,170,647
He says he will give us each a pair of skis if we sit through a time share presentation.,258,36,0.045371563468978866,89,1.496124031007752,56,4045,166,647
‘He said that he had never actually believed that we existed before now.’,293,36,0.04120228995113226,90,1.4948805460750854,73,2917,184,647
I don't see why people think being blind takes away from the hiking experience. We aren't missing a thing!,257,33,0.044492593875600284,91,1.4941634241245136,61,4031,163,647
"I'm sorry, Todd.  But he just seems better prepared for what's ahead.",249,27,0.04338644708772767,92,1.4939759036144578,69,2364,153,647
He’s blurrier in pictures.,274,37,0.043644405309974016,93,1.4927007299270072,61,5571,176,647
You’re supposed to say ‘Snowperson’.,307,43,0.04162013006934399,94,1.49185667752443,65,3159,199,647
That reminds me; did you call your Mother?,240,32,0.0464918772867849,95,1.4916666666666667,54,396,154,647
Jason has really changed since being on the paleo diet.,245,32,0.04576850008976717,96,1.4897959183673468,56,4251,157,647
He said we have to leave. The park is closed.,274,34,0.04271274286180832,97,1.4890510948905111,66,4830,174,647
"Quick, give me the grainiest camera you have.",289,42,0.04332174403304124,98,1.4878892733564013,57,3143,190,647
I thought YOU were bringing the camera.,283,34,0.04168991113369695,99,1.4876325088339222,70,1593,179,647
He’s the new Secretary of the Interior.,283,36,0.042286761936586696,100,1.4876325088339222,66,4391,181,647
He’s having a wall built and he says we’re paying for it.,281,45,0.045124017901054636,101,1.4875444839857652,47,599,189,647
No problem!  He doesn't believe in us either.,267,29,0.04190288757848303,102,1.4868913857677903,72,3751,166,647
"No, I told YOU to bring the camera!",288,34,0.0411472332962036,103,1.4861111111111112,72,480,182,647
"Balding, orange hair, small paws, thinks he's the King of the mountain . . . . I'm sure it's him.",313,38,0.039734890837559725,104,1.4856230031948885,76,1160,199,647
"Way to go, genius! The politically-correct term is 'Sasquatch-American'!",268,36,0.04406472723134346,105,1.4850746268656716,58,334,174,647
Seriously! Why is it so hard for you men to ask for directions?!,268,32,0.04277732621553172,106,1.4850746268656716,66,1522,170,647
"I trust him, he's a local.",289,34,0.04103909313646411,107,1.4844290657439447,72,5914,183,647
"He said to ""unfollow"" him.",256,30,0.04357238104242046,108,1.484375,64,3400,162,647
All the brochure said was “Expert Guide.”,310,36,0.039495111279733534,109,1.4838709677419355,78,5391,196,647
No one is going to believe us! The first blind couple to hike to the peak!,263,42,0.04660614880038429,110,1.4828897338403042,43,3603,178,647
No. I was water bottles. You were camera.,315,44,0.04104759613741195,111,1.4825396825396826,64,2784,207,647
Do you still want to meet others matching your DNA?,284,42,0.04390258609162561,112,1.4823943661971832,53,6024,189,647
"Why is it always my ""stupid camera"" when we leave it in the car?",278,33,0.041933701743981235,113,1.4820143884892083,68,1893,177,647
"He says since 2016, he doesn't feel all that abominable.",278,38,0.04345452051123583,114,1.4820143884892083,58,2634,182,647
Nobody will believe him when he says he saw us.,266,36,0.0443112220039457,115,1.481203007518797,56,3507,174,647
That was awkward.,271,33,0.042736511415948766,116,1.4797047970479704,64,3096,174,647
"...aloof, a bit abrupt, but certainly not abominable.",269,32,0.042650093731633386,117,1.4795539033457252,65,467,172,647
What do you mean you forgot to bring the camera?,309,34,0.039048015252378485,118,1.4789644012944985,80,5351,195,647
The Big Foot is not actually his most notable feature.,280,34,0.04201032298396987,119,1.4785714285714286,66,3434,180,647
Great. Today would be the day you forget your camera.,276,31,0.041523929196082936,120,1.4782608695652173,70,2022,175,647
"We haven’t seen a soul in days and now, you’re too proud to ask for directions?!",295,40,0.04208433984127197,121,1.4779661016949153,61,378,194,647
I found our sperm donor.,293,41,0.042578345919692236,122,1.4778156996587033,58,1152,194,647
This is not what I expected when they said we'd have a native tour guide.,300,23,0.03670313378621403,123,1.4766666666666666,97,4204,180,647
Suddenly you look better to me.,277,27,0.04012639491966002,124,1.4765342960288808,78,2173,172,647
"Well, at least HE's not afraid to ask for directions.",286,42,0.04365363039937697,125,1.4755244755244756,52,4565,192,647
"Yeah, but I never thought I'd see Trump in the White House either.",265,39,0.04538296574407077,126,1.4754716981132074,48,3141,178,647
"We're high, but not that high, are we?",299,32,0.03943466413450215,127,1.474916387959866,78,419,189,647
I'm not looking at that hairy butt for the next ten thousand feet!,259,25,0.04141023529424926,128,1.4749034749034748,73,1913,161,647
"'Let's live in the moment,' you say...'NO phones, NO cameras'.  Wayda go, Brad.""",276,36,0.04307398784756798,129,1.4746376811594204,59,5710,181,647
He says he can’t help us because he doesn’t actually  exist.,247,29,0.0443620219995946,130,1.4736842105263157,59,6048,159,647
The old “Look behind you” joke.  Creative Paul!,245,27,0.043875022295973835,131,1.473469387755102,62,1308,156,647
Would it kill you to ask for directions?,262,32,0.043486069522420616,132,1.4732824427480915,60,50,170,647
He said time waits for snowman.,279,31,0.04118302696277108,133,1.4731182795698925,70,4264,178,647
"Fine, if you won’t ask him for directions I will.",254,30,0.043804315619412934,134,1.4724409448818898,60,488,164,647
"If your goal for today was to make a yeti cry, then congratulations Tom....",288,38,0.04228315386620575,135,1.4722222222222223,60,679,190,647
He asked me who was President. I told him and he laughed.,301,38,0.0408939376837778,136,1.471760797342193,66,1045,197,647
"Yeah, like I'm gonna trust the guy who needs a pole to hike up this mountain versus the one who's doing it butt ass naked.",265,35,0.04409656872689368,137,1.4716981132075468,55,2264,175,647
He  says he's going to a summit meeting.,282,28,0.03991881315105049,138,1.4716312056737588,77,1570,177,647
I refuse to have this conversation every time we run into one of my ex boyfriends!,282,37,0.042669238464323314,139,1.4716312056737588,59,2152,186,647
