caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
I wear the pants but my wife controls them.,162,42,0.06742378374368466,1,1.6913580246913582,28,4419,92,638
"I wear the pants, but my wife has the remote.",155,31,0.06390578494391523,2,1.6451612903225807,38,5015,86,638
Nothing you buy on a 2 am informercial is ever a good idea.,164,27,0.058680430771694075,3,1.6341463414634143,50,2355,87,638
"To be honest, I’m kind of flying by the seat of my pants.",183,28,0.0547048250256659,4,1.6065573770491803,55,4828,100,638
Seriously? You've never tried a pair of hoveralls?,163,30,0.061315600615807576,5,1.5950920245398772,37,3197,96,638
"This is Otto, the other is Hannah — they’re palindrones.",164,30,0.06115304126452025,6,1.5792682926829267,35,4270,99,638
The puppy wasn't attracting the type of women I'm interested in.,163,26,0.058958946329021725,7,1.5766871165644172,42,5093,95,638
It’s not so bad. I had helicopter parents.,164,26,0.05874841653000914,8,1.5670731707317074,41,482,97,638
And that’s when I just decided to fly by the seat of my pants!,163,24,0.0577526096250174,9,1.5644171779141105,44,5392,95,638
My wife forgave me for the affair.  With conditions.,187,34,0.05729022375096511,10,1.5561497326203209,36,4056,117,638
"I'm Adam, your Lift driver.",164,31,0.06195531956727335,11,1.548780487804878,28,2390,105,638
We didn't understand cargo pants at first either.,135,19,0.06284090533180428,12,1.548148148148148,36,188,80,638
"Hi, I’m your Uber ride.  Grab my hand.",144,23,0.06300784351958369,13,1.5416666666666667,32,1819,89,638
This is much better.  I used to fly by the seat of my pants.,161,23,0.057775661677634566,14,1.5403726708074534,41,4908,97,638
"In hind sight, I should have agreed to an ankle monitor.",165,25,0.05798856177001159,15,1.539393939393939,39,2230,101,638
YOU can wait for the walk sign.,171,21,0.05391546466253151,16,1.5380116959064327,50,617,100,638
Always wanted to fly by the seat of my pants.,169,25,0.056946029774065314,17,1.5325443786982251,40,1489,104,638
I like to fly by the seat of my pants.,156,24,0.059928184064206365,18,1.5320512820512822,35,130,97,638
The only danger is if they see a squirrel.,170,23,0.05545525321213948,19,1.5294117647058822,44,1666,103,638
