target_id,rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
2528,1,4321,5753,2664,12738,2.1300832155754437,0.006459405715900614,691,"Should I check, “exceeded expectations?”"
2611,2,3548,4645,2978,11171,2.0510249753826875,0.00721574214893721,691,Let’s just give him the damn cheese.
3080,3,3548,4383,3060,10991,2.0443999636065873,0.007384215899808461,691,"Hmmmmm, we didn’t count on his thinking above the box."
754,4,3432,4070,3034,10536,2.037775246772969,0.007623549193380358,691,'What's more impressive is he's already filed the patent.'
294,5,3557,4130,3278,10965,2.0254445964432284,0.007536240943406191,691,"Oddly, this one got the placebo."
3568,6,3191,3786,3241,10218,1.9951066744959876,0.00784910451176776,691,"He doesn't just find the cheese, he offers same-day delivery."
3619,7,2582,2850,2805,8237,1.9729270365424305,0.008906094315759493,691,He also submitted a resume for your job.
3251,8,2848,3687,3124,9659,1.971425613417538,0.007995824719540606,691,It appears that his 'fight or flight' response has evolved.
1224,9,2143,3213,2369,7725,1.9707443365695794,0.00868951891666781,691,Maybe we should start with a smaller dose.
289,10,2531,3246,2903,8680,1.957142857142857,0.008480609846295525,691,I hurt his feelings last week when I told him this wasn't rocket science.
2953,11,2434,3336,2857,8627,1.9509678915034194,0.00841552802485104,691,We're going to need another grant
1627,12,2212,2417,2673,7302,1.9368666118871543,0.009543827429356097,691,Rat maze navigation trial 14: Animal failed to follow simple instructions.
2761,13,2086,3109,2697,7892,1.9225798276735935,0.008720318764473328,691,Do you suppose they’ve been toying with us all these years?
2394,14,2164,2792,2943,7899,1.9013799215090519,0.008979391845094817,691,I'll bet HE could build a better mousetrap.
3013,15,1355,1788,1866,5009,1.8979836294669594,0.01123943578891944,691,"He calls it a ""Rat Pack"""
3413,16,1879,2155,2619,6653,1.8887719825642568,0.009988826472501634,691,She’s smart. Looks like we’ll need the glass ceiling.
2152,17,1704,2530,2552,6786,1.875036840554082,0.009493881995964461,691,"Yes, that's cool.  But it's not statistically significant."
2620,18,1931,2134,2789,6854,1.8748176247446746,0.009909692453781064,691,"He flies and poops everywhere. Essentially, we've created a pigeon."
1424,19,1745,2894,2773,7412,1.8613059902860227,0.00892491089365936,691,He also left us a tiny note with suggested revisions to our experimental design.
2269,20,1530,2575,2476,6581,1.8562528491110772,0.009453604797434302,691,Now he's just showing off. He doesn't even like Swiss.
3114,21,1704,2130,2684,6518,1.849647131021786,0.009991608084624227,691,"No, I said I'd marry you when pigs fly."
3208,22,1275,2907,2295,6477,1.8425196850393701,0.00901564295579855,691,I'm going with 'Above Average'.
3367,23,1354,2248,2302,5904,1.839430894308943,0.010026719805813317,691,It appears that someone has been using old copies of Popular Mechanics to line the cages.
3218,24,1133,1783,1929,4845,1.8357069143446851,0.01117571839672451,691,Should we call the Pentagon or Disney?
2832,25,1203,1065,1987,4255,1.8157461809635722,0.0129713143979887,691,Meanwhile the guy with the MAGA hat in the human-size maze is still bumping into the first wall.
1873,26,1112,1760,2017,4889,1.8148905706688485,0.011132135630680356,691,...I think we should probably go check on the dolphins.
2126,27,1159,1987,2193,5339,1.8063307735530998,0.010516140053220751,691,"Actually, the really smart ones just stay in their cages and use drones to get the cheese."
2924,28,1007,1621,1935,4563,1.7966250273942581,0.011500623095155671,691,It's just a pilot study.
1418,29,847,1676,1780,4303,1.7831745293980943,0.011444802289588564,691,"The ""Failed to navigate the maze"" checkbox doesn't seem adequate."
3514,30,619,1106,1279,3004,1.7802929427430094,0.01393999131124066,691,He got his own funding.
2603,31,1092,2058,2297,5447,1.778777308610244,0.010259557193058835,691,Is this the batch we got from MIT?
2475,32,760,1546,1643,3949,1.7763990883768042,0.01189398368474589,691,...I’m more impressed that he thought to make a helmet
1559,33,1068,1464,2148,4680,1.7692307692307692,0.011639717338857623,691,We call him Elon Mousk.
1901,34,1225,1740,2511,5476,1.7651570489408328,0.01070226883062097,691,"What's really impressive, his degree is Art History."
2161,35,743,906,1478,3127,1.7649504317236968,0.014475442289874048,691,"Unfortunately, the drug is supposed to treat erectile disfunction."
441,36,1031,2122,2414,5567,1.75157176216993,0.010004568043024912,691,"Well, he's certainly thinking outside the box."
295,37,712,1114,1622,3448,1.736078886310905,0.013272924499512484,691,He had helicopter parents.
525,38,879,1436,2074,4389,1.7277284119389382,0.011680635089641383,691,I'm not worried. The cats are developing ground to air missiles.
3081,39,820,1498,2054,4372,1.7177493138151876,0.011496367290204897,691,"Interesting, we didn't see these results with Kraft Singles."
635,40,514,802,1243,2559,1.7151230949589684,0.015384586018742362,691,"if he won't run the maze, how will we judge his intelligence?"
1728,41,472,937,1224,2633,1.7143942271173567,0.014619821338147907,691,That explains his expense report.
2234,42,792,1510,2096,4398,1.7035015916325602,0.011373202777151125,691,Interesting. Most in the control group simply hailed an Uber.
2456,43,579,1108,1538,3225,1.7026356589147287,0.013273330940693943,691,"That, and he filed a flight plan."
2942,44,447,1106,1325,2878,1.6949270326615706,0.013478130634497609,691,This may skew our findings.
3561,45,380,739,1039,2158,1.6946246524559778,0.016174454397474856,691,I've already got tenure. You write this up.
3143,46,692,903,1812,3407,1.6712650425594364,0.013566681063953858,691,"Did he just say “fuck your cheese, I’m out”?"
3487,47,466,1238,1598,3302,1.6571774682010902,0.012399837088629807,691,"Ok, not bad, but let’s see if he can stick the landing."
3441,48,509,635,1412,2556,1.6467136150234742,0.015662208188170743,691,That's amazing.  Let's dissect him.
3522,49,461,901,1467,2829,1.6443973135383527,0.014009741401091614,691,Apparently you can win the rat race.
3235,50,340,903,1218,2461,1.6432344575375863,0.014339018532413093,691,Even stranger is that he got the placebo.
485,51,374,938,1323,2635,1.6398481973434536,0.013973527545811281,691,"Once we switched to the smoked Gouda, they really started getting creative."
2163,52,452,970,1512,2934,1.6387184730743012,0.013554564227168765,691,"If he gets the Nobel, he has to share it with us, right?"
892,53,274,564,907,1745,1.6372492836676218,0.017680957412279857,691,How can we determine his intelligence if he keeps cheating on the test?
2658,54,513,1243,1805,3561,1.6371805672563886,0.012077730530883114,691,I think the engineering department is screwing with us again.
3377,55,472,1192,1692,3356,1.636471990464839,0.012361454471220997,691,"Okay, we have to remove their Internet access."
2687,56,298,702,1072,2072,1.6264478764478765,0.015870914001535584,691,"Well, there goes our bell curve."
3167,57,206,572,822,1600,1.615,0.017581668632981058,691,I don't think 'Meets Expectations' quite covers it.
343,58,222,640,906,1768,1.6131221719457014,0.016624189151094784,691,I think we'll call this one a 'statistical outlier.'
2120,59,361,939,1428,2728,1.6088709677419355,0.013578735465134962,691,"Well, that's going to skew the results."
3351,60,241,614,952,1807,1.606530160486995,0.01672843115848126,691,Always the short cut with this one.
1201,61,327,590,1208,2125,1.5854117647058823,0.01609864740800656,691,By all accounts he excels at reaching the cheese but continually fails to pair the suitable wine.
540,62,194,584,887,1665,1.5837837837837838,0.016913476622832362,691,I upped the dose a bit.
2148,63,238,495,942,1675,1.5797014925373134,0.017756934071663667,691,I'll have what he had.
1803,64,277,481,1029,1787,1.5791829882484612,0.017608197633478397,691,"The jet pack's one thing, but does he have to sing, 'Here I come to save the day!' every time?"
3135,65,346,851,1472,2669,1.578119145747471,0.013732976855946677,691,"Call it cheating if you like, but I say he hit it out of the park."
434,66,301,739,1299,2339,1.573321932449765,0.0146530861754593,691,This is going to make the Russian mouse furious.
3410,67,191,450,813,1454,1.5722145804676755,0.018689121414574524,691,Remember how I told you it would be obvious when it is time to retire?
1387,68,196,387,791,1374,1.566957787481805,0.019662391842610753,691,I am pretty sure he just said “OK Boomer”.
1280,69,172,472,798,1442,1.565880721220527,0.018331084348116825,691,"Think we can get away with just listing this under ""possible side effects?"""
2727,70,320,794,1426,2540,1.5645669291338582,0.014002188761544227,691,"Don't know about you, but the genetically modified mice scare me."
712,71,200,461,875,1536,1.560546875,0.018169501284693072,691,"Well, technically he failed the test."
535,72,196,473,875,1544,1.5602331606217616,0.01800586742283944,691,What was our hypothesis again?
1582,73,137,312,597,1046,1.560229445506692,0.022055230817479256,691,"Forget the scientific journal, we’ve got to get this on Instagram."
3149,74,153,361,682,1196,1.5576923076923077,0.02050664634462076,691,The peer review is gonna be brutal.
315,75,181,405,791,1377,1.5570079883805374,0.019245212908671237,691,Let’s rate this one as a high achiever with good altitude.”
1132,76,188,472,883,1543,1.5495787427090084,0.017848314051079624,691,I'm afraid he wants to be mentioned as co-author.
593,77,136,306,612,1054,1.5483870967741935,0.02191503937054056,691,Tell those clods over in feline we're ready.
1327,78,173,436,837,1446,1.5408022130013832,0.018369825452975448,691,"Doesn't follow the rules. Possible signs of ADHD"""
3479,79,152,352,711,1215,1.539917695473251,0.020266192681892316,691,He's a flight risk.
1325,80,158,395,769,1322,1.537821482602118,0.01921237350273915,691,These little guys will be delivering packages for Amazon in no time!
2792,81,158,297,695,1150,1.5330434782608695,0.02134899482044548,691,"Think of all the paperwork. I say we kill him right now, replace him with another mouse and never say a word about this."
3613,82,133,242,589,964,1.5269709543568464,0.02335348879323538,691,Put him down as a cheese wiz
1550,83,167,364,802,1333,1.5236309077269317,0.01937468823463526,691,I guess it IS rocket science
2477,84,148,367,763,1278,1.5187793427230047,0.01941306404197292,691,I knew something was up when he had us count down from ten.
1981,85,161,394,827,1382,1.5180897250361796,0.018695091850939555,691,This new generation of mice doesn't understand hard work.
569,86,111,240,543,894,1.516778523489933,0.023616017226734492,691,Part drone. Part rat. It's a drat.
766,87,154,345,767,1266,1.5157977883096367,0.019742139474484083,691,He's a rat and a cheat.
896,88,205,497,1062,1764,1.5141723356009071,0.016538606217239103,691,He heard they put Gruyere in the maze next door.
2955,89,159,394,834,1387,1.5133381398702235,0.01859211115435802,691,"Looks like, while the cat's away, the mice will study advanced engineering."
1369,90,127,364,715,1206,1.5124378109452736,0.019547981176492528,691,Exhibits inability to understand maze exercise
837,91,198,451,1012,1661,1.509933774834437,0.017151204182390266,691,Don't feel discouraged if the mouse gets a PhD before you do
2982,92,159,421,872,1452,1.508953168044077,0.01797709134985285,691,Yet he still poops on the floor.
883,93,105,284,582,971,1.5087538619979404,0.021922902738684264,691,He left a note saying he rejects our premise.
1863,94,135,368,756,1259,1.5067513899920573,0.01921368285896059,691,"Last week I took its drone away, and now this."
403,95,153,393,837,1383,1.5054229934924077,0.01846553338068399,691,"Well, man had a good run."
3330,96,148,270,706,1124,1.50355871886121,0.021380089339589705,691,I don’t think this is one of ours.  This looks like a Musk rat.
3582,97,108,305,623,1036,1.502895752895753,0.021047125019899065,691,I think I know who made those charges on our credit card.
2123,98,119,275,627,1021,1.5024485798237022,0.021762956557211617,691,Close the window.
3216,99,125,290,662,1077,1.501392757660167,0.02116768634247765,691,Don't let the pigs see this
1282,100,103,312,619,1034,1.5009671179883946,0.02085364503906628,691,How many genes did you say we altered?
1815,101,162,404,888,1454,1.500687757909216,0.018039359917849572,691,"Just mark it down as, ""Did not reach the cheese."""
1741,102,103,275,584,962,1.5,0.021976650510862696,691,Motor skills appear above average.
