rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,1512,275,827,2614,2.262050497322112,0.017780896176245,536,Sometimes a dipstick is just a dipstick.
2,98,18,145,261,1.8199233716475096,0.05878928770421136,536,"The impotence, that feeling of being out of control when you find yourself parallel parking against your will, probably started when you were being assembled."
3,59,80,108,247,1.8016194331983806,0.0508768044580956,536,I'd like to see you again in two thousand miles.
4,45,59,98,202,1.7376237623762376,0.056387055340725536,536,"I'm afraid we're out of time, but I'd like to see you again in 5,000 miles …"
5,38,64,92,194,1.7216494845360826,0.05541291460759097,536,And was this your first breakdown?
6,43,52,97,192,1.71875,0.05833937110363711,536,Where do the voices tell you to go?
7,44,48,99,191,1.712041884816754,0.059195093296682155,536,So you're no longer attending your AAA meetings?
8,45,37,99,181,1.701657458563536,0.0626530055351816,536,And are the clowns inside you now?
9,40,45,95,180,1.6944444444444444,0.060566958305457774,536,I don't think I'm charging you enough.
10,32,60,87,179,1.6927374301675977,0.056607964980012,536,"We have to end for today, but I've set your next session for 3 months or 3,000 miles, whichever comes sooner."
11,38,41,93,172,1.680232558139535,0.06209673128022638,536,I just can't seem to control my emissions.
12,32,50,87,169,1.6745562130177514,0.05967313512501791,536,"Wait, back up."
13,31,41,86,158,1.6518987341772151,0.06280755349551795,536,My father had a checkered past.
14,33,36,88,157,1.6496815286624205,0.06444922497506879,536,Lots of cars fall in love with their mechanic. It's called transmission.
15,33,33,88,154,1.6428571428571428,0.06558750405584367,536,Tell me about your last breakdown.
16,24,50,79,153,1.6405228758169934,0.059823139092189254,536,You got yourself here. That's a good start.
16,35,28,90,153,1.6405228758169934,0.06726663662547701,536,And how many clowns do you think are inside you *right now*?
16,31,36,86,153,1.6405228758169934,0.06465913048349746,536,My mother was an Escort.
19,29,36,84,149,1.6308724832214765,0.06483524536260327,536,I believe you are expeeriencing Prius envy.
20,23,48,79,150,1.6266666666666667,0.06023567930964262,536,Back up a moment
21,22,46,77,145,1.6206896551724137,0.06117383489993181,536,Let's back up.
22,30,31,86,147,1.619047619047619,0.06641458257644059,536,"I know this is unprofessional, but could you drop me home after our session?"
23,29,32,85,146,1.6164383561643836,0.06610870792379821,536,These voices inside - do they always tell you where to go?
24,31,24,87,142,1.6056338028169015,0.0692134747884096,536,When did you first realize you had a fear of clowns?
25,27,31,83,141,1.6028368794326242,0.06667636653657806,536,Premature acceleration?
26,24,36,80,140,1.6,0.06475505273789343,536,It's a classic case of Prius envy.
26,24,36,80,140,1.6,0.06475505273789343,536,So tell me about these auto erotic fantasies.
26,27,30,83,140,1.6,0.06709352892674363,536,I don't take auto insurance.
26,25,34,81,140,1.6,0.06554381571137104,536,"I'm tired of being the ""smart"" car. The girls all go for the muscle cars."
30,23,36,78,137,1.5985401459854014,0.06508231569389418,536,Let's go back to the day you found out you were pre-owned.
30,26,30,81,137,1.5985401459854014,0.06751099493376639,536,In your case I think a fear of clowns is perfectly rational.
32,22,39,78,139,1.5971223021582734,0.06353784795919315,536,And you feel that the road never hugs you in return?
32,21,41,77,139,1.5971223021582734,0.06271199015124806,536,And do you consume ethanol on a daily basis?
34,20,42,76,138,1.5942028985507246,0.062255705707991715,536,Would you describe yourself as a self-starter?
35,22,37,78,137,1.5912408759124088,0.06433157363214698,536,"First of all, do you have insurance?"
36,23,33,78,134,1.5895522388059702,0.06633612170012251,536,"Well, I can validate your feelings, but not your parking."
37,20,39,76,135,1.5851851851851853,0.06342463976455166,536,You can break down if you need to.
38,19,40,75,134,1.5820895522388059,0.0629382914732754,536,I'm afraid we're out of time. Is someone coming to pick you up?
39,18,40,73,131,1.5801526717557253,0.06314724608866794,536,"Well, problems may appear larger in your rearview."
39,23,30,78,131,1.5801526717557253,0.06763707377662263,536,You bet I'm going to charge you.
41,19,37,74,130,1.5769230769230769,0.06448306865957043,536,How much baggage could you possibly have?
42,24,28,80,132,1.5757575757575757,0.06812074783153421,536,Tell me more about your auto body experience.
43,21,32,76,129,1.573643410852713,0.06674098975861459,536,Let's shift gears for a moment.
44,19,34,74,127,1.5669291338582678,0.06575164247246465,536,My longest relationship only lasted six blocks.
45,18,35,73,126,1.5634920634920635,0.06521858898122869,536,So tell me what drove you here
46,16,38,71,125,1.56,0.06365228120991272,536,How long have you felt you don't know where to turn?
47,21,29,77,127,1.5590551181102361,0.06768397353400328,536,What drove you into therapy?
48,15,39,70,124,1.5564516129032258,0.06303623292000127,536,Would you describe yourself as self-driven?
48,16,37,71,124,1.5564516129032258,0.06406790931742781,536,That voice you hear in your head? It's the radio.
48,24,21,79,124,1.5564516129032258,0.0717895518358915,536,How long have you been afraid of clowns?
48,18,33,73,124,1.5564516129032258,0.0660829606739071,536,"If they trust me, why do I have a steering wheel?"
48,21,27,76,124,1.5564516129032258,0.06899528043361845,536,"Well, our time's up here, any chance you are heading toward downtown?"
48,17,35,72,124,1.5564516129032258,0.06508323399976104,536,Let's back up for a minute.
48,22,25,77,124,1.5564516129032258,0.06993910970033257,536,"Look, the squirrel had choices..."
55,17,36,73,126,1.5555555555555556,0.0642964913561033,536,How long have you had these feelings that you are being controlled by others?
56,17,34,72,123,1.5528455284552845,0.0655137399147868,536,Let's talk about why you automatically lock everyone out.
56,22,24,77,123,1.5528455284552845,0.07041626391854616,536,"All my life they said, ""Porsche's the pretty one, you're the smart one."""
56,23,22,78,123,1.5528455284552845,0.07135636093279386,536,"Unfortunately, we don't accept car insurance."
56,21,26,76,123,1.5528455284552845,0.06946344508388239,536,Have you tried turning yourself off and on again.
56,20,28,75,123,1.5528455284552845,0.0684973735379448,536,"So, what really turns you on?"
56,21,26,76,123,1.5528455284552845,0.06946344508388239,536,It's a clinical condition we refer to as Prius Envy.
62,18,31,73,122,1.5491803278688525,0.06696880133141973,536,"Sure, you're a smart car. But are you a happy car?"
62,25,17,80,122,1.5491803278688525,0.07371025254301063,536,"Do you mind, just this session, if we talk about something other than the road less traveled?"
62,22,23,77,122,1.5491803278688525,0.07089959336486162,536,Let's talk about your tendency to avoid things.
62,21,25,76,122,1.5491803278688525,0.06993761035679472,536,Tell me more about the nightmare with the clowns.
62,14,39,69,122,1.5491803278688525,0.06279242282498423,536,Have you tried turning yourself off and then on again?
62,21,25,76,122,1.5491803278688525,0.06993761035679472,536,He just sits in you and does nothing?
68,20,26,75,121,1.5454545454545454,0.06943296507508849,536,So let's be clear. This voice inside you tells you not only where to go but how to get there?
68,14,38,69,121,1.5454545454545454,0.06320198065034609,536,Tell me about your control issues.
70,17,30,72,119,1.5378151260504203,0.06728917496465815,536,Please put the reverse camera on and look at me when I talk to you.
70,16,32,71,119,1.5378151260504203,0.06622237698940689,536,"Yes, Prius envy is very common."
72,18,27,73,118,1.5338983050847457,0.06880765030730786,536,"I'd like to work on your ""my way or the highway"" attitude."
72,20,23,75,118,1.5338983050847457,0.07088174549276555,536,The next half hour is free if you can give me a ride to the airport afterwards.
72,20,23,75,118,1.5338983050847457,0.07088174549276555,536,That many clowns would frighten anyone.
72,15,33,70,118,1.5338983050847457,0.06557361577555508,536,I think you could benefit from an AAA meeting.
72,18,27,73,118,1.5338983050847457,0.06880765030730786,536,How many clowns?
72,15,33,70,118,1.5338983050847457,0.06557361577555508,536,I’m sorry but I don’t accept AAA.
78,19,26,75,120,1.5333333333333334,0.06893886925199864,536,We have to stop now. Could you run me uptown?
79,20,26,78,124,1.532258064516129,0.06816646664062907,536,It's nothing to be ashamed about. Prius Envy is actually quite common.
80,18,26,73,117,1.5299145299145298,0.06928187232380663,536,Are you finding these emissions are primarily nocturnal?
80,20,22,75,117,1.5299145299145298,0.0713771830863877,536,Tell me more about your control issues.
80,16,30,71,117,1.5299145299145298,0.06712118443559215,536,You're supposed to have avoidance issues.
80,18,26,73,117,1.5299145299145298,0.06928187232380663,536,I'm afraid you are suffering from Prius envy.
80,16,30,71,117,1.5299145299145298,0.06712118443559215,536,You've got a classic case of Prius envy.
80,16,30,71,117,1.5299145299145298,0.06712118443559215,536,Reframe it. You're not driverless. You're self-driven. Big difference.
80,19,24,74,117,1.5299145299145298,0.07033733040868112,536,"Given your history, the fear of clowns is more than understandable. But could you say you just feel 'so used' in general?"
80,18,26,73,117,1.5299145299145298,0.06928187232380663,536,"Seriously, if you don't cut back on the ethanol, I can't help you."
80,17,28,72,117,1.5299145299145298,0.06821008441839455,536,"Have you considered the possibility that these ""accidents"" might actually by your fault."
80,18,26,73,117,1.5299145299145298,0.06928187232380663,536,This is a classic case of Prius envy.
80,16,30,71,117,1.5299145299145298,0.06712118443559215,536,"I'm a Smart Car, but I'm not living up to my potential"
91,14,33,69,116,1.5258620689655173,0.06532264163923099,536,Blue Book cannot determine your true self-worth.
91,18,25,73,116,1.5258620689655173,0.06976207895878986,536,"It's perfectly normal, we all have gas."
91,11,39,66,116,1.5258620689655173,0.06178407884142658,536,Did you have any trouble finding my office?
91,17,27,72,116,1.5258620689655173,0.0686791280024082,536,Do you think perhaps you're being Uber sensitive?
95,16,26,69,111,1.5225225225225225,0.06992080092813524,536,So let's delve further into this fear of clowns
95,19,20,72,111,1.5225225225225225,0.07335065707839576,536,Sometimes a tunnel is just a tunnel.
95,16,26,69,111,1.5225225225225225,0.06992080092813524,536,Let's talk about your autoeroticism.
95,14,30,67,111,1.5225225225225225,0.06753753086122997,536,You are a Smart Car; figure it out.
99,15,30,70,115,1.5217391304347827,0.06691163165772746,536,You seem to be headed for a breakdown.
99,17,26,72,115,1.5217391304347827,0.06915400967183924,536,"Obviously, you're just not driven."
99,20,20,75,115,1.5217391304347827,0.07238745027684698,536,There's nothing driving me anymore.
99,19,22,74,115,1.5217391304347827,0.0713259255550622,536,Self-driving will not make you go blind.
