rank,caption,score,precision,count,unfunny,somewhat_funny,funny,contest
1,Of course it looks alien to you. You've never used one.,2.118474195961107,0.009768958152137542,6685.0,1783.0,2327.0,2575.0,586
2,I have a feeling they are going to treat us like dirt.,2.1086387434554967,0.009806456811244387,6112.0,1500.0,2448.0,2164.0,586
3,"Left on Pennsylvania Avenue, big white house on the right. Can't miss it. Please hurry.",2.06203007518797,0.011864849582718913,4788.0,1474.0,1543.0,1771.0,586
4,And they say life can't exist in a vacuum.,2.054799426934097,0.01056416405261582,5584.0,1595.0,2088.0,1901.0,586
5,Wow. Aliens really do perform the jobs most Americans won't do.,2.047691373025516,0.013800972573121798,3292.0,957.0,1221.0,1114.0,586
6,As a matter of fact we'd be delighted to take you to our leader.,2.029310739638196,0.012489790218291115,4367.0,1425.0,1389.0,1553.0,586
7,If they were highly evolved don't you think we'd see some attachments?,1.9928294573643408,0.010701685934232692,5160.0,1543.0,2111.0,1506.0,586
8,We can only hope that they're coming for our leader.,1.981950166764764,0.0112413822957331,5097.0,1688.0,1813.0,1596.0,586
9,Eureka !,1.9714343190504928,0.01167221681486216,4971.0,1756.0,1601.0,1614.0,586
10,"finally, an identifiable flying object",1.9637513171759744,0.011148467841852026,4745.0,1488.0,1941.0,1316.0,586
11,Something tells me this is gonna suck.,1.9407982855612107,0.01265157167773872,3733.0,1232.0,1490.0,1011.0,586
12,There IS a vacuum in space.,1.91468253968254,0.017410194761917734,2016.0,709.0,770.0,537.0,586
13,"First, Trump...now, the return of the Hoover Administration?",1.9121175764847032,0.013790341799341951,3334.0,1216.0,1195.0,923.0,586
14,"Well, at least the boarding procedure will be fast.",1.906648135279129,0.011319544741824441,4317.0,1414.0,1892.0,1011.0,586
15,Well this is going to suck.,1.8648388648388647,0.012108056265187574,4158.0,1586.0,1548.0,1024.0,586
16,I've always pictured the vacuum of outer space a bit differently.,1.8482671174978864,0.016111623257778974,2366.0,933.0,859.0,574.0,586
17,It's a great service. I don't have to carry a plastic bag.,1.8328869844670599,0.018511808821901333,1867.0,779.0,621.0,467.0,586
18,It appears to be hoovering.,1.8139810426540284,0.018996175892233482,1688.0,700.0,602.0,386.0,586
19,I always thought they beamed you up.,1.8069241011984016,0.02772651918768406,751.0,303.0,290.0,158.0,586
20,"If we take you to him, will you KEEP him?",1.7810509554140128,0.015954475591476138,2512.0,1138.0,786.0,588.0,586
21,Oh my God! It's a guided Bissell!,1.7730227518959911,0.017970571260371947,1846.0,807.0,651.0,388.0,586
22,"People of earth, lift your feet. This will only take a few minutes!",1.7660705654905748,0.017328403777089788,2069.0,941.0,671.0,457.0,586
23,"My God, it’s the Hoover Administration!",1.7530687981729949,0.012798396092532369,3503.0,1544.0,1280.0,679.0,586
24,that's the last time I vote for someone who's going to clean up Washington,1.7483745123537062,0.019333830072650642,1538.0,684.0,557.0,297.0,586
25,"If it's anything like our vacuum, we're safe here on the ground.",1.7459483136224263,0.01553089186075171,2283.0,992.0,879.0,412.0,586
26,"Attention, Earthlings: Do you know where we can find a Type C bag at this hour?",1.73385738349242,0.01772371076132704,1781.0,798.0,659.0,324.0,586
27,"It came from Bed, Bath and waaay Beyond.",1.7110423116615068,0.01718162282941137,1938.0,915.0,668.0,355.0,586
28,"If they're here to suck the life out of us, they're too late.",1.7079787234042554,0.017635726612632654,1880.0,904.0,621.0,355.0,586
29,"They're bringing drugs. They're bringing crime. They're rapists. And some, I assume, are cleaning people.",1.6969846762234306,0.017545580429342306,2023.0,1029.0,578.0,416.0,586
30,I guess space doesn't abhor a vacuum,1.6852409638554218,0.0205531146670916,1328.0,647.0,452.0,229.0,586
31,Looks like draining the swamp has been outsourced.,1.6841138659320478,0.022264585594498308,1089.0,520.0,393.0,176.0,586
32,Remember the good old days when the police would just conduct a sweep of the area?,1.6824701195219125,0.014586585799530491,2510.0,1195.0,917.0,398.0,586
33,I thought my science teacher was kidding when she told me there was a vacuum in space.,1.6720741599073,0.0173707459953005,1726.0,825.0,642.0,259.0,586
34,"Collector to Base: Shall we take just the leader, or the two followers, as well?",1.6655629139072847,0.02129004794511336,1208.0,600.0,412.0,196.0,586
35,"Clean me up, Scotty!",1.6640759930915372,0.02179308563833688,1158.0,578.0,391.0,189.0,586
36,Huh. Canister. I figured they'd be more advanced.,1.6618464961067854,0.017005842519621926,1798.0,874.0,658.0,266.0,586
37,Well this is going to suck.,1.6597938144329898,0.07876652984503156,97.0,51.0,28.0,18.0,586
38,"'They really are advanced. It's cordless.""",1.651475919212843,0.016169943190790056,1931.0,941.0,722.0,268.0,586
39,Retract hose!—no alien can survive the moral vacuum of their leader.,1.6454248366013071,0.017093252826739954,2448.0,1463.0,390.0,595.0,586
40,Not the Rapture I had hoped for....,1.629757785467128,0.03149270948427672,578.0,312.0,168.0,98.0,586
41,This is NOT how I envisioned the Rapture.,1.6286231884057971,0.018505970437549167,1656.0,891.0,489.0,276.0,586
42,"I swear, if you say ""That really sucks!"" one more time, I'm leaving you.",1.6281842818428185,0.016980142972856885,1845.0,961.0,609.0,275.0,586
43,I didn't think anyone could live in a vacuum.,1.6281705342687534,0.016732484947718833,1853.0,953.0,636.0,264.0,586
44,I always thought they'd be upright.,1.6274944567627494,0.033621743332494625,451.0,230.0,159.0,62.0,586
45,He's going to have to build a higher wall.,1.6123595505617978,0.0282851664432813,712.0,394.0,200.0,118.0,586
46,Get the small noisy one. He's clearly their leader.,1.6106007067137809,0.0195975750641641,1415.0,767.0,432.0,216.0,586
47,It's a Hoovercraft.,1.6056018168054504,0.02042601564445997,1321.0,727.0,388.0,206.0,586
48,"I said Uber, not Hoover!",1.600997506234414,0.03704815907716464,401.0,222.0,117.0,62.0,586
49,I thought nature abhorred a vacuum!,1.6009463722397477,0.020544338854625515,1268.0,693.0,388.0,187.0,586
50,Take you to our leader? By all means!,1.600596125186289,0.028413882424583863,671.0,369.0,201.0,101.0,586
51,"Yep, just follow Pennsylvania Avenue down until you see the large white-domed building.",1.5977891156462585,0.02119518722664075,1176.0,642.0,365.0,169.0,586
52,I told you we were just a speck of dust in the universe.,1.5973094170403588,0.02179799776319434,1115.0,610.0,344.0,161.0,586
53,"Somehow, I thought the vacuum in space would be harder to visualize",1.5959425190194418,0.022001307063729027,1183.0,674.0,313.0,196.0,586
54,"Wow, no cord!",1.5892691951896392,0.021854983907618288,1081.0,592.0,341.0,148.0,586
55,They must be from a highly domesticated planet.,1.5873015873015872,0.02184339110134271,1008.0,536.0,352.0,120.0,586
56,"Dammit, Cassie, do you have to go berserk EVERY time someone turns on a vacuum cleaner?",1.5860023724792407,0.024684859943443747,843.0,463.0,266.0,114.0,586
57,"You know, I kind of see where the dog is coming from on this one.",1.585792349726776,0.024304492391901727,915.0,515.0,264.0,136.0,586
58,"Ok, ok! We'll scoop it!",1.5843373493975903,0.04009218373177642,332.0,186.0,98.0,48.0,586
59,Watch out! It's the new GOP tax plan.,1.5819838056680162,0.02379982651066154,988.0,569.0,263.0,156.0,586
60,Take me to your litter!,1.5781083953241233,0.023379948893159905,941.0,524.0,290.0,127.0,586
61,"Let go of the leash, Harriet.",1.5724059293044468,0.02432695825619248,877.0,495.0,262.0,120.0,586
62,I always thought of returning to dust in a figurative sense.,1.571921749136939,0.023561893861617358,869.0,475.0,291.0,103.0,586
63,We are from the planet Trumptron. Our village idiot is missing...,1.5702479338842976,0.02645690250336789,847.0,511.0,189.0,147.0,586
63,Damn. This is going to suck.,1.5702479338842976,0.025380023324663686,847.0,491.0,229.0,127.0,586
65,We can take the whole ship down with a fistful of spare change.,1.5674653215636822,0.025817934245155248,793.0,455.0,226.0,112.0,586
66,Oh my God.. that's the new Air Force One! He really does live in a vacuum!!,1.5662042875157631,0.027667596050916263,793.0,487.0,163.0,143.0,586
67,Still not the biggest dirtbag in the universe.,1.561822125813449,0.03388515406503434,461.0,267.0,129.0,65.0,586
68,I hope they're headed for the White House.,1.5606860158311346,0.026948438624605255,758.0,448.0,195.0,115.0,586
69,'Take me to your leader?' Love to.,1.5535444947209651,0.02839378777675603,663.0,391.0,177.0,95.0,586
70,It looks like the cloud wants more than just our data.,1.5518134715025906,0.035705821135256444,386.0,220.0,119.0,47.0,586
71,It's the new UBER. They pick you up whether you like it or not.,1.5507246376811594,0.029260808859328982,621.0,367.0,166.0,88.0,586
72,"Honey, look! A Hoover-craft!",1.5502958579881656,0.027508488552167417,676.0,393.0,194.0,89.0,586
73,Any other time this would seem unusual.,1.5464566929133858,0.02860334402302332,635.0,374.0,175.0,86.0,586
74,Did you ever feel like a tiny speck of dust in the universe?,1.5457364341085271,0.027225922262955792,645.0,367.0,204.0,74.0,586
74,It's the new tax plan.,1.5457364341085271,0.02910632140896969,645.0,389.0,160.0,96.0,586
76,So much for space abhorring a vacuum.,1.5454545454545454,0.02968736915190788,638.0,390.0,148.0,100.0,586
76,Let's ask if they'll bring us back after 2020.,1.5454545454545454,0.027447932896568532,638.0,364.0,200.0,74.0,586
78,I just wish they were more friendly. They treat us like dirt.,1.5398671096345515,0.02971866532105692,602.0,362.0,155.0,85.0,586
79,Did I mention they're very serious about cleaning up after dogs here?,1.5385906040268456,0.027700816253362275,596.0,337.0,197.0,62.0,586
80,"Look, it's the new Clean Air Act!",1.5380710659898478,0.0299556298596635,591.0,356.0,152.0,83.0,586
81,"What did I tell you, life sucks.",1.5372881355932204,0.032305610110052764,590.0,381.0,101.0,108.0,586
82,It's the other attachments I worry about.,1.535528596187175,0.02971809262352475,577.0,343.0,159.0,75.0,586
82,Worst. Rapture. Ever.,1.535528596187175,0.030811684583943205,577.0,354.0,137.0,86.0,586
