rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,300,185,505,990,1.792929292929293,0.02790734770666641,537,He said the patent expired
2,195,129,387,711,1.729957805907173,0.03240680276031027,537,He says the guy with the original idea never took out a patent!
3,163,177,352,692,1.726878612716763,0.031129819232105206,537,He is making a life preserver for my Mother.
3,145,213,334,692,1.726878612716763,0.029896135678544943,537,I hope he discovers fire soon. Dinner is at six.
5,160,135,345,640,1.7109375,0.03322765810371703,537,He told me that the patent expired.
6,118,106,292,516,1.6627906976744187,0.03636021323476483,537,"There, that's as close to a perfect square as I can get it."
7,107,89,275,471,1.643312101910828,0.03814346052703707,537,I don't have the heart to tell him it's been done.
8,101,96,268,465,1.6408602150537634,0.03784516441704713,537,He 'fears' something might happen to me soon that will send him to prison; so he's learning to use a rock hammer.
9,83,122,249,454,1.6343612334801763,0.03632043512449254,537,It came today but we ordered it ages ago.
10,79,127,245,451,1.6319290465631928,0.03599158299466883,537,The hole in the middle was my idea.
11,78,125,243,446,1.6300448430493273,0.036191256115430316,537,Turns out it was never patented.
12,113,51,277,441,1.6281179138321995,0.041177483241453566,537,I don't want to break his heart.
13,97,79,261,437,1.6247139588100687,0.03944518770579445,537,I don't have the heart to tell him.
14,71,129,235,435,1.6229885057471265,0.035963070185907484,537,"It's been in our family for 12,000 years."
15,91,86,254,431,1.6218097447795823,0.03910142351477832,537,Douglas just got his Mechanical Engineering Degree from Trump University!
16,85,84,246,415,1.6120481927710844,0.03953484846650571,537,It would break his heart if I told him it had been done already.
17,64,113,223,400,1.6025,0.0374464948284528,537,I'm letting the Patent Office tell him.
18,75,89,233,397,1.602015113350126,0.039486178050839066,537,When he's done I'm going to reinvent the divorce.
19,69,84,224,377,1.5888594164456233,0.040217221007968866,537,"Well, I laughed at him too, but turns out Bruce is the first to actually apply for a patent."
20,61,99,216,376,1.5877659574468086,0.0388763928991988,537,"He's not reinventing it, he's making it great again."
21,52,113,206,371,1.5849056603773586,0.03760083664144865,537,"His influences are Brancusi, Warhol, and Krispy Kreme."
22,58,100,212,370,1.5837837837837838,0.03883443388260057,537,Harry got some discouraging news from the Patent Office this morning.
23,54,107,208,369,1.5826558265582655,0.03815909705363869,537,Try to look surprised.
24,52,106,205,363,1.578512396694215,0.03827557755213786,537,"It was supposed to be a square, but he kept cutting corners."
25,54,83,203,340,1.561764705882353,0.040782616023342134,537,He's rethinking his choice of font.
26,48,94,198,340,1.5588235294117647,0.03949880449122516,537,I've got an inkling I'm getting a big rock for our anniversary.
27,51,85,201,337,1.5548961424332344,0.04044606331612356,537,I hid the instructions.
28,48,84,195,327,1.5504587155963303,0.040738275051943544,537,"For me, it's a lifesaver."
29,45,88,192,325,1.5476923076923077,0.040240347386014154,537,"...but the worst of it is, in bed he calls me Wilma."
30,55,65,202,322,1.5434782608695652,0.0428619659320946,537,That's not the Big O I was thinking of.
31,61,50,206,317,1.5425867507886435,0.0447582964808189,537,"Yes, he's been working on it for over three weeks now. I don't have the heart to tell him it's already been done."
32,49,73,194,316,1.5411392405063291,0.04210471244481376,537,Would you like to buy a Vowel?
