rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,1102,1412,816,3330,2.0858858858858857,0.01306912084533779,574,I'd better give it a little longer. It's a really tough case.
2,1307,2014,1345,4666,1.9918559794256323,0.011037309663413743,574,"He told me to cook the books, but didn't say for how long."
3,1397,1651,1491,4539,1.979290592641551,0.011836950671175421,574,Something tells me that there are two prime rib steaks sitting on my desk.
4,565,891,631,2087,1.9683756588404409,0.016560289565837858,574,What makes you think I quit my job?
5,584,849,651,2084,1.9678502879078694,0.01685236735594181,574,Hopefully cooking the books works better than laundering the money.
6,1111,1694,1255,4060,1.9645320197044336,0.011969212404889061,574,"No, I won't be going back to work on Monday. Why do you ask?"
7,1346,1889,1590,4825,1.9494300518134715,0.011207563130492334,574,Cases like this are rare.
8,661,1059,790,2510,1.948605577689243,0.015144399456481026,574,Dinner will be brief tonight.
9,746,1193,923,2862,1.9381551362683438,0.014230020341128543,574,How often do you turn over your portfolio?
10,750,1232,933,2915,1.937221269296741,0.014027834394371958,574,"Not really sure,my boss just said, ""Put it on the back burner."""
11,1171,1614,1627,4412,1.8966455122393473,0.011889094544866231,574,I roast my case.
12,1009,1647,1557,4213,1.8699264182292903,0.01185689476853181,574,I normally love grilling but this feels like work.
13,756,1307,1278,3341,1.84375935348698,0.013227496096103492,574,"I should've said, 'I'll eat my hat.'"
14,684,1346,1216,3246,1.8361059765865682,0.013118806963524394,574,It's lambskin. I think a Merlot would go better.
15,733,1305,1333,3371,1.8220112726194009,0.013132451603771855,574,"No Dear, it's not done until it opens."
16,610,985,1153,2748,1.8024017467248907,0.014809952805399113,574,I got this recipe from one of Martha Stewart's old accountants.
17,688,1163,1350,3201,1.7931896282411746,0.013623342890867396,574,Two words I never hear at the office: Well done.
18,294,507,580,1381,1.7929036929761042,0.020676701305230662,574,Go shred some paper for the salad.
19,464,896,986,2346,1.7774936061381075,0.01557106579420384,574,So my last report wasn't well done? Wait'll he sees this one.
20,580,911,1201,2692,1.7693164933135215,0.015035879493425663,574,You want files with that?
21,168,364,379,911,1.7683863885839737,0.024512706123070122,574,They just told me to cook the books.
22,582,863,1222,2667,1.7600299962504686,0.015235459357006447,574,Ask the kids how they want their backpacks.
23,288,471,636,1395,1.750537634408602,0.020748789865516308,574,"The secret is to stuff it with mindless paperwork, and slather it with years of misery and stress"
24,48,61,101,210,1.7476190476190476,0.055588528660650366,574,"It's free range, grass-fed brief"
25,223,395,513,1131,1.7435897435897436,0.02275310593814948,574,Should I get started on the white collared greens?
26,495,1192,1258,2945,1.7409168081494057,0.013393628834822825,574,Did something happen at work today that you need to tell me about?
27,436,940,1080,2456,1.737785016286645,0.014947391055783162,574,I think my work here is done.
28,513,772,1164,2449,1.7341772151898733,0.015838589693349232,574,Remember when you burned your bra?
29,624,1249,1540,3413,1.7316144154702608,0.012834224281025281,574,Didn’t we cook the books last quarter?
30,418,884,1059,2361,1.7285048708174502,0.015291971627675614,574,"Honey, are you cooking the books again?"
31,414,703,1032,2149,1.7124243834341555,0.016575701961863937,574,"Regardless, Muriel, a cow died."
32,219,564,625,1408,1.7116477272727273,0.019155681812360527,574,I never can tell for sure if it's done on the inside.
33,404,645,1041,2090,1.6952153110047847,0.01692624517040181,574,I know they're vegan. It's pleather.
34,358,559,936,1853,1.688073394495413,0.018014705266525845,574,The key is to let it marinate for five years in a miasma of unfulfilled ambitions.
35,94,205,277,576,1.6822916666666667,0.03073473144160267,574,Be done in a jiffy. It's only a brief case.
36,279,780,916,1975,1.6774683544303797,0.01593166493787457,574,"I think he said grilled beef not brief, Sweetheart."
37,22,43,65,130,1.6692307692307693,0.0658764691498561,574,There's something to be said for a job well done.
38,224,326,612,1162,1.666092943201377,0.022883355924667694,574,"Well, that's the last of the IRS agent."
39,137,262,410,809,1.6625463535228677,0.026379476143487297,574,"So, you didn't say brief bisket?"
40,223,496,730,1449,1.650103519668737,0.01922653939361604,574,Samsonite has all the flavor of Hermès but at a fraction of the price.
41,86,198,291,575,1.6434782608695653,0.030344836464717955,574,I prefer mine with just a little pink slip in the middle.
42,174,467,629,1270,1.641732283464567,0.019927522494337945,574,"We call it ""Cooking the books."""
43,336,815,1170,2321,1.6406721240844464,0.014967518399682307,574,I don't get it. My father made a fortune cooking the books.
44,309,643,1048,2000,1.6305,0.016465735186064694,574,"Maybe he said, 'beef steaks.'"
45,115,212,376,703,1.6287339971550499,0.028258998327743937,574,"How do you like yours? Rare, medium, or impervious to forensic audit?"
46,145,398,573,1116,1.6164874551971327,0.0210974102847466,574,There is nothing like the satisfaction of a job well done.
47,104,179,353,636,1.6084905660377358,0.029836135735890192,574,"Am I making a bold statement here, Edith, or am I just drunk?"
48,209,515,834,1558,1.598844672657253,0.018072188322405987,574,It was a cold case.
49,178,356,655,1189,1.5988225399495375,0.02131306991344188,574,"Don't ask me about my business, Kay. Don't ever ask me about my business."
50,113,220,412,745,1.5986577181208053,0.027031004683222278,574,It's an old Enron recipe
51,215,461,835,1511,1.5896757114493714,0.018673528653564014,574,Everything at work is fine. Why do you ask?
52,69,98,236,403,1.58560794044665,0.038150756280496446,574,Are you planning on doing this to everything you got from the Trump store?
53,127,401,621,1149,1.5700609225413402,0.02015085225707401,574,All the juicy stuff is on the inside.
54,151,415,701,1267,1.5659037095501185,0.019552962624933494,574,I like a job that's well done.
55,66,161,291,518,1.5656370656370657,0.03111462648836189,574,How was your day?
56,59,164,285,508,1.5551181102362204,0.030745037234938342,574,If I'm going to have to eat my words they're going to be grilled to perfection.
57,175,270,674,1119,1.5540661304736372,0.022377796159290368,574,"They said to case the place FROM the BBQ, NOT place the case ON the BBQ."
58,182,213,663,1058,1.5453686200378072,0.023665659526194222,574,Hotdogs!! Just in case.
59,134,300,608,1042,1.54510556621881,0.02202878181547711,574,"No matter how intense the grilling, my case holds up!"
60,19,63,104,186,1.543010752688172,0.04945383599047751,574,They know I'm cooking the books... this will help with the insanity defense!
61,50,132,248,430,1.5395348837209302,0.03348433626440474,574,"Laptop in the microwave, cellphone in the blender. Did I forget anything?"
62,97,289,511,897,1.5384615384615385,0.022776015031609573,574,I think this case is about to heat up.
63,102,265,505,872,1.5378440366972477,0.02353668712159898,574,It's a trick my accountant showed me.
64,91,225,450,766,1.531331592689295,0.02522101630453465,574,In my mind I was always imagining a big fancy retirement party.
65,64,217,371,652,1.5291411042944785,0.026158849922265626,574,The recipe said to start off with a brief searing.....
66,93,228,462,783,1.528735632183908,0.02494808307893975,574,"It's the smell of success, Joan."
67,103,209,477,789,1.525982256020279,0.025450631759878495,574,I'm afraid this means the boss is reviewing a bunch of hamburger patties tonight.
68,52,199,347,598,1.5066889632107023,0.026645771794445227,574,You wanted me to barbecue this weekend and my boss wanted me to work. This seems like an acceptable compromise.
69,74,182,396,652,1.5061349693251533,0.027067538762464777,574,Oh yeah? I'll show YOU fired!
70,58,198,365,621,1.5056360708534622,0.02654162056726257,574,"So then I said, 'If you win, I'll eat my briefcase.'"
71,68,189,386,643,1.505443234836703,0.026810716601525494,574,The recipe said to cook it briefly.
72,72,158,368,598,1.5050167224080269,0.028671813299102105,574,"Personally, I would have removed the severance check."
73,78,157,388,623,1.5024077046548956,0.02836360964684261,574,Maybe we should just get a shredder.
74,66,177,373,616,1.5016233766233766,0.02747602292299827,574,"The instructions said ""Brown brief case."""
75,50,115,265,430,1.5,0.03353869627907385,574,Because the house will smell for days if I put it in the oven.
76,63,162,352,577,1.4991334488734835,0.028515655208394785,574,My interview? Why do you ask?
77,52,85,242,379,1.4986807387862797,0.03724666072897623,574,"I'd butterfly it, but I forgot the combination."
78,34,95,199,328,1.4969512195121952,0.037396453498641444,574,I know what my boss meant by 'cook the books.' I'm being passive-aggressive.
79,63,161,355,579,1.4956822107081174,0.028442801736107175,574,I promise this is my last case.
80,58,168,348,574,1.494773519163763,0.028088096148680634,574,"That's right, briefcase chicken -- nobody believed in beer can chicken, either."
81,72,156,380,608,1.493421052631579,0.028319163056754693,574,"Do you like yours briefed, underbriefed, or totally classified?"
82,86,112,379,577,1.4922010398613519,0.030845514591041356,574,... and on the eighth day he cremated hamsters.
83,60,147,338,545,1.489908256880734,0.029395929432570786,574,We really should buy a paper shredder.
84,45,103,249,397,1.486146095717884,0.03468867021778232,574,So you're not going to work on Monday?
85,53,129,303,485,1.4845360824742269,0.03110624184278762,574,I'll give it a couple more minutes to make sure there's no pink slip in there.
86,49,132,294,475,1.4842105263157894,0.0310187938809357,574,Did I mention I quit my job today?
87,65,123,340,528,1.4791666666666667,0.03067173610200583,574,"Burgers on bottom, flattener on top, burgers on bottom, flattener on top, ..."
88,53,134,317,504,1.4761904761904763,0.03023271459193277,574,I don't want to overcook it or it'll taste like leather.
