caption,funny,somewhat_funny,unfunny,count,score,precision,rank
"Rick, remember when you laughed at my shovel purchase in July?",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"See, it's how you use it that really counts",2.0,0.0,7.0,9.0,1.4444444444444444,0.2939723678960656,132
I see that someone has already wiped the smirk off your face.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1081
When you're a little older you'll understand daddy's crazy.,2.0,2.0,5.0,9.0,1.6666666666666667,0.2886751345948129,20
"From each according to his abilities, to each according to his needs.",1.0,0.0,7.0,8.0,1.25,0.25,519
"Naw, I need the exercise!",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"You know, Son, our old Mailman used to have a shovel just like that...",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
Want to trade shovels,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"When you're older, you can use amphetamines like Daddy does.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
I charge by the hour.,1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,64
It's just shrinkage.,0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
"You shovel, I'll scoop -- it's called division of labor.",0.0,0.0,8.0,8.0,1.0,0.1336306209562122,1974
How the hell did I get the short end of the stick?,0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
"No, I am not complaining.",0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
So you're telling me that size does matter.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1974
Do you think maybe your whining is why Mommy drinks so much?,1.0,1.0,7.0,9.0,1.3333333333333333,0.23570226039551584,314
You have a lot to learn son. Bah! Shoveling the lawn!,0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
"It's not about size, but keeping a healthy emotional connection with your shovel.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"Call me a ""simpleton"" again and you'll be wearing my boots as well, young man.",0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,716
Now do you believe in ergonomics?,0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
Hey Dad - last night I heard Mom say your tool isn't big enough.,1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,716
"And we use this little guy for smaller, non-fatal heart attacks, son.",0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,716
You'll understand when you have your own kids.,0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
"Hmm, should I tell him he's shoveling wrong? Nope, wait until he's done.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
I was hoping you would get the caption.,1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,716
At least you can use yours as a sled.,1.0,0.0,7.0,8.0,1.25,0.25,519
"You know what they say, ""It's not the size of a man's shovel. but the size of the 'shovel' in a man""...or something like that.",0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
"shut up, I know I should of called heads",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1974
"Sydney, I have a better idea. Lets go buy a snowblower.",0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
"Shoveling is a journey, son, not a destination.",1.0,3.0,5.0,9.0,1.5555555555555556,0.2421610524189263,64
Thanks for your good deed! See ya around sometime!,0.0,0.0,8.0,8.0,1.0,0.1336306209562122,1974
No ad hominem.,0.0,0.0,8.0,8.0,1.0,0.1336306209562122,1974
Hey Dad. How can you still deny that Global Warming exists? This is August !!,0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,1050
"S.O.S., you bet! Same old--same old snow!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1974
I thought you garden gnomes worked just in the summer.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"Oh, good. Finished building your 'Wall Against the Rising Tide of Stephanie' next door?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1081
It's not the size of the tool that matters.,1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,716
"When I told you to shovel your own weight, I didn't mean for you to include the shovel.",1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,716
Snow again?! Interrupting the gerrymandering process.,0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
It's a myth: size does NOT matter!,0.0,0.0,8.0,8.0,1.0,0.1336306209562122,1974
"Sorry kid, there's no app for this.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1081
Just wait! I'll let you know when it's your turn.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1081
"No, I don't cur my lawn with scissors",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"Learn from my mistakes, son, and never, ever forget your wedding anniversary.",1.0,1.0,7.0,9.0,1.3333333333333333,0.23570226039551584,314
Ergonomics,1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,716
"And, the far too late, it dawned on Mr. Friedman: ""Perhaps the market doesn't always efficiently allocate resources.""",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1974
That would have been helpful twelve hours ago.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"Hey, low energy. Pick up the pace.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"I want tone, not bulk.",0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
Mine has GPS.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1081
Just sign the union agreement and this can be yours!,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"Where there's a will, there's a path.",1.0,1.0,6.0,8.0,1.375,0.26305214040457564,221
better clean up before I get my coffee,0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
I use my toothbrush for the lighter stuff.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,716
"Good Lord, how many cats do you have?",0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
Billionaires...,1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,716
"No thanks Ed, I don’t need to borrow your shovel, I’m getting paid by the hour!",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
"Ah, the ambiguity of the paradox of scale.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1081
Don't worry son. I'll be back to help you after the big convention in Miami.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1081
This is better for my back.,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,716
It must be opposites day.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,1417
It was uphill both ways when I was your age!,0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,716
But my one per cent is very important.,0.0,0.0,9.0,9.0,1.0,0.11785113019775792,1974
