,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,That's Bob Mankoff. He used to be the cartoon editor of the New Yorker.,1.9313482216708024,0.012499590678797657,4836.0,2004.0,1160.0,1672.0
1,2,He got the cave but she got the wheel and the fire.,1.898812049215104,0.012229374260511298,4714.0,1924.0,1343.0,1447.0
2,3,He got the man cave in the divorce.,1.874946282767512,0.01776717355953535,2327.0,1018.0,582.0,727.0
3,4,I couldn't afford that place if I lived to be 30.,1.7701986754966887,0.011917300235100205,4530.0,2097.0,1377.0,1056.0
4,5,So this is how the 1% live.,1.7655908760009706,0.012354659616733628,4121.0,1892.0,1303.0,926.0
5,6,I invented fire. He invested in it.,1.7560795873249817,0.0126246379828052,4071.0,1938.0,1188.0,945.0
6,7,She left him for a guy with wheels.,1.7426451099920488,0.012869466191397644,3773.0,1789.0,1166.0,818.0
7,8,It makes our place look like a pit.,1.7153846153846153,0.013047272067504423,3510.0,1690.0,1129.0,691.0
8,9,It looks pricey - they have a doorman.,1.7041558441558442,0.012641237804585285,3850.0,1922.0,1145.0,783.0
9,10,He comes from prehistoric money.,1.6756443672169128,0.013167620946973484,3453.0,1775.0,1023.0,655.0
10,11,I knew he'd cave!,1.6616161616161615,0.024435129826374927,1188.0,690.0,210.0,288.0
11,12,I never thought of digging sideways...,1.6606562222879102,0.013183105208049356,3383.0,1763.0,1005.0,615.0
12,13,Why can't I have a man cave?,1.6228364042434391,0.012683299043228657,3582.0,1962.0,1009.0,611.0
13,14,Wait til the bear wakes up.,1.6075854299662036,0.014810351368956209,2663.0,1505.0,698.0,460.0
14,15,He drew on the walls so we're keeping the security deposit.,1.5981675392670156,0.015667216089239856,2292.0,1290.0,633.0,369.0
15,16,Do you think your Dad's been waiting there all night?,1.593976777939042,0.014077281065858356,2756.0,1539.0,797.0,420.0
16,17,"Sure our place is a pit, but his is a hole in the wall.",1.577328646748682,0.015383684504292271,2276.0,1297.0,644.0,335.0
17,18,Should we tell him about the bear?,1.5537669027688346,0.018776587878598643,1553.0,926.0,394.0,233.0
18,19,He'll be there forever. It's rent controlled.,1.5474285714285714,0.017889670937459103,1750.0,1065.0,412.0,273.0
19,20,"He had a place like ours, but people kept dropping in.",1.5423948220064725,0.018557043840542343,1545.0,926.0,400.0,219.0
20,21,I told you we had the instructions upside down!,1.5322271857051688,0.018236744170118297,1567.0,946.0,408.0,213.0
21,22,He may be on to something. He looks dry.,1.5303941215764862,0.01789132965531276,1497.0,875.0,450.0,172.0
22,23,And I heard the kitchen has granite counter tops.,1.5269203158650395,0.019232565619615675,1393.0,844.0,364.0,185.0
23,24,He just came out as homo sapien,1.5214770158251696,0.019645892433896,1327.0,809.0,344.0,174.0
24,25,"The artists move in, the rents go up, and we end up living in some hole.",1.51240376390077,0.020717918602590358,1169.0,717.0,305.0,147.0
25,26,Getting past the guard is easy. How do we remove the paintings?,1.5118434603501545,0.023146433343002044,971.0,605.0,235.0,131.0
26,27,His place really is a hole in the wall.,1.5115089514066495,0.020202505976337867,1173.0,707.0,332.0,134.0
27,28,"He says he's ""waiting for inspiration"" but I think he's just gonna paint another bison.",1.5085201793721974,0.020786111340537768,1115.0,677.0,309.0,129.0
28,29,"You know what? ""Cave Man"" does have a better ring to it than ""Hole Man""...",1.5009960159362548,0.02252644732069116,1004.0,631.0,243.0,130.0
