caption,funny,somewhat_funny,unfunny,count,score,precision,rank
You will need to convince the jury that you're sorry and will never do it again.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
Great news. The judge has approved our plea bargain for the death penalty.,0.0,0.0,3.0,3.0,1.0,0.40824829046386296,4146
You need to know that the others find you somewhat standoffish,0.0,1.0,3.0,4.0,1.25,0.2886751345948129,2296
I'm fairly certain that you'll not get life.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
Im not sure how to tell you this.... but they gave you death.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"Nope, this is the Grim Sleeper trial.",0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"""It's what I do"" is not going to cut it as a defence.",0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
Jury No. 3 has the same outfit!,0.0,2.0,2.0,4.0,1.5,0.2886751345948129,896
I think we have a pretty good shot at a mistrial. You're scaring the crap out of the jurors.,0.0,1.0,3.0,4.0,1.25,0.2886751345948129,2296
I took this case Pro Bono.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"Your the Special Investigator from the I.R.S. assign to me? Just my luck, Of course you are! Well about my Taxes.",0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"Remember, what happened in the hood stays in the hood.",0.0,1.0,2.0,3.0,1.3333333333333333,0.40824829046386296,1954
"I'm sorry, the best I can get you is life.",0.0,1.0,3.0,4.0,1.25,0.2886751345948129,2296
I suggest we petition for a writ of habeas corpus.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
Mr. Scrooge doesn't have a ghost of a chance. You can't sue for being frightened into giving everything to charity.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
I told you not to wear your hoodie to court.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"It is hard enough, did you have to wear that to court",0.0,0.0,3.0,3.0,1.0,0.40824829046386296,4146
You know I get paid on and hourly basis,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"Listen to me--can you say ""so help me God""?",1.0,1.0,2.0,4.0,1.75,0.478713553878169,331
Tell them your part was inevitable.,0.0,2.0,2.0,4.0,1.5,0.2886751345948129,896
"We just need to stick to the story, ‘He was already dead when you got there.’",0.0,3.0,1.0,4.0,1.75,0.2886751345948129,331
It's not looking good. They want to give you life.,0.0,2.0,2.0,4.0,1.5,0.2886751345948129,896
You need to get that blank look off your face.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"Yes, I know, but the prospect of global overcrowding is unlikely to get you a favorable verdict.",0.0,1.0,3.0,4.0,1.25,0.2886751345948129,2296
The Jury Hates Your Hoodie,0.0,0.0,3.0,3.0,1.0,0.40824829046386296,4146
Of course in your case the death penalty is not a viable option.,0.0,1.0,3.0,4.0,1.25,0.2886751345948129,2296
It looks pretty grim - how does manslaughter sound to you?,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"I don't think calling War, Pestilence, and Famine as character witnesses is going to help.",0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"As co-counsel, I insist we seek the death penalty.",0.0,1.0,3.0,4.0,1.25,0.2886751345948129,2296
"Yeah, just like that – keep staring at the jury.",0.0,0.0,2.0,2.0,1.0,0.7071067811865476,4146
Hoodies are not allowed in the courtroom,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
Stop laughing whenever they mention the death penalty.,2.0,0.0,1.0,3.0,2.333333333333333,0.6666666666666669,24
"I thought you understood --- this is Civil Court --- there's no jury, so we can ditch the theatrics.",0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
"No, the death penalty is a bad thing.",2.0,0.0,2.0,4.0,2.0,0.5773502691896257,98
I think I get you life.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
You really killed them in your cross-examination,0.0,2.0,2.0,4.0,1.5,0.2886751345948129,896
We're going to be a caption for another lawyer joke.,0.0,0.0,4.0,4.0,1.0,0.2886751345948129,4146
They want a restraining order.,0.0,1.0,3.0,4.0,1.25,0.2886751345948129,2296
