rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,255,112,395,762,1.8162729658792651,0.032810985581328514,547,You're right. No underwear.
2,186,235,326,747,1.8125836680053546,0.029524457493836656,547,Like the pomp. Not crazy about the circumstances.
3,152,199,279,630,1.7984126984126985,0.03198493146722393,547,"Okay, our pomp is good. Now let's work on our circumstance."
4,177,110,317,604,1.7682119205298013,0.035598532608938034,547,We're not the only ones that could use a shave.
5,112,203,247,562,1.7597864768683273,0.032183949313130004,547,Could really use some rain on this parade.
6,82,126,186,394,1.736040609137056,0.039414560724440634,547,"You see her, too, right?"
7,112,155,249,516,1.7344961240310077,0.03495128634787704,547,Another mile and it's my turn to wear the outfit.
8,105,166,241,512,1.734375,0.0344150051859238,547,She's a tough act to follow.
9,105,152,241,498,1.7269076305220883,0.035325439394408874,547,Should we just go around her?
10,137,61,271,469,1.7142857142857142,0.04104155130932413,547,Trump said he knows more than the majorettes.
11,91,154,226,471,1.713375796178344,0.03545697600244559,547,I wish it would rain on our parade.
12,81,164,215,460,1.708695652173913,0.034886059098236194,547,Can we unfollow her?
13,96,130,230,456,1.706140350877193,0.03716783399954815,547,"Personally, I could use a little less pomp and better circumstances."
14,74,144,206,424,1.6886792452830188,0.03649724709243531,547,Just be glad we're not following the elephants.
15,86,109,218,413,1.6803874092009685,0.039225674969377074,547,We'd be lost without her.
16,84,103,214,401,1.6758104738154613,0.039938806183668296,547,Think she's into a mirage a trois?
17,69,96,187,352,1.6647727272727273,0.04185497287873526,547,Maybe the rest of the band was right.
18,81,86,209,376,1.6595744680851063,0.041805487772624376,547,She'd better be worth it.
19,66,114,194,374,1.6577540106951871,0.03936679949347811,547,"Following the Pied Piper, or even Moses to the Promised Land, is understandable, but THIS ???"
20,58,84,181,323,1.6191950464396285,0.04298366249793947,547,Mirage a trois.
21,43,106,165,314,1.6114649681528663,0.04042351319649803,547,"""Who doesn't love a parade?"" you said..."
22,53,85,175,313,1.610223642172524,0.04298586886434531,547,"This is my first mirage à trois, too."
23,54,77,175,306,1.6045751633986929,0.044056789420047135,547,At least she got us off the desert island cartoon.
24,56,78,181,315,1.6031746031746033,0.04352722834838095,547,Do you think she'd go for a mirage a trois?
25,52,79,173,304,1.6019736842105263,0.043815794689947576,547,At least we're not following the horses.
25,49,85,170,304,1.6019736842105263,0.043066062875017894,547,I don't think she remembers where we parked either.
