,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,"And lastly Father, I bit the mailman",1.8909281594126899,0.01346992511062603,3814.0,1550.0,1130.0,1134.0
1,2,Tell me about it. It's been a week since I licked mine.,1.8771680409439864,0.013646785740810238,3517.0,1394.0,1161.0,962.0
2,3,Can you hear me now?,1.8663875142748385,0.011043875026844976,5254.0,2081.0,1794.0,1379.0
3,4,Just let go of the stick and this will all be over.,1.8194267515923568,0.014009956599326157,3140.0,1302.0,1103.0,735.0
4,5,And you thought the cat couldn't open the superglue.,1.7901881400333413,0.012279934708778991,4199.0,1862.0,1356.0,981.0
5,6,"No offense, but I prefer your other end.",1.7325672499347091,0.012456063030568834,3829.0,1786.0,1281.0,762.0
6,7,You're right! The acoustics are amazing!,1.7297226582940868,0.01207635604062945,3822.0,1721.0,1413.0,688.0
7,8,"Squirrel outside, freshly waxed floor, plate glass window. You?",1.727174207531834,0.012762079676415235,3691.0,1750.0,1198.0,743.0
8,9,"No, YOU need a mint.",1.7238599143361049,0.011913693702276752,3969.0,1817.0,1431.0,721.0
9,10,This is great. They'll never find us now.,1.7024445068839562,0.012883619652887934,3559.0,1738.0,1142.0,679.0
10,11,It's been two dog years since my last confession.,1.6349984676677904,0.012976357404536324,3263.0,1709.0,1036.0,518.0
11,12,They're called woofers...hear the bass?,1.6260162601626016,0.03664913338292123,369.0,186.0,135.0,48.0
12,13,I love the privacy. I miss the testicles.,1.619747899159664,0.019845072198947832,1428.0,776.0,419.0,233.0
13,14,What are you in for?,1.6125600549073438,0.013255872055421123,2914.0,1529.0,985.0,400.0
14,15,It's great that that this kennel allows conical visits!,1.6072701354240913,0.014146832022946615,2806.0,1555.0,798.0,453.0
15,16,They said cones. I was expecting Haagen Dazs.,1.6064782908339077,0.01984156337325929,1451.0,812.0,398.0,241.0
16,17,"Needless to say, this stays in the cones.",1.6063960639606396,0.024861748513782544,813.0,427.0,279.0,107.0
17,18,"Okay, guess if my tail is up or down?",1.598531684698609,0.014019317516352428,2588.0,1386.0,855.0,347.0
18,19,How do I know you're really wagging?,1.5945663531870429,0.022778279867126727,957.0,510.0,325.0,122.0
19,20,Sorry. Wrong end.,1.5894736842105264,0.03744717102173661,380.0,211.0,114.0,55.0
20,21,What happens in the cone stays in the cone.,1.58195211786372,0.01392363606693342,2715.0,1519.0,812.0,384.0
21,22,Let me show you something I learned from a French poodle.,1.5741466144376048,0.01726117120260801,1787.0,1018.0,512.0,257.0
22,23,"What happens inside the cone, stays inside the cone.",1.57238158772515,0.01833525738817857,1499.0,835.0,470.0,194.0
23,24,Higher! Left! Behind the ear! Oh my God! There. Right there.,1.5694098088113049,0.020789262173479185,1203.0,683.0,355.0,165.0
24,25,I hate that fucking cat.,1.5649402390438247,0.015581327018375113,2510.0,1548.0,506.0,456.0
25,26,I'll let go of the stick when you let go of the stick.,1.5616966580976863,0.01752455310622576,1556.0,862.0,514.0,180.0
26,27,"Don't worry, they'll never find us in here.",1.5592185592185592,0.0248552145108794,819.0,467.0,246.0,106.0
27,28,"Bless me Rover, for I have sinned.",1.5569800569800567,0.027539455757238544,702.0,411.0,191.0,100.0
28,29,"I don't think ""fixed"" means what we think it means.",1.55622009569378,0.024539352779390476,836.0,478.0,251.0,107.0
29,30,Wait. They told you you're a good boy too?,1.550643536653609,0.016905737354799916,1787.0,1038.0,514.0,235.0
30,31,"Hey, you really CAN hear the ocean!",1.5475227502527806,0.01560304968194967,1978.0,1126.0,621.0,231.0
31,32,"Oh, THAT'S what they mean by ""dog breath.""",1.5420875420875422,0.01838175755420186,1485.0,868.0,429.0,188.0
32,33,It seemed funny when he did it to the cats.,1.5396825396825398,0.028616536146693093,630.0,374.0,172.0,84.0
33,34,I bit the hand that feeds me. You?,1.5343406593406594,0.01833640088989544,1456.0,853.0,428.0,175.0
34,35,Chewed up the furniture. You?,1.5340599455040869,0.025746617701829927,734.0,429.0,218.0,87.0
35,36,We're on a secure line,1.5334094802969733,0.0166726865293002,1751.0,1025.0,518.0,208.0
36,37,"It's a deal, then: I'll lick yours and you lick mine.",1.5251017639077342,0.018679344113449712,1474.0,895.0,384.0,195.0
37,38,Your right I can hear the ocean,1.522202486678508,0.021192864545967725,1126.0,682.0,300.0,144.0
38,39,Let's call a spayed a spayed.,1.5204841713221602,0.022084380573538582,1074.0,662.0,265.0,147.0
39,40,I was grabbing too many pussies. What's your crime?,1.5185694635488307,0.020719930951507287,1454.0,972.0,210.0,272.0
40,41,You sure the cat can't hear us?,1.5184687709872398,0.017643898704002736,1489.0,876.0,454.0,159.0
41,42,"Can't see the cartoon because of your obnoxious pop-up announcing ""GOOD NEWS!"" PLEASE GET RID OF POP UPS!!!",1.5182575272261372,0.021308885167077758,1561.0,1110.0,93.0,358.0
42,43,"That stupid ""GOOD NEWS! We've merged our Cartoon Caption Contest Registration with our overall ..."" is STILL defacing the contest after all these months...",1.5125,0.02187736110778054,1440.0,1018.0,106.0,316.0
43,44,"Yeah, I can't reach mine either. But maybe we can work something out.",1.5025641025641026,0.020243455245385258,1170.0,716.0,320.0,134.0
44,45,Use your inside voice,1.5004198152812762,0.0197663930003046,1191.0,723.0,340.0,128.0
45,46,We can't be seen like this.,1.4972067039106145,0.035326525046482794,358.0,215.0,108.0,35.0
46,47,"NOW I know what they mean by ""dog breath.""",1.4957191780821917,0.020449016443745572,1168.0,728.0,301.0,139.0
47,48,"Ok, on the third grrr, we both let go of the bone.",1.4833836858006042,0.02193550503673465,993.0,626.0,254.0,113.0
48,49,Speak English. They can't hear us.,1.482051282051282,0.02246898673877,975.0,623.0,234.0,118.0
49,50,Are you sure they can't see us anymore?,1.4769736842105263,0.022470766582184942,912.0,573.0,243.0,96.0
