rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,128,198,251,577,1.7868284228769498,0.03258012645680772,566,"Well, that explains our relentless hunt for tuna."
2,226,275,475,976,1.7448770491803278,0.025882376637258772,566,Call him Ishmeow.
3,90,132,202,424,1.7358490566037736,0.038250867954302055,566,The Canary Islands? Who told him we should go there?
4,182,309,463,954,1.7054507337526206,0.02486777960368746,566,Am I the only one who misses the parrot?
5,54,110,155,319,1.683385579937304,0.041773864222502594,566,Well what do you think happened to the parrot?
6,203,226,509,938,1.6737739872068231,0.026391648817091776,566,"That's Ahab's brother, Rehab. He's in pet therapy."
7,56,90,155,301,1.6710963455149501,0.04445293630373749,566,Apparently the cat cost him an arm and a leg.
8,162,242,454,858,1.6596736596736597,0.026506569935430872,566,He calls it Ishmeow
9,79,135,242,456,1.6425438596491229,0.03558529379375596,566,I killed 20 mice this morning but does he rub my belly?
10,63,66,182,311,1.617363344051447,0.04548557162253174,566,But I thought Persians weren't allowed in under the travel ban...
11,30,37,91,158,1.6139240506329113,0.06267742440060194,566,Aye! He's not the same old Ahab since that anger management class.
12,24,34,77,135,1.6074074074074074,0.06658062133410615,566,"Oh sure, he likes the cat now but in two weeks I guarantee you I'm the one taking care of it."
13,111,164,367,642,1.601246105919003,0.030223907496158622,566,"It's agreed then, we'll tell people the captain was obsessed with a great white whale."
14,44,75,155,274,1.594890510948905,0.04537849267654628,566,I swear I've thrown the same cat overboard 8 times already.
15,173,212,564,949,1.5879873551106427,0.025300984269400393,566,Since when do we have a pension plan?
16,29,64,117,210,1.5809523809523809,0.049862835217488355,566,Funny.. I always thought he was a whale person.
17,13,48,68,129,1.573643410852713,0.05903700082065044,566,"I guess it's a match made in heaven. He get's a companion, the cat gets a scratching post."
18,48,63,168,279,1.5698924731182795,0.04603724890471911,566,"He is rich and famous, he can grab one whenever he wants"
19,22,24,78,124,1.5483870967741935,0.06998823353739128,566,This service animal thing is getting way out of hand.
20,90,149,361,600,1.5483333333333333,0.03023734407057304,566,"Strangely, it's the hat that bothers me the most."
21,106,114,376,596,1.5469798657718121,0.03184778900017071,566,"Ruins strikin' terror into prisoners' hearts, don't he?"
22,78,114,316,508,1.531496062992126,0.03311847754070006,566,We'll see how affectionate he is when he finds out who ate his parrot.
23,35,80,168,283,1.530035335689046,0.041957750699114955,566,She's just using him for his scratching post.
24,49,101,226,376,1.5292553191489362,0.03687031051939882,566,So it will be fiction. Tell Herman to make it a whale.
25,87,85,319,491,1.5274949083503055,0.0350981960334169,566,"Since Ahab had him neutered, we call him Moby Dickless"
26,68,110,292,470,1.523404255319149,0.033894793423739675,566,I'll tell you exactly what happened to that parrot.
27,38,39,146,223,1.515695067264574,0.051576971245356984,566,"For a guy hunting Dick all his life, he really took to stroking Pussy."
28,61,95,267,423,1.5130023640661938,0.035713678867397874,566,Not likely this'll be in the book.
29,65,67,259,391,1.5038363171355498,0.03864586424567675,566,He thinks he can grab a pussy anytime he wants.
30,73,47,265,385,1.5012987012987014,0.04047951811679593,566,I didn't think that type was into heavy petting.
31,10,39,69,118,1.5,0.0598781901295811,566,He keeps asking where the catwalk is located.
32,55,71,239,365,1.4958904109589042,0.03891922369894605,566,"Do you want to tell him we can't find the parrot, or should I?"
33,43,84,216,343,1.4956268221574345,0.0382630835434034,566,An' he keeps the litter box on the poop deck.
34,45,89,228,362,1.4944751381215469,0.03716356973331574,566,There goes my novel.
35,43,87,222,352,1.4914772727272727,0.037524751373398536,566,"Funny, I always pegged him as a whale person."
36,43,78,216,337,1.486646884272997,0.038768796233886134,566,Of course the guy with the scratching post for a leg gets all of the attention.
37,25,70,152,247,1.48582995951417,0.042875711838419935,566,"Well, it got him off the white whale kick."
38,36,64,180,280,1.4857142857142858,0.04262610536349191,566,The whale represents the unrelenting fury of nature. The cat is just a cat.
39,36,72,189,297,1.4848484848484849,0.040777688073725143,566,"It's an emotional support animal, I saw the paperwork."
40,44,71,214,329,1.4832826747720365,0.03970922262955309,566,The captain says we should head to the Canary Islands.
41,41,76,210,327,1.4831804281345566,0.03918187996739809,566,I'm suggesting a mewtiny.
42,41,75,210,326,1.48159509202454,0.03927007087783082,566,"Not only was I demoted to second mate, but I have to clean the first mate's litter box."
43,40,75,207,322,1.4813664596273293,0.03939179335369646,566,"The whale obsession is bad enough, but if he turns into a crazy cat person I'm jumping ship."
44,34,83,199,316,1.4778481012658229,0.03840879391700996,566,Would it kill him to put on an eyepatch and buy a parrot?
45,32,80,192,304,1.4736842105263157,0.03895642801739006,566,Well he would play with me too if I had a scratching post for a limb.
46,40,58,196,294,1.469387755102041,0.0421751481260348,566,"Like I always say, you're either a cat person or a great white whale person."
47,37,59,189,285,1.4666666666666666,0.04231579848881678,566,I say we still go ahead with the mutiny.
48,24,46,132,202,1.4653465346534653,0.04919364213438906,566,He calls it Moby Lick.
49,36,57,186,279,1.4623655913978495,0.042690460554644066,566,Doesn't he ever wonder what ate his parrot?
50,35,58,184,277,1.4620938628158844,0.04261687705725398,566,"Look, all I'm saying is that I think a hook is more intimidating."
51,29,68,177,274,1.4598540145985401,0.04105152359711448,566,It keeps his mind off whales
52,30,61,174,265,1.4566037735849056,0.04239657030656688,566,This is going to wreck our brand.
53,30,60,173,263,1.456273764258555,0.04263393348157429,566,I don't think the new guy gets the whole 'bloodthirsty' thing.
54,24,63,157,244,1.4549180327868851,0.042778447695937916,566,"Teaching Polly to say ""Here kitty"" was a terrible idea."
55,22,74,164,260,1.4538461538461538,0.04013012577905008,566,Suppose I accidentally throw a ball of string on the plank?
56,14,30,84,128,1.453125,0.06061058965029053,566,...so it turned out he was just looking for a pet.
57,33,50,174,257,1.45136186770428,0.04439012376996962,566,At least I don't need to sit on his lap anymore.
58,34,46,174,254,1.4488188976377954,0.04512157622560678,566,"When yer ship less, yer shiftless... cat's dead!"
59,31,50,169,250,1.448,0.04459978208746086,566,I'm worried about our 'take-no-prisoners' image.
60,16,54,122,192,1.4479166666666667,0.04655425214694168,566,"You know, I haven't seen Polly lately either."
61,27,52,160,239,1.4435146443514644,0.04456846433756997,566,Where's the allegory in that?
62,24,55,154,233,1.44206008583691,0.04417107953632265,566,It's easy to be the cat's favorite when you have a scratching post for a leg
63,20,61,150,231,1.4372294372294372,0.042693041364038224,566,Which one of us is going to tell him he's ruining our reputation?
64,18,61,145,224,1.4330357142857142,0.04268090331064738,566,I always thought of him as more of a whale person.
65,18,60,144,222,1.4324324324324325,0.042945655755895866,566,"""Moby Cat""? I don't know, Herm....maybe a short story, at most."
66,17,34,107,158,1.4303797468354431,0.054149056708913436,566,"I don't care what the captain says, I won't shout out, ""Thar she purrs!"""
67,27,39,151,217,1.4285714285714286,0.047810674339434464,566,Call me Ishmeow'el.
67,21,51,145,217,1.4285714285714286,0.04505379224596764,566,Quite frankly I feel like he's lost his edge.
69,22,48,145,215,1.427906976744186,0.04582849778568152,566,Should we make him walk the plank or clean the litter box?
70,25,38,145,208,1.4230769230769231,0.048377913255163905,566,Worst prequel ever.
71,21,42,138,201,1.4179104477611941,0.047550842752459674,566,We both know what happened to Petey. Parrots don't just fly away.
72,22,38,137,197,1.416243654822335,0.04877766763014264,566,I'll mutiny before I call him 'cat'n.'
73,24,33,138,195,1.4153846153846155,0.05020545842712234,566,"If you do turn this into a novel, Herman, you might want to change a few details."
73,16,49,130,195,1.4153846153846155,0.045800036059329134,566,I prefer sea dogs.
73,20,41,134,195,1.4153846153846155,0.04805325878082234,566,"We get more ""likes"" when he's holding the cat."
76,22,36,136,194,1.4123711340206186,0.049302140572899965,566,He keeps saying 'Arr kitty' but so far it's just his!
76,17,46,131,194,1.4123711340206186,0.04651474298603223,566,"Great, this is gonna ruin our cold-blooded image."
78,17,45,130,192,1.4114583333333333,0.04685075483124801,566,He has a built in scratching post.
78,24,31,137,192,1.4114583333333333,0.050761756086277886,566,You distract him and I'll grab his pussy.
80,20,38,132,190,1.4105263157894736,0.048931480849372766,566,At least this obsession won't kill us.
81,15,47,126,188,1.4095744680851063,0.046330462095515924,566,"Since he climbed out of that whale, he's been a changed man."
82,13,50,123,186,1.4086021505376345,0.04540695144722761,566,I just didn't believe him when he said he would give an arm and a leg for that.
83,14,47,124,185,1.4054054054054055,0.04618036555916869,566,"""His scratching post is what won her over""."
84,15,44,124,183,1.4043715846994536,0.047160564664049005,566,How do we tell him that the cat organized the mutiny?
85,20,33,128,181,1.4033149171270718,0.050642892990909974,566,That explains the poop deck.
86,14,44,121,179,1.4022346368715084,0.04721850444130802,566,"Mistook his peg leg for a scratching post, and it's been love ever since."
86,18,36,125,179,1.4022346368715084,0.04980632446010575,566,He's going to call him Ishmael.
86,21,30,128,179,1.4022346368715084,0.05166219170862727,566,Metaphor my ass.
86,24,24,131,179,1.4022346368715084,0.05345366356062589,566,I'm not accusing anyone. I just haven't seen my parrot.
90,20,31,126,177,1.4011299435028248,0.051467852526712835,566,"Honestly, I'm kind of over Captain Ahab's 'sensitivity in the workplace' training."
91,18,34,124,176,1.3977272727272727,0.05037492254806683,566,. . . and I haven't seen my parrot since.
91,17,36,123,176,1.3977272727272727,0.049726228057119584,566,I'd always had him pegged as more of a parrot person.
91,19,32,125,176,1.3977272727272727,0.051015369122047884,566,He calls it Ishmeow
94,19,30,123,172,1.3953488372093024,0.05186455407035079,566,It explains the box on the poop deck.
94,12,44,116,172,1.3953488372093024,0.04705247896642511,566,I think we've lost some of our swagger.
94,18,32,122,172,1.3953488372093024,0.05120480947051741,566,Cap'n changed after he read TS Elliot
97,19,28,121,168,1.3928571428571428,0.05275130241339856,566,I guess we'll be hunting tuna now.
98,12,41,113,166,1.391566265060241,0.048167664142761336,566,"Remember when they used to call us ""bloodthirsty?"""
98,21,23,122,166,1.391566265060241,0.05456462242259091,566,"Well, call me Ishmew."
100,13,37,113,163,1.3865030674846626,0.049480489281416525,566,"I dare you to shout, ""Thar she meows!"""
100,12,39,112,163,1.3865030674846626,0.04870912088602549,566,Apparently my parrot was too loud.
100,13,37,113,163,1.3865030674846626,0.049480489281416525,566,I reek of fish and he STILL likes him better!
100,12,39,112,163,1.3865030674846626,0.04870912088602549,566,"Now that they let him bring his emotional support animal on board, he is so much more pleasant to be around."
104,13,23,91,127,1.3858267716535433,0.059206987158569174,566,It's actually very simple; he's nuts.
105,16,32,118,166,1.3855421686746987,0.051030026169130764,566,The captain isn't going to like the treasure it buried.
105,14,36,116,166,1.3855421686746987,0.04957847184581835,566,Do you think he realizes that peg leg is nothing but a scratch post?
107,13,34,109,156,1.3846153846153846,0.05101252579888596,566,"No shark. No, 'twas mice what ate his leg."
108,13,35,111,159,1.3836477987421383,0.050314465408805034,566,"Aye, he's much been better since he dumped the comfort whale."
108,13,35,111,159,1.3836477987421383,0.050314465408805034,566,Have you seen my parrot?
110,18,24,115,157,1.3821656050955413,0.05462074476970811,566,I hear he's changed our course for the Canary Islands.
110,13,34,110,157,1.3821656050955413,0.050745730584523654,566,I think we might need to embellish Captain Ahab's story a bit.
110,11,38,108,157,1.3821656050955413,0.04911018772007337,566,There goes our nasty reputation.
110,15,30,112,157,1.3821656050955413,0.052330180653359815,566,The whale didn't love him like he needed to be loved
110,21,18,118,157,1.3821656050955413,0.05681904356095689,566,I just don't want him to get hurt again.
115,18,22,113,153,1.3790849673202614,0.05564653914849255,566,She only likes him because he lets her use his leg as a scratching post.
115,16,26,111,153,1.3790849673202614,0.054079004199353624,566,"He's obsessed with cats and whales as you are with coffee, Starbuck."
115,24,10,119,153,1.3790849673202614,0.06010435251491974,566,He works for The New Yorker
115,11,36,106,153,1.3790849673202614,0.0499453915308128,566,"Unless his attitude changes, I'm thinking short story at best."
115,14,30,109,153,1.3790849673202614,0.0524646554470979,566,"Up to now, I thought I could always spot a cat person."
120,12,32,106,150,1.3733333333333333,0.05141981152388035,566,"To be honest, I miss the rats."
121,17,21,110,148,1.3716216216216217,0.05613690273129652,566,"So, he still hasn't figured out what happened to the parrot?"
122,15,24,107,146,1.36986301369863,0.05499490991187379,566,Nothing's been the same since he got that complimentary Green Peace tote bag.
122,18,18,110,146,1.36986301369863,0.057513998731472296,566,"When the story's told, let's make it whale rather than a cat."
