rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,47,83,94,224,1.7901785714285714,0.051237565650128804,518,This saddest part is he's going in the wrong direction.
2,56,68,105,229,1.7860262008733625,0.053691450438621224,518,It's annoying until the vultures land. Then it's awesome for 5 minutes.
3,37,60,82,179,1.7486033519553073,0.058136037414081104,518,"Let it go, Dad—it’s just a quarter."
4,20,34,45,99,1.7474747474747474,0.07777496668520559,518,Isn't this the same guy who got shipwrecked in our wading pool?
5,31,53,73,157,1.732484076433121,0.061542960438309376,518,That's Lawrence of Suburbia.
6,27,45,68,140,1.707142857142857,0.06530537686771576,518,"And if he survives, the co-op board runs a credit check."
7,26,51,69,146,1.7054794520547945,0.06236392515709179,518,Well - looks like at least one child was left behind.
8,22,41,59,122,1.6967213114754098,0.06875254846163542,518,"Well, they didn't specify who would come if we built it."
9,17,41,51,109,1.688073394495413,0.06982484725603959,518,We're going to need a bigger scooper
10,22,40,61,123,1.6829268292682926,0.06860801895787957,518,His parents never picked him up.
11,22,41,63,126,1.6746031746031746,0.06745191357551499,518,"Of all the sandboxes, on all the roofs, in all the world, he crawls into mine."
12,21,40,62,123,1.6666666666666667,0.06797333354039056,518,My dad's second childhood is really ruining my first.
12,16,36,50,102,1.6666666666666667,0.07284513020264706,518,Should we tell him we found his car keys 2 hours ago?
14,23,49,71,143,1.6643356643356644,0.0619331824815543,518,He's been off the Camels for a week now.
15,21,33,60,114,1.6578947368421053,0.0724715571127486,518,"Are we in his mirage, or is he in our sandbox?"
16,19,21,54,94,1.627659574468085,0.0828237117491681,518,It's post traumatic sandbox disorder. I had it in kindergarten.
17,18,29,58,105,1.619047619047619,0.0745940814867267,518,I'm just saying... yesterday there were two guys and this one was a lot thinner.
18,8,45,46,99,1.6161616161616161,0.06373755505153758,518,And he refuses to ask for directions.
19,13,28,48,89,1.6067415730337078,0.07766046935561025,518,"Of all the sandboxes in all the towns in all the world, he crawls into ours."
20,11,31,46,88,1.6022727272727273,0.07501266477407684,518,"Of all the sandboxes, in all of the towns, he crawls into mine."
21,9,30,41,80,1.6,0.07672076608954767,518,So that's adulthood.
21,12,30,48,90,1.6,0.075451202078768,518,Let's live with Mom.
23,12,29,48,89,1.595505617977528,0.07616829439732939,518,I think he lost more than his contact lens.
23,12,29,48,89,1.595505617977528,0.07616829439732939,518,Mom took the beach house in the divorce
25,11,37,52,100,1.59,0.06830561152391922,518,"I call him ""Lawrence of Astoria."""
26,15,19,50,84,1.5833333333333333,0.08503708706846272,518,No use sharing your bucket with him. It's clear he's beyond the pail.
27,13,20,46,79,1.5822784810126582,0.08566064347873417,518,I cleaned up after the cat; you clean up after Mr. Phillips.
28,13,24,49,86,1.5813953488372092,0.08012493028962868,518,But what if it's not a metaphor?
29,10,23,41,74,1.5810810810810811,0.083886430773748,518,"He also scored low on ""fighting his way out of a paper bag""."
30,12,20,44,76,1.5789473684210527,0.08637567456204329,518,"I know where Mom hid his cigarettes, but I'm not tellin'."
31,15,19,51,85,1.576470588235294,0.08431046831048072,518,I guess we'll have to bury him deeper.
32,9,24,40,73,1.5753424657534247,0.08257142155262615,518,Looks like you were right - this could be a good place for a lemonade stand.
33,9,25,41,75,1.5733333333333333,0.08092557660560071,518,The cat caught on a lot faster.
