caption,funny,somewhat_funny,unfunny,count,score,precision,rank
I'm afraid we're out of time.,4.0,2.0,0.0,6.0,2.6666666666666665,0.21081851067789206,1
I can see our time is up.,3.0,1.0,1.0,5.0,2.4,0.4,2
You're my last patient of the day.,3.0,1.0,1.0,5.0,2.4,0.4,2
Bad day to give up drinking.,2.0,0.0,1.0,3.0,2.333333333333333,0.6666666666666669,4
"Well, looks like we're all out of time for today.",1.0,2.0,0.0,3.0,2.333333333333333,0.40824829046386296,4
This will be our last session,2.0,4.0,0.0,6.0,2.333333333333333,0.21081851067789206,4
"Well, it appears our time is up.",3.0,2.0,1.0,6.0,2.333333333333333,0.3333333333333334,4
"Well he hasn't stopped yet, I guess I owe you another dollar.",2.0,2.0,1.0,5.0,2.2,0.37416573867739417,8
Where did we leave off last session?,2.0,2.0,1.0,5.0,2.2,0.37416573867739417,8
And how is this going to make you feel?,2.0,2.0,1.0,5.0,2.2,0.37416573867739417,8
"All right, full disclosure: I'm not really a psychiatrist.",2.0,2.0,1.0,5.0,2.2,0.37416573867739417,8
We've learned that your fears are very real.,2.0,2.0,1.0,5.0,2.2,0.37416573867739417,8
"Since our last session, would you say your fear of trains has increased or decreased?",3.0,1.0,2.0,6.0,2.1666666666666665,0.4013864859597431,13
It appears as though we're running out of time.,2.0,3.0,1.0,6.0,2.1666666666666665,0.30731814857642953,13
The D train's killing me.,3.0,1.0,2.0,6.0,2.1666666666666665,0.4013864859597431,13
"Just like I told you, 30 minutes late.",2.0,3.0,1.0,6.0,2.1666666666666665,0.30731814857642953,13
I see that our time is up.,3.0,1.0,2.0,6.0,2.1666666666666665,0.4013864859597431,13
Hold that thought.,2.0,3.0,1.0,6.0,2.1666666666666665,0.30731814857642953,13
I see our time is almost up.,0.0,5.0,0.0,5.0,2.0,0.22360679774997896,19
What don't kill you only makes you stronger. If this doesn't work we'll try the N train next.,1.0,3.0,1.0,5.0,2.0,0.31622776601683794,19
Let's try once more to figure out what the train symbolizes.,2.0,1.0,2.0,5.0,2.0,0.4472135954999579,19
"Now that we’ve gotten you over your fear of heights, let’s tackle your fear of subways.",2.0,2.0,2.0,6.0,2.0,0.3651483716701107,19
"Not to brag, but I was a runner up for a Darwin Award last year.",3.0,0.0,3.0,6.0,2.0,0.4472135954999579,19
Maybe we should have started with your abstract problems.,2.0,1.0,2.0,5.0,2.0,0.4472135954999579,19
We're just about about out of time. Same place next week?,2.0,2.0,2.0,6.0,2.0,0.3651483716701107,19
I've seen worse Emergency Room waiting areas,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,19
I just can't seem to overcome this feeling of deja vu.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,19
Don't worry the D Train is never on time.,2.0,1.0,2.0,5.0,2.0,0.4472135954999579,19
I think we're just accident prone.,1.0,3.0,1.0,5.0,2.0,0.31622776601683794,19
Looks like our time is up.,2.0,2.0,2.0,6.0,2.0,0.3651483716701107,19
"Whoa, Déjà vu.",1.0,3.0,1.0,5.0,2.0,0.31622776601683794,19
"I have to say Doc, I'm deeply impressed by your commitment to Physician-assisted suicide.",1.0,1.0,1.0,3.0,2.0,0.5773502691896257,19
Let’s explore why you always feel run over.,2.0,0.0,2.0,4.0,2.0,0.5773502691896257,19
How does the prospect of imminent death make you feel?,1.0,3.0,1.0,5.0,2.0,0.31622776601683794,19
Looks like we’re out of time today ....,2.0,2.0,2.0,6.0,2.0,0.3651483716701107,19
The first few sessions are the hardest.,1.0,2.0,1.0,4.0,2.0,0.40824829046386296,19
So we are on the right track.,2.0,1.0,2.0,5.0,2.0,0.4472135954999579,19
"As I've said, whatever doesn't kill us will make us stronger.",2.0,2.0,2.0,6.0,2.0,0.3651483716701107,19
I'm starting to understand why the rent is so good.,2.0,2.0,2.0,6.0,2.0,0.3651483716701107,19
It still beats living next door to a violin teacher.,1.0,4.0,1.0,6.0,2.0,0.2581988897471611,19
"""Are you desensitized to your fear of trains yet?",1.0,4.0,1.0,6.0,2.0,0.2581988897471611,19
I get the sense our visits are causing you pain...,2.0,1.0,2.0,5.0,2.0,0.4472135954999579,19
"Donald may have momentum, but we can still get enough delegates to stop him.",2.0,1.0,2.0,5.0,2.0,0.4472135954999579,19
Watch that third rail. You could get hurt.,2.0,2.0,2.0,6.0,2.0,0.3651483716701107,19
It's called Deja vu,3.0,0.0,3.0,6.0,2.0,0.4472135954999579,19
This state's euthanasia practices leave a lot to be desired.,2.0,1.0,2.0,5.0,2.0,0.4472135954999579,19
I think that’s all the time we have for today.,1.0,3.0,1.0,5.0,2.0,0.31622776601683794,19
I think we need to address your death wish first and maybe work on the train fetish later.,2.0,2.0,2.0,6.0,2.0,0.3651483716701107,19
I can't even imagine what would have happened on the 'F' train.,1.0,3.0,1.0,5.0,2.0,0.31622776601683794,19
We're just about out of time.,1.0,4.0,1.0,6.0,2.0,0.2581988897471611,19
I told you I saw a light at the end of the tunnel.,1.0,4.0,1.0,6.0,2.0,0.2581988897471611,19
"You're the one that checked ""convenient to the D train"" on Airbnb.",0.0,5.0,1.0,6.0,1.8333333333333333,0.18257418583505536,52
I'd say this IS the end of the line.,0.0,5.0,1.0,6.0,1.8333333333333333,0.18257418583505536,52
"Fool me once, shame on you.",2.0,1.0,3.0,6.0,1.8333333333333333,0.4013864859597431,52
"Listen, it's a D train...can we just enjoy the irony?",2.0,1.0,3.0,6.0,1.8333333333333333,0.4013864859597431,52
"Finally , a nice day,",1.0,3.0,2.0,6.0,1.8333333333333333,0.30731814857642953,52
I knew there had to be a reason these chairs were available.,1.0,3.0,2.0,6.0,1.8333333333333333,0.30731814857642953,52
In our next session we'll confront your fear of snakes.,0.0,5.0,1.0,6.0,1.8333333333333333,0.18257418583505536,52
OK ... one more time ... you hear a rumble and a screech of brakes ... and then what?,1.0,3.0,2.0,6.0,1.8333333333333333,0.30731814857642953,52
