target_id,rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
4835,1,5814,5602,2213,13629,2.2642160099787216,0.006172090622104348,681,I don't mind autumn so much; it's the fall I hate.
3931,2,4095,4702,3489,12286,2.049324434315481,0.00707454965108758,681,Congratulations. You're now the branch manager.
5523,3,3785,4760,3604,12149,2.014898345542843,0.007074421204113227,681,Deciduous? When were you going to tell me
4467,4,2969,4342,2901,10212,2.0066588327457895,0.007502616684037133,681,I'll wait for you on the car.
3474,5,3600,4620,3535,11755,2.005529561888558,0.00718591192408005,681,"I've led a good life, but now it's time to meet my raker."
3004,6,2742,4011,2837,9590,1.9900938477580814,0.007788352252082017,681,You said we’d BOTH go on three!
2296,7,2431,3728,2879,9038,1.9504315113963266,0.00804616485029344,681,It’s not you. It’s November.
4137,8,2226,3703,3033,8962,1.9099531354608346,0.00803617630838765,681,"As usual, you're never ready when it's time to leave."
2387,9,2398,4482,3440,10320,1.899031007751938,0.007337098905769201,681,Seems to me you have problems letting go.
2209,10,1679,2552,2363,6594,1.8962693357597815,0.009557329770791453,681,Give me a call when you get to the ground. We'll do mulch.
479,11,1796,2037,2503,6336,1.888415404040404,0.010253708712251095,681,Here's hoping a leaf blower is what I think it is.
480,12,1507,1931,2168,5606,1.8820906171958616,0.010699404345252378,681,"On the bright side, we lasted longer than any member of the current administration!"
785,13,600,1075,931,2606,1.872985418265541,0.014809833621371076,681,Sorry to leave you hanging.
997,14,1943,3595,3152,8690,1.8608745684695052,0.008077697082463175,681,Aim for the Johnson's yard -- they don't rake.
2978,15,1182,2409,2056,5647,1.8452275544536922,0.009864897643688184,681,I heard our branch was letting everyone go but didn't want to believe it.
687,16,1074,1853,1818,4745,1.8432033719704952,0.011103704815774502,681,I don't think you're grasping the gravity of the situation.
1290,17,1573,2775,2689,7037,1.841409691629956,0.009083224369245087,681,Fall! Now I get it!
5478,18,1257,2223,2180,5660,1.8369257950530036,0.01012949046706398,681,I’m worried I’ll find you lying in a gutter somewhere.
2734,19,1621,3222,2936,7779,1.8309551356215452,0.008464162029707983,681,I told you it was a seasonal position
2859,20,993,1749,1802,4544,1.821963028169014,0.011332134494850035,681,"Whatever happens, at least we're not nuts."
3536,21,1078,2082,2100,5260,1.805703422053232,0.01037820046699977,681,That's why we're called leaves; it's what we do.
2136,22,1021,1916,2104,5041,1.785161674270978,0.010669653385755715,681,"I don't want to move to Florida, you said. I'd miss the changing of the seasons, you said."
2685,23,819,1479,1770,4068,1.7662241887905605,0.011960301811186274,681,Kermit was wrong...it was easier being green
4394,24,1108,2071,2445,5624,1.7622688477951636,0.01011441443385998,681,Nature calls! Gotta go!
2309,25,1098,2147,2516,5761,1.753862176705433,0.00991927326992147,681,”Don’t be sad. We’ll be buds again in the Spring.
8,26,1397,3028,3330,7755,1.7507414571244357,0.00840222720039479,681,We’ll always have summer.
396,27,986,1915,2370,5271,1.7374312274710682,0.010379414834089447,681,I've been faking photosynthesis for weeks now.
4676,28,886,1957,2265,5108,1.7300313234142521,0.010320802999890036,681,"I love the colors, but I hate the fall."
240,29,349,799,913,2061,1.7263464337700145,0.01615215637107011,681,"Think of this as not the end, but a leaf of absence."
3408,30,1175,1720,2835,5730,1.7102966841186737,0.010368472937328488,681,Let me know if he gets impeached!
165,31,687,1327,1796,3810,1.7089238845144357,0.01220052906051977,681,"I forget... Is it ""fall forward"" or ""fall back?"""
3175,32,290,627,790,1707,1.7070884592852957,0.01790445786735733,681,"I'm falling for you. There, I said it."
5512,33,261,489,690,1440,1.7020833333333334,0.01993147270428959,681,"If you stay, you'll never amount to mulch."
2183,34,837,1913,2361,5111,1.7018196047740168,0.010249315823205651,681,You never think it's going to happen to you.
600,35,810,1373,2099,4282,1.6989724427837458,0.011727038887129768,681,"I asked my mother ""What will I be?
Will I be compost?
Will I be free?
Will I be just debris?"""
