caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
"Every move you make, 
Every leaf you rake,
I'll be watching you.",215,36,0.05201518698240392,1,1.5767441860465117,52,2802,127,637
Your wife said for me to tell you that you're doing it wrong.,228,42,0.052078006955894304,2,1.5526315789473684,42,176,144,637
So you're the fall guy.,209,28,0.04983891544497528,3,1.5358851674641147,56,459,125,637
"And in this exhibit we have the “leaves raker”, simulating what people did before the discovery of simply blowing them into other people’s yards.",215,35,0.05180681771262228,4,1.5348837209302326,45,2969,135,637
I preferred his earlier yard work.,214,27,0.0485252150581997,5,1.5280373831775702,59,1738,128,637
I'm here here to review the fall collection,214,30,0.049863086580971695,6,1.5280373831775702,53,2595,131,637
Add a velvet rope and people will pay for anything.,243,28,0.0445334115673864,7,1.5226337448559668,71,1643,144,637
"WITH the grain, Pete. WITH the grain.",208,28,0.05006570305068369,8,1.5192307692307692,52,669,128,637
I also like watching paint dry.,194,26,0.05180348258309737,9,1.5103092783505154,47,3095,121,637
I’m with Neighborhood Watch.,209,26,0.048967822929049686,10,1.5071770334928232,54,3429,129,637
My other choice was watching paint dry,225,29,0.04760952285695234,11,1.5066666666666666,56,1109,140,637
"Nine more leaves, Senator, and your hour of public service will be fulfilled.",205,31,0.052038497982793794,12,1.502439024390244,41,924,133,637
What if I told you somebody could make that tree go away?,217,30,0.04937068718890384,13,1.5023041474654375,49,3707,138,637
"Not bad, Cliff, but I think your spring performance of Power Washing the Patio was more avant garde",199,29,0.05229097251429208,14,1.4924623115577889,40,1687,130,637
I would help but my hands are tied.,222,28,0.04766830577654305,15,1.490990990990991,53,73,141,637
Thanks for helping to rake America great again.,239,40,0.049561887999797216,16,1.4895397489539748,37,993,162,637
CSI: Vermont,223,34,0.049991307993767206,17,1.4887892376681615,41,1938,148,637
"Over here on the VIP lawn, artisanal groundskeepers collect each fallen leaf by hand in a non-destructive, fully reversible, and ecologically enlightnened process that ensures maximum smugness.",226,35,0.049869086628918376,18,1.4867256637168142,40,1244,151,637
"I'm not sure why I keep buying these tickets, it's pretty much the same every year.",206,24,0.048529479331503984,19,1.4854368932038835,52,3304,130,637
"As Harold struggled in a futile battle with nature, he wondered whether winning a life narrator was a prize or a curse.",211,30,0.05043076529456934,20,1.4834123222748816,42,2139,139,637
"When you are done with these 9 leaves, there are 3 in front.",232,31,0.0473059542553354,21,1.4827586206896552,50,2390,151,637
I was first in line last fall too.,212,25,0.047967853474553616,22,1.4811320754716983,52,1892,135,637
Just putting up a velvet rope doesn't make it performance art.,206,24,0.04852118824949045,23,1.480582524271845,51,219,131,637
I found one of yours in my yard.,221,28,0.04781493939625764,24,1.4796380090497738,50,2014,143,637
Where’s the line-up to watch paint peel?,230,29,0.04680636145561429,25,1.4782608695652173,52,3211,149,637
Autumn leaves are at their most beautiful when someone else is raking them.,203,27,0.05051803200791724,26,1.477832512315271,43,405,133,637
"If you hadn't voted for Trump, you could have had immigrants doing this work!",239,33,0.04699459337987385,27,1.4769874476987448,48,1147,158,637
I love your work. It's very Avant-Gardener.,217,28,0.04846830367327473,28,1.4746543778801844,47,2829,142,637
"No, I'm sure he said ""Make America rake again.""",234,26,0.044987588179870495,29,1.4743589743589745,59,3011,149,637
"Here we have the original iRake, a simple hand held device that dominated the field for decades.",218,31,0.04959031037967211,30,1.4724770642201834,41,2226,146,637
You must be the avant-gardener.,235,23,0.043607595041024697,31,1.4723404255319148,65,1680,147,637
"Sir, we’ve found our fall guy.",233,28,0.04593685251807094,32,1.4721030042918457,54,3215,151,637
"See, tax cuts work!  I have more money, and you now have a job.",253,33,0.04498636400746256,33,1.4703557312252964,53,2958,167,637
We have secured the perimeter.  No new leaves will be getting in.,199,20,0.047669852239147804,34,1.4673366834170851,53,2809,126,637
Looks like we've found our fall guy.,230,32,0.04797429441318984,35,1.4652173913043478,43,3505,155,637
"I gotta guy. He takes care of deciduous situations, if you know what I mean.",226,30,0.047806726210641054,36,1.4646017699115044,45,312,151,637
Think you've got it rough? Try writing a caption for this cartoon.,224,29,0.047712379175296,37,1.4642857142857142,46,435,149,637
"I drove all the way to New England for this?""",240,30,0.045674569707788513,38,1.4625,51,3611,159,637
"Senator, your ""I'm just an average Joe"" photo op is over.",221,29,0.04819299029438349,39,1.4615384615384617,44,1800,148,637
Call it 'performance art' and people will pay to watch anything.,202,25,0.049673374891539286,40,1.4603960396039604,43,2399,134,637
"...and here we have an example of the ""Make America Rake Again"" movement.",196,26,0.05132301677572815,41,1.4591836734693877,38,1005,132,637
So this is how the other 99 percent lives. Fascinating.,217,20,0.04474284619749526,42,1.456221198156682,59,2023,138,637
How about turning over a new one?,206,23,0.04793005478519674,43,1.4514563106796117,47,193,136,637
We need to re-shoot.  Put each leaf back where it was.,242,31,0.04571876407630039,44,1.4504132231404958,47,2961,164,637
"And in this exhibt, we see man’s futile battle against nature",236,25,0.0442083530584253,45,1.4491525423728813,56,3081,155,637
"My, my. All the leaves ARE brown. And the sky IS gray.",205,24,0.048584013702257255,46,1.448780487804878,44,1691,137,637
"Jim, remember how you laughed when I planted my plastic trees?",212,24,0.047382824047671586,47,1.4481132075471699,47,2736,141,637
"The new exhibit speaks to the absurdity of existence; every time he finishes, the yard is covered in leaves again... and yet, he continues to rake.",210,22,0.046749871189417716,48,1.4476190476190476,50,3306,138,637
"And here we have the Average White American Male, circa 1987. 
Extinct.",219,26,0.04715217768687442,49,1.4474885844748862,46,2296,147,637
"Leave a few scattered about William, I like my yard to have a natural look.",246,24,0.04249030147883659,50,1.4471544715447155,62,1713,160,637
This piece really captures themes of self hatred and futility in a thoughtful way.,213,23,0.046735276932495566,51,1.4460093896713615,49,3358,141,637
"Now that speed raking had been added to the Olympics, Jim's agent was relentless on his training days.",200,25,0.04997361112672593,52,1.445,39,3518,136,637
you must be the fall guy,230,24,0.04459918269266914,53,1.443478260869565,54,2086,152,637
Making America rake again.,235,30,0.04631825124055727,54,1.4425531914893617,44,1016,161,637
This is way more entertaining than watching grass grow.,206,18,0.04533689265393818,55,1.4417475728155342,55,587,133,637
"...every breath you take, every leaf your rake, I'll be watching you...",222,24,0.0457608929956969,56,1.4414414414414414,50,562,148,637
"Clearly, it's about the futility of man.",227,24,0.045013120071762634,57,1.4405286343612336,52,2801,151,637
"I've asked Alexa to rake mine.""",223,22,0.044703455006843966,58,1.4394618834080717,54,170,147,637
"This is our latest exhibit.....I call it: ""The Fall of Man""",223,26,0.04647575135166242,59,1.4394618834080717,46,1138,151,637
