,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,Let me guess...the Gym Reaper?,1.9225908372827805,0.03350910588395846,633.0,251.0,180.0,202.0
1,2,You must be kidding. I've got tickets for 'Hamilton' tonight.,1.8446153846153843,0.0316023860933672,650.0,269.0,213.0,168.0
2,3,We're divorced---but I'd be delighted to give you his current address.,1.8088962108731463,0.0330515309224665,607.0,270.0,183.0,154.0
3,4,"No, I get it. I just think it's a little insulting that he sends an intern.",1.782122905027933,0.033834806274366844,537.0,236.0,182.0,119.0
4,5,It's for you honey,1.7637130801687764,0.037869970774786516,474.0,230.0,126.0,118.0
5,6,"So this is your idea of ""dressed to kill""?",1.7533039647577089,0.03679037560008912,454.0,209.0,148.0,97.0
6,7,"Harold, it’s for you.",1.7526427061310783,0.03738668194306402,473.0,229.0,132.0,112.0
7,8,"We divorced 10 years ago, but I'll be happy to give you his address.",1.7522935779816513,0.045730632849499096,327.0,162.0,84.0,81.0
8,9,He's in the kitchen washing the toaster.,1.7478260869565216,0.039338798807677634,460.0,236.0,104.0,120.0
9,10,"Well, if it isn't the Gym Reaper.",1.735763097949886,0.038115697496147516,439.0,213.0,129.0,97.0
10,11,"Yeah well, you don't look like your Tinder profile picture, either.",1.7294117647058824,0.04379866172593242,340.0,169.0,94.0,77.0
11,12,Good luck getting him off the couch.,1.7224880382775118,0.03815900211282188,418.0,201.0,132.0,85.0
12,13,When he finishes the dishes.,1.715346534653465,0.03904940432284936,404.0,198.0,123.0,83.0
13,14,"Honey, it's for you!",1.7139303482587065,0.041084749766517055,402.0,210.0,97.0,95.0
14,15,The last man in my life and still a disappointment.,1.6992084432717678,0.041582065347568836,379.0,198.0,97.0,84.0
15,16,"I was planning to move to Canada, but this works too.",1.6925064599483204,0.04223035335156967,387.0,211.0,84.0,92.0
16,17,"Any wheat you need reaped, or your husband, lover, neighbors, etc?",1.691891891891892,0.036196084925678634,370.0,164.0,156.0,50.0
17,18,"No, I'm not ready. This is just the way I look without my makeup.",1.680672268907563,0.04359998469066044,357.0,196.0,79.0,82.0
18,19,You call that dressed to kill?,1.6705882352941177,0.041770827538543435,340.0,175.0,102.0,63.0
19,20,Hold on. Let me get my husband.,1.6686390532544384,0.04463053111718504,338.0,188.0,74.0,76.0
20,21,"He's out right now but as long as you're here could you trim the hedge?""",1.6686390532544384,0.04006994985168887,338.0,166.0,118.0,54.0
21,22,Come back on Nov. 9th and I’ll let you know.,1.6646706586826348,0.04370448217692628,334.0,181.0,84.0,69.0
22,23,"He moved out, but I'll get you his new address.",1.6626506024096386,0.043108485597403885,332.0,177.0,90.0,65.0
23,24,Thank God you're here. One more debate and I would've done it myself.,1.653125,0.04431833880890128,320.0,175.0,81.0,64.0
24,25,"No, I won't ""Like, go with you and stuff.""",1.6520376175548592,0.04422174288296516,319.0,174.0,82.0,63.0
25,26,Sure. Just let me get his Netflix password before you talk to him.,1.6518987341772151,0.042014385238905404,316.0,162.0,102.0,52.0
26,27,Come back on November the 9th and we'll talk.,1.6487341772151898,0.04369068281944007,316.0,170.0,87.0,59.0
27,28,Get a life.,1.632996632996633,0.04487024307573355,297.0,163.0,80.0,54.0
28,29,"I see fashion's dead, too.",1.6301369863013702,0.0447359351580561,292.0,159.0,82.0,51.0
29,30,So much for death with dignity.,1.6279863481228671,0.042488308345732126,293.0,152.0,98.0,43.0
30,31,"Believe me, if he still lived here, I'd tell you.",1.6254295532646048,0.046461701116578887,291.0,166.0,68.0,57.0
31,32,Can you wait till he finishes doing the dishes?,1.625,0.045550680550843436,288.0,160.0,76.0,52.0
32,33,"You are persuasive, but I'm still voting for Hillary.",1.6236933797909407,0.04433763023939166,287.0,155.0,85.0,47.0
33,34,"I'd invite you in, but I guess I don't live here anymore.",1.6236933797909407,0.04674524957110348,287.0,164.0,67.0,56.0
34,35,He's on the treadmill.,1.6210526315789473,0.04624171356864755,285.0,161.0,71.0,53.0
35,36,"Sorry, Billy won't be harvesting any souls until he finishes his homework.",1.6094890510948905,0.04671150571910228,274.0,156.0,69.0,49.0
36,37,"Who are you here for? Actually, how many can you take?",1.6080586080586081,0.045990714944494866,273.0,153.0,74.0,46.0
37,38,He's not home but you're welcome to wait.,1.6066176470588236,0.046721829478718835,272.0,155.0,69.0,48.0
38,39,"Good, you're here. I'll go get my husband.",1.6051660516605166,0.046579425207274594,271.0,154.0,70.0,47.0
39,40,"Grim, huh? I'll show you grim. He's on the couch in his underwear.",1.6029962546816483,0.04862410987011328,267.0,158.0,57.0,52.0
40,41,I'm just glad to see a millennial with a job.,1.6022304832713754,0.04444986080132459,269.0,146.0,84.0,39.0
