caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
Like it would have killed you to ask him for directions.,268,51,0.04744940575721458,1,1.6716417910447758,78,5749,139,646
"Oh, shit! What if your sister-in-law is also right about God?",283,55,0.0467825957943094,2,1.646643109540636,73,5536,155,646
"Don’t bring a camera, you said.  Just enjoy the experience, you said.",301,61,0.046119211552532964,3,1.6312292358803986,68,6069,172,646
He just walked by like he thinks we don't exist.,249,45,0.048957262780606206,4,1.6305220883534135,67,17,137,646
He asked that we please wait while he gets his camera or his friends will never believe him.,253,47,0.04903998108348782,5,1.6245059288537549,64,326,142,646
"Oh, so first he doesn't exist and now he's flirting with me?",277,49,0.04620231430999451,6,1.6209386281588447,74,3275,154,646
He said it’s not him but he gets asked that all the time.,267,43,0.045808471864081886,7,1.6179775280898876,79,1062,145,646
"Unplug"" you said. ""Leave the phones in the car"" you said",295,54,0.04529592701781154,8,1.6135593220338984,73,4070,168,646
He doesn’t believe in us either.,250,43,0.048429139225309566,9,1.6,64,4523,143,646
He walked past me like I  didn’t exist.,259,44,0.0474167910476873,10,1.5984555984555984,67,3395,148,646
He said he didn't believe in us either.,239,41,0.04951140099888743,11,1.598326359832636,61,2053,137,646
"Once and for all, Bob, stop following us. It’s over.",276,47,0.045964799450951485,12,1.5978260869565215,71,163,158,646
He wants us to wait here while he gets his camera. He doesn't think think anyone will believe him.,271,43,0.04545168684339618,13,1.5977859778597785,76,5243,152,646
He asked for us to wait here while he gets his camera.,275,47,0.04610889330296202,14,1.5963636363636364,70,3100,158,646
He says we're only allowed to take blurry photos.,287,51,0.045658333268172716,15,1.5958188153310104,69,1456,167,646
He acted like we don't even exist.,271,44,0.045807569314015084,16,1.5904059040590406,72,3010,155,646
"Oh, he says he doesn't believe in you either.",260,34,0.044129447098895935,17,1.5846153846153843,84,895,142,646
I believe you owe me a dollar.,263,40,0.045713161551344035,18,1.5817490494296578,73,3085,150,646
"Before you meet my family, there's something I need to tell you.",300,47,0.04315846717320072,19,1.58,80,1731,173,646
He said that he doesn't believe in us either.,275,45,0.045678809733657885,20,1.5745454545454545,68,5527,162,646
"Yeah, he saw us, but they'll never believe him",282,44,0.04450243873077769,21,1.574468085106383,74,1344,164,646
He said he doesn’t believe in us either.,265,43,0.04642987395254307,22,1.5735849056603777,66,406,156,646
He says he never really believed in us either.,268,42,0.04573194413460258,23,1.5708955223880596,69,5124,157,646
He's a lot less blurry in person.,261,35,0.044426909963254345,24,1.5708812260536398,79,539,147,646
