rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,65,110,110,285,1.8421052631578947,0.04554460512094434,546,We never should have applauded.
2,67,85,117,269,1.8141263940520447,0.04922783888482284,546,What's happening on your side?
3,66,77,117,260,1.8038461538461539,0.05068525874069145,546,"If we hadn't eaten Ted, he really would have enjoyed this."
4,65,69,117,251,1.792828685258964,0.0522371380510876,546,"Well, I like it more than their ""ship on the horizon"" gag."
5,56,85,108,249,1.7911646586345382,0.04979888335763022,546,OK. We have two wishes left.
6,55,59,110,224,1.7544642857142858,0.055071065212327144,546,"l knew they were smart, but sarcastic?"
6,51,67,106,224,1.7544642857142858,0.05359728049092318,546,Apparently their sense of irony is also highly evolved.
8,45,77,100,222,1.7522522522522523,0.05174660706034979,546,Very nice. Now do a boat.
9,50,52,106,208,1.7307692307692308,0.05721029910064749,546,I wish we'd brought food instead of LSD.
10,49,50,105,204,1.7254901960784315,0.05785774674833408,546,They're at it again. It's like they wait for you to go behind the tree.
11,46,58,103,207,1.7246376811594204,0.05591178717311811,546,"There's smart, and then there's smartass."
12,37,61,94,192,1.703125,0.055774269295091584,546,Oh sure they're smart. It's the sarcasm I can't stand.
13,39,54,96,189,1.6984126984126984,0.057581155208485016,546,I knew they were smart. I didn't know they were sarcastic.
14,37,55,94,186,1.6935483870967742,0.05744037962956253,546,Remember how you said we were done talking unless one of three things happened?
15,34,60,91,185,1.691891891891892,0.056180274146952404,546,"That was great guys, now do a rescue boat."
16,28,70,85,183,1.6885245901639345,0.05347636881125853,546,"They've captured the look, but not the mood."
17,35,53,92,180,1.6833333333333333,0.05815015132669213,546,"Yes, it's art. But is it relevant?"
18,29,40,75,144,1.6805555555555556,0.06585518490272459,546,"Ironically, they have a very dry sense of humor."
19,32,46,86,164,1.670731707317073,0.061229458133205975,546,I'm thinking now I probably should have just trained them to get help.
20,32,51,89,172,1.6686046511627908,0.058921371675557305,546,"Almost there, but they haven't quite captured the melancholy."
20,34,47,91,172,1.6686046511627908,0.06006435675288524,546,It wasn't funny yesterday and it's not funny today.
22,29,56,86,171,1.6666666666666667,0.05746628212274874,546,"Okay, that's pretty good. Now try ""boat."""
23,34,45,91,170,1.6647058823529413,0.06070941419827623,546,"Martin... very slowly, pass me your iPhone."
23,30,53,87,170,1.6647058823529413,0.058371040723981894,546,"I'm gonna do a split, just to mess with them."
25,33,45,90,168,1.6607142857142858,0.060784692231905586,546,Let's have sex and see what they do.
25,29,53,86,168,1.6607142857142858,0.05839207833266971,546,"I'd always heard they were smart, but I never knew they were smart asses."
25,27,57,84,168,1.6607142857142858,0.057158226119686496,546,The one playing you is creeping me out
28,29,45,82,156,1.6602564102564104,0.06201522990709365,546,"I don't care if it's the sincerest form of flattery, it's still obnoxious."
29,27,56,84,167,1.658682634730539,0.05746518667687525,546,"Impressive. Now, make a boat."
30,28,52,85,165,1.6545454545454545,0.05872162739244843,546,"On the twenty-third day, Orson realized that the dolphins were not, in fact, trying to help."
31,34,39,91,164,1.6524390243902438,0.06272916221776294,546,"Irony and sarcasm, sure signs of advanced intelligence."
31,31,45,88,164,1.6524390243902438,0.060913854707124786,546,It turns out the universal language isn't music. It's sarcasm.
31,39,29,96,164,1.6524390243902438,0.06564321204799929,546,"The heartless bastards probably did this to Amelia Earhart, too."
34,25,54,83,162,1.6419753086419753,0.05783275238759247,546,It's not as impressive as it was 3 months ago.
34,30,44,88,162,1.6419753086419753,0.061057623842008565,546,I found seven of the differences -- but you say there are ten?
36,30,43,88,161,1.639751552795031,0.06139728775283938,546,"""Let's train the dolphins,"" you said. ""It'll be fun,"" you said."
36,32,39,90,161,1.639751552795031,0.06264907378812995,546,"Excellent. Now, try ""S.O.S."""
38,21,57,79,157,1.6305732484076434,0.056640258761855654,546,Remember when I said I didn't think it could get any worse?
39,28,41,86,155,1.6258064516129032,0.062182338668577,546,"Well, it takes my mind off the election."
39,29,39,87,155,1.6258064516129032,0.06285244961697978,546,"This proves it, mimes are annoying in any language."
39,30,37,88,155,1.6258064516129032,0.06351549105073781,546,"Well done. Now, can you form the letters SOS?"
39,29,39,87,155,1.6258064516129032,0.06285244961697978,546,I'll believe they're intelligent when I see something original.
43,30,36,88,154,1.6233766233766234,0.06388247984751212,546,I changed my mind. They are the kind you eat.
43,28,40,86,154,1.6233766233766234,0.06253963827702047,546,I have never hated performance art as much as I do right now.
43,28,40,86,154,1.6233766233766234,0.06253963827702047,546,I knew they were intelligent. I didn't know they were cruel.
46,23,49,81,153,1.6209150326797386,0.059384626623666115,546,"Sure they're smart, but I could do without the sarcasm."
46,21,53,79,153,1.6209150326797386,0.05791834990071132,546,We're not the only ones who are bored.
48,22,50,80,152,1.618421052631579,0.05898984863304339,546,"In hindsight, we probably should have trained them to form a boat"
48,22,50,80,152,1.618421052631579,0.05898984863304339,546,"When they form a lifeboat, let me know."
50,21,51,79,151,1.6158940397350994,0.05857839572846618,546,But is it art?
50,21,51,79,151,1.6158940397350994,0.05857839572846618,546,"Although their intelligence is often documented, dolphins are less renowned for their satire."
50,23,47,81,151,1.6158940397350994,0.0600668701333929,546,Great form! Now do a raft.
53,27,38,85,150,1.6133333333333333,0.06330683538460223,546,I think they closed another Sea World.
53,25,42,83,150,1.6133333333333333,0.061877172601753336,546,How about we catch dinner after the show?
53,23,46,81,150,1.6133333333333333,0.06041368695884421,546,There's a fine line between playfulness and mockery.
56,23,39,77,139,1.6115107913669064,0.06418387282244342,546,Now if we could only get them to imitate a boat.
57,25,40,83,148,1.6081081081081081,0.0626050396136609,546,That little one has you absolutely nailed.
57,21,48,79,148,1.6081081081081081,0.05959594224105456,546,Choreography: ten. Empathy: zero.
57,27,36,85,148,1.6081081081081081,0.06405660240554849,546,I'll bet they get rescued before we do.
60,27,35,85,147,1.6054421768707483,0.06443797517461713,546,"Well, that's the last of the acid."
61,25,38,83,146,1.6027397260273972,0.06334962113053692,546,"Ok! Simon says ""make a boat""."
61,24,40,82,146,1.6027397260273972,0.06259953023859692,546,Now I really wish I had my phone.
61,24,40,82,146,1.6027397260273972,0.06259953023859692,546,Just stay on your side. You wasted your damn wish on the Dolphin Cheerleaders.
61,24,40,82,146,1.6027397260273972,0.06259953023859692,546,It’s a deal. You bring help and we promise to get you an audition.
61,21,46,79,146,1.6027397260273972,0.06029329359244134,546,"Simon says ""make a raft""."
66,25,37,83,145,1.6,0.06372835069254765,546,These two may be the toughest crowd we've ever worked
66,23,41,81,145,1.6,0.062207168403378435,546,"I know it was our last fish, but they deserved it!"
68,24,38,82,144,1.5972222222222223,0.0633494676759144,546,"It's either a brilliant commentary on man's loneliness, or payback for SeaWorld."
68,25,36,83,144,1.5972222222222223,0.06411146661827992,546,Well now they're just mocking us.
68,17,52,75,144,1.5972222222222223,0.05773455962373007,546,Nice. Now let's see your impression of a boat.
71,22,39,79,140,1.5928571428571427,0.06322639834946701,546,Gotta admit ... clever pod cast.
72,20,42,77,139,1.589928057553957,0.061953858978265414,546,"...not much, what do you see?"
72,14,54,71,139,1.589928057553957,0.05668063297958946,546,I admire their intelligence; it's their vanity that offends me.
72,23,36,80,139,1.589928057553957,0.0644288280660508,546,"I'll give them points for style, but, overall, I think they failed to capture our air of desperation mingled with hopelessness."
72,27,28,84,139,1.589928057553957,0.06758795413523022,546,I know I shouldn't have doubted their intelligence but now they're just showing off
72,20,42,77,139,1.589928057553957,0.061953858978265414,546,"Probably bottlenoses, definitely smart-asses."
72,17,48,74,139,1.589928057553957,0.05937581493026316,546,"Just think Bob, we'd have to pay for this back home..."
72,14,54,71,139,1.589928057553957,0.05668063297958946,546,"You know, it was kind of funny the first day..."
72,24,34,81,139,1.589928057553957,0.06523295409928978,546,"I don't care if it's the last coconut, I'm hurling it."
80,20,41,77,138,1.5869565217391304,0.0623326159067006,546,"Next time you send a message in a bottle, avoid mentioning that we are talent scouts."
81,16,49,74,139,1.5827338129496402,0.05856811614265555,546,Looks like another round of layoffs at Sea World
82,19,41,76,136,1.5808823529411764,0.06223431289406913,546,That's really nice. Can you make a boat next?
82,19,41,76,136,1.5808823529411764,0.06223431289406913,546,That's great-- now can you do a lifeboat?
84,18,42,75,135,1.5777777777777777,0.061729869155054344,546,Do you think they can do a boat?
84,27,24,84,135,1.5777777777777777,0.06932244673640725,546,"They think they're so clever, let them come up with a caption."
84,13,52,70,135,1.5777777777777777,0.057077010681468004,546,It was funny the first month.
84,22,34,79,135,1.5777777777777777,0.06521357239067879,546,If you see coconuts fall from the other palm tree don't eat them
84,21,36,78,135,1.5777777777777777,0.06436032710016909,546,Just when I thought my life was devoid of porpoise...
84,17,44,74,135,1.5777777777777777,0.060827776766758344,546,"If a millennial witnesses something miraculous, but can’t post to social media, did it ever happen?"
