rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,19,2,11,32,2.25,0.16800537625806175,512,"We're pretentious, not ostentatious."
2,7,2,7,16,2.0,0.24152294576982397,512,Broga meets on the 2nd floor.
3,1,7,2,10,1.9,0.1795054935711501,512,Please put that back in reception.
4,2,8,4,14,1.8571428571428572,0.1771924779845835,512,"I told you to bring your own, that's from our lobby."
5,4,3,6,13,1.8461538461538463,0.24925925763107157,512,"Let her out, Fred."
5,3,5,5,13,1.8461538461538463,0.22205779584216379,512,First visit?
7,3,4,5,12,1.8333333333333333,0.2409996018270737,512,"I'm sorry, but we cancelled the order because Governor Christie has dropped the class."
7,2,6,4,12,1.8333333333333333,0.207193853502687,512,"Sorry, that won't fly!"
7,1,8,3,12,1.8333333333333333,0.1666666666666666,512,"I'm sorry, we don't allow performance enhancing rugs."
10,3,3,5,11,1.8181818181818181,0.2634795772034443,512,Man cave yoga is in the back.
10,4,1,6,11,1.8181818181818181,0.2959785562927219,512,"Look, you and I both know that doesn't fly in here."
12,3,5,6,14,1.7857142857142858,0.21428571428571425,512,Yoga for idiots is tomorrow.
13,3,1,5,9,1.7777777777777777,0.32394177193585005,512,I assume you are new at this.
14,3,4,6,13,1.7692307692307692,0.23076923076923075,512,First class?
15,2,5,5,12,1.75,0.2175970699446223,512,Magic carpet yoga is on the roof
15,2,2,4,8,1.75,0.31339158526400435,512,"We voted to allow the rug, but not the coffee table."
15,3,3,6,12,1.75,0.25,512,"If she's actually dead, I don't think yoga can help."
15,1,7,4,12,1.75,0.17943514064131835,512,First time here?
15,2,5,5,12,1.75,0.2175970699446223,512,"No, I'm pretty sure all of the hotties have their own mats."
15,2,2,4,8,1.75,0.31339158526400435,512,Our position on this is inflexible.
15,1,4,3,8,1.75,0.25,512,Not if it was the last mat on Earth.
15,3,3,6,12,1.75,0.25,512,Your failure to follow instructions is restricting my infinite bliss.
15,3,3,6,12,1.75,0.25,512,"You're sure it's the one you came in with, and not my missing office rug?"
15,4,1,7,12,1.75,0.27866021451135636,512,The rug can stay but those tube socks have got to go.
25,3,2,6,11,1.7272727272727273,0.2727272727272727,512,First day?
