rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,2554,1760,1448,5762,2.1919472405414786,0.01068482012181676,584,"Hold on, the Senate Committee on Women's Health is getting out."
2,2223,2506,1115,5844,2.189596167008898,0.009570955316934438,584,"On second thought, bring the name tags."
3,2324,1591,1392,5307,2.175617109478048,0.01123176919845554,584,"Sir, the President's Council on Women's Health has arrived."
4,2510,1936,1538,5984,2.162433155080214,0.010423796512783943,584,The sperm bank class action lawsuit clients are here.
5,1257,1290,874,3421,2.1119555685472085,0.013359439643167468,584,We may have a problem in the copy room.
6,1404,1760,947,4111,2.111165166626125,0.011667771516875486,584,Remember when you wished we had a hundred just like him?
7,1476,1613,1149,4238,2.077159037281737,0.012032549911100773,584,"It's Mr. Wilson, sir. I think he's gone viral."
8,1707,1773,1364,4844,2.070809248554913,0.011396104691725683,584,"That's correct, sir. The door to accounting was left open and now they're loose."
9,1532,2044,1360,4936,2.0348460291734196,0.01088472590187287,584,"Okay, describe him again."
10,1604,2097,1493,5194,2.0213708124759338,0.010711346788183584,584,Tell Jim to stop messing with the 3D printer.
11,734,520,707,1961,2.0137684854665987,0.01936016841931335,584,"Sorry, but you never specified the gender of the 72 virgins."
12,1217,2004,1167,4388,2.011394712853236,0.01112715398541791,584,"Hey Jim, on second thought, we're going to need those name tags."
13,1490,1831,1469,4790,2.004384133611691,0.01135731185132726,584,The diversity training seminar looks like it's wrapping up.
14,172,177,173,522,1.9980842911877394,0.03561674513687581,584,That's right. The Diversity Committee meeting is just breaking up.
15,859,1291,892,3042,1.9891518737672584,0.01375659204259048,584,We might have been too specific in our job description.
16,569,803,651,2023,1.9594661393969353,0.017246421401740715,584,...and I'll be the one in high heels.
17,1311,1766,1512,4589,1.9561996077576813,0.011561294034517763,584,Describe him.
18,1020,1653,1248,3921,1.9418515684774291,0.012111752508188016,584,"Yes, of course we can spare one."
19,169,182,204,555,1.936936936936937,0.03472676019895147,584,Looks like the women's healthcare committee just got out.
20,233,325,287,845,1.936094674556213,0.02691263566155912,584,The 3-D printer is stuck again.
21,1021,1743,1301,4065,1.931119311193112,0.011806272969017336,584,I'm just not convinced they are as committed to diversity as they say.
22,883,1528,1132,3543,1.9297205757832345,0.012616345840997271,584,I'm just not sure I'm going to fit in at this company.
23,846,1158,1135,3139,1.9079324625676968,0.014085872862109002,584,"Yes, this is the office of Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, Haber, and Haber."
24,817,937,1090,2844,1.9040084388185654,0.015251670865502614,584,We're starting to see the effects of Trump's immigration restrictions.
25,253,400,351,1004,1.902390438247012,0.02429598966108528,584,"Clowns?? I thought you said ""send in the clones."""
26,762,1150,1054,2966,1.9015509103169252,0.014255914396536553,584,"There was a typo on his resume. Apparently he's ""one AND a million""."
27,290,368,406,1064,1.8909774436090225,0.02458018958781533,584,The President's council on diversity just arrived!
28,798,1525,1207,3530,1.8841359773371105,0.01253574313694074,584,I definitely stand out from the other applicants so I think I have a shot.
29,341,557,519,1417,1.8743824982357093,0.02043206089202921,584,I'm not sure... middle-aged white men all look the same to me.
30,391,562,597,1550,1.8670967741935485,0.02000251900548648,584,Scones! I clearly said two dozen scones!
31,287,473,472,1232,1.8498376623376624,0.021957841241191347,584,we've just figured out how he managed not to miss a day of work!
32,562,975,945,2482,1.8456889605157132,0.01533397829380044,584,"You were right. You've seen one accountant, you've seen em all."
33,710,1144,1190,3044,1.8423127463863338,0.014033824243401724,584,"No! I asked for copies of THE bill, not Bill."
34,600,980,1040,2620,1.83206106870229,0.015107489549362686,584,"We'll need 129 turkey-on-white, mayo only, and one Caesar salad, extra garlic."
35,177,229,297,703,1.829302987197724,0.030314489553808003,584,This is Acme Cloning. Your Fred's are done.
36,546,1233,1120,2899,1.8020006898930665,0.013593187278606355,584,I'm not sure we're hitting our diversity goals.
37,512,1028,1054,2594,1.7910562837316886,0.01469635291054201,584,Remember how I told Leonard I'd like to see more of him?
38,437,1088,971,2496,1.7860576923076923,0.014413465829813314,584,"Yes, he blends right in."
39,257,608,585,1450,1.773793103448276,0.019116440539832222,584,"Frankly Mr. Prescott, all the job applicants look pretty much the same."
40,392,660,846,1898,1.7608008429926238,0.017710988907391204,584,"Trust me Sally, meeting somebody at work is not an option."
41,427,853,970,2250,1.7586666666666666,0.015816971021777208,584,There may be a problem with our random sample.
42,147,356,363,866,1.7505773672055427,0.024676002240914076,584,Your request to find someone 'just like Marvin' turned out to be incredibly successful.
43,362,652,829,1843,1.746608790016278,0.017775623324726642,584,"Seriously... of all the people to clone, you chose Gus?"
44,292,564,720,1576,1.7284263959390862,0.018996737518944696,584,It's a clear case of identity theft.
45,245,525,634,1404,1.7229344729344729,0.01978687351124888,584,"Is he bald, with mustache and glasses?"
46,209,391,544,1144,1.707167832167832,0.02237957184482233,584,"Hello, Overstock.com?"
47,374,560,923,1857,1.704361873990307,0.01814448179894775,584,He hasn't come out yet
48,224,480,616,1320,1.7030303030303031,0.02038619988871083,584,I just realized I'm the token hire.
49,307,671,864,1842,1.6976112920738329,0.01719434097401881,584,Good meeting. Everyone's on the same page
50,366,647,969,1982,1.6957618567103936,0.017125619119741156,584,"The bald guy, with the mustache and glasses? Yeah, I see him."
51,333,559,870,1762,1.6952326901248582,0.018301900140885268,584,How do I turn off the 3D printer?
52,177,316,485,978,1.6850715746421268,0.024316905139879892,584,They normally don't migrate until tax season.
53,152,232,399,783,1.6845466155810984,0.027796135491997238,584,I've got a bunch of Bills here that need to be paid.
54,245,737,813,1795,1.6835654596100278,0.01651465049107021,584,"Well, it looks like our want ad may have been too narrowly focused"
55,207,324,562,1093,1.6752058554437328,0.023402766748213878,584,Trump's diversity coalition is here.
56,88,155,250,493,1.671399594320487,0.0342640437847334,584,Boss? It's about that new 3-D printer?
57,220,495,683,1398,1.6688125894134478,0.01959207555042912,584,"Ah yes, Mr. Jones your copies have arrived."
58,221,602,747,1570,1.6649681528662421,0.017928300136935808,584,This could be a challenge for our facial recognition software.
59,264,541,809,1614,1.6623296158612144,0.018478831948515993,584,I'm down here in Cloning. Bring a thousand pocket protectors.
60,155,419,530,1104,1.6603260869565217,0.021399211297234426,584,Remember when you said this company could use 100 more Bobs?
61,197,412,619,1228,1.6563517915309447,0.021102478693919378,584,"Could you please send someone down, the accountants have gotten loose again."
62,150,307,468,925,1.6562162162162162,0.024395745542159723,584,So much for our face recognition cybersecurity system.
63,129,269,411,809,1.6514215080346106,0.02599466253845813,584,"Good morning, Doppel, Doppel, Doppel, Doppel and Ganger. This is Maureen, how may I help you?"
64,93,157,280,530,1.6471698113207547,0.03309162518802232,584,"No, I am not kidding. And the worse part is, they all make 21% more than me."
65,163,347,531,1041,1.6464937560038424,0.02282247547169565,584,"Oh, you said clowns. I thought you said clones."
66,78,159,252,489,1.6441717791411044,0.03351757867049644,584,I'd like to place an order for one hundred pocket protectors.
67,69,141,230,440,1.634090909090909,0.035255526448820136,584,How do I turn off the 3D printer?
68,73,127,232,432,1.6319444444444444,0.03638392937555799,584,I have to call you back. The Blue Ribbon Panel to Determine Women's Reproductive Rights just adjourned.
69,199,271,596,1066,1.627579737335835,0.023875297300991402,584,"Okay, the good news is we figured out cloning. The bad news is we tested it on Ed."
