rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,3,1,0,4,2.75,0.28867513459481287,516,"Joe, do you understand the gravity of the situation?"
1,3,1,0,4,2.75,0.28867513459481287,516,If I am lying then let God strike me dead!
1,3,1,0,4,2.75,0.28867513459481287,516,I'm told the coffee here is to die for.
1,3,1,0,4,2.75,0.28867513459481287,516,You know that artificial sweetener will kill ya.
5,2,1,0,3,2.6666666666666665,0.408248290463863,516,The wife said her lawyer would be dropping something off today...
5,2,1,0,3,2.6666666666666665,0.408248290463863,516,There is nothing worse than paying five dollars for coffee
5,2,1,0,3,2.6666666666666665,0.408248290463863,516,In construction it's the overhead that kills you.
8,4,0,1,5,2.6,0.4000000000000002,516,How many lumps did you say you wanted again?
9,2,2,0,4,2.5,0.28867513459481287,516,Good news. I got my cholesterol down below 200.
9,2,2,0,4,2.5,0.28867513459481287,516,"I mean, what's the worst that could happen?"
9,3,0,1,4,2.5,0.5,516,This café is always hit or miss.
9,2,2,0,4,2.5,0.28867513459481287,516,I'm being terminated.
9,3,0,1,4,2.5,0.5,516,Roses. Why?
14,3,1,1,5,2.4,0.39999999999999997,516,So far the divorce has been surprisingly civil.
14,3,1,1,5,2.4,0.39999999999999997,516,I'm learning to just live in the moment.
16,2,0,1,3,2.3333333333333335,0.6666666666666669,516,Is there time for a cappuccino?
16,1,2,0,3,2.3333333333333335,0.408248290463863,516,My LDL is a little high.
16,2,0,1,3,2.3333333333333335,0.6666666666666669,516,"Tell me, can this day get any worse?"
19,1,3,0,4,2.25,0.28867513459481287,516,Wait. It'll come to me in a second.
19,1,3,0,4,2.25,0.28867513459481287,516,I will e-mail your raise and the promotion to HR this afternoon.
19,1,3,0,4,2.25,0.28867513459481287,516,My friends call me Lucky.
19,1,3,0,4,2.25,0.28867513459481287,516,"So, what's the BAD news?"
19,2,1,1,4,2.25,0.47871355387816905,516,Let's order dessert first!
19,1,3,0,4,2.25,0.28867513459481287,516,And that's when it hit me!
19,2,1,1,4,2.25,0.47871355387816905,516,I just scored tickets to 'Hamilton.'
19,1,3,0,4,2.25,0.28867513459481287,516,Overhead is killing us.
19,2,1,1,4,2.25,0.47871355387816905,516,I've been having an affair with the wife of a cartoonist.
19,1,3,0,4,2.25,0.28867513459481287,516,I specifically requested a second lump.
19,2,1,1,4,2.25,0.47871355387816905,516,"So thanks for the lunch, but I just don't need any more life insurance."
19,2,1,1,4,2.25,0.47871355387816905,516,Remember when flying toaster screensavers were cool?
19,2,1,1,4,2.25,0.47871355387816905,516,I'm convinced the link between caffeine and headaches is inconclusive.
19,2,1,1,4,2.25,0.47871355387816905,516,It's actually been a nice little Monday.
19,1,3,0,4,2.25,0.28867513459481287,516,The divorce was very amicable. Why do you ask?
19,2,1,1,4,2.25,0.47871355387816905,516,"Duck? No, I ordered roast beef."
19,1,3,0,4,2.25,0.28867513459481287,516,I quit eating pastrami. That stuff will kill you.
