,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,You and your surfaris.,2.017933390264731,0.02865049825977737,1171.0,552.0,46.0,573.0
1,2,I just couldn't 'catch and release because who would've believed such a whale of a tale?,1.87012987012987,0.03908154973123816,539.0,261.0,87.0,191.0
2,3,Of course I knew I was marrying a mermaid. I just didn't expect to live with my mother-in-law too.,1.859375,0.03780226153618973,512.0,228.0,128.0,156.0
3,4,"I'll bet that last restaurant will never have ""All You Can Eat Shrimp"" on their lunch menu again.",1.828125,0.042737456844337066,448.0,228.0,69.0,151.0
4,5,"Yes, I love him. I'll always love him. I'm just saying I still think the hospital switched him at birth.",1.8215102974828372,0.04111463456919842,437.0,207.0,101.0,129.0
5,6,He wants to know if you can move your seat up,1.7964376590330788,0.04105908043183655,393.0,178.0,117.0,98.0
6,7,It's the only way he'll fall asleep.,1.7753424657534247,0.042286920772993085,365.0,169.0,109.0,87.0
7,8,He's not endangered. He's wearing a seatbelt.,1.7609329446064141,0.04373689295446425,343.0,163.0,99.0,81.0
8,9,"At least when we brought home the elephant, we had extra trunk room.",1.7147651006711409,0.05128179098035561,298.0,171.0,41.0,86.0
9,10,This is where the blubber meets the road.,1.695970695970696,0.048928065666418434,273.0,143.0,70.0,60.0
10,11,It's the only way to get him to fall asleep.,1.6948529411764706,0.0462497388100098,272.0,133.0,89.0,50.0
11,12,They warned us not to feed him the growth hormone before we returned the rent-a-car.,1.6925925925925926,0.05446916110073003,270.0,162.0,29.0,79.0
12,13,Cop said he had to issue me a cetacean.,1.674509803921569,0.05092692056880255,255.0,139.0,60.0,56.0
13,14,"I was with you on ""Save the Rainforests"" and ""Save the Monarch Butterfly"" but this is a bit too much.""",1.6598360655737705,0.05042596557822942,244.0,131.0,65.0,48.0
14,15,"He hates the interstate, but he loves the car wash.",1.6554621848739497,0.04796092115993075,238.0,120.0,80.0,38.0
15,16,"I swear the ad said ""single white male.""",1.6554621848739497,0.051179731791758665,238.0,129.0,62.0,47.0
16,17,It's the only way I get him to sleep.,1.648068669527897,0.050734874659188606,233.0,125.0,65.0,43.0
17,18,"Since we're getting it all out, I never liked your cat.",1.648068669527897,0.051098201286655175,233.0,126.0,63.0,44.0
18,19,So much for the new car smell.,1.6322869955156951,0.0542775987212816,223.0,129.0,47.0,47.0
19,20,"Why don't you just say what's really bothering you. And don't say ""the whale"" again.",1.6322869955156951,0.05041890803624073,223.0,119.0,67.0,37.0
20,21,At least the new car smell is gone.,1.6232558139534885,0.05201518698240395,215.0,118.0,60.0,37.0
21,22,Already? You would think he'd have a bigger bladder.,1.6161137440758293,0.05245178402362654,211.0,117.0,58.0,36.0
22,23,"Okay, we saved him - now what?",1.608695652173913,0.05200008564727043,207.0,114.0,60.0,33.0
23,24,So I finally saved one. Now what should we do with it?,1.5970149253731345,0.05143662693962316,201.0,110.0,62.0,29.0
24,25,The one millionth visitor to Aquaworld. And you couldn't just take the cash prize?,1.595959595959596,0.05350762928549802,198.0,112.0,54.0,32.0
25,26,We'll see what the Smiths and their stupid dolphin have to say now.,1.595,0.053093971872955885,200.0,113.0,55.0,32.0
