rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,258,226,295,779,1.9525032092426187,0.030158717296386053,550,"When I asked you to line up a meeting with the Department Chairs, this is not what I meant."
2,90,152,168,410,1.8097560975609757,0.03807968579298116,550,Are you willing to relocate?
3,94,120,172,386,1.7979274611398963,0.041034855631320866,550,Where do you see yourself five chairs from now?
4,59,120,140,319,1.7460815047021943,0.04193997841916307,550,"Actually, we were looking for someone a bit more aggressive."
5,66,105,147,318,1.7452830188679245,0.043684074449362086,550,"At one point I had them in a semicircle, but it gave people a sense of equality."
6,70,78,151,299,1.7290969899665551,0.047265563962601544,550,Martin realized he was facing some fierce competition for the ghost writer position.
7,55,89,135,279,1.7132616487455197,0.04641014766505572,550,For $25 you can upgrade to the Business Class interview.
8,57,68,138,263,1.6920152091254752,0.04967797965147531,550,"As you can see, we do things differently here at Pez."
9,43,88,124,255,1.6823529411764706,0.046702370861814585,550,Obviously you weren't my first choice.
10,38,97,119,254,1.6811023622047243,0.04517924480754083,550,What makes you think you were not our first choice?
11,33,105,114,252,1.6785714285714286,0.043731205720808804,550,I'm looking for someone with whom I can work closely--but not too closely.
11,42,87,123,252,1.6785714285714286,0.046872106156890775,550,"To be honest, you weren't our first choice for this position."
13,44,80,125,249,1.6746987951807228,0.048063046027808934,550,You weren't our first choice.
14,36,94,117,247,1.6720647773279351,0.04561645011154224,550,Where do you see yourself sitting in five years?
15,42,80,124,246,1.6666666666666667,0.047966214166375115,550,"I'm afraid this is the end of the line for you, Jenkins."
16,35,89,116,240,1.6625,0.04643168449415908,550,"The good news is, there's room for advancement."
17,50,56,131,237,1.6582278481012658,0.052355728983919686,550,Thank you for lining up a meeting with the department chairs.
18,30,95,111,236,1.6567796610169492,0.045178484147901016,550,"As you can see, we have plenty of advancement opportunities."
18,39,77,120,236,1.6567796610169492,0.04863798587601301,550,"So, how's the assertiveness training course going?"
20,27,77,96,200,1.655,0.049923308017569175,550,In which chair do you see yourself sitting in five years?
21,48,57,130,235,1.651063829787234,0.05212125727520616,550,"I have good news and bad news, Agent 008."
22,29,87,110,226,1.6415929203539823,0.04650393594081754,550,Correct. Advance one chair.
23,23,92,103,218,1.6330275229357798,0.04519863239914945,550,"I must admit, you weren't our first choice."
24,33,68,113,214,1.6261682242990654,0.050466964703994574,550,"For an additional $75, you can upgrade your interview from economy to first class."
24,30,74,110,214,1.6261682242990654,0.049145535092186,550,"Well, you're remotely qualified."
24,33,68,113,214,1.6261682242990654,0.050466964703994574,550,"Norm, this isn't what I meant about lining up a meeting."
27,34,67,115,216,1.625,0.05054078780249486,550,Where do you see yourself in seven chairs?
28,30,71,110,211,1.6208530805687205,0.049749597868224506,550,"I won't lie, you are not my first choice."
28,39,53,119,211,1.6208530805687205,0.053677288775587834,550,"I have a risky assignment for you, 008."
30,31,68,111,210,1.619047619047619,0.05040817885890854,550,We got rid of middle management.
31,28,72,108,208,1.6153846153846154,0.049437275916703965,550,"I'm afraid it's the end of the line for you, Mr. Jones."
32,36,49,113,198,1.6111111111111112,0.05524705401907773,550,And you must be Mr. Zyzzik
33,29,67,109,205,1.6097560975609757,0.05053053960649849,550,"Yes, I rowed in college. How did you know?"
34,30,65,111,206,1.6067961165048543,0.05083961991672567,550,"Due to some recent layoffs, you'll report directly to me."
35,37,46,116,199,1.6030150753768844,0.05556174064836609,550,"Just being careful, until the sexual harassment suits are settled."
35,38,44,117,199,1.6030150753768844,0.05601665706381443,550,You'll be working with a team of seven ghostwriters.
35,31,58,110,199,1.6030150753768844,0.05274991900945567,550,"This is just a simulation, Mrs. Grierson. In Alaska, you'll use real dogs."
38,34,51,113,198,1.601010101010101,0.05441107414381394,550,Welcome to your first day of assertiveness training.
39,32,54,111,197,1.598984771573604,0.05369391290335974,550,Will I lose my place if I go to the restroom?
40,23,71,102,196,1.596938775510204,0.04937022622705697,550,My employees tell me that I am hard to reach.
40,27,63,106,196,1.596938775510204,0.0514464161311511,550,We need more middlemen.
42,21,74,101,196,1.5918367346938775,0.04834977943610925,550,"As you can see, there's plenty of room for advancement."
43,24,66,103,193,1.5906735751295338,0.050543038899291896,550,"Great answer, move up one chair."
44,27,58,106,191,1.5863874345549738,0.05257874917132523,550,Unapproachable in what way?
44,31,50,110,191,1.5863874345549738,0.05463489057725996,550,"So, why do you want to work for Amtrak?"
44,31,50,110,191,1.5863874345549738,0.05463489057725996,550,"As you know, you weren't my first choice for this job."
47,27,57,106,190,1.5842105263157895,0.05281088920769008,550,Where do you see yourself five chairs from now?
48,25,60,104,189,1.582010582010582,0.05197301514373191,550,"It's true, you're not our first choice..."
49,26,59,106,191,1.581151832460733,0.05209635248312741,550,For fifty dollars you can upgrade to a First Class interview.
50,17,75,96,188,1.5797872340425532,0.04764423982857656,550,"It's not the typical workplace, but there's room to advance."
50,21,67,100,188,1.5797872340425532,0.049975301525681894,550,Thank you for applying for one of our remote positions.
52,15,77,93,185,1.5783783783783785,0.0469747267829328,550,You have room to advance here.
52,31,45,109,185,1.5783783783783785,0.056095413908973706,550,"Johnson, I really need you to be upfront with me."
52,22,63,100,185,1.5783783783783785,0.051165474710928256,550,"Now, you've probably heard I can be a bit distant..."
55,24,58,102,184,1.576086956521739,0.05253571984250024,550,"Yes, Wilkins, there is a reason you’re always the last to know."
56,25,55,103,183,1.5737704918032787,0.05333812721297622,550,"On the plus side, there's a lot of room for advancement."
56,20,65,98,183,1.5737704918032787,0.05044511485468229,550,I think you have the potential to move forward.
58,25,54,103,182,1.5714285714285714,0.05358028178520559,550,I may not be able to see you today.
59,31,41,109,181,1.569060773480663,0.057143680803078446,550,Let me ask you the same question I asked the others...
59,24,55,102,181,1.569060773480663,0.053251185679652986,550,"Yes, this is a metaphor."
59,23,57,101,181,1.569060773480663,0.052671637738766444,550,Correct. Move forward one seat.
62,29,44,107,180,1.5666666666666667,0.05632000437334219,550,"Yes I was a coxswain in college, how did you know?"
62,29,44,107,180,1.5666666666666667,0.05632000437334219,550,"Let me be clear son, you're eighth in line for the job and nobody else applied."
64,24,54,103,181,1.5635359116022098,0.053289385961236946,550,"Son, I feel like we've never been close."
65,32,36,110,178,1.5617977528089888,0.05849967886074933,550,…and when did you last see your cloak of invisibility?
65,26,48,104,178,1.5617977528089888,0.055148278254157024,550,"I am sorry, I think we are looking for someone a little more assertive."
65,24,52,102,178,1.5617977528089888,0.05398492984398798,550,There is plenty of room for advancement here.
65,25,50,103,178,1.5617977528089888,0.054569704253634325,550,I'll be perfectly frank - you weren't my first choice.
65,21,58,99,178,1.5617977528089888,0.05219130898965715,550,"I just wish you could be more up front with me, Henderman."
65,22,56,100,178,1.5617977528089888,0.05279595350140652,550,"As you can see, there's plenty of advancement potential."
65,23,54,101,178,1.5617977528089888,0.05339375130285839,550,Give an example of a time when you showed initiative.
72,19,54,92,165,1.5575757575757576,0.053930175184044735,550,I can see there's a lot of room for advancement.
73,21,56,99,176,1.5568181818181819,0.05266650102843849,550,"As you probably know, Peterson, you were not my first choice for this assignment."
73,28,42,106,176,1.5568181818181819,0.056818181818181816,550,And you're sure you don't want to pay for an upgrade before your interview?
75,22,52,99,173,1.5549132947976878,0.053987498023609505,550,"Jenkins, it's plain to me there is a lot of room for you to move up in this organization."
75,25,46,102,173,1.5549132947976878,0.05582374000572075,550,You weren't our first choice.
75,21,54,98,173,1.5549132947976878,0.05336137749087397,550,You are far and away the best candidate for this position.
75,17,62,94,173,1.5549132947976878,0.05077975253209487,550,"The secret to my success, my boy? Linear thinking."
79,22,47,95,164,1.5548780487804879,0.056224848920455726,550,You're the last person I expected to see here.
80,11,72,88,171,1.5497076023391814,0.04704091617192069,550,We're looking for someone who is farsighted.
80,24,46,101,171,1.5497076023391814,0.055742628563343784,550,I was a coxswain at Yale.
82,21,51,98,170,1.5470588235294118,0.054111669035279863,550,I'm here about the interior design job.
82,20,53,97,170,1.5470588235294118,0.05346455911638464,550,So how shall we move forward?
84,21,50,98,169,1.544378698224852,0.05436600178436971,550,Is there anybody here I haven't fired yet?
84,31,30,108,169,1.544378698224852,0.060498644045672206,550,"In the line to audition for the role of the ""Invisible Man,"" Ted wasn't sure whether his chances were exceedingly high or exceedingly low."""
86,24,45,102,171,1.543859649122807,0.05577149206226871,550,"Not the best start to your assertiveness training, Wilson."
87,17,50,88,155,1.5419354838709678,0.05510298822253791,550,"Yes, I was a coxswain at Harvard. Why do you ask?"
88,26,39,103,168,1.5416666666666667,0.057793131930010774,550,You would be replacing our director of Feng Shui.
88,21,49,98,168,1.5416666666666667,0.054622487137909334,550,"Yes, it's an entry level position: but, there are many opportunities to move up."
88,19,53,96,168,1.5416666666666667,0.05330144559270083,550,My decorator was a flight attendant.
88,28,35,105,168,1.5416666666666667,0.059013711094448675,550,"Thank you for coming Mr. Wilkens, and thanks for not disturbing the cats."
88,26,39,103,168,1.5416666666666667,0.057793131930010774,550,Where do you see yourself in five chairs.
88,18,55,95,168,1.5416666666666667,0.052628491360117234,550,There's a lot of room for advancement here.
88,26,39,103,168,1.5416666666666667,0.057793131930010774,550,You will have one more try when the music starts.
95,25,40,102,167,1.5389221556886228,0.057450149338746044,550,"So, Jenkins, where do you see yourself sitting in five years or so?"
95,18,54,95,167,1.5389221556886228,0.052872540990529085,550,"Yes, our company does offer opportunities to advance. Why do you ask?"
97,17,57,95,169,1.5384615384615385,0.05173790070265764,550,"I assure you, there is room for advancement here."
98,25,39,102,166,1.536144578313253,0.057729693464359244,550,"So, how about it? Want to be Secretary of State?"
99,19,50,96,165,1.5333333333333334,0.05405462002726678,550,"Good news, Johnson, you're in line for a promotion."
100,19,48,95,162,1.5308641975308641,0.05480713233640329,550,I see no obstacles to you moving up in the Company.
100,17,52,93,162,1.5308641975308641,0.053389692663818274,550,...and the position offers room for advancement.
100,22,42,98,162,1.5308641975308641,0.056867085939448316,550,"Let there be no illusion, you are not my first choice."
100,27,32,103,162,1.5308641975308641,0.06014375814456751,550,I am the chair man.
100,22,42,98,162,1.5308641975308641,0.056867085939448316,550,They call me the chairman.
100,18,50,94,162,1.5308641975308641,0.05410305461652324,550,"Yes, it does indicate how much we value your opinion."
100,27,32,103,162,1.5308641975308641,0.06014375814456751,550,"Finally, to my cousin Bob: these eight chairs."
100,17,52,93,162,1.5308641975308641,0.053389692663818274,550,"You're my first choice, of course. Why do you ask?"
108,22,41,98,161,1.5279503105590062,0.05714623268452903,550,What would Rosa Parks do?
108,21,43,97,161,1.5279503105590062,0.05646283873913478,550,"Mr. Chairman, I'd be the last guy to disagree with you!"
110,23,38,99,160,1.525,0.058108281053942945,550,Welcome to the firm. You'll find many opportunities for advancement here.
110,20,44,96,160,1.525,0.056042156190141815,550,"Other than the restraining order, I see no other problems in hiring you."
110,21,42,97,160,1.525,0.056739224727180654,550,"Yes, there is plenty of room for advancement here."
110,23,38,99,160,1.525,0.058108281053942945,550,"Mr. Swenson, during your 20 years working for the railroad, did you ever work outside the caboose?"
110,24,36,100,160,1.525,0.05878085299861922,550,"So, where do you see yourself in five chairs?"
110,19,46,95,160,1.525,0.05533630741420133,550,"I'm sure you're wondering why I summoned you here, 008."
116,20,43,96,159,1.5220125786163523,0.056315553836984986,550,"Just to be clear, Bixby--you're not my first choice."
116,20,43,96,159,1.5220125786163523,0.056315553836984986,550,You can move when the music starts.
116,17,49,93,159,1.5220125786163523,0.054153551280283825,550,We'll let you know if a spot opens up.
119,25,32,101,158,1.518987341772152,0.060047495906834183,550,I have to fire one of you today
119,22,38,98,158,1.518987341772152,0.05799848963060095,550,"I once sat in that very seat, Johnson. Look where I am now."
119,19,44,95,158,1.518987341772152,0.05587439336745038,550,"I'll take one more question. ... You, in the back there!"
119,28,26,104,158,1.518987341772152,0.06202885401111011,550,I see you take a back seat to nobody
123,14,53,90,157,1.515923566878981,0.052384818035921876,550,Rule #1: Don't appear too eager.
123,12,57,88,157,1.515923566878981,0.0508020720640451,550,You'll always have opportunities to move up in the company.
123,20,41,96,157,1.515923566878981,0.05686936842119217,550,You're apparently the only one here who knows his place.
123,17,47,93,157,1.515923566878981,0.054673093132188585,550,I understand you're interested in moving up.
123,14,53,90,157,1.515923566878981,0.052384818035921876,550,Interesting choice.
123,14,53,90,157,1.515923566878981,0.052384818035921876,550,There's a lot of room for advancement.
123,19,43,95,157,1.515923566878981,0.056146823127379,550,You'd report directly to me.
123,27,27,103,157,1.515923566878981,0.061690682326604546,550,"Sorry, ma'am. I'm just waiting for the male applicants to arrive."
131,20,40,96,156,1.5128205128205128,0.057149825211330676,550,"I realize there were some no-shows, Mr. Johnson, but you're still going to have to wait your turn."
132,21,36,96,153,1.5098039215686274,0.05873746714268886,550,"No Saunders, you really weren't my first choice."
132,17,44,92,153,1.5098039215686274,0.05573233171433291,550,"To be honest, you weren't our first choice for this position."
132,18,42,93,153,1.5098039215686274,0.05649860272893429,550,"As you have no doubt discovered, this is both an interview and a hearing test."
132,18,42,93,153,1.5098039215686274,0.05649860272893429,550,"I'll say right off, Ms. Zarnowski, you weren't our first choice."
136,22,35,98,155,1.5096774193548388,0.05887347843439111,550,Are you comfortable working remotely?
136,21,37,97,155,1.5096774193548388,0.05815753848301475,550,Those are reserved.
136,19,41,95,155,1.5096774193548388,0.05669854426068268,550,The editor tells me you come from a long line of ghost writers.
136,17,45,93,155,1.5096774193548388,0.05520100144162101,550,Where do you see yourself in seven chairs?
140,19,39,94,152,1.506578947368421,0.05754104308015115,550,I think you have quite a few opportunities to move up here.
140,14,49,89,152,1.506578947368421,0.05362163518626068,550,Are you willing to move closer for this position?
140,18,41,93,152,1.506578947368421,0.056778809982344074,550,Good answer. Move up one chair
140,16,45,91,152,1.506578947368421,0.05522278978401745,550,I think you'll find there's plenty of room for advancement here.
140,18,41,93,152,1.506578947368421,0.056778809982344074,550,"As you can see, there is plenty of room for advancement at our firm."
140,15,47,90,152,1.506578947368421,0.05442810060794981,550,Intimacy issues if you must know.
140,21,35,96,152,1.506578947368421,0.05903599232869016,550,Correct! Please move forward one chair!
140,17,43,92,152,1.506578947368421,0.05600620400697103,550,"So, where do you see yourself in five chairs?"
140,22,33,97,152,1.506578947368421,0.05976944675981065,550,You said you had trouble picturing your place in management. Does this help?
149,15,46,90,151,1.5033112582781456,0.05469092138294723,550,Well then you should have selected your seat online.
149,20,36,95,151,1.5033112582781456,0.05858837756303271,550,Welcome to Caterpillar .
149,19,38,94,151,1.5033112582781456,0.05782990372392057,550,"If no one shows up for the 10:00, 10:15, 10:30, 10:45, 11:00, 11:15 or 11:30, you and I will do lunch."
149,24,28,99,151,1.5033112582781456,0.06152884582430164,550,"Happy, Sneezy, Sleepy, Bashful, Dopey, Doc, Grumpy, Johnson: Thanks for coming in on such short notice."
149,15,46,90,151,1.5033112582781456,0.05469092138294723,550,You'll have plenty of opportunity to move up here.
149,15,46,90,151,1.5033112582781456,0.05469092138294723,550,"Yes sir, all department chairs are present."
149,21,34,96,151,1.5033112582781456,0.05933715704530363,550,Welcome to the Bureau of Missing Persons.
149,19,38,94,151,1.5033112582781456,0.05782990372392057,550,Have another seat.
149,17,42,92,151,1.5033112582781456,0.0562823002658635,550,"In five years, which chair do you see yourself in?"
149,19,38,94,151,1.5033112582781456,0.05782990372392057,550,"Why yes, I was the coxswain of my college rowing team! Why do you ask?"
149,18,40,93,151,1.5033112582781456,0.05706134894976958,550,"Well, it looks like we're all here."
160,17,41,92,150,1.5,0.056560632470065875,550,I think you'll find many opportunities for promotion here.
160,15,45,90,150,1.5,0.054955747908548375,550,That answer was correct. Please move forward one seat.
160,17,41,92,150,1.5,0.056560632470065875,550,"Now that your clients are here, 'The Last Will and Testament of Snow White.'"
160,16,43,91,150,1.5,0.055763964052073046,550,"I hope you understand. In this new position, you will take a back seat to everyone."
160,15,45,90,150,1.5,0.054955747908548375,550,A fine answer! Please advance two chairs this time.
160,16,43,91,150,1.5,0.055763964052073046,550,"Other than vision and hearing, what are your greatest strengths?"
160,16,43,91,150,1.5,0.055763964052073046,550,"I said, ""THERE'S ALL SORTS OF OPPORTUNITIES TO MOVE UP IN THIS COMPANY."""
160,13,49,88,150,1.5,0.053302563831038825,550,Good news. You're in line for a promotion
160,16,43,91,150,1.5,0.055763964052073046,550,"Before we begin, please make sure your briefcase is stowed directly underneath the seat in front you."
160,22,31,97,150,1.5,0.06038652530555759,550,I'm not going to lie to you. You're not the first person I've interviewed for this job.
160,15,45,90,150,1.5,0.054955747908548375,550,"Okay, I'll be honest--from where I sit I don't see you moving up in this company."
171,12,50,87,149,1.4966442953020134,0.05270151574499385,550,This may surprise you...but I'm not a people person.
171,16,42,91,149,1.4966442953020134,0.056037743067406394,550,Correct! Move one seat forward.
171,16,42,91,149,1.4966442953020134,0.056037743067406394,550,"As you can see, we have a lot of opportunity for advancement here."
174,14,46,90,150,1.4933333333333334,0.05413271178052048,550,You want to guess what happened to the first seven?
175,22,29,97,148,1.4932432432432432,0.0610147547414506,550,So where do you see yourself in 7 chairs?
175,18,37,93,148,1.4932432432432432,0.05792310111458492,550,You're hired. I see something in you that I can't see in the others.
177,14,42,86,142,1.4929577464788732,0.05631305010165065,550,"Our ideal candidate is bold, self-motivated, and farsighted."
178,22,28,97,147,1.489795918367347,0.06133311272470447,550,"It's why they call me the Chairman, in case you were wondering."
178,17,38,92,147,1.489795918367347,0.05740915359002901,550,"I'll be right with you, soon as I finish up with these nobodies."
178,21,30,96,147,1.489795918367347,0.060568661503996875,550,The Chairman? He's across the hall. I'm the Chair Man.
181,15,41,89,145,1.4896551724137932,0.05632183908045977,550,Congratulations. I'm promoting you to Vice-Vice-Vice-Vice-Vice-Vice-Vice-Chair.
181,22,27,96,145,1.4896551724137932,0.06198909292525898,550,We are hoping you can help. We had to fire our last interior decorator.
181,12,47,86,145,1.4896551724137932,0.05371027122968311,550,A position may have just opened up.
181,19,33,93,145,1.4896551724137932,0.059626263675139936,550,"Oh no, I'm not selling shares. I'm selling chairs."
181,17,37,91,145,1.4896551724137932,0.05799758993812811,550,Zymbrowski?
186,21,27,93,141,1.4893617021276595,0.06255050342631209,550,I'm thinking that feng shui guy was a scam artist.
187,22,27,97,146,1.4863013698630136,0.06165433175743328,550,"Mitt, I am seriously considering you for Secretary of State."
188,16,38,90,144,1.4861111111111112,0.05745349721793278,550,"Thirty-seven years ago, I was where you are now."
188,12,46,86,144,1.4861111111111112,0.05396669300661864,550,You're not my first choice.
188,16,38,90,144,1.4861111111111112,0.05745349721793278,550,How did you get into this line of work?
191,15,39,89,143,1.4825174825174825,0.056884152807725796,550,"OK, let's hear from someone in the back of the room."
191,17,35,91,143,1.4825174825174825,0.05859004141602708,550,"You're out of line, Harris."
191,15,39,89,143,1.4825174825174825,0.056884152807725796,550,There's a high potential for advancement in your current position.
191,11,47,85,143,1.4825174825174825,0.05330886057396611,550,That answer is correct. You may move up 1 chair.
191,19,31,93,143,1.4825174825174825,0.06024764780147719,550,Is anyone not here for the Invisible Man audition?
191,16,37,90,143,1.4825174825174825,0.05774339699820434,550,"As you can see, there's plenty of room to move up."
191,13,43,87,143,1.4825174825174825,0.05512549979976262,550,You seem distant...
191,15,39,89,143,1.4825174825174825,0.056884152807725796,550,"I don't care what the feng shui book says, we're moving everything back tomorrow."
191,17,35,91,143,1.4825174825174825,0.05859004141602708,550,I assume you and I are the only ones who did not eat from the buffet.
200,15,33,83,131,1.4809160305343512,0.06067843589189088,550,"As you might have already guessed, I am the chairperson."
201,18,33,93,144,1.4791666666666667,0.05910556942639447,550,"Sorry, Bagley. That seat is taken."
202,9,50,83,142,1.4788732394366197,0.05166135113597186,550,"Now, Eighth Vice President is still an important position"
202,18,32,92,142,1.4788732394366197,0.05973195366801254,550,I shall now read the last will and testament of Snow White.
202,20,28,94,142,1.4788732394366197,0.06138148361461858,550,"We'll get started in a minute Jack...just waiting for Ivanka, Eric, Don Jr., Melania, Jared, Tiffany and Barron."
202,14,40,88,142,1.4788732394366197,0.0562880609501643,550,So where do you see yourself in seven chairs from now?
202,11,46,85,142,1.4788732394366197,0.05356001720433138,550,I don’t know where people get the idea that I’m unapproachable.
202,15,38,89,142,1.4788732394366197,0.05716848717953325,550,You're hired. I like a man who takes a back seat to no one.
202,19,30,93,142,1.4788732394366197,0.060562334910938195,550,We're looking for a far-sighted individual to teach in our distance learning program.
202,16,36,90,142,1.4788732394366197,0.05803555847291817,550,There's a reason I'm called the chairman.
202,15,38,89,142,1.4788732394366197,0.05716848717953325,550,Was there a question in the back?
211,12,43,86,141,1.475177304964539,0.05474594569258878,550,As you can see our company offers many opportunities for advancement .
211,16,35,90,141,1.475177304964539,0.05832998422896027,550,I like a man who knows when to take a back seat.
211,18,31,92,141,1.475177304964539,0.06004182963016858,550,"So, 008, let me tell you about this mission."
211,16,35,90,141,1.475177304964539,0.05832998422896027,550,I'd like to offer you a new position.
211,11,45,85,141,1.475177304964539,0.053812651367333326,550,We can offer you an upgrade if you're willing to take a later meeting.
216,14,39,89,142,1.471830985915493,0.05626618633855954,550,"Good answer, you may move one chair forward."
216,22,23,97,142,1.471830985915493,0.06296828322276123,550,"Tell me why we're sitting here like this, and the job is yours."
216,15,37,90,142,1.471830985915493,0.05714694957696823,550,So your greatest weakness is putting others before yourself?
219,15,36,89,140,1.4714285714285715,0.057743503029544695,550,There is ample opportunity to move up in our organization.
219,15,36,89,140,1.4714285714285715,0.057743503029544695,550,"Excellent work, Simmons. You can move up one chair. But don't let this go to your head."
219,17,32,91,140,1.4714285714285715,0.0594967393052817,550,"Just screwin with you kid, come on up."
219,15,36,89,140,1.4714285714285715,0.057743503029544695,550,"Look under your chair, Perkins, there's a pink slip for you, too."
223,12,42,87,141,1.4680851063829787,0.05471968864278462,550,"The climb up the corporate ladder may be rough, but it's also quite comfy."
223,13,40,88,141,1.4680851063829787,0.05563776997469444,550,You have two minutes to move four chairs and form three triangles. Go!
223,17,32,92,141,1.4680851063829787,0.05916781167266442,550,Where do you see yourself three seats from now?
223,16,34,91,141,1.4680851063829787,0.05830534122649627,550,"On a scale of 1 to 8, how would you rate your aggressiveness?"
