rank,caption,score,precision,count,unfunny,somewhat_funny,funny,contest
1,So much for the suggestion box being anonymous,2.0821701936064843,0.011592466394245046,4442.0,1158.0,1761.0,1523.0,583
2,"Don't worry, Ken's in stocks. You'll be working in bonds.",2.0762545556490046,0.012901634824415809,3567.0,933.0,1429.0,1205.0,583
3,"Whatever you do, don't take the stock option.",2.0733269292347103,0.014077466788998887,3123.0,860.0,1174.0,1089.0,583
4,Let's see him check his phone during a meeting now.,2.058666666666667,0.012484095569406068,3750.0,992.0,1546.0,1212.0,583
5,It was a very hostile takeover.,2.0342982242763314,0.012159502858830615,4111.0,1181.0,1608.0,1322.0,583
6,"I thought they were putting art in the lobby, not Art in the lobby.",1.9993975903614456,0.013732511698213346,3320.0,1040.0,1242.0,1038.0,583
7,It says very clearly that there are penalties for early withdrawal.,1.999243761028485,0.012244929990887634,3967.0,1181.0,1608.0,1178.0,583
8,He chose the stock option.,1.995530393325388,0.013555513393027848,3356.0,1042.0,1287.0,1027.0,583
9,We've found it more cost-effective than a motivational speaker.,1.9276139410187667,0.0203382558170788,1492.0,518.0,564.0,410.0,583
10,Tom actually believed that the CEO wanted his honest opinion.,1.927381745502998,0.020401092600271297,1501.0,527.0,556.0,418.0,583
11,It's the only treatment for carpal tunnel syndrome that's still covered by our company's health plan.,1.9243243243243244,0.03416157838096548,555.0,202.0,193.0,160.0,583
12,Ted's in stocks. You'll be working primarily with bonds.,1.898142937535172,0.012972874150432656,3554.0,1262.0,1392.0,900.0,583
13,Our employee retention program is unmatched in the industry.,1.89119170984456,0.019902838371721663,1544.0,565.0,582.0,397.0,583
14,I'm liking the new policy on sexual harassment.,1.883908045977012,0.015499261759501146,2610.0,987.0,939.0,684.0,583
15,"Now he'll think twice before hitting ""reply all.""",1.878367346938776,0.02195701863633153,1225.0,445.0,484.0,296.0,583
16,That's Dave. He's in stocks.,1.8720626631853785,0.01741525050483666,1915.0,694.0,772.0,449.0,583
17,I prefer bonds. With stocks it's too easy to get locked in.,1.8699148533585617,0.016856497481942557,2114.0,790.0,809.0,515.0,583
18,"Yep, he's the one who hit ""reply all"".",1.8681887366818881,0.01370384690430694,3285.0,1258.0,1202.0,825.0,583
19,"He hit ""Reply All"".",1.8634920634920635,0.01579180470088501,2520.0,987.0,890.0,643.0,583
20,So we finally figured out whose car had the Trump bumper sticker on it.,1.8414450577019568,0.018122715236846203,1993.0,835.0,639.0,519.0,583
21,It's uncanny how his eyes seem to follow you.,1.8169705469845725,0.02098939651948797,1426.0,602.0,483.0,341.0,583
22,That's who you'll be replacing.,1.8112600536193029,0.017736161667992266,1865.0,756.0,705.0,404.0,583
23,There's a substantial penalty for early withdrawals.,1.785177766649975,0.01694740998789005,1997.0,833.0,760.0,404.0,583
24,Mondays are torture.,1.7804014167650533,0.026551269851935608,847.0,366.0,301.0,180.0,583
25,They do things a little differently at the New England branch.,1.776102735901731,0.01817683241598831,1791.0,775.0,642.0,374.0,583
26,"Mitch, for what it's worth, I actually loved that Facebook post.",1.7742927429274291,0.01933872672319049,1626.0,719.0,555.0,352.0,583
27,"Around here, there IS such thing as a stupid question.",1.77262313860252,0.018267675139166027,1746.0,752.0,639.0,355.0,583
28,You don't request a standing desk at a chair company.,1.7696177062374243,0.02478308444983894,994.0,444.0,335.0,215.0,583
29,He re-heated fish in the microwave.,1.7607223476297968,0.025931600778032804,886.0,395.0,308.0,183.0,583
30,We're not allowed to publicly shame people on social media anymore.,1.7536793183578618,0.021188343647087292,1291.0,572.0,465.0,254.0,583
31,This lobby has a nice Town Square feel.,1.7520958083832336,0.026517441511414247,835.0,374.0,294.0,167.0,583
32,Hey look. Marv has a new tie.,1.7464387464387463,0.024836099052008755,1053.0,509.0,302.0,242.0,583
33,Beats getting the axe.,1.7443064182194616,0.02502626700845048,966.0,447.0,319.0,200.0,583
34,That's Jensen. He's in stocks.,1.7385620915032682,0.01777544410585061,1836.0,835.0,646.0,355.0,583
35,Here at Colonial Life we take our name very seriously.,1.7346405228758168,0.02796684190638377,765.0,357.0,254.0,154.0,583
36,No reason. It just makes everyone else happy.,1.7310344827586206,0.04517273713327353,290.0,135.0,98.0,57.0,583
37,Did I mention the stock options?,1.7193650793650794,0.018925785034550727,1575.0,727.0,563.0,285.0,583
38,Apparently Fred misunderstood the stock option program.,1.7186234817813766,0.019882667816881243,1482.0,701.0,497.0,284.0,583
39,"Scott got off easy, Sue has to wear an A.",1.7148337595907928,0.02784125897198396,782.0,380.0,245.0,157.0,583
40,We take break room refrigerator theft very seriously here.,1.7094594594594594,0.026723370047917992,740.0,334.0,287.0,119.0,583
41,They decided to make the scapegoat a permanent position.,1.7018072289156627,0.02473725723294161,996.0,496.0,301.0,199.0,583
42,The anti-groping device has decreased women's complaints by 90%.,1.6962962962962962,0.02854652981966472,675.0,319.0,242.0,114.0,583
43,"Because we are a faith-based organization, we can get away with just about anything.",1.6927710843373494,0.02521302255650868,996.0,515.0,272.0,209.0,583
44,Watch how the eyes seem to follow you as you walk by.,1.691533948030176,0.02260241396136358,1193.0,604.0,353.0,236.0,583
45,Would you call that cruel or just unusual?,1.6894018887722981,0.02347726049285025,953.0,444.0,361.0,148.0,583
46,"We thought about removing it, but it's part of our history and culture.",1.688039457459926,0.02786529528039143,811.0,421.0,222.0,168.0,583
47,Damn Auto Correct. I said 'corporate' punishment.,1.6867219917012448,0.024015049376230856,964.0,466.0,334.0,164.0,583
48,I see the Trump Administration has begun their new policy for White House reporters,1.685459940652819,0.029069786846563493,674.0,331.0,224.0,119.0,583
49,The top flips so it doubles as a standing desk.,1.6841138659320478,0.023229288631858244,1089.0,546.0,341.0,202.0,583
50,Darryl was tired of being chained to his desk.,1.684005201560468,0.027114884758635625,769.0,377.0,258.0,134.0,583
51,I'm very nervous about my upcoming performance review.,1.6723646723646723,0.0265408116611074,702.0,326.0,280.0,96.0,583
52,He used facts to prove the boss wrong.,1.662729658792651,0.027990576371369515,762.0,399.0,221.0,142.0,583
53,We're a four-hundred-year-old organization. Old habits die hard.,1.6623711340206186,0.026031792140590027,776.0,379.0,280.0,117.0,583
54,And this is a place reserved especially for people who Reply All.,1.6623376623376624,0.02564962755023361,847.0,427.0,279.0,141.0,583
55,We're proud of our stock options for whistleblowers here.,1.6524390243902438,0.05840574371525256,164.0,84.0,53.0,27.0,583
56,"Oh, that? It's our whistleblower bulletin board!",1.64822695035461,0.028059137679223616,705.0,363.0,227.0,115.0,583
57,"If it's your turn to bring the doughnuts, you bring the doughnuts.",1.6436950146627567,0.028011353897002732,682.0,347.0,231.0,104.0,583
58,They take performance reviews pretty seriously.,1.6407185628742516,0.0279380726546598,668.0,337.0,234.0,97.0,583
59,"Nice tie, Herb.",1.6384615384615384,0.029214295776646818,650.0,340.0,205.0,105.0,583
60,"""Still haven't figured out that standing desk Carl?",1.6359300476947536,0.03091910674803835,629.0,345.0,168.0,116.0,583
61,Okay. Now I'll show you the Bonds Department.,1.635499207606973,0.029252281397696988,631.0,327.0,207.0,97.0,583
62,"We do ""employee of the month"" a little differently around here.",1.6340288924558588,0.029732279989355136,623.0,327.0,197.0,99.0,583
63,"He was in bonds, but now he's in stocks.",1.631578947368421,0.029969423754008205,608.0,319.0,194.0,95.0,583
64,He replied all and attached a cat video.,1.6298245614035087,0.031454772526474564,570.0,305.0,171.0,94.0,583
65,"That's Phil, he's in stocks.",1.6265060240963856,0.030328087435536125,581.0,304.0,190.0,87.0,583
66,It's definitely not the employee stock plan I was hoping for.,1.626086956521739,0.02987671966564638,575.0,295.0,200.0,80.0,583
67,Jim must have parked in Mr. Peterson's spot again.,1.625,0.0312806473411251,568.0,304.0,173.0,91.0,583
68,"It's a nice place to work, but the stock options aren't that great.",1.6211293260473592,0.030463323948618375,549.0,283.0,191.0,75.0,583
69,"No, we're not a union shop. Why?",1.6204933586337762,0.03246135254828179,527.0,284.0,159.0,84.0,583
70,He's a day traitor.,1.6013513513513509,0.03582490439886125,444.0,250.0,121.0,73.0,583
71,He told the boss that we were stuck in the middle ages,1.600877192982456,0.03535599675131778,456.0,257.0,124.0,75.0,583
72,Casual Humiliation Fridays.,1.5972850678733033,0.035403498877110265,442.0,247.0,126.0,69.0,583
73,That tie with those shoes?,1.596774193548387,0.035017558647696324,434.0,238.0,133.0,63.0,583
74,You should have seen him last week when he said he was all tied up.,1.5948477751756442,0.034372270920653834,427.0,229.0,142.0,56.0,583
75,One last thing- never take the CEO's parking spot.,1.592326139088729,0.03566826550275572,417.0,230.0,127.0,60.0,583
76,Medieval Mondays.,1.5846153846153843,0.03655341950002984,390.0,216.0,120.0,54.0,583
77,He stole food from the office refrigerator.,1.5841836734693877,0.036233163384746615,392.0,216.0,123.0,53.0,583
77,"We offered him a severance package, but he preferred stocks.",1.5841836734693877,0.03641278383488015,392.0,217.0,121.0,54.0,583
79,I hate medieval Mondays.,1.5810055865921788,0.03986884806067358,358.0,208.0,92.0,58.0,583
80,He had an idea.,1.5718309859154929,0.039180585052798964,355.0,205.0,97.0,53.0,583
81,I see our stocks are up.,1.565868263473054,0.039558770422090515,334.0,191.0,97.0,46.0,583
82,Looks like our Salem branch didn't meet quota.,1.5636363636363635,0.03947285935684017,330.0,188.0,98.0,44.0,583
83,Neville came in last for employee of the month.,1.5623100303951367,0.04026708642887964,329.0,191.0,91.0,47.0,583
84,Never noticed what tiny hands he has.,1.5617283950617284,0.04280666514422985,324.0,198.0,70.0,56.0,583
85,"Actually, nothing at all. It's just his turn.",1.5559105431309903,0.04038496014471407,313.0,180.0,92.0,41.0,583
86,"We're getting lunch, want us to bring anything back to throw at you?",1.5555555555555556,0.044629930991228216,270.0,159.0,72.0,39.0,583
87,He exercised his stock option.,1.5551948051948052,0.0413995512375671,308.0,180.0,85.0,43.0,583
88,"Oh, that's Todd. He microwaved fish in the lunch room.",1.5548387096774194,0.041949534694269305,310.0,184.0,80.0,46.0,583
88,"Nice tie, Fred!",1.5548387096774194,0.039116421018714494,310.0,173.0,102.0,35.0,583
