,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,You were with Ringling Brothers? I was with Lehman Brothers.,1.98209179834462,0.01017728817545217,6645.0,2347.0,2070.0,2228.0
1,2,"Well, it suits you better than the president costume.",1.9316546762589928,0.03900218935947818,556.0,255.0,84.0,217.0
2,3,"Sure, it's all fun and games. Until one of you gets elected.",1.916803144448084,0.01489363491224041,3053.0,1171.0,965.0,917.0
3,4,"Hey, all I know is that they left in a very small car.",1.9081786251881585,0.017256255119848497,1993.0,691.0,794.0,508.0
4,5,"Would you like that straight up, on the rocks, or sprayed directly in your face?",1.9057502551888401,0.01489955256324503,2939.0,1110.0,996.0,833.0
5,6,Shouldn't you be at your confirmation hearing?,1.8947762591275041,0.011897073799721616,5341.0,2329.0,1245.0,1767.0
6,7,Don't let it get you down. There were only so many cabinet positions he could fill.,1.8535060294774448,0.017347479370546925,2239.0,942.0,683.0,614.0
7,8,"Well, whoever they hire to replace you is going to have some big shoes to fill.",1.815811606391926,0.023144725121540043,1189.0,508.0,392.0,289.0
8,9,It's not that kind of happy hour.,1.8126283367556468,0.01728075121568816,1948.0,783.0,747.0,418.0
9,10,Here for the Inauguration?,1.8078626799557032,0.01912495663268577,1806.0,803.0,547.0,456.0
10,11,"OK, I'll serve you, but don't try anything funny.",1.8017964071856287,0.019030232178194943,1670.0,703.0,595.0,372.0
11,12,"No ID, no drink. I can't just serve every clown who walks in here.",1.7543731778425655,0.02093277387737511,1372.0,622.0,465.0,285.0
12,13,Cheer up. In four years you can be the world's greatest clown again.,1.7528015820698748,0.02098033191828097,1517.0,740.0,412.0,365.0
13,14,In town for the Inauguration?,1.7412687099073414,0.021474352761903133,1403.0,682.0,402.0,319.0
14,15,"Sorry, you're late. The rabbi and priest just left.",1.7210440456769984,0.02172132905341685,1226.0,573.0,422.0,231.0
15,16,"""Just Bailey's, no Barnum"".",1.7121866897147795,0.02315591133416655,1157.0,573.0,344.0,240.0
16,17,I knew Bozo. And you're no Bozo.,1.7060931899641576,0.023404254021007168,1116.0,553.0,338.0,225.0
17,18,You want that shaken or squirted?,1.697455230914232,0.0237407247030952,1061.0,526.0,330.0,205.0
18,19,"First they fired the elephants, and I said nothing.",1.6855983772819472,0.0257212452237768,986.0,525.0,246.0,215.0
19,20,No Barnums. Will Baileys do?,1.685540950455005,0.02517329066401276,989.0,514.0,272.0,203.0
20,21,Maybe she just didn't take you seriously.,1.6772823779193209,0.02477061607301137,942.0,473.0,300.0,169.0
21,22,"Who dressed you, Kellyanne Conway?",1.6738894907908992,0.028326531524672245,923.0,541.0,142.0,240.0
22,23,Tough day at the confirmation hearings?,1.6681664791901012,0.02646964050155096,889.0,473.0,238.0,178.0
23,24,You can't be serious.,1.6681614349775784,0.02668092601918524,892.0,480.0,228.0,184.0
24,25,Sorry -- none of our hours are happy anymore.,1.6681564245810057,0.02565046113377472,895.0,461.0,270.0,164.0
25,26,"Neat, on the rocks, or squirted in your eye?",1.6563245823389017,0.02667318526759152,838.0,443.0,240.0,155.0
26,27,Do you want that in a glass or squirted directly in your face?,1.6545893719806763,0.02678346790451927,828.0,438.0,238.0,152.0
27,28,"Must be tough, having your kid run off to join a law firm.",1.651105651105651,0.02729154383320769,814.0,438.0,222.0,154.0
28,29,First they came for the elephants...,1.6483790523690771,0.028583224348293,802.0,453.0,178.0,171.0
29,30,Your wife called. She wants you to pick up a cream pie on the way home.,1.6435006435006434,0.026959971758815485,777.0,407.0,240.0,130.0
30,31,One more before your confirmation hearing?,1.6431322207958925,0.028860056029095964,779.0,441.0,175.0,163.0
31,32,Maybe she met a guy with a bigger car.,1.6386333771353483,0.02719142713519009,761.0,401.0,234.0,126.0
32,33,"Who's the jerk now, Bob?",1.6386333771353483,0.03060200608890592,761.0,458.0,120.0,183.0
33,34,"Buddy, these days we're ALL crying on the inside.",1.6382113821138211,0.028584216465113117,738.0,404.0,197.0,137.0
34,35,Sounds like you're juggling too much,1.6248236953455568,0.02759353604702542,709.0,374.0,227.0,108.0
35,36,"The ad clearly said ""only serious applicants need apply.""",1.6242937853107344,0.027915188682097924,708.0,378.0,218.0,112.0
36,37,You can't be serious.,1.623762376237624,0.029348247113018262,707.0,398.0,177.0,132.0
37,38,Will the rest of Congress be joining you today?,1.619942196531792,0.02931922640062767,692.0,387.0,181.0,124.0
38,39,"That's how it ends, one day they just tell you their is no room in the car.",1.617910447761194,0.02987995804239187,670.0,377.0,172.0,121.0
39,40,You want it in a glass or to the face?,1.6163982430453885,0.029431829606632237,683.0,383.0,179.0,121.0
40,41,This is 6100 Pennsylvania Avenue. I think you're looking for 1600.,1.6130500758725341,0.03150242831974793,659.0,392.0,130.0,137.0
41,42,… so 25 was one too many for the car?,1.6105263157894736,0.02949457673189444,665.0,372.0,180.0,113.0
42,43,I'm guessing you're in D.C. for a confirmation hearing.,1.6040688575899844,0.03127755709613614,639.0,376.0,140.0,123.0
43,44,"I agree, he is going to make the rest of you look bad.",1.599041533546326,0.03084991701751476,626.0,362.0,153.0,111.0
