rank,funny,somewhat_funny,unfunny,count,score,precision,contest,caption
1,66,39,100,205,1.8341463414634147,0.06192376169378642,559,Poor guy. Thought he signed up for pilates.
2,48,57,84,189,1.8095238095238095,0.05934623969851051,559,We may regret this. He looked delicious.
3,41,56,79,176,1.7840909090909092,0.0602471787735915,559,I can't believe my eye!
4,31,38,73,142,1.704225352112676,0.06763018566603286,559,"Now, that's what I call execution."
5,28,26,72,126,1.6507936507936507,0.07330515503426847,559,He's taking it better than I expected.
5,22,38,66,126,1.6507936507936507,0.06790980041712223,559,That's going overboard.
5,27,28,71,126,1.6507936507936507,0.07243384310951621,559,Now that's what I call a perfect execution.
8,22,34,66,122,1.639344262295082,0.06990187421495422,559,Nice execution!
8,28,22,72,122,1.639344262295082,0.07549284734374927,559,Beautiful execution.
10,23,31,67,121,1.6363636363636365,0.0713892059963015,559,"Maybe it's just the pirate in me, but I prefer a cannonball."
11,27,22,71,120,1.6333333333333333,0.07571631165480071,559,Come back...they read the wrong envelope.
12,24,22,68,114,1.6140350877192982,0.07631146182990921,559,His execution was perfect!
13,19,25,63,107,1.588785046728972,0.07506333190155147,559,Sort of takes the fun out of it.
14,16,28,60,104,1.5769230769230769,0.07319180467207569,559,I like to call this the elimination round.
15,15,30,60,105,1.5714285714285714,0.07142857142857144,559,"I said prepare to die, not prepare to dive!"
16,13,33,58,104,1.5673076923076923,0.069356940459237,559,Reminds me why we threw him off the ship in the first place
17,13,31,57,101,1.5643564356435644,0.07094251135712022,559,I think he went a little overboard.
17,15,27,59,101,1.5643564356435644,0.0736809305154022,559,Who the hell's Geronimo?
17,13,31,57,101,1.5643564356435644,0.07094251135712022,559,I hope he knows we've run aground.
17,13,31,57,101,1.5643564356435644,0.07094251135712022,559,Nobody walks anymore.
21,18,20,62,100,1.56,0.07826399252052328,559,His private diving lessons cost me an arm and a leg.
21,15,26,59,100,1.56,0.07429126408395484,559,Perfectly executed
23,24,7,68,99,1.5555555555555556,0.08641157241893142,559,"I said cannonball, not swan dive, you idiot."
23,15,25,59,99,1.5555555555555556,0.07491109582924912,559,That is not what I meant by execution.
23,16,23,60,99,1.5555555555555556,0.07627460482772012,559,His execution is flawless!
26,16,22,60,98,1.5510204081632653,0.07692059972342827,559,Ten for execution.
26,16,22,60,98,1.5510204081632653,0.07692059972342827,559,I don't seem to be generating the same kind of terror among the men that I used to.
28,18,17,62,97,1.5463917525773196,0.08029774189380016,559,Perfect execution.
28,15,23,59,97,1.5463917525773196,0.07618003318676184,559,Who in the heck is Geronimo?
30,14,24,58,96,1.5416666666666667,0.07538885549047514,559,He's just ok. You should have seen me when I had both legs.
30,13,26,57,96,1.5416666666666667,0.07392010069358475,559,Let's just shoot the next one.
32,17,18,62,97,1.5360824742268042,0.07900511052636602,559,Beautifully executed.
33,14,22,58,94,1.5319148936170213,0.07668212420079179,559,Outstanding execution.
33,16,18,60,94,1.5319148936170213,0.07960973163348813,559,These guys from Penzance are always such drama queens.
33,9,32,53,94,1.5319148936170213,0.06882038342613186,559,"Add ""insubordination"" to the list."
36,14,21,58,93,1.5268817204301075,0.07734399740093392,559,He's gone a little overboard.
36,12,25,56,93,1.5268817204301075,0.07426025688457116,559,"You know, that's exactly the kind of attitude that made this necessary in the first place."
38,12,24,56,92,1.5217391304347827,0.07489164153433234,559,You can always tell the ones from Penzance.
39,14,19,58,91,1.5164835164835164,0.07869918829008518,559,"Good Riddance, Mankoff, you fancy bastard."
39,12,23,56,91,1.5164835164835164,0.07553252113571869,559,"Technically, he's flawless, but I'm still deducting 2 points for mutiny."
39,11,25,55,91,1.5164835164835164,0.07389831868802935,559,He's taking all the fun out of this for me.
42,13,20,57,90,1.511111111111111,0.07780452545247611,559,See? A real pirate would have cannonballed.
42,10,26,54,90,1.511111111111111,0.07283186466425955,559,It's all in the execution.
44,15,15,59,89,1.5056179775280898,0.08167612661756626,559,"Now, that's what I call execution."
44,15,15,59,89,1.5056179775280898,0.08167612661756626,559,We're gonna kick Blackbeard's butt at Regionals.
44,11,23,55,89,1.5056179775280898,0.07516341663067219,559,This is the sort of unapologetic enthusiasm that is killing piracy as we know it
44,12,21,56,89,1.5056179775280898,0.07684335894863775,559,"Yeah, the sharks score them all the same.. ""ate"""
48,13,20,58,91,1.5054945054945055,0.07714950105143309,559,He deserves a ten but he'll get ate.
49,12,20,56,88,1.5,0.07751360820291699,559,"Now, that's a perfect execution."
49,14,16,58,88,1.5,0.08081352297940449,559,Now THAT'S overboard!
49,10,24,54,88,1.5,0.07406681724583486,559,Great execution.
52,11,22,56,89,1.4943820224719102,0.07516341663067219,559,I'll be even more annoyed if he can swim.
52,12,20,57,89,1.4943820224719102,0.07684335894863775,559,Does anyone else think he is going a little overboard?
54,12,19,56,87,1.4942528735632183,0.07819393299364331,559,Sort of takes the fun out of it.
54,12,19,56,87,1.4942528735632183,0.07819393299364331,559,Brilliant execution!
54,10,23,54,87,1.4942528735632183,0.07469722045893348,559,"He may be a thief, a liar and a murderer, but he's a graceful sonofabitch."
57,12,19,57,88,1.4886363636363635,0.0775040333022316,559,That's going a bit overboard.
57,13,17,58,88,1.4886363636363635,0.07917138496936335,559,I blame Johnny Depp.
59,11,20,55,86,1.4883720930232558,0.07713080907803256,559,In case any of you forgot why we're killing him - take a good look.
59,13,16,57,86,1.4883720930232558,0.08059998344582292,559,"If he adds a twist and nails the entry, I say we fish him out again."
59,12,18,56,86,1.4883720930232558,0.07888446944899496,559,"He doesn't know we're run aground, does he?"
59,9,24,53,86,1.4883720930232558,0.0734980685909289,559,Best execution ever!
59,11,20,55,86,1.4883720930232558,0.07713080907803256,559,See? That's what I hated about him.
59,7,28,51,86,1.4883720930232558,0.06967618290464733,559,It happens whenever the mermaid is watching.
59,13,16,57,86,1.4883720930232558,0.08059998344582292,559,"And there goes Roger, jolly to the end."
66,10,21,54,85,1.4823529411764707,0.0759842323055954,559,"Truth be told, boys, I don't think he ever really self-identified as a pirate."
66,10,21,54,85,1.4823529411764707,0.0759842323055954,559,He's from Penzance.
68,13,14,57,84,1.4761904761904763,0.08206351610734751,559,Perfect execution.
68,10,20,54,84,1.4761904761904763,0.07664095170316121,559,Sometimes you don't really get to know someone until it's too late.
68,12,16,56,84,1.4761904761904763,0.0802966932274052,559,"Nice dive. Now lets see if he can swim 2,000 miles."
68,11,18,55,84,1.4761904761904763,0.07849010899859392,559,I think Long John just earned the silver.
68,12,16,56,84,1.4761904761904763,0.0802966932274052,559,"Well, that's a perfect execution!"
73,7,25,51,83,1.4698795180722892,0.07137734280155039,559,He thinks he's being clever--but he doesn't realize we ran aground last night.
73,10,19,54,83,1.4698795180722892,0.07730653365803622,559,...anyone tell him we're beached on a sand bar?
73,10,19,54,83,1.4698795180722892,0.07730653365803622,559,Ten for execution.
73,9,21,53,83,1.4698795180722892,0.07538197255279765,559,Talk about a man going overboard.
77,9,21,54,84,1.4642857142857142,0.07468892952609918,559,"Aye, he puts the jolly in Roger."
77,8,23,53,84,1.4642857142857142,0.07274320903774967,559,You gotta hand it to him. He lives in the moment.
77,10,19,55,84,1.4642857142857142,0.07658523308314387,559,Oh now he shows some enthusiasm for the job.
80,9,20,53,82,1.4634146341463414,0.07602580021195411,559,Superb execution.
80,10,18,54,82,1.4634146341463414,0.0779810003790686,559,I don't think this is his first time.
