caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
"I'll tell you one thing - if a train ever does stop here, I'm getting on.",147,37,0.06830620266705154,1,1.7687074829931972,36,1629,74,649
"I said, 'Not in my backyard,' and they said, 'Ok, have it your way.""",159,31,0.06015869434621957,2,1.7610062893081762,59,7446,69,649
The coroner ruled it a suicide but I'm pretty sure Bob was just on his way to the bathroom.,166,41,0.06474067257061138,3,1.7289156626506024,36,980,89,649
Just look both ways before you go to the bathroom.,154,26,0.059032745323153675,4,1.6688311688311688,45,3934,83,649
Something's different... is that a new lamp?,162,31,0.060033474801744736,5,1.6666666666666667,43,5275,88,649
"If we time it right, I can show you the rest of the house.",166,25,0.05649740980320664,6,1.6566265060240963,56,3921,85,649
That’s not the tea kettle.,165,31,0.0605801866424966,7,1.6545454545454543,46,4247,88,649
His mother refuses to fly.,164,35,0.061615673974180975,8,1.6463414634146345,32,2028,97,649
"Yeah, but I no longer need a vibrator.",151,32,0.06533619685187084,9,1.6423841059602649,31,14,88,649
I could never live by an airport.,166,29,0.058680032563798966,10,1.6385542168674698,44,4702,93,649
"Oh, I didn't cost a thing, Mexico is paying for it.",165,35,0.06322855285276051,11,1.6363636363636365,35,3933,95,649
He told me he was an engineer and worked from home; I figured he meant software...,177,29,0.056410436755072874,12,1.6327683615819208,51,3612,97,649
"Carol, it is very important that you not be in the hallway between 9:04 and 9:07.",181,31,0.05545694302796436,13,1.6298342541436464,48,3450,102,649
He's in the kitchen with Dinah.,170,31,0.05955686292768469,14,1.623529411764706,44,6403,95,649
The worst part is having to remind my kids to look both ways when they cross the living room.,146,24,0.06234317004372654,15,1.6232876712328768,43,1113,79,649
"- So, it turned out I didn't have tinnitus!",161,30,0.06101121179093981,16,1.6211180124223603,39,5910,92,649
The renovation started with subway tiles in the bath and the theme just kind of got out of hand.,163,26,0.056541080718003324,17,1.6196319018404908,45,830,92,649
The worst was last week when a cow wandered onto the tracks.  This is all new furniture.,184,30,0.05493123546119582,18,1.6141304347826086,48,3232,106,649
You'll want to finish your coffee by 10:23.,152,24,0.059807800463451084,19,1.6118421052631582,37,2536,91,649
Of course it doesn't go through the bedroom; that'd be ridiculous,148,25,0.0626050396136609,20,1.6081081081081081,40,793,83,649
It’s a compromise. He loves toy trains and I love being tied up.”,176,29,0.05522941046581446,21,1.6079545454545454,37,4597,110,649
The annoying thing is that nearest stop is two blocks away.,176,28,0.05529116874514636,22,1.6022727272727273,46,1717,102,649
See this is something you might want to mention on your Airbnb.,181,35,0.05898650781160952,23,1.6022099447513811,36,5183,110,649
Bob’s been working on it all the livelong day.,133,22,0.06574307513349734,24,1.6015037593984962,36,5644,75,649
