caption,count,funny,precision,rank,score,somewhat_funny,target_id,unfunny,contest
My next selection sounds just like the last one.,300,57,0.045536563279607804,1,1.6,66,1487,177,644
This next song is pretty much the same as the last one.,279,45,0.045260804004858345,2,1.5555555555555556,65,4127,169,644
You may have heard your children play this next piece.,296,41,0.04222159793442847,3,1.5337837837837838,76,2783,179,644
"And now, my musical interpretation of the Trump presidency...",295,52,0.04524671622972621,4,1.5254237288135593,51,2966,192,644
Anyone else forget to turn off their cellphone?,290,36,0.041514812146567784,5,1.513793103448276,77,4131,177,644
I could have been a conductor.,288,39,0.04259791377433587,6,1.5069444444444444,68,4262,181,644
My next piece may sound a little bit like the last one.,325,44,0.04009121020261505,7,1.5015384615384617,75,3183,206,644
This next piece is dedicated to my ex-wife.,303,36,0.04018257337559348,8,1.4983498349834985,79,1676,188,644
They say dress for the job you want; not the job you have.,292,34,0.04073487255527675,9,1.4965753424657535,77,2940,181,644
That's right. I'm just that good.,257,36,0.04550590519738705,10,1.4941634241245136,55,3458,166,644
You may have heard this little number before...if you have a cat and a piano.,309,39,0.04038619276792785,11,1.4919093851132683,74,1792,196,644
"And now, I've got an old score to settle.",292,35,0.04101883202089181,12,1.4897260273972603,73,5049,184,644
This next piece was written by my cat.,293,43,0.04313404874633575,13,1.484641638225256,56,4059,194,644
Hit it!,293,25,0.03793903280147522,14,1.4812286689419796,91,4363,177,644
And now Gershwin’s lesser-known ‘Rhapsody in Black and Blue’,289,34,0.04103402776990901,15,1.480968858131488,71,2555,184,644
After a few drinks we agreed to swap jobs for the evening. I guarantee the pianist is NOT having fun.,282,40,0.04356184501025244,16,1.4787234042553192,55,25,187,644
And now the famous sonata for piano and concussion.,249,25,0.04261205898033875,17,1.4779116465863449,69,1288,155,644
I just play the hits.,288,32,0.04053782430364294,18,1.4756944444444444,73,2748,183,644
This next one’s dedicated to my ex-wife.,289,33,0.040726911451057314,19,1.4740484429065743,71,300,185,644
I will now play Trump's étude in diplomacy,260,41,0.04669211417688615,20,1.4730769230769232,41,2436,178,644
I'll conclude with Gershwin's Rhapsody in Black and Blue.,311,35,0.03911659131205699,21,1.4726688102893892,77,1724,199,644
I coulda been a contata.,267,32,0.04287204834287098,22,1.4719101123595506,62,4581,173,644
I’m just going to hit a few notes.,270,34,0.04315503032961997,23,1.4703703703703703,59,1033,177,644
I always hate this part of the dream.,279,32,0.0414859994978414,24,1.4695340501792116,67,2164,180,644
I will now play Sonata for Trump’s First Two Years.,295,42,0.04260675684953827,25,1.4677966101694917,54,951,199,644
I would like to dedicate this to my ex-wife.,268,34,0.043386754159509384,26,1.4664179104477613,57,1729,177,644
My final encore is for the gentleman asleep in Row 3.,288,33,0.04080893843600846,27,1.4652777777777777,68,5000,187,644
I'm gonna need a page turner.,286,29,0.0398054324568586,28,1.465034965034965,75,3063,182,644
You don't understand.  I coulda had class.  I coulda been a conductor.,267,25,0.04048576951747876,29,1.4644194756554307,74,4623,168,644
"Alexa, play literally anything.",278,36,0.042811773274855636,30,1.4640287769784173,57,2647,185,644
"Ok, that's it!  Who forgot to silence their cell phone?",313,34,0.03864294473021127,31,1.463258785942492,77,1658,202,644
"Every night it's the same dream.  I'm onstage, seated at a piano wearing box gloves, and no pants.",307,33,0.03892260274848184,32,1.4625407166123778,76,1645,198,644
Would the guy who booed please stand up?,286,28,0.039484614185975334,33,1.4615384615384617,76,659,182,644
"Oh, you said ""Bach's""",304,41,0.041354088410351764,34,1.4605263157894737,58,3045,205,644
To make it even more interesting my Assistant will now blindfold me.,309,34,0.03899834635554947,35,1.4595469255663431,74,2316,201,644
"Cough one more time, I dare you.",257,30,0.04338210585436058,36,1.4591439688715953,58,4615,169,644
Now a tribute to our current President,281,37,0.042748029121585616,37,1.4590747330960854,55,2670,189,644
"No, that was Für Elise. Now try to name this tune...",279,31,0.04114036536353876,38,1.4587813620071686,66,3518,182,644
"You may laugh, but the last time I had the lid drop on my hands I couldn’t play for a month.",291,32,0.04017573943727976,39,1.4570446735395188,69,4241,190,644
"After a month of Christmas songs,
 I'd like to play one for Boxing Day!",298,34,0.0400456327263054,40,1.4563758389261745,68,685,196,644
Someone stole my tip jar last night. That’ll never happen again.,270,29,0.041480030855223976,41,1.4555555555555555,65,1427,176,644
"Ladies and Gentlemen,.. Rhapsody in Black and Blue.",297,34,0.040138700121938216,42,1.4545454545454546,67,2462,196,644
"For my next selection, Gershwin's ""Rhapsody in Black and Blue""",269,30,0.04191716310402599,43,1.453531598513011,62,940,177,644
"When we change to C sharp major, the gloves come off.",298,35,0.04031409596621018,44,1.453020134228188,65,4781,198,644
"Sorry for the gloves, but some of the notes are sharp.",307,33,0.038887844449553205,45,1.4527687296416938,73,3131,201,644
The conductor and I have worked out our artistic differences.,305,26,0.03709126626861426,46,1.4524590163934423,86,4838,193,644
Please join me in the Julliard School fight song,314,36,0.03903866041613365,47,1.4522292993630572,70,5374,208,644
I wasn't joking about the cell phones,278,27,0.03993263748896887,48,1.4496402877697845,71,3965,180,644
And now here's something for those of you who slept through the Mozart.,276,29,0.040790905344132634,49,1.4492753623188406,66,4794,181,644
"If you think this looks difficult, wait till you see me play the harp.",310,35,0.03913062349687348,50,1.4483870967741936,69,3049,206,644
"Now, “Rhapsody in Black and Blue.”",284,26,0.03899392751831436,51,1.4471830985915493,75,925,183,644
"And now, here’s one that pretty much anybody can play.",300,34,0.03980816130429583,52,1.4466666666666668,66,4545,200,644
We'll have a brief intermission while I make a pretty big career decision.,278,31,0.041196466969413134,53,1.4460431654676258,62,1057,185,644
I find the piece goes quickly if I can hit a bunch of notes at the same time.,250,28,0.04348586069426803,54,1.444,55,1015,167,644
I'm going to need someone to turn the pages for me.,302,33,0.03932040316774468,55,1.4437086092715232,68,5576,201,644
I play the anthem the way he runs the country,275,39,0.04399981354191712,56,1.4436363636363636,44,203,192,644
Please hold your applause until the final bell,303,28,0.03779882055325645,57,1.4422442244224425,78,2209,197,644
Please turn on your cell phones.,279,30,0.04074646337998136,58,1.4408602150537635,63,1126,186,644
"And now, because you're drunk and not listening anyway...",296,35,0.04045455838533656,59,1.4391891891891893,60,2660,201,644
Handel with care,269,28,0.041177448764334,60,1.4386617100371748,62,5175,179,644
It hasn't been a smooth career transition,309,30,0.037804705333363116,61,1.4368932038834952,75,4340,204,644
My cat composed this next one.,284,34,0.041415739297079236,62,1.4366197183098592,56,3917,194,644
"Sir, would you mind not ringing that bell before every movement?",284,26,0.03893827367821389,63,1.4366197183098592,72,4906,186,644
"Finally, Ravel's Bolero is going to get what it deserves.",266,32,0.04284755973725293,64,1.43609022556391,52,847,182,644
Sit back and relax -  tonight it's nothing but the hits!,290,26,0.038349054111469286,65,1.4344827586206896,74,3877,190,644
