,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,Now let's see 'em walk off with the bathroom key!,1.9754804506295558,0.011690634364356292,4527.0,1457.0,1724.0,1346.0
1,2,"It was free, but the shipping cost me an arm and a leg.",1.961109340133886,0.014432871710308097,3137.0,1088.0,1083.0,966.0
2,3,"Arrgh, we'll see if the bathroom key goes missing now!",1.9147251752997057,0.011769575914646993,4421.0,1558.0,1682.0,1181.0
3,4,Why does everyone assume it's mine?,1.854208084824387,0.014137437875909976,3018.0,1162.0,1134.0,722.0
4,5,"I like it. Since the anchor arrived, no one has asked about my hook, my hat, or what happened to the parrot.",1.8504889346371591,0.012402143029493651,3886.0,1495.0,1477.0,914.0
5,6,I know. I know. I have anchor management issues.,1.8457645178476287,0.013061814255393506,3754.0,1536.0,1261.0,957.0
6,7,"So I tell Pete, I'd give my right hand for an anchor like that.",1.8402777777777777,0.012983948924249115,3744.0,1528.0,1286.0,930.0
7,8,Complain all you want but I haven't lost a bathroom key yet.,1.820704708450265,0.013643599833075358,3207.0,1296.0,1190.0,721.0
8,9,Or you could just move the damn coffee maker.,1.7962682803832577,0.012139509058075336,3966.0,1645.0,1484.0,837.0
9,10,It's no wonder this place has struggled to stay afloat,1.7553800054481068,0.012408344145429077,3671.0,1596.0,1377.0,698.0
10,11,This used to be part of a chain.,1.7439668174962293,0.015371394016210219,2652.0,1257.0,817.0,578.0
11,12,Order for Ishmael is ready.,1.7076700434153402,0.020240646685969185,1382.0,652.0,482.0,248.0
12,13,Welcome to Arrbucks.,1.7045370711914425,0.01479580992367415,2711.0,1323.0,866.0,522.0
13,14,My ex-wife got the rest of the boat.,1.6720779220779218,0.016105498624091462,2156.0,1072.0,719.0,365.0
14,15,"Would you like that for here, or take aweigh?",1.6655260906757914,0.021653902624961904,1169.0,581.0,398.0,190.0
15,16,It cost me an arm and a leg...,1.660463004993191,0.01557014353990894,2203.0,1089.0,773.0,341.0
16,17,Does it look like I can give you a hand?,1.6602254428341383,0.021682383037660357,1242.0,645.0,374.0,223.0
17,18,"Arrggh, it looked smaller on eBay.",1.65125591554423,0.013671464745571222,2747.0,1351.0,1003.0,393.0
18,19,We're Starboard's. Starbucks is up the street.,1.6409681757059615,0.015578518640001073,2231.0,1148.0,736.0,347.0
19,20,The last one I left outside got stolen.,1.6400742115027829,0.013900513403660705,2695.0,1361.0,943.0,391.0
20,21,"There's mutiny in the air. Also Viennese dark roast, but mainly mutiny.",1.6269640141915864,0.016392066371871763,1973.0,1028.0,653.0,292.0
21,22,Because this is our flagship location. That's why.,1.6177908113391983,0.022463173106768104,1023.0,534.0,346.0,143.0
22,23,Why? Because every mall needs an anchor store.,1.6126802884615383,0.013418894380834386,3328.0,1891.0,835.0,602.0
23,24,Let's just drop it.,1.6125760649087222,0.01642046891614004,1972.0,1054.0,628.0,290.0
24,25,Welcome to Sunken Donuts!,1.6086726599682708,0.01717630294739763,1891.0,1042.0,547.0,302.0
25,26,I'm working on my anchor management issues.,1.6080550098231827,0.016124368042448874,2036.0,1094.0,646.0,296.0
26,27,Please be courteous and return the bathroom key to the counter,1.600243013365735,0.02466258037126811,823.0,436.0,280.0,107.0
27,28,I'm sure whoever forgot it will be back.,1.6002317497103133,0.017134857483830698,1726.0,920.0,576.0,230.0
28,29,"When YOU'RE Employee Of the Month, you can put whatever you want there.",1.5725900116144018,0.0237797610073305,861.0,472.0,285.0,104.0
29,30,5.99 at Starbucks and they call me a pirate.,1.5720779220779222,0.018657228609172682,1540.0,883.0,433.0,224.0
30,31,I imagine you're all wondering where I got this hat.,1.5715736040609136,0.02363006187697072,985.0,572.0,263.0,150.0
31,32,"When the mall said they needed an anchor tenant, I knew I'd found me place.",1.5559006211180124,0.03903473752113292,322.0,182.0,101.0,39.0
32,33,Leave it outside? This is New York City!,1.5486194477791115,0.02508990070043808,833.0,491.0,227.0,115.0
33,34,Ship happens.,1.5391644908616189,0.025874855042557342,766.0,454.0,211.0,101.0
34,35,Why do you assume it's mine?,1.5379310344827586,0.01933800289920708,1305.0,759.0,390.0,156.0
35,36,We all have baggage.,1.5308056872037914,0.02727671277995947,633.0,367.0,196.0,70.0
36,37,"You'll thank me when the big one hits, and all the other coffee shops are washed away!",1.5304548959136468,0.018941008685500558,1297.0,749.0,408.0,140.0
37,38,"Wifi password is ANCHOR, all caps.",1.5253496503496504,0.02079169360992989,1144.0,683.0,321.0,140.0
38,39,When are they going to put that anchor aweigh?,1.5122918318794607,0.019770778958968827,1261.0,768.0,340.0,153.0
39,40,I don't care what you think. We haven't had a customer walk off with the bathroom key since I thought of it.,1.5111301369863013,0.019753310919757152,1168.0,691.0,357.0,120.0
40,41,Nobody complained when Seth brought in his bicycle wheel.,1.5084507042253519,0.0254266635319846,710.0,423.0,213.0,74.0
41,42,Better to have it and not need it than need it and not have it.,1.5015151515151517,0.02639402072258204,660.0,398.0,193.0,69.0
42,43,It's a metaphor. Deal with it.,1.5009560229445509,0.02158975426567751,1046.0,646.0,276.0,124.0
43,44,It saved his life - he hung on to it till help arrived.,1.5,0.02284071641260899,1118.0,745.0,187.0,186.0
44,45,"I am thinking of opening a second store, but this will remain our anchor location.",1.4995374653098985,0.02065850207783849,1081.0,655.0,312.0,114.0
45,46,He's taking anchor management.,1.4967012252591894,0.02148685235473816,1061.0,661.0,273.0,127.0
46,47,The napkins kept blowing away.,1.4943109987357774,0.02432412736171955,791.0,486.0,219.0,86.0
47,48,I didn't say a word when you showed up with that nose ring.,1.4876126126126126,0.022133428459591917,888.0,537.0,269.0,82.0
48,49,Was to go to the booze cruise stop not the crew's brews shop,1.4785631517960602,0.025700286224692646,863.0,588.0,137.0,138.0
49,50,"Yaaarrr, well I don't think we need your bike in the break room either, Katelyn.",1.4765840220385675,0.02560568387280092,726.0,462.0,182.0,82.0
50,51,I want to be ready when my ship comes in.,1.4765258215962442,0.03137863819844587,426.0,259.0,131.0,36.0
51,52,Strange ... I suddenly have a hanchoring for seafood,1.4729241877256318,0.025968846360361845,831.0,567.0,135.0,129.0
52,53,It takes the attention off my hook,1.4715025906735748,0.02312769303966613,772.0,471.0,238.0,63.0
53,54,The wife got the boat.,1.4678492239467849,0.03141437317247167,451.0,284.0,123.0,44.0
54,55,This restaurant has three locations but this is the anchor store.,1.463611859838275,0.02361112035948152,742.0,459.0,222.0,61.0
55,56,It was either The Rusty Anchor or The Greasy Spoon.,1.4630177514792901,0.025814602392100577,676.0,431.0,177.0,68.0
56,57,"If I'd known you could rename hardtack 'biscotti' and charge eight bucks for it, I would've given up pirating ages ago.",1.4609756097560975,0.03503877117502676,410.0,273.0,85.0,52.0
57,58,I'm just working this job until my ship comes in.,1.4608938547486034,0.02484098067868025,716.0,455.0,192.0,69.0
58,59,They said they needed an anchor store at this mall.,1.458755426917511,0.02523301212362224,691.0,440.0,185.0,66.0
59,60,"Because it adds a certain je ne sais quoi, that's why.",1.4570135746606334,0.02693927639593781,663.0,437.0,149.0,77.0
60,61,"It's called ambiance, people!",1.4567164179104477,0.035764993469656094,335.0,212.0,93.0,30.0
61,62,It's a metaphor; work with it.,1.4523076923076923,0.025810164753951943,650.0,416.0,174.0,60.0
62,63,The cannons were too dangerous. The parrot was too loud. What is it now?,1.4461942257217848,0.03507801004074998,381.0,253.0,86.0,42.0
