,rank,caption,score,precision,count,unfunny,somewhat_funny,funny
0,1,Our timeshare presentation will begin in about 5 minutes.,1.8491287717807052,0.016471170844141198,2353.0,955.0,798.0,600.0
1,2,If you get a choice the East River is nice.,1.7964601769911503,0.020916100712837785,1356.0,568.0,496.0,292.0
2,3,"Grammatically, indeed it IS sleep with the fish, not 'fishes'.",1.7952488687782806,0.01956520545143579,1768.0,816.0,498.0,454.0
3,4,So Vito tells me you're leaving the organization.,1.7944832944832945,0.015407813403714415,2574.0,1105.0,893.0,576.0
4,5,How was your flight in on United?,1.7630757220921156,0.015921214158597874,2562.0,1207.0,755.0,600.0
5,6,Bob tells me you're reconsidering our offer.,1.7382602001539649,0.020736221239251885,1299.0,577.0,485.0,237.0
6,7,So when are you two taking the plunge?,1.736332849540397,0.016938933712524952,2067.0,957.0,698.0,412.0
7,8,"Well, we did tell you it was your going away party!",1.732824427480916,0.020288532455649527,1441.0,671.0,484.0,286.0
8,9,I'm taking the bridge home--I'd be happy to drop you off on my way.,1.7298636926889714,0.027700905862559737,807.0,388.0,249.0,170.0
9,10,"when you said you were tied up, I assumed you wouldn't be coming.",1.7113752122241086,0.01822779578647936,1767.0,847.0,583.0,337.0
10,11,Your first time in New Jersey?,1.69921875,0.01950544576618353,1536.0,749.0,500.0,287.0
11,12,"On behalf of the airline, I offer our sincerest apologies for the inconvenience, and invite you to enjoy our hospitality suite while you await your re-accommodation.",1.6954436450839327,0.022175292186359708,1251.0,633.0,366.0,252.0
12,13,I know this isn't the kind of farewell party you were expecting.,1.6916802610114192,0.017011647397948606,1839.0,860.0,686.0,293.0
13,14,It's so nice to see couples that still do things together.,1.6752843846949328,0.023136638854720976,967.0,458.0,365.0,144.0
14,15,"I didn't want to come, either.",1.667107875579087,0.020357420710947115,1511.0,808.0,398.0,305.0
15,16,"Ah, you're reporters from the N. Y. Times. Welcome to the White House. Feel free to wander around and ask the administration staff anything you'd like.",1.6585998271391529,0.02402726722372718,1157.0,651.0,250.0,256.0
16,17,I've arranged for you to be dropped off on your way home.,1.6559055118110235,0.02045975276930442,1270.0,631.0,445.0,194.0
17,18,The president would like to offer each member of the press a complimentary glass of wine.,1.6548323471400397,0.03479512923872605,507.0,273.0,136.0,98.0
18,19,"Yes, we're drunk and will probably regret this in the morning.",1.6546938775510205,0.02290924719217444,1225.0,678.0,292.0,255.0
19,20,"So, how do you two know the Corleones?",1.6498455200823894,0.02405369727780624,971.0,502.0,307.0,162.0
20,21,The condo board was unanimous,1.6462063086104006,0.021847272849756096,1173.0,609.0,370.0,194.0
21,22,"I was on that diet once, too.",1.645408163265306,0.02331505607303028,1176.0,658.0,277.0,241.0
22,23,"Unfortunately, ' Let me go' does not qualify as a final request.",1.6421612046058458,0.02380107206871668,1129.0,635.0,263.0,231.0
23,24,"Here, this should help loosen you up a bit.",1.64079822616408,0.023098740500089164,902.0,437.0,352.0,113.0
24,25,Typical. His bucket is 78% larger than yours.,1.6355455568053994,0.02561371774293746,889.0,480.0,253.0,156.0
25,26,"But enough about me, what have you two been up to?",1.6337033299697274,0.02333082815953522,991.0,515.0,324.0,152.0
26,27,That's nothing; let me tell you about my day.,1.6313193588162762,0.026368973839228583,811.0,433.0,244.0,134.0
27,28,You'll want the white wine. It goes better with fish.,1.631057268722467,0.025258071952835484,908.0,492.0,259.0,157.0
28,29,"At first glance, the condo board rules may seem harsh.",1.6278026905829597,0.02453511776282493,892.0,467.0,290.0,135.0
29,30,"So I said to President Trump, lets invite a few TV reporters.",1.624,0.02580627909126232,875.0,481.0,242.0,152.0
30,31,You must be the Snitches!,1.6232057416267942,0.02551112908304357,836.0,444.0,263.0,129.0
